FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f5c,40665,8,8,30,1930,21.4,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f5d,40666,8,8,30,1930,17.28,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f5e,40667,8,8,30,1930,9.77,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f5f,40668,8,8,30,1930,11.85,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f60,40669,8,8,30,1930,9.04,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f61,40670,8,8,30,1930,3.93,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f62,40671,8,8,30,1930,6.13,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f63,40672,8,8,30,1930,6.71,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f64,40673,8,8,30,1930,7.1,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f65,40674,8,8,30,1930,5.28,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f66,40675,8,8,30,1930,5.67,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f67,40676,8,8,30,1930,5.76,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f68,40677,8,8,30,1930,8.66,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f69,40678,8,8,30,1930,7.85,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f6a,40679,8,8,30,1930,3.86,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f6b,40680,8,8,30,1930,4.55,POINT (9768285.317109756 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f6c,41295,8,8,30,1930,29.06,POINT (8933389.136160204 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f6d,41296,8,8,30,1930,27.96,POINT (8989048.88155684 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f6e,41297,8,8,30,1930,26.46,POINT (9044708.626953477 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f6f,41298,8,8,30,1930,22.05,POINT (9100368.372350115 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f70,41299,8,8,30,1930,19.74,POINT (9156028.117746752 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f71,41300,8,8,30,1930,14.83,POINT (9211687.863143386 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f72,41301,8,8,30,1930,5.91,POINT (9267347.608540025 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f73,41302,8,8,30,1930,6.51,POINT (9323007.353936663 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f74,41303,8,8,30,1930,4.19,POINT (9378667.099333297 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f75,41304,8,8,30,1930,1.38,POINT (9434326.844729934 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f76,41305,8,8,30,1930,1.67,POINT (9489986.590126572 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f77,41306,8,8,30,1930,4.75,POINT (9545646.335523209 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f78,41307,8,8,30,1930,3.35,POINT (9601306.080919845 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f79,41308,8,8,30,1930,3.96,POINT (9656965.826316481 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f7a,41309,8,8,30,1930,4.65,POINT (9712625.57171312 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f7b,41310,8,8,30,1930,7.35,POINT (9768285.317109756 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f7c,40335,8,8,30,1930,10.78,POINT (8933389.136160204 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f7d,40336,8,8,30,1930,6.98,POINT (8989048.88155684 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f7e,40337,8,8,30,1930,4.38,POINT (9044708.626953477 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f7f,40338,8,8,30,1930,6.86,POINT (9100368.372350115 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f80,40339,8,8,30,1930,5.65,POINT (9156028.117746752 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f81,40340,8,8,30,1930,7.03,POINT (9211687.863143386 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f82,40341,8,8,30,1930,7.43,POINT (9267347.608540025 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f83,40342,8,8,30,1930,5.81,POINT (9323007.353936663 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f84,40343,8,8,30,1930,4.1,POINT (9378667.099333297 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f85,40344,8,8,30,1930,4.19,POINT (9434326.844729934 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f86,40345,8,8,30,1930,3.68,POINT (9489986.590126572 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f87,40346,8,8,30,1930,4.56,POINT (9545646.335523209 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f88,40347,8,8,30,1930,5.96,POINT (9601306.080919845 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f89,40348,8,8,30,1930,6.16,POINT (9656965.826316481 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3c47e6b4_6f8a,40349,8,8,30,1930,5.25,POINT (9712625.57171312 3535725.659799159)
