FID,id_punto,mes,mes_etiqueta,n_period,period,temp_max_normal,geom
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b55,40665,9,9,30,1960,24.75,POINT (8933389.136160204 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b54,40666,9,9,30,1960,20.78,POINT (8989048.88155684 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b53,40667,9,9,30,1960,13.42,POINT (9044708.626953477 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b52,40668,9,9,30,1960,15.56,POINT (9100368.372350115 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b51,40669,9,9,30,1960,12.89,POINT (9156028.117746752 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b50,40670,9,9,30,1960,8.08,POINT (9211687.863143386 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b4f,40671,9,9,30,1960,10.32,POINT (9267347.608540025 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b4e,40672,9,9,30,1960,10.99,POINT (9323007.353936663 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b4d,40673,9,9,30,1960,11.47,POINT (9378667.099333297 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b4c,40674,9,9,30,1960,9.96,POINT (9434326.844729934 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b4b,40675,9,9,30,1960,10.35,POINT (9489986.590126572 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b4a,40676,9,9,30,1960,10.59,POINT (9545646.335523209 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b49,40677,9,9,30,1960,13.61,POINT (9601306.080919845 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b48,40678,9,9,30,1960,12.85,POINT (9656965.826316481 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b47,40679,9,9,30,1960,8.79,POINT (9712625.57171312 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b46,40680,9,9,30,1960,9.54,POINT (9768285.317109756 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b45,41295,9,9,30,1960,32.94,POINT (8933389.136160204 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b44,41296,9,9,30,1960,31.86,POINT (8989048.88155684 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b43,41297,9,9,30,1960,30.21,POINT (9044708.626953477 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b42,41298,9,9,30,1960,25.82,POINT (9100368.372350115 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b41,41299,9,9,30,1960,23.56,POINT (9156028.117746752 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b40,41300,9,9,30,1960,18.86,POINT (9211687.863143386 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b3f,41301,9,9,30,1960,10.29,POINT (9267347.608540025 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b3e,41302,9,9,30,1960,10.85,POINT (9323007.353936663 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b3d,41303,9,9,30,1960,8.67,POINT (9378667.099333297 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b3c,41304,9,9,30,1960,6.13,POINT (9434326.844729934 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b3b,41305,9,9,30,1960,6.51,POINT (9489986.590126572 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b3a,41306,9,9,30,1960,9.62,POINT (9545646.335523209 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b39,41307,9,9,30,1960,8.37,POINT (9601306.080919845 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b38,41308,9,9,30,1960,8.99,POINT (9656965.826316481 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b37,41309,9,9,30,1960,9.73,POINT (9712625.57171312 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b36,41310,9,9,30,1960,12.44,POINT (9768285.317109756 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b35,40335,9,9,30,1960,14.03,POINT (8933389.136160204 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b34,40336,9,9,30,1960,10.55,POINT (8989048.88155684 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b33,40337,9,9,30,1960,8.08,POINT (9044708.626953477 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b32,40338,9,9,30,1960,10.52,POINT (9100368.372350115 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b31,40339,9,9,30,1960,9.55,POINT (9156028.117746752 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b30,40340,9,9,30,1960,10.98,POINT (9211687.863143386 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b2f,40341,9,9,30,1960,11.45,POINT (9267347.608540025 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b2e,40342,9,9,30,1960,9.98,POINT (9323007.353936663 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b2d,40343,9,9,30,1960,8.52,POINT (9378667.099333297 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b2c,40344,9,9,30,1960,8.73,POINT (9434326.844729934 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b2b,40345,9,9,30,1960,8.28,POINT (9489986.590126572 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b2a,40346,9,9,30,1960,9.22,POINT (9545646.335523209 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b29,40347,9,9,30,1960,10.73,POINT (9601306.080919845 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b28,40348,9,9,30,1960,11,POINT (9656965.826316481 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b27,40349,9,9,30,1960,10.19,POINT (9712625.57171312 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b26,40350,9,9,30,1960,8.88,POINT (9768285.317109756 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b25,42530,9,9,30,1960,33.48,POINT (8933389.136160204 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b24,42531,9,9,30,1960,33.29,POINT (8989048.88155684 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b23,42532,9,9,30,1960,33.25,POINT (9044708.626953477 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b22,42533,9,9,30,1960,33.48,POINT (9100368.372350115 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b21,42534,9,9,30,1960,33.49,POINT (9156028.117746752 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b20,42535,9,9,30,1960,33.62,POINT (9211687.863143386 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b1f,42536,9,9,30,1960,33.62,POINT (9267347.608540025 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b1e,42537,9,9,30,1960,33.49,POINT (9323007.353936663 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b1d,42538,9,9,30,1960,33.42,POINT (9378667.099333297 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b1c,42539,9,9,30,1960,33.42,POINT (9434326.844729934 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b1b,42540,9,9,30,1960,33.23,POINT (9489986.590126572 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b1a,42541,9,9,30,1960,32.76,POINT (9545646.335523209 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b19,42542,9,9,30,1960,32.26,POINT (9601306.080919845 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b18,42543,9,9,30,1960,29.89,POINT (9656965.826316481 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b17,42544,9,9,30,1960,29.69,POINT (9712625.57171312 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b16,42545,9,9,30,1960,28.61,POINT (9768285.317109756 3092272.122885534)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b15,40981,9,9,30,1960,27.84,POINT (8933389.136160204 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b14,40982,9,9,30,1960,24.68,POINT (8989048.88155684 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b13,40983,9,9,30,1960,22.31,POINT (9044708.626953477 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b12,40984,9,9,30,1960,20.14,POINT (9100368.372350115 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b11,40985,9,9,30,1960,15.27,POINT (9156028.117746752 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b10,40986,9,9,30,1960,9.57,POINT (9211687.863143386 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b0f,40987,9,9,30,1960,9.25,POINT (9267347.608540025 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b0e,40988,9,9,30,1960,8.68,POINT (9323007.353936663 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b0d,40989,9,9,30,1960,10.28,POINT (9378667.099333297 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b0c,40990,9,9,30,1960,9.81,POINT (9434326.844729934 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b0b,40991,9,9,30,1960,10.65,POINT (9489986.590126572 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b0a,40992,9,9,30,1960,12.08,POINT (9545646.335523209 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b09,40993,9,9,30,1960,11.24,POINT (9601306.080919845 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b08,40994,9,9,30,1960,13.38,POINT (9656965.826316481 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b07,40995,9,9,30,1960,12.32,POINT (9712625.57171312 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b06,40996,9,9,30,1960,13.36,POINT (9768285.317109756 3407504.076175717)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b05,41926,9,9,30,1960,33.48,POINT (8933389.136160204 3217490.9158222144)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b04,41927,9,9,30,1960,33.35,POINT (8989048.88155684 3217490.9158222144)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b03,41928,9,9,30,1960,33.16,POINT (9044708.626953477 3217490.9158222144)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b02,41929,9,9,30,1960,33.08,POINT (9100368.372350115 3217490.9158222144)
temp_max_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7b01,41930,9,9,30,1960,32.69,POINT (9156028.117746752 3217490.9158222144)
