FID,id_punto,mes,mes_etiqueta,n_period,period,pre_normal,geom
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cd5,40665,9,9,30,1960,178.21,POINT (8933389.136160204 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cd4,40666,9,9,30,1960,142.49,POINT (8989048.88155684 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cd3,40667,9,9,30,1960,92.74,POINT (9044708.626953477 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cd2,40668,9,9,30,1960,97.62,POINT (9100368.372350115 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cd1,40669,9,9,30,1960,86.42,POINT (9156028.117746752 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cd0,40670,9,9,30,1960,66.9,POINT (9211687.863143386 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ccf,40671,9,9,30,1960,77.77,POINT (9267347.608540025 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cce,40672,9,9,30,1960,84,POINT (9323007.353936663 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ccd,40673,9,9,30,1960,88.42,POINT (9378667.099333297 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ccc,40674,9,9,30,1960,81.91,POINT (9434326.844729934 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ccb,40675,9,9,30,1960,85.94,POINT (9489986.590126572 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cca,40676,9,9,30,1960,93.83,POINT (9545646.335523209 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc9,40677,9,9,30,1960,114.29,POINT (9601306.080919845 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc8,40678,9,9,30,1960,111.42,POINT (9656965.826316481 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc7,40679,9,9,30,1960,95.14,POINT (9712625.57171312 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc6,40680,9,9,30,1960,100.75,POINT (9768285.317109756 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc5,41295,9,9,30,1960,227.39,POINT (8933389.136160204 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc4,41296,9,9,30,1960,237.58,POINT (8989048.88155684 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc3,41297,9,9,30,1960,215.91,POINT (9044708.626953477 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc2,41298,9,9,30,1960,182.25,POINT (9100368.372350115 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc1,41299,9,9,30,1960,168.63,POINT (9156028.117746752 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cc0,41300,9,9,30,1960,142.5,POINT (9211687.863143386 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cbf,41301,9,9,30,1960,98.22,POINT (9267347.608540025 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cbe,41302,9,9,30,1960,104.21,POINT (9323007.353936663 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cbd,41303,9,9,30,1960,94.17,POINT (9378667.099333297 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cbc,41304,9,9,30,1960,84.2,POINT (9434326.844729934 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cbb,41305,9,9,30,1960,87.68,POINT (9489986.590126572 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cba,41306,9,9,30,1960,111.96,POINT (9545646.335523209 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb9,41307,9,9,30,1960,111.06,POINT (9601306.080919845 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb8,41308,9,9,30,1960,117.43,POINT (9656965.826316481 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb7,41309,9,9,30,1960,124.97,POINT (9712625.57171312 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb6,41310,9,9,30,1960,138.68,POINT (9768285.317109756 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb5,40335,9,9,30,1960,95.03,POINT (8933389.136160204 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb4,40336,9,9,30,1960,71.23,POINT (8989048.88155684 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb3,40337,9,9,30,1960,58.01,POINT (9044708.626953477 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb2,40338,9,9,30,1960,64.37,POINT (9100368.372350115 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb1,40339,9,9,30,1960,61.07,POINT (9156028.117746752 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cb0,40340,9,9,30,1960,68.74,POINT (9211687.863143386 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7caf,40341,9,9,30,1960,72.81,POINT (9267347.608540025 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cae,40342,9,9,30,1960,68.22,POINT (9323007.353936663 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cad,40343,9,9,30,1960,62.69,POINT (9378667.099333297 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cac,40344,9,9,30,1960,65.85,POINT (9434326.844729934 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7cab,40345,9,9,30,1960,65.42,POINT (9489986.590126572 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7caa,40346,9,9,30,1960,79.07,POINT (9545646.335523209 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca9,40347,9,9,30,1960,89.62,POINT (9601306.080919845 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca8,40348,9,9,30,1960,91.78,POINT (9656965.826316481 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca7,40349,9,9,30,1960,88.67,POINT (9712625.57171312 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca6,40350,9,9,30,1960,87.78,POINT (9768285.317109756 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca5,42530,9,9,30,1960,162.13,POINT (8933389.136160204 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca4,42531,9,9,30,1960,175.61,POINT (8989048.88155684 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca3,42532,9,9,30,1960,194.82,POINT (9044708.626953477 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca2,42533,9,9,30,1960,206.95,POINT (9100368.372350115 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca1,42534,9,9,30,1960,221.78,POINT (9156028.117746752 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7ca0,42535,9,9,30,1960,217.61,POINT (9211687.863143386 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c9f,42536,9,9,30,1960,228.85,POINT (9267347.608540025 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c9e,42537,9,9,30,1960,253.96,POINT (9323007.353936663 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c9d,42538,9,9,30,1960,277.82,POINT (9378667.099333297 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c9c,42539,9,9,30,1960,281.78,POINT (9434326.844729934 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c9b,42540,9,9,30,1960,282.35,POINT (9489986.590126572 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c9a,42541,9,9,30,1960,291.45,POINT (9545646.335523209 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c99,42542,9,9,30,1960,266.89,POINT (9601306.080919845 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c98,42543,9,9,30,1960,258.04,POINT (9656965.826316481 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c97,42544,9,9,30,1960,256.64,POINT (9712625.57171312 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c96,42545,9,9,30,1960,322.54,POINT (9768285.317109756 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c95,40981,9,9,30,1960,204.77,POINT (8933389.136160204 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c94,40982,9,9,30,1960,184.33,POINT (8989048.88155684 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c93,40983,9,9,30,1960,151.72,POINT (9044708.626953477 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c92,40984,9,9,30,1960,129.71,POINT (9100368.372350115 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c91,40985,9,9,30,1960,107.52,POINT (9156028.117746752 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c90,40986,9,9,30,1960,84.06,POINT (9211687.863143386 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c8f,40987,9,9,30,1960,84.38,POINT (9267347.608540025 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c8e,40988,9,9,30,1960,82.66,POINT (9323007.353936663 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c8d,40989,9,9,30,1960,92.03,POINT (9378667.099333297 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c8c,40990,9,9,30,1960,90.98,POINT (9434326.844729934 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c8b,40991,9,9,30,1960,97.56,POINT (9489986.590126572 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c8a,40992,9,9,30,1960,114.84,POINT (9545646.335523209 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c89,40993,9,9,30,1960,111.6,POINT (9601306.080919845 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c88,40994,9,9,30,1960,124.67,POINT (9656965.826316481 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c87,40995,9,9,30,1960,120,POINT (9712625.57171312 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c86,40996,9,9,30,1960,127.16,POINT (9768285.317109756 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c85,41926,9,9,30,1960,200.75,POINT (8933389.136160204 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c84,41927,9,9,30,1960,222.91,POINT (8989048.88155684 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c83,41928,9,9,30,1960,234.53,POINT (9044708.626953477 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c82,41929,9,9,30,1960,235.53,POINT (9100368.372350115 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c81,41930,9,9,30,1960,245.36,POINT (9156028.117746752 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c80,41931,9,9,30,1960,267.84,POINT (9211687.863143386 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c7f,41932,9,9,30,1960,283.26,POINT (9267347.608540025 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c7e,41933,9,9,30,1960,314.01,POINT (9323007.353936663 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c7d,41934,9,9,30,1960,338.89,POINT (9378667.099333297 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c7c,41935,9,9,30,1960,332.22,POINT (9434326.844729934 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c7b,41936,9,9,30,1960,305.39,POINT (9489986.590126572 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c7a,41937,9,9,30,1960,301,POINT (9545646.335523209 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c79,41938,9,9,30,1960,248.52,POINT (9601306.080919845 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c78,41939,9,9,30,1960,161.13,POINT (9656965.826316481 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c77,41940,9,9,30,1960,194.77,POINT (9712625.57171312 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c76,41941,9,9,30,1960,190.78,POINT (9768285.317109756 3217490.9158222144)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c75,42228,9,9,30,1960,181.94,POINT (8933389.136160204 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c74,42229,9,9,30,1960,200.04,POINT (8989048.88155684 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c73,42230,9,9,30,1960,218.37,POINT (9044708.626953477 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c72,42231,9,9,30,1960,223.78,POINT (9100368.372350115 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c71,42232,9,9,30,1960,237.45,POINT (9156028.117746752 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c70,42233,9,9,30,1960,254.65,POINT (9211687.863143386 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c6f,42234,9,9,30,1960,269.96,POINT (9267347.608540025 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c6e,42235,9,9,30,1960,296.05,POINT (9323007.353936663 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c6d,42236,9,9,30,1960,317.65,POINT (9378667.099333297 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c6c,42237,9,9,30,1960,334.44,POINT (9434326.844729934 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c6b,42238,9,9,30,1960,320,POINT (9489986.590126572 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c6a,42239,9,9,30,1960,231.05,POINT (9545646.335523209 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c69,42240,9,9,30,1960,240.15,POINT (9601306.080919845 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c68,42241,9,9,30,1960,314.78,POINT (9656965.826316481 3154740.816666564)
pre_normales_espacial_p.fid--5ff12b53_17a3c66ba90_-7c67,42242,9,9,30,1960,373.56,POINT (9712625.57171312 3154740.816666564)
