FID,id_punto,mes,mes_etiqueta,n_period,period,temp_min_normal,geom
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba9,40665,16,summer,30,2000,17.41,POINT (8933389.136160204 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba8,40666,16,summer,30,2000,12.85,POINT (8989048.88155684 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba7,40667,16,summer,30,2000,4.36,POINT (9044708.626953477 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba6,40668,16,summer,30,2000,6.49,POINT (9100368.372350115 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba5,40669,16,summer,30,2000,3.28,POINT (9156028.117746752 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba4,40670,16,summer,30,2000,-2.3,POINT (9211687.863143386 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba3,40671,16,summer,30,2000,-0.01,POINT (9267347.608540025 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba2,40672,16,summer,30,2000,0.65,POINT (9323007.353936663 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba1,40673,16,summer,30,2000,1,POINT (9378667.099333297 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4ba0,40674,16,summer,30,2000,-0.77,POINT (9434326.844729934 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b9f,40675,16,summer,30,2000,-0.37,POINT (9489986.590126572 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b9e,40676,16,summer,30,2000,-0.23,POINT (9545646.335523209 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b9d,40677,16,summer,30,2000,2.83,POINT (9601306.080919845 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b9c,40678,16,summer,30,2000,2.04,POINT (9656965.826316481 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b9b,40679,16,summer,30,2000,-1.94,POINT (9712625.57171312 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b9a,40680,16,summer,30,2000,-1.15,POINT (9768285.317109756 3471454.9819268296)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b99,41295,16,summer,30,2000,25.43,POINT (8933389.136160204 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b98,41296,16,summer,30,2000,24.35,POINT (8989048.88155684 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b97,41297,16,summer,30,2000,22.77,POINT (9044708.626953477 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b96,41298,16,summer,30,2000,18.08,POINT (9100368.372350115 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b95,41299,16,summer,30,2000,15.45,POINT (9156028.117746752 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b94,41300,16,summer,30,2000,10.01,POINT (9211687.863143386 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b93,41301,16,summer,30,2000,0.4,POINT (9267347.608540025 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b92,41302,16,summer,30,2000,0.89,POINT (9323007.353936663 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b91,41303,16,summer,30,2000,-1.64,POINT (9378667.099333297 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b90,41304,16,summer,30,2000,-4.54,POINT (9434326.844729934 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b8f,41305,16,summer,30,2000,-4.21,POINT (9489986.590126572 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b8e,41306,16,summer,30,2000,-0.9,POINT (9545646.335523209 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b8d,41307,16,summer,30,2000,-2.22,POINT (9601306.080919845 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b8c,41308,16,summer,30,2000,-1.49,POINT (9656965.826316481 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b8b,41309,16,summer,30,2000,-0.8,POINT (9712625.57171312 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b8a,41310,16,summer,30,2000,1.87,POINT (9768285.317109756 3343864.953833735)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b89,40335,16,summer,30,2000,5.44,POINT (8933389.136160204 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b88,40336,16,summer,30,2000,0.95,POINT (8989048.88155684 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b87,40337,16,summer,30,2000,-2.01,POINT (9044708.626953477 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b86,40338,16,summer,30,2000,0.59,POINT (9100368.372350115 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b85,40339,16,summer,30,2000,-0.76,POINT (9156028.117746752 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b84,40340,16,summer,30,2000,0.71,POINT (9211687.863143386 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b83,40341,16,summer,30,2000,1.11,POINT (9267347.608540025 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b82,40342,16,summer,30,2000,-0.55,POINT (9323007.353936663 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b81,40343,16,summer,30,2000,-2.29,POINT (9378667.099333297 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b80,40344,16,summer,30,2000,-2.23,POINT (9434326.844729934 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b7f,40345,16,summer,30,2000,-2.72,POINT (9489986.590126572 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b7e,40346,16,summer,30,2000,-1.72,POINT (9545646.335523209 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b7d,40347,16,summer,30,2000,-0.18,POINT (9601306.080919845 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b7c,40348,16,summer,30,2000,0.13,POINT (9656965.826316481 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b7b,40349,16,summer,30,2000,-0.63,POINT (9712625.57171312 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b7a,40350,16,summer,30,2000,-1.8,POINT (9768285.317109756 3535725.659799159)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b79,42530,16,summer,30,2000,26.67,POINT (8933389.136160204 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b78,42531,16,summer,30,2000,26.16,POINT (8989048.88155684 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b77,42532,16,summer,30,2000,26.05,POINT (9044708.626953477 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b76,42533,16,summer,30,2000,26.28,POINT (9100368.372350115 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b75,42534,16,summer,30,2000,26.12,POINT (9156028.117746752 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b74,42535,16,summer,30,2000,25.89,POINT (9211687.863143386 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b73,42536,16,summer,30,2000,25.62,POINT (9267347.608540025 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b72,42537,16,summer,30,2000,25.61,POINT (9323007.353936663 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b71,42538,16,summer,30,2000,25.68,POINT (9378667.099333297 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b70,42539,16,summer,30,2000,25.74,POINT (9434326.844729934 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b6f,42540,16,summer,30,2000,25.52,POINT (9489986.590126572 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b6e,42541,16,summer,30,2000,25.14,POINT (9545646.335523209 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b6d,42542,16,summer,30,2000,24.6,POINT (9601306.080919845 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b6c,42543,16,summer,30,2000,22.27,POINT (9656965.826316481 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b6b,42544,16,summer,30,2000,22.37,POINT (9712625.57171312 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b6a,42545,16,summer,30,2000,21.51,POINT (9768285.317109756 3092272.122885534)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b69,40981,16,summer,30,2000,20.33,POINT (8933389.136160204 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b68,40982,16,summer,30,2000,17.14,POINT (8989048.88155684 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b67,40983,16,summer,30,2000,14.44,POINT (9044708.626953477 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b66,40984,16,summer,30,2000,11.78,POINT (9100368.372350115 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b65,40985,16,summer,30,2000,6.15,POINT (9156028.117746752 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b64,40986,16,summer,30,2000,-0.34,POINT (9211687.863143386 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b63,40987,16,summer,30,2000,-0.92,POINT (9267347.608540025 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b62,40988,16,summer,30,2000,-1.68,POINT (9323007.353936663 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b61,40989,16,summer,30,2000,-0.08,POINT (9378667.099333297 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b60,40990,16,summer,30,2000,-0.84,POINT (9434326.844729934 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b5f,40991,16,summer,30,2000,-0.06,POINT (9489986.590126572 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b5e,40992,16,summer,30,2000,1.49,POINT (9545646.335523209 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b5d,40993,16,summer,30,2000,0.57,POINT (9601306.080919845 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b5c,40994,16,summer,30,2000,2.51,POINT (9656965.826316481 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b5b,40995,16,summer,30,2000,1.54,POINT (9712625.57171312 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b5a,40996,16,summer,30,2000,2.59,POINT (9768285.317109756 3407504.076175717)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b59,41926,16,summer,30,2000,26.17,POINT (8933389.136160204 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b58,41927,16,summer,30,2000,26.02,POINT (8989048.88155684 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b57,41928,16,summer,30,2000,26.12,POINT (9044708.626953477 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b56,41929,16,summer,30,2000,26.07,POINT (9100368.372350115 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b55,41930,16,summer,30,2000,25.34,POINT (9156028.117746752 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b54,41931,16,summer,30,2000,24.4,POINT (9211687.863143386 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b53,41932,16,summer,30,2000,23,POINT (9267347.608540025 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b52,41933,16,summer,30,2000,22.77,POINT (9323007.353936663 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b51,41934,16,summer,30,2000,23.41,POINT (9378667.099333297 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b50,41935,16,summer,30,2000,22.88,POINT (9434326.844729934 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b4f,41936,16,summer,30,2000,19.41,POINT (9489986.590126572 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b4e,41937,16,summer,30,2000,15.45,POINT (9545646.335523209 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b4d,41938,16,summer,30,2000,10.9,POINT (9601306.080919845 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b4c,41939,16,summer,30,2000,3.34,POINT (9656965.826316481 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b4b,41940,16,summer,30,2000,5.46,POINT (9712625.57171312 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b4a,41941,16,summer,30,2000,4.12,POINT (9768285.317109756 3217490.9158222144)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b49,42228,16,summer,30,2000,26.3,POINT (8933389.136160204 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b48,42229,16,summer,30,2000,26.07,POINT (8989048.88155684 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b47,42230,16,summer,30,2000,26.05,POINT (9044708.626953477 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b46,42231,16,summer,30,2000,26.05,POINT (9100368.372350115 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b45,42232,16,summer,30,2000,25.84,POINT (9156028.117746752 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b44,42233,16,summer,30,2000,25.56,POINT (9211687.863143386 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b43,42234,16,summer,30,2000,25.44,POINT (9267347.608540025 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b42,42235,16,summer,30,2000,25.32,POINT (9323007.353936663 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b41,42236,16,summer,30,2000,24.81,POINT (9378667.099333297 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b40,42237,16,summer,30,2000,24.91,POINT (9434326.844729934 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b3f,42238,16,summer,30,2000,23.41,POINT (9489986.590126572 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b3e,42239,16,summer,30,2000,21.57,POINT (9545646.335523209 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b3d,42240,16,summer,30,2000,18.75,POINT (9601306.080919845 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b3c,42241,16,summer,30,2000,15.21,POINT (9656965.826316481 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b3b,42242,16,summer,30,2000,16.04,POINT (9712625.57171312 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b3a,42243,16,summer,30,2000,14.39,POINT (9768285.317109756 3154740.816666564)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b39,41614,16,summer,30,2000,25.75,POINT (8933389.136160204 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b38,41615,16,summer,30,2000,25.85,POINT (8989048.88155684 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b37,41616,16,summer,30,2000,25.72,POINT (9044708.626953477 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b36,41617,16,summer,30,2000,23.56,POINT (9100368.372350115 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b35,41618,16,summer,30,2000,19.64,POINT (9156028.117746752 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b34,41619,16,summer,30,2000,16.48,POINT (9211687.863143386 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b33,41620,16,summer,30,2000,14.97,POINT (9267347.608540025 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b32,41621,16,summer,30,2000,15.03,POINT (9323007.353936663 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b31,41622,16,summer,30,2000,15.38,POINT (9378667.099333297 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b30,41623,16,summer,30,2000,9.87,POINT (9434326.844729934 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b2f,41624,16,summer,30,2000,5.12,POINT (9489986.590126572 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b2e,41625,16,summer,30,2000,-0.5,POINT (9545646.335523209 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b2d,41626,16,summer,30,2000,-1.81,POINT (9601306.080919845 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b2c,41627,16,summer,30,2000,-3.1,POINT (9656965.826316481 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b2b,41628,16,summer,30,2000,0.34,POINT (9712625.57171312 3280529.7896193247)
temp_min_normales_espacial_p.fid--5ff12b53_17a3d1f0090_-4b2a,41629,16,summer,30,2000,-0.07,POINT (9768285.317109756 3280529.7896193247)
