Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
-2.0442, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
0.2976, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
0.27106, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
0.62932, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
8.80447, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
0.35056, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.0445, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-1.0615, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-0.1351, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
-0.0244, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
0.17444, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
1.25044, 2020-2039, cnrm_cm5, May Anomaly, NPL
1.82608, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
3.45267, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
2.13903, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
-5.2764, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-3.8209, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.5318, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-0.4123, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
0.05053, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-0.1833, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-0.2314, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
0.03029, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
1.79928, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-1.3248, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
-2.1648, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
-2.4916, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
1.96398, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
3.31135, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-0.256, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-0.5828, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
0.7043, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
0.11858, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
0.26268, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
0.21411, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-0.1348, 2020-2039, gfdl_cm3, May Anomaly, NPL
3.78774, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
4.89875, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
4.39098, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
5.3188, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-4.2042, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.461, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-0.8498, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-0.5931, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
-0.2537, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
-0.1911, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.3928, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
0.35228, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-1.6993, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-1.7682, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-0.784, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-2.8179, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-4.322, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-0.4569, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
0.42002, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
0.33194, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.9572, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
-0.4242, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
0.24413, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-0.9323, 2020-2039, gfdl_esm2m, May Anomaly, NPL
0.79875, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
-1.5388, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-4.6679, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-2.887, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
2.93558, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
2.0086, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
0.73595, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.0129, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
0.43064, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-0.8363, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.1833, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
4.51156, 2020-2039, hadgem2_ao, May Anomaly, NPL
8.36261, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
9.15867, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
4.45514, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
4.46804, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
10.7694, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-0.0163, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-0.0598, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
0.38371, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-0.119, 2020-2039, hadgem2_es, Feb Anomaly, NPL
0.69931, 2020-2039, hadgem2_es, Mar Anomaly, NPL
0.54343, 2020-2039, hadgem2_es, Apr Anomaly, NPL
0.5172, 2020-2039, hadgem2_es, May Anomaly, NPL
-0.6876, 2020-2039, hadgem2_es, Jun Anomaly, NPL
-3.02, 2020-2039, hadgem2_es, Jul Anomaly, NPL
-4.7559, 2020-2039, hadgem2_es, Aug Anomaly, NPL
-4.4527, 2020-2039, hadgem2_es, Sep Anomaly, NPL
3.04033, 2020-2039, hadgem2_es, Oct Anomaly, NPL
-1.0748, 2020-2039, hadgem2_es, Nov Anomaly, NPL
-0.5025, 2020-2039, hadgem2_es, Dec Anomaly, NPL
-0.2227, 2020-2039, miroc5, Jan Anomaly, NPL
-0.306, 2020-2039, miroc5, Feb Anomaly, NPL
-0.6359, 2020-2039, miroc5, Mar Anomaly, NPL
0.58963, 2020-2039, miroc5, Apr Anomaly, NPL
-0.4767, 2020-2039, miroc5, May Anomaly, NPL
0.81542, 2020-2039, miroc5, Jun Anomaly, NPL
2.47785, 2020-2039, miroc5, Jul Anomaly, NPL
-1.7833, 2020-2039, miroc5, Aug Anomaly, NPL
-4.4334, 2020-2039, miroc5, Sep Anomaly, NPL
5.76732, 2020-2039, miroc5, Oct Anomaly, NPL
-0.6497, 2020-2039, miroc5, Nov Anomaly, NPL
-0.3361, 2020-2039, miroc5, Dec Anomaly, NPL
0.58365, 2020-2039, miroc_esm, Jan Anomaly, NPL
-0.1326, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.549, 2020-2039, miroc_esm, Mar Anomaly, NPL
1.10373, 2020-2039, miroc_esm, Apr Anomaly, NPL
-0.7692, 2020-2039, miroc_esm, May Anomaly, NPL
2.28098, 2020-2039, miroc_esm, Jun Anomaly, NPL
2.03339, 2020-2039, miroc_esm, Jul Anomaly, NPL
4.1289, 2020-2039, miroc_esm, Aug Anomaly, NPL
5.14497, 2020-2039, miroc_esm, Sep Anomaly, NPL
3.18074, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.8597, 2020-2039, miroc_esm, Nov Anomaly, NPL
-0.0499, 2020-2039, miroc_esm, Dec Anomaly, NPL
-0.0818, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-0.7029, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
0.32951, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.7942, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-0.4138, 2020-2039, mpi_esm_lr, May Anomaly, NPL
0.02014, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
-2.3901, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
-4.8853, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
-2.6458, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
0.4791, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
-0.9487, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
0.11101, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.1297, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-0.8345, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
0.17886, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
0.38305, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
-1.7812, 2020-2039, mpi_esm_mr, May Anomaly, NPL
-1.467, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
-3.4926, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
-6.7641, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
-0.3035, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
1.29778, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
-0.0583, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
0.51138, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
0.2465, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
0.03758, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
0.03683, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
-0.0322, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-0.2878, 2020-2039, mri_cgcm3, May Anomaly, NPL
-0.9571, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
-1.9415, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
-3.1563, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
-1.5259, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
0.61193, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.3282, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-0.5574, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-0.0931, 2020-2039, noresm1_m, Jan Anomaly, NPL
0.14129, 2020-2039, noresm1_m, Feb Anomaly, NPL
-0.5461, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.844, 2020-2039, noresm1_m, Apr Anomaly, NPL
-0.4758, 2020-2039, noresm1_m, May Anomaly, NPL
0.83344, 2020-2039, noresm1_m, Jun Anomaly, NPL
1.64777, 2020-2039, noresm1_m, Jul Anomaly, NPL
2.50141, 2020-2039, noresm1_m, Aug Anomaly, NPL
1.46583, 2020-2039, noresm1_m, Sep Anomaly, NPL
2.31788, 2020-2039, noresm1_m, Oct Anomaly, NPL
-1.5081, 2020-2039, noresm1_m, Nov Anomaly, NPL
-0.0365, 2020-2039, noresm1_m, Dec Anomaly, NPL
-1.0259, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.4051, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.434, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.6566, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.9007, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-10.413, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-21.355, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-36.162, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-49.382, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-13.52, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.8085, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.479, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.06801, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.2988, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.1386, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.2762, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-1.1233, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
-0.7482, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-4.271, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-6.7759, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
-10.251, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
0.46676, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.3195, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.21, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
1.64198, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
2.74605, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
5.02667, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
9.25972, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
17.2453, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
19.1689, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
22.5412, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
26.1933, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
38.0523, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
42.1138, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
3.08628, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
1.36111, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-2.2599, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
1.08262, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
-9.1824, 2020-2039, bnu_esm, Annual Anomaly, NPL
-1.3853, 2020-2039, canesm2, Annual Anomaly, NPL
-2.0829, 2020-2039, ccsm4, Annual Anomaly, NPL
1.50242, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
-0.3998, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
-1.0107, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
4.48471, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
-3.2, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-2.9114, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
7.17866, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
-4.2442, 2020-2039, hadgem2_es, Annual Anomaly, NPL
-2.2274, 2020-2039, miroc5, Annual Anomaly, NPL
4.21961, 2020-2039, miroc_esm, Annual Anomaly, NPL
-2.5678, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
-5.0005, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
-2.2656, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
2.19501, 2020-2039, noresm1_m, Annual Anomaly, NPL
-47.077, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
-9.6484, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
34.9475, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
