Heating Degree Days - (Celsius), Year, Model, Statistics, ISO3
-49.74, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-38.496, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-37.316, 2040-2059, cesm1_cam5, May Anomaly, NPL
-35.766, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
-35.098, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
-37.724, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
-43.896, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
-54.618, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-30.256, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-21.596, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-19.487, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-45.674, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-55.029, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
-53.061, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
-43.23, 2040-2059, cnrm_cm5, May Anomaly, NPL
-36.73, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
-39.08, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
-33.947, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
-27.421, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
-43.43, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
1.78239, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-27.436, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-95.299, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-128.66, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-81.756, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-63.47, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
-33.136, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-30.027, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
-36.649, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
-31.701, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
-19.026, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
-35.931, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-68.357, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-74.054, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
-148.43, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
-105.45, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-94.419, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-82.049, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-86.995, 2040-2059, gfdl_cm3, May Anomaly, NPL
-68.566, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
-53.626, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
-58.176, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-69.453, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-86.359, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-78.098, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-143.42, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-45.135, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
0.22032, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
-92.292, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-34.632, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
-34.965, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-19.751, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
-20.657, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
-19.586, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
-19.64, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-26.339, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
-72.714, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-25.796, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-22.48, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-6.2082, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
-34.913, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-40.54, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-44.307, 2040-2059, gfdl_esm2m, May Anomaly, NPL
-38.688, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
-39.604, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
-26.336, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
-24.281, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-44.017, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-42.243, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
3.53487, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-32.15, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-65.903, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-72.278, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-15.764, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-12.052, 2040-2059, hadgem2_ao, May Anomaly, NPL
-17.191, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
-7.6561, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
-9.4467, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
-27.903, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
-35.67, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-68.105, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-62.366, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-131.19, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-101.99, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-88.951, 2040-2059, hadgem2_es, Mar Anomaly, NPL
-35.947, 2040-2059, hadgem2_es, Apr Anomaly, NPL
-18.392, 2040-2059, hadgem2_es, May Anomaly, NPL
-23.648, 2040-2059, hadgem2_es, Jun Anomaly, NPL
-26.177, 2040-2059, hadgem2_es, Jul Anomaly, NPL
-22.458, 2040-2059, hadgem2_es, Aug Anomaly, NPL
-32.205, 2040-2059, hadgem2_es, Sep Anomaly, NPL
-37.217, 2040-2059, hadgem2_es, Oct Anomaly, NPL
-60.743, 2040-2059, hadgem2_es, Nov Anomaly, NPL
-45.369, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-94.535, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
-89.882, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
-89.342, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
-57.584, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
-44.615, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
-29.307, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
-30.846, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
-18.977, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
-31.522, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
-45.422, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
-84.714, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
-87.693, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
-79.393, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
-91.298, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
-107.63, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-80.694, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
-34.185, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
-26.571, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
-27.797, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
-28.655, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
-41.75, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
-67.927, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
-60.479, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
-48.648, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-108.47, 2040-2059, miroc5, Jan Anomaly, NPL
-89.608, 2040-2059, miroc5, Feb Anomaly, NPL
-86.141, 2040-2059, miroc5, Mar Anomaly, NPL
-61.341, 2040-2059, miroc5, Apr Anomaly, NPL
-59.496, 2040-2059, miroc5, May Anomaly, NPL
-51.597, 2040-2059, miroc5, Jun Anomaly, NPL
-25.356, 2040-2059, miroc5, Jul Anomaly, NPL
-25.379, 2040-2059, miroc5, Aug Anomaly, NPL
-26.232, 2040-2059, miroc5, Sep Anomaly, NPL
-48.226, 2040-2059, miroc5, Oct Anomaly, NPL
-56.931, 2040-2059, miroc5, Nov Anomaly, NPL
-62.793, 2040-2059, miroc5, Dec Anomaly, NPL
-188.13, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
-118.44, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
-108.99, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
-86.905, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
-74.014, 2040-2059, miroc_esm_chem, May Anomaly, NPL
-42.928, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
-22.537, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
-24.867, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
-28.376, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
-40.304, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-76.432, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
-177.11, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
-61.514, 2040-2059, miroc_esm, Jan Anomaly, NPL
-43.257, 2040-2059, miroc_esm, Feb Anomaly, NPL
-57.518, 2040-2059, miroc_esm, Mar Anomaly, NPL
-74.956, 2040-2059, miroc_esm, Apr Anomaly, NPL
-56.187, 2040-2059, miroc_esm, May Anomaly, NPL
-28.108, 2040-2059, miroc_esm, Jun Anomaly, NPL
-22.499, 2040-2059, miroc_esm, Jul Anomaly, NPL
-21.865, 2040-2059, miroc_esm, Aug Anomaly, NPL
-25.439, 2040-2059, miroc_esm, Sep Anomaly, NPL
-45.67, 2040-2059, miroc_esm, Oct Anomaly, NPL
-63.721, 2040-2059, miroc_esm, Nov Anomaly, NPL
-97.733, 2040-2059, miroc_esm, Dec Anomaly, NPL
-104.1, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
-98.728, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
-83.664, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-49.874, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-32.438, 2040-2059, mpi_esm_lr, May Anomaly, NPL
-18.598, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
-17.856, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
-21.877, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
-22.826, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
-29.479, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-42.233, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-67.628, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-37.397, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-64.872, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
-63.127, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
-41.506, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-25.009, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-22.158, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
-21.572, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
-20.482, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
-12.978, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
-18.816, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
-20.379, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
-23.286, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
-28.783, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-41.174, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-51.883, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-47.129, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-28.923, 2040-2059, mri_cgcm3, May Anomaly, NPL
-17.391, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
-16.196, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
-16.736, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-23.78, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
-2.6246, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-30.228, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-68.723, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
-49.57, 2040-2059, noresm1_m, Jan Anomaly, NPL
-38.832, 2040-2059, noresm1_m, Feb Anomaly, NPL
-54.009, 2040-2059, noresm1_m, Mar Anomaly, NPL
-45.698, 2040-2059, noresm1_m, Apr Anomaly, NPL
-34.583, 2040-2059, noresm1_m, May Anomaly, NPL
-28.159, 2040-2059, noresm1_m, Jun Anomaly, NPL
-16.521, 2040-2059, noresm1_m, Jul Anomaly, NPL
-23.291, 2040-2059, noresm1_m, Aug Anomaly, NPL
-20.788, 2040-2059, noresm1_m, Sep Anomaly, NPL
-25.362, 2040-2059, noresm1_m, Oct Anomaly, NPL
-37.958, 2040-2059, noresm1_m, Nov Anomaly, NPL
-25.798, 2040-2059, noresm1_m, Dec Anomaly, NPL
-185.62, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-135.7, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-129.39, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-69.166, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-61.066, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-56.56, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-66.14, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-62.902, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-66.051, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-102.65, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-153.77, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-167.76, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-89.93, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-65.494, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-54.953, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-41.291, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-36.79, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
-28.088, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
-22.539, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
-21.198, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
-31.032, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-45.404, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-66.757, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-85.382, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
22.9801, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
-6.2676, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.10188, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
-8.4519, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
6.5562, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
15.1029, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
2.40715, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
6.28544, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
9.44084, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
8.47198, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
16.5102, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
39.8039, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-529.03, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
-353.16, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-584.09, 2040-2059, bnu_esm, Annual Anomaly, NPL
-823.71, 2040-2059, canesm2, Annual Anomaly, NPL
-421.05, 2040-2059, ccsm4, Annual Anomaly, NPL
-478.85, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-424.4, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
-697.73, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
-1078.4, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-412.7, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-360.53, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
-404.74, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-597.83, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-702.58, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
-698.13, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
-702.85, 2040-2059, miroc5, Annual Anomaly, NPL
-994.36, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
-600.79, 2040-2059, miroc_esm, Annual Anomaly, NPL
-592.32, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-373.63, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
-374.06, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
-403.49, 2040-2059, noresm1_m, Annual Anomaly, NPL
-1117.6, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-610.73, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
-240.1, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
