Heating Degree Days - (Celsius), Year, Model, Statistics, ISO3
-62.263, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
-59.053, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
-84.436, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-67.117, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
-57.386, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
-43.66, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-30.853, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
-27.799, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
-20.454, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
-48.515, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
-62.283, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
-91.699, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
-78.284, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
-57.783, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
-21.149, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
-49.333, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
-52.089, 2040-2059, bcc_csm1_1, May Anomaly, NPL
-33.727, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
-21.269, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
-8.9279, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
-21.559, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
-28.805, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
-14.816, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
-30.716, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
-56.189, 2040-2059, ccsm4, Jan Anomaly, NPL
-36.965, 2040-2059, ccsm4, Feb Anomaly, NPL
-99.128, 2040-2059, ccsm4, Mar Anomaly, NPL
-63.803, 2040-2059, ccsm4, Apr Anomaly, NPL
-45.624, 2040-2059, ccsm4, May Anomaly, NPL
-36.439, 2040-2059, ccsm4, Jun Anomaly, NPL
-34.679, 2040-2059, ccsm4, Jul Anomaly, NPL
-36.367, 2040-2059, ccsm4, Aug Anomaly, NPL
-32.509, 2040-2059, ccsm4, Sep Anomaly, NPL
-58.131, 2040-2059, ccsm4, Oct Anomaly, NPL
-49.552, 2040-2059, ccsm4, Nov Anomaly, NPL
-41.376, 2040-2059, ccsm4, Dec Anomaly, NPL
-68.353, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
-91.434, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
-69.157, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-40.24, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-43.216, 2040-2059, cesm1_cam5, May Anomaly, NPL
-36.582, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
-41.775, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
-39.168, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
-49.337, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
-66.297, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-69.926, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-52.114, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-82.793, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-96.585, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-75.098, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-54.418, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
-28.877, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-27.808, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
-39.096, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
-31.559, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
-21.718, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
