Heating Degree Days - (Celsius), Year, Model, Statistics, ISO3
-9.9445, 2080-2099, bnu_esm, Aug Anomaly, NPL
-13.309, 2080-2099, bnu_esm, Sep Anomaly, NPL
-30.452, 2080-2099, bnu_esm, Oct Anomaly, NPL
-38.612, 2080-2099, bnu_esm, Nov Anomaly, NPL
-31.478, 2080-2099, bnu_esm, Dec Anomaly, NPL
-133.08, 2080-2099, canesm2, Jan Anomaly, NPL
-96.816, 2080-2099, canesm2, Feb Anomaly, NPL
-96.881, 2080-2099, canesm2, Mar Anomaly, NPL
-45.034, 2080-2099, canesm2, Apr Anomaly, NPL
-38.827, 2080-2099, canesm2, May Anomaly, NPL
-29.028, 2080-2099, canesm2, Jun Anomaly, NPL
-19.758, 2080-2099, canesm2, Jul Anomaly, NPL
-21.715, 2080-2099, canesm2, Aug Anomaly, NPL
-22.163, 2080-2099, canesm2, Sep Anomaly, NPL
-40.271, 2080-2099, canesm2, Oct Anomaly, NPL
-82.686, 2080-2099, canesm2, Nov Anomaly, NPL
-129.14, 2080-2099, canesm2, Dec Anomaly, NPL
-22.511, 2080-2099, ccsm4, Jan Anomaly, NPL
-34.553, 2080-2099, ccsm4, Feb Anomaly, NPL
-74.931, 2080-2099, ccsm4, Mar Anomaly, NPL
-34.09, 2080-2099, ccsm4, Apr Anomaly, NPL
-36.299, 2080-2099, ccsm4, May Anomaly, NPL
-25.438, 2080-2099, ccsm4, Jun Anomaly, NPL
-26.327, 2080-2099, ccsm4, Jul Anomaly, NPL
-24.399, 2080-2099, ccsm4, Aug Anomaly, NPL
-27.853, 2080-2099, ccsm4, Sep Anomaly, NPL
-37.524, 2080-2099, ccsm4, Oct Anomaly, NPL
-26.776, 2080-2099, ccsm4, Nov Anomaly, NPL
-18.33, 2080-2099, ccsm4, Dec Anomaly, NPL
-54.111, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
-73.19, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
-47.242, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
-30.634, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
-27.257, 2080-2099, cesm1_cam5, May Anomaly, NPL
-37.135, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
-42.239, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
-44.053, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
-50.653, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
-57.661, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
-36.416, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-24.724, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
-76.822, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
-99.335, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
-60.121, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
-57.819, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
-49.904, 2080-2099, cnrm_cm5, May Anomaly, NPL
-39.809, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
-45.423, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
-45.267, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
-46.865, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
-62.867, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-48.53, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-66.753, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-129.11, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-130.44, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-100.77, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
-59.506, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
-36.368, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-38.415, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-48.734, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
-37.856, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
-27.349, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
-40.863, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
-85.816, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-98.173, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
-202.43, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
-165.69, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
-131.51, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-93.912, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-91.872, 2080-2099, gfdl_cm3, May Anomaly, NPL
-77.075, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
-57.385, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
-65.193, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-77.191, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
-101.72, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
-113.2, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-155.45, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-9.7791, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-9.4399, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
-63.323, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-38.354, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
-49.169, 2080-2099, gfdl_esm2g, May Anomaly, NPL
-19.442, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-15.186, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
-11.697, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
-16.07, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-26.8, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
-35.817, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
-12.361, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
-40.187, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-3.3386, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
-51.017, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-47.247, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
-42.34, 2080-2099, gfdl_esm2m, May Anomaly, NPL
-27.885, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
-28.583, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
-25.781, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
-17.841, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-48.048, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-10.152, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
22.4321, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-28.358, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-64.186, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
-61.111, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
-27.132, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
-16.667, 2080-2099, hadgem2_ao, May Anomaly, NPL
-16.553, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
-11.747, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
-11.689, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
-25.204, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
-28.369, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-68.004, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
-80.466, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
-109.24, 2080-2099, hadgem2_es, Jan Anomaly, NPL
-85.919, 2080-2099, hadgem2_es, Feb Anomaly, NPL
-84.233, 2080-2099, hadgem2_es, Mar Anomaly, NPL
-42.011, 2080-2099, hadgem2_es, Apr Anomaly, NPL
-28.593, 2080-2099, hadgem2_es, May Anomaly, NPL
-22.969, 2080-2099, hadgem2_es, Jun Anomaly, NPL
-25.473, 2080-2099, hadgem2_es, Jul Anomaly, NPL
-23.792, 2080-2099, hadgem2_es, Aug Anomaly, NPL
-31.41, 2080-2099, hadgem2_es, Sep Anomaly, NPL
-45.047, 2080-2099, hadgem2_es, Oct Anomaly, NPL
-59.529, 2080-2099, hadgem2_es, Nov Anomaly, NPL
-48.982, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-86.803, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-96.034, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-82.558, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-62.594, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-45.114, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
-32.003, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
-31.017, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
-24.448, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
-30.275, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
-44.803, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
-85.133, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
-58.806, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-74.795, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
-80.321, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
-85.372, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-77.597, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
-36.806, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
-34.554, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
-29.998, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
-22.059, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
-27.894, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
-47.762, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-65.351, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
-62.137, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-69.644, 2080-2099, miroc5, Jan Anomaly, NPL
-37.995, 2080-2099, miroc5, Feb Anomaly, NPL
-50.758, 2080-2099, miroc5, Mar Anomaly, NPL
-45.136, 2080-2099, miroc5, Apr Anomaly, NPL
-51.412, 2080-2099, miroc5, May Anomaly, NPL
-45.651, 2080-2099, miroc5, Jun Anomaly, NPL
-28.609, 2080-2099, miroc5, Jul Anomaly, NPL
-27.135, 2080-2099, miroc5, Aug Anomaly, NPL
-25.634, 2080-2099, miroc5, Sep Anomaly, NPL
-44.628, 2080-2099, miroc5, Oct Anomaly, NPL
-54.286, 2080-2099, miroc5, Nov Anomaly, NPL
-54.691, 2080-2099, miroc5, Dec Anomaly, NPL
-170.58, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-104.95, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-89.751, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
-84.487, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
-73.914, 2080-2099, miroc_esm_chem, May Anomaly, NPL
-37.479, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
-21.761, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
-29.243, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
-31.657, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
-41.891, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-68.444, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-130.55, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
-127.25, 2080-2099, miroc_esm, Jan Anomaly, NPL
-87.761, 2080-2099, miroc_esm, Feb Anomaly, NPL
-74.169, 2080-2099, miroc_esm, Mar Anomaly, NPL
-73.631, 2080-2099, miroc_esm, Apr Anomaly, NPL
-60.491, 2080-2099, miroc_esm, May Anomaly, NPL
-38.265, 2080-2099, miroc_esm, Jun Anomaly, NPL
-18.523, 2080-2099, miroc_esm, Jul Anomaly, NPL
-25.905, 2080-2099, miroc_esm, Aug Anomaly, NPL
-29.726, 2080-2099, miroc_esm, Sep Anomaly, NPL
-48.507, 2080-2099, miroc_esm, Oct Anomaly, NPL
-77.785, 2080-2099, miroc_esm, Nov Anomaly, NPL
-123.41, 2080-2099, miroc_esm, Dec Anomaly, NPL
-54.566, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-74.054, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-75.243, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-46.533, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
-19.485, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-12.575, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-22.953, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-21.905, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
-19.918, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
-7.3864, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-30.564, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
-48.271, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
-11.023, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
-74.541, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
-63.676, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
-32.204, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
-11.423, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-18.902, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
-22.462, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
-18.535, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
-13.475, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-16.845, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
-2.1967, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
17.9694, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
-41.37, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
-44.618, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-74.038, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-41.141, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-28.252, 2080-2099, mri_cgcm3, May Anomaly, NPL
-23.568, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
-25.46, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
-23.55, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-26.028, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-22.964, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-27.257, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-70.224, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-60.639, 2080-2099, noresm1_m, Jan Anomaly, NPL
-44.054, 2080-2099, noresm1_m, Feb Anomaly, NPL
-58.275, 2080-2099, noresm1_m, Mar Anomaly, NPL
-32.795, 2080-2099, noresm1_m, Apr Anomaly, NPL
-43.941, 2080-2099, noresm1_m, May Anomaly, NPL
-32.217, 2080-2099, noresm1_m, Jun Anomaly, NPL
-20.195, 2080-2099, noresm1_m, Jul Anomaly, NPL
-21.685, 2080-2099, noresm1_m, Aug Anomaly, NPL
-22.473, 2080-2099, noresm1_m, Sep Anomaly, NPL
-27.357, 2080-2099, noresm1_m, Oct Anomaly, NPL
-48.562, 2080-2099, noresm1_m, Nov Anomaly, NPL
-38.64, 2080-2099, noresm1_m, Dec Anomaly, NPL
-184.69, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-141.7, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-128.09, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-69.427, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-63.899, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-57.478, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-70.76, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-69.049, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-75.054, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-105.66, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-161.87, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-172.3, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-82.086, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-65.356, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-59.826, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-38.514, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
-33.951, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
-26.49, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
-23.074, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
-21.118, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
-30.244, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
-46.241, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-65.923, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
-79.491, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
7.79957, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
0.12039, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
-2.3557, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
2.83983, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
5.52988, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
10.2847, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
1.93789, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
7.72916, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
14.7372, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
-0.4944, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
32.2862, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
38.1748, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-386.27, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-354.6, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-447.0, 2080-2099, bnu_esm, Annual Anomaly, NPL
-755.35, 2080-2099, canesm2, Annual Anomaly, NPL
-391.56, 2080-2099, ccsm4, Annual Anomaly, NPL
-526.55, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-703.56, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
-833.5, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
-1337.8, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-308.1, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-320.25, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
-420.74, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-578.42, 2080-2099, hadgem2_es, Annual Anomaly, NPL
-682.63, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
-647.31, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
-536.91, 2080-2099, miroc5, Annual Anomaly, NPL
-890.32, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
-788.91, 2080-2099, miroc_esm, Annual Anomaly, NPL
-434.07, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
-271.01, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
-449.05, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-452.51, 2080-2099, noresm1_m, Annual Anomaly, NPL
-1114.2, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
-582.54, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
-228.87, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
