Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
0.32388, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
1.49736, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
5.24884, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
2.02008, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
0.57642, 2060-2079, hadgem2_es, Jan Anomaly, NPL
0.11496, 2060-2079, hadgem2_es, Feb Anomaly, NPL
0.34445, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-0.0812, 2060-2079, hadgem2_es, Apr Anomaly, NPL
0.16901, 2060-2079, hadgem2_es, May Anomaly, NPL
-0.0067, 2060-2079, hadgem2_es, Jun Anomaly, NPL
0.19527, 2060-2079, hadgem2_es, Jul Anomaly, NPL
0.37966, 2060-2079, hadgem2_es, Aug Anomaly, NPL
0.31805, 2060-2079, hadgem2_es, Sep Anomaly, NPL
1.21657, 2060-2079, hadgem2_es, Oct Anomaly, NPL
0.44782, 2060-2079, hadgem2_es, Nov Anomaly, NPL
0.02078, 2060-2079, hadgem2_es, Dec Anomaly, NPL
0.09414, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
0.74312, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.4107, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-2.823, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.3224, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
0.33815, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
-2.4022, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
-1.9485, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
0.01214, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
1.93614, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
1.51189, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
0.98455, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.4103, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-0.7015, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
0.36077, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-1.1011, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
-1.6295, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
-2.7215, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
-1.935, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
-2.1301, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
-0.297, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
0.29067, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.2874, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
1.16494, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
1.3734, 2060-2079, miroc5, Jan Anomaly, NPL
0.47297, 2060-2079, miroc5, Feb Anomaly, NPL
0.99686, 2060-2079, miroc5, Mar Anomaly, NPL
-0.5734, 2060-2079, miroc5, Apr Anomaly, NPL
-0.9797, 2060-2079, miroc5, May Anomaly, NPL
-2.0175, 2060-2079, miroc5, Jun Anomaly, NPL
-0.6091, 2060-2079, miroc5, Jul Anomaly, NPL
0.04735, 2060-2079, miroc5, Aug Anomaly, NPL
-1.175, 2060-2079, miroc5, Sep Anomaly, NPL
-0.6294, 2060-2079, miroc5, Oct Anomaly, NPL
0.84522, 2060-2079, miroc5, Nov Anomaly, NPL
0.6699, 2060-2079, miroc5, Dec Anomaly, NPL
-0.2305, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-0.5856, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-1.3427, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-1.246, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
-1.2779, 2060-2079, miroc_esm_chem, May Anomaly, NPL
-4.1697, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-5.2265, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
-2.6841, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
-3.5851, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
-1.6927, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-2.4386, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
-0.9714, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
-1.398, 2060-2079, miroc_esm, Jan Anomaly, NPL
-1.4526, 2060-2079, miroc_esm, Feb Anomaly, NPL
-0.7765, 2060-2079, miroc_esm, Mar Anomaly, NPL
-1.0238, 2060-2079, miroc_esm, Apr Anomaly, NPL
-1.4834, 2060-2079, miroc_esm, May Anomaly, NPL
-3.8582, 2060-2079, miroc_esm, Jun Anomaly, NPL
-5.8947, 2060-2079, miroc_esm, Jul Anomaly, NPL
-3.4737, 2060-2079, miroc_esm, Aug Anomaly, NPL
-4.2445, 2060-2079, miroc_esm, Sep Anomaly, NPL
-1.5027, 2060-2079, miroc_esm, Oct Anomaly, NPL
-0.9697, 2060-2079, miroc_esm, Nov Anomaly, NPL
-1.2017, 2060-2079, miroc_esm, Dec Anomaly, NPL
0.35057, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
0.75606, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
0.21226, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.4735, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-0.4958, 2060-2079, mri_cgcm3, May Anomaly, NPL
-0.3316, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
0.00507, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-0.816, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-0.1695, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.31509, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.42982, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
0.28874, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-5.0749, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.6356, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.8089, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.5791, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.8009, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-2.8455, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.7683, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.2101, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-5.7963, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-7.7635, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-6.8546, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-6.3013, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
2.4805, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
1.37288, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
1.63213, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
0.86245, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
1.3602, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
0.96734, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.6081, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.2784, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
0.43606, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
3.81315, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
4.03031, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
3.28698, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
1.18424, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
-0.5136, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
2.89989, 2060-2079, bnu_esm, Annual Anomaly, NPL
-0.3327, 2060-2079, canesm2, Annual Anomaly, NPL
1.30147, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
4.55862, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
-29.042, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
14.5564, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-1.1575, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
11.4506, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
3.54649, 2060-2079, hadgem2_es, Annual Anomaly, NPL
-3.2869, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
-9.3974, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
-1.5786, 2060-2079, miroc5, Annual Anomaly, NPL
-25.454, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
-27.283, 2060-2079, miroc_esm, Annual Anomaly, NPL
2.16614, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
-2.3729, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
0.0705, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
-49.314, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
3.97607, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
142.634, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
