Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
0.99306, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
0.32523, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
0.19948, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
-0.1462, 2040-2059, bnu_esm, Jan Anomaly, NPL
0.72507, 2040-2059, bnu_esm, Feb Anomaly, NPL
0.05648, 2040-2059, bnu_esm, Mar Anomaly, NPL
0.12048, 2040-2059, bnu_esm, Apr Anomaly, NPL
-0.0373, 2040-2059, bnu_esm, May Anomaly, NPL
-0.2856, 2040-2059, bnu_esm, Jun Anomaly, NPL
0.01271, 2040-2059, bnu_esm, Jul Anomaly, NPL
0.2325, 2040-2059, bnu_esm, Aug Anomaly, NPL
0.63707, 2040-2059, bnu_esm, Sep Anomaly, NPL
0.82402, 2040-2059, bnu_esm, Oct Anomaly, NPL
0.72098, 2040-2059, bnu_esm, Nov Anomaly, NPL
-0.2909, 2040-2059, bnu_esm, Dec Anomaly, NPL
0.11682, 2040-2059, canesm2, Jan Anomaly, NPL
-0.027, 2040-2059, canesm2, Feb Anomaly, NPL
0.22329, 2040-2059, canesm2, Mar Anomaly, NPL
0.08595, 2040-2059, canesm2, Apr Anomaly, NPL
-0.3742, 2040-2059, canesm2, May Anomaly, NPL
-0.2664, 2040-2059, canesm2, Jun Anomaly, NPL
-0.0842, 2040-2059, canesm2, Jul Anomaly, NPL
0.13465, 2040-2059, canesm2, Aug Anomaly, NPL
0.39077, 2040-2059, canesm2, Sep Anomaly, NPL
0.54604, 2040-2059, canesm2, Oct Anomaly, NPL
0.83748, 2040-2059, canesm2, Nov Anomaly, NPL
0.36581, 2040-2059, canesm2, Dec Anomaly, NPL
-1.2291, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
1.17869, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
1.67583, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
0.05396, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
0.43113, 2040-2059, cmcc_cesm, May Anomaly, NPL
-0.9306, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
0.53832, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
0.54897, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
0.94065, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
0.27108, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
0.54629, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
-0.7922, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
2.6534, 2040-2059, cmcc_cm, Jan Anomaly, NPL
3.66713, 2040-2059, cmcc_cm, Feb Anomaly, NPL
1.78134, 2040-2059, cmcc_cm, Mar Anomaly, NPL
1.38346, 2040-2059, cmcc_cm, Apr Anomaly, NPL
0.71422, 2040-2059, cmcc_cm, May Anomaly, NPL
-1.2074, 2040-2059, cmcc_cm, Jun Anomaly, NPL
-0.7149, 2040-2059, cmcc_cm, Jul Anomaly, NPL
0.38889, 2040-2059, cmcc_cm, Aug Anomaly, NPL
-0.2116, 2040-2059, cmcc_cm, Sep Anomaly, NPL
0.98482, 2040-2059, cmcc_cm, Oct Anomaly, NPL
1.44289, 2040-2059, cmcc_cm, Nov Anomaly, NPL
2.65501, 2040-2059, cmcc_cm, Dec Anomaly, NPL
1.24423, 2040-2059, cmcc_cms, Jan Anomaly, NPL
1.65356, 2040-2059, cmcc_cms, Feb Anomaly, NPL
3.42173, 2040-2059, cmcc_cms, Mar Anomaly, NPL
1.33744, 2040-2059, cmcc_cms, Apr Anomaly, NPL
-1.7691, 2040-2059, cmcc_cms, May Anomaly, NPL
-1.3869, 2040-2059, cmcc_cms, Jun Anomaly, NPL
-1.2445, 2040-2059, cmcc_cms, Jul Anomaly, NPL
-0.5056, 2040-2059, cmcc_cms, Aug Anomaly, NPL
-0.1278, 2040-2059, cmcc_cms, Sep Anomaly, NPL
0.545, 2040-2059, cmcc_cms, Oct Anomaly, NPL
3.19762, 2040-2059, cmcc_cms, Nov Anomaly, NPL
2.11965, 2040-2059, cmcc_cms, Dec Anomaly, NPL
1.94997, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
1.58012, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
0.6536, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
0.77305, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
-1.803, 2040-2059, cnrm_cm5, May Anomaly, NPL
-2.0813, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
-0.3367, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
-0.1787, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
1.19029, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
-0.1051, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
1.31883, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
0.84561, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-0.2625, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-0.0295, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-0.1425, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
0.02074, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
-5.0E-4, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
0.85582, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
0.81135, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.95864, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
1.33615, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
0.14891, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-0.0725, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
0.00599, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.67826, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
-0.3452, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-0.9939, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-0.3662, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-2.1538, 2040-2059, gfdl_cm3, May Anomaly, NPL
-6.4081, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
-4.4447, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
-6.0184, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-5.5577, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-0.5589, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
1.80492, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
2.34826, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
1.34041, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
1.64314, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
1.55237, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.96124, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
-0.2194, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.1488, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
0.15452, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
-0.7428, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
2.26708, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
1.64249, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
2.13427, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-0.6563, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
0.6833, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
0.93462, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
1.69302, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.2032, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
0.92906, 2040-2059, gfdl_esm2m, May Anomaly, NPL
0.91676, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
0.09546, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
-0.6442, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
-0.4072, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
1.74357, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
1.22948, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.74206, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
1.17014, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-0.0957, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-0.5518, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-1.791, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.0386, 2040-2059, hadgem2_ao, May Anomaly, NPL
-0.1956, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
0.28833, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
0.43756, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
0.44448, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
1.84275, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
2.36246, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-0.4297, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
0.51402, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
-0.3564, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
0.95427, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
-0.7486, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
0.11533, 2040-2059, hadgem2_cc, May Anomaly, NPL
-0.0828, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
0.07297, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
0.54804, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
0.92387, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
2.19255, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
2.38618, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
0.40914, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
2.38716, 2040-2059, hadgem2_es, Jan Anomaly, NPL
1.42502, 2040-2059, hadgem2_es, Feb Anomaly, NPL
0.1737, 2040-2059, hadgem2_es, Mar Anomaly, NPL
0.00258, 2040-2059, hadgem2_es, Apr Anomaly, NPL
0.19749, 2040-2059, hadgem2_es, May Anomaly, NPL
0.06545, 2040-2059, hadgem2_es, Jun Anomaly, NPL
0.36418, 2040-2059, hadgem2_es, Jul Anomaly, NPL
0.10697, 2040-2059, hadgem2_es, Aug Anomaly, NPL
0.72129, 2040-2059, hadgem2_es, Sep Anomaly, NPL
1.25592, 2040-2059, hadgem2_es, Oct Anomaly, NPL
1.29933, 2040-2059, hadgem2_es, Nov Anomaly, NPL
0.38383, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-0.8307, 2040-2059, inmcm4, Jan Anomaly, NPL
0.19108, 2040-2059, inmcm4, Feb Anomaly, NPL
1.78626, 2040-2059, inmcm4, Mar Anomaly, NPL
0.77085, 2040-2059, inmcm4, Apr Anomaly, NPL
-0.4658, 2040-2059, inmcm4, May Anomaly, NPL
-0.5025, 2040-2059, inmcm4, Jun Anomaly, NPL
0.02769, 2040-2059, inmcm4, Jul Anomaly, NPL
-0.0245, 2040-2059, inmcm4, Aug Anomaly, NPL
0.26292, 2040-2059, inmcm4, Sep Anomaly, NPL
0.11749, 2040-2059, inmcm4, Oct Anomaly, NPL
1.4699, 2040-2059, inmcm4, Nov Anomaly, NPL
-0.4655, 2040-2059, inmcm4, Dec Anomaly, NPL
0.90594, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
0.8652, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
0.43623, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
-1.7362, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
0.32082, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
-1.7758, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
-2.2746, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
-1.0933, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
2.25989, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
4.0743, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
3.19188, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
1.44923, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
0.3502, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
0.51918, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
1.2497, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.6022, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
-1.7161, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
-1.1914, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.7402, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.9977, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
-0.6003, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
1.07532, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
0.7851, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
3.78084, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
0.84761, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
0.54249, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
0.32283, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
0.63779, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
0.35853, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
0.59112, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
1.14863, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
1.27004, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
2.55826, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
-0.1058, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
1.69273, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
0.66104, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
1.73179, 2040-2059, miroc5, Jan Anomaly, NPL
1.72632, 2040-2059, miroc5, Feb Anomaly, NPL
1.71168, 2040-2059, miroc5, Mar Anomaly, NPL
-0.6625, 2040-2059, miroc5, Apr Anomaly, NPL
-0.9046, 2040-2059, miroc5, May Anomaly, NPL
-2.0767, 2040-2059, miroc5, Jun Anomaly, NPL
-0.7366, 2040-2059, miroc5, Jul Anomaly, NPL
0.31188, 2040-2059, miroc5, Aug Anomaly, NPL
-0.8342, 2040-2059, miroc5, Sep Anomaly, NPL
-0.2676, 2040-2059, miroc5, Oct Anomaly, NPL
1.84598, 2040-2059, miroc5, Nov Anomaly, NPL
1.18956, 2040-2059, miroc5, Dec Anomaly, NPL
1.98976, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
1.34892, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
1.61348, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
1.52509, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
1.98595, 2040-2059, miroc_esm_chem, May Anomaly, NPL
-1.1202, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
-3.1424, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
-0.6001, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
-0.5532, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
1.32257, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
0.85182, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
1.9909, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
1.46101, 2040-2059, miroc_esm, Jan Anomaly, NPL
1.00691, 2040-2059, miroc_esm, Feb Anomaly, NPL
1.11266, 2040-2059, miroc_esm, Mar Anomaly, NPL
1.66112, 2040-2059, miroc_esm, Apr Anomaly, NPL
1.91948, 2040-2059, miroc_esm, May Anomaly, NPL
0.48475, 2040-2059, miroc_esm, Jun Anomaly, NPL
-3.49, 2040-2059, miroc_esm, Jul Anomaly, NPL
-1.5153, 2040-2059, miroc_esm, Aug Anomaly, NPL
-0.5569, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.09605, 2040-2059, miroc_esm, Oct Anomaly, NPL
3.10959, 2040-2059, miroc_esm, Nov Anomaly, NPL
2.98684, 2040-2059, miroc_esm, Dec Anomaly, NPL
2.30194, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
0.44446, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
1.04122, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
0.40858, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-1.1453, 2040-2059, mpi_esm_lr, May Anomaly, NPL
-0.8406, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
-1.1624, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
-0.0279, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
0.347, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
1.31285, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
1.50734, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
3.26112, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
0.70373, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
0.35015, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
1.40737, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
0.2478, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-0.6072, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-0.6656, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
0.21761, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
-0.3287, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
0.37592, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
-0.731, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.00583, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.16153, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.65994, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
0.94899, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
0.46096, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.34918, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-0.28, 2040-2059, mri_cgcm3, May Anomaly, NPL
-0.4801, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
-0.0357, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
-0.2441, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
0.73289, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
1.09335, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
1.28283, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
1.4647, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
1.32063, 2040-2059, mri_esm1, Jan Anomaly, NPL
1.02088, 2040-2059, mri_esm1, Feb Anomaly, NPL
0.07489, 2040-2059, mri_esm1, Mar Anomaly, NPL
0.23912, 2040-2059, mri_esm1, Apr Anomaly, NPL
0.38943, 2040-2059, mri_esm1, May Anomaly, NPL
0.44919, 2040-2059, mri_esm1, Jun Anomaly, NPL
0.65872, 2040-2059, mri_esm1, Jul Anomaly, NPL
0.73703, 2040-2059, mri_esm1, Aug Anomaly, NPL
0.07583, 2040-2059, mri_esm1, Sep Anomaly, NPL
1.44148, 2040-2059, mri_esm1, Oct Anomaly, NPL
0.70163, 2040-2059, mri_esm1, Nov Anomaly, NPL
0.71852, 2040-2059, mri_esm1, Dec Anomaly, NPL
-5.0211, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.5117, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-3.0411, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.8405, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.798, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-2.8907, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.851, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.2832, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-5.6858, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-7.961, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-7.2442, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-6.4532, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.91919, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
0.77563, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
0.65699, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
0.32222, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
0.09265, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
-0.3164, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.579, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.0928, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.25996, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
1.43672, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
1.91449, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
0.91503, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
12.8693, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
12.6332, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
14.9085, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
15.4283, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
16.9144, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
13.5429, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
14.3689, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
18.4601, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
18.4074, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
17.3657, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
15.0908, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
12.9296, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-2.0667, 2040-2059, access1_0, Annual Anomaly, NPL
2.23555, 2040-2059, access1_3, Annual Anomaly, NPL
1.87521, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
1.65799, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
2.56908, 2040-2059, bnu_esm, Annual Anomaly, NPL
1.94884, 2040-2059, canesm2, Annual Anomaly, NPL
3.22369, 2040-2059, cmcc_cesm, Annual Anomaly, NPL
13.5306, 2040-2059, cmcc_cm, Annual Anomaly, NPL
8.49507, 2040-2059, cmcc_cms, Annual Anomaly, NPL
3.79919, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
4.62989, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
-22.015, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
9.92807, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
7.71265, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
3.33475, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
6.62298, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
8.09745, 2040-2059, hadgem2_es, Annual Anomaly, NPL
2.33692, 2040-2059, inmcm4, Annual Anomaly, NPL
6.62338, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
1.91214, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
10.5253, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
3.03477, 2040-2059, miroc5, Annual Anomaly, NPL
7.21299, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
9.27786, 2040-2059, miroc_esm, Annual Anomaly, NPL
7.46477, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
1.14492, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
5.94777, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
7.8213, 2040-2059, mri_esm1, Annual Anomaly, NPL
-48.568, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
5.73999, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
166.929, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
