Number of Days with Rainfall > 50mm - (Days), Year, Model, Statistics, ISO3
-0.0015, 2020-2039, inmcm4, Jan Anomaly, NPL
-0.0152, 2020-2039, inmcm4, Mar Anomaly, NPL
0.01102, 2020-2039, inmcm4, Nov Anomaly, NPL
0.04731, 2020-2039, inmcm4, Dec Anomaly, NPL
-0.0477, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.0915, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.1392, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
0.00279, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0107, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
0.02132, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
0.03538, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
-0.0043, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.1283, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.0692, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
0.006, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.0452, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
0.03222, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
0.01107, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.0245, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
0.01732, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
0.03292, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.1359, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
0.52259, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
0.07757, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
0.08936, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.0533, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.02, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.3283, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
-0.0639, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
0.02431, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.0474, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.0259, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
-0.0369, 2020-2039, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.0158, 2020-2039, ipsl_cm5b_lr, Jul Anomaly, NPL
-0.0288, 2020-2039, ipsl_cm5b_lr, Aug Anomaly, NPL
-0.0175, 2020-2039, ipsl_cm5b_lr, Sep Anomaly, NPL
0.09904, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
0.08223, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
0.11773, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
0.04558, 2020-2039, miroc5, Jan Anomaly, NPL
0.01627, 2020-2039, miroc5, Feb Anomaly, NPL
0.00436, 2020-2039, miroc5, Mar Anomaly, NPL
-0.0339, 2020-2039, miroc5, Apr Anomaly, NPL
-0.0024, 2020-2039, miroc5, May Anomaly, NPL
0.35937, 2020-2039, miroc5, Jun Anomaly, NPL
-0.0965, 2020-2039, miroc5, Jul Anomaly, NPL
0.38462, 2020-2039, miroc5, Aug Anomaly, NPL
0.1433, 2020-2039, miroc5, Sep Anomaly, NPL
0.12054, 2020-2039, miroc5, Oct Anomaly, NPL
-8.0E-4, 2020-2039, miroc5, Nov Anomaly, NPL
-0.0074, 2020-2039, miroc5, Dec Anomaly, NPL
-0.0121, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
-0.0036, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
-3.0E-4, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
0.01112, 2020-2039, miroc_esm_chem, May Anomaly, NPL
-0.166, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
0.12135, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
0.13362, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
0.0867, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
0.02558, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
0.04541, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
-0.0026, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
0.00501, 2020-2039, miroc_esm, Jan Anomaly, NPL
-0.0182, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.01889, 2020-2039, miroc_esm, May Anomaly, NPL
-0.0851, 2020-2039, miroc_esm, Jun Anomaly, NPL
0.31602, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.1793, 2020-2039, miroc_esm, Aug Anomaly, NPL
0.03313, 2020-2039, miroc_esm, Sep Anomaly, NPL
0.01981, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.0328, 2020-2039, miroc_esm, Nov Anomaly, NPL
-5.0E-4, 2020-2039, miroc_esm, Dec Anomaly, NPL
-0.026, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
0.10186, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
-0.0106, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.0367, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-0.0233, 2020-2039, mpi_esm_lr, May Anomaly, NPL
0.36958, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
0.45389, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
0.34166, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
0.09517, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
-0.059, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
-0.0398, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
0.01179, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.089, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
0.09986, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
-0.0102, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
0.01713, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
-0.0195, 2020-2039, mpi_esm_mr, May Anomaly, NPL
0.22946, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
0.4502, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
-0.3198, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
0.1383, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
-0.0816, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
0.06455, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
-2.0E-4, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
0.06807, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
-0.001, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
1.7E-4, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
0.07194, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
0.26689, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
0.18034, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
0.07277, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
-0.023, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.0848, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
0.02276, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
0.11463, 2020-2039, noresm1_m, Jan Anomaly, NPL
-0.0039, 2020-2039, noresm1_m, Feb Anomaly, NPL
-0.0505, 2020-2039, noresm1_m, Mar Anomaly, NPL
0.01491, 2020-2039, noresm1_m, May Anomaly, NPL
0.18568, 2020-2039, noresm1_m, Jun Anomaly, NPL
0.56435, 2020-2039, noresm1_m, Jul Anomaly, NPL
0.84172, 2020-2039, noresm1_m, Aug Anomaly, NPL
0.25409, 2020-2039, noresm1_m, Sep Anomaly, NPL
-0.0414, 2020-2039, noresm1_m, Oct Anomaly, NPL
-0.1022, 2020-2039, noresm1_m, Nov Anomaly, NPL
0.04974, 2020-2039, noresm1_m, Dec Anomaly, NPL
-0.0063, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
0.0, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-0.1416, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.494, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3446, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0635, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0646, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.0234, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.0069, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.00636, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.0, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
0.00484, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
-0.026, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.11866, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
0.0908, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
0.05836, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
0.00189, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.007, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.00721, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
0.22556, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.18775, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.11614, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
0.03656, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
0.21956, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
1.67194, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
3.97859, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
3.4591, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
1.28379, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
0.32117, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.21896, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
0.21743, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
0.64727, 2020-2039, access1_0, Annual Anomaly, NPL
0.42616, 2020-2039, access1_3, Annual Anomaly, NPL
-0.0478, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
0.5624, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
0.87029, 2020-2039, bnu_esm, Annual Anomaly, NPL
0.29082, 2020-2039, canesm2, Annual Anomaly, NPL
1.6981, 2020-2039, ccsm4, Annual Anomaly, NPL
1.47334, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
1.01844, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
-0.1123, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
-0.0262, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
-0.257, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
1.69995, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
0.37748, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
0.2057, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
0.39045, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
0.04149, 2020-2039, inmcm4, Annual Anomaly, NPL
-0.4257, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
0.50391, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
-0.2414, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
0.93274, 2020-2039, miroc5, Annual Anomaly, NPL
0.23886, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
0.07628, 2020-2039, miroc_esm, Annual Anomaly, NPL
1.17816, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
0.48053, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
0.57401, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
1.82695, 2020-2039, noresm1_m, Annual Anomaly, NPL
-1.4391, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
0.25109, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
10.6985, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
