Number of Days with Rainfall > 50mm - (Days), Year, Model, Statistics, ISO3
-0.0172, 2040-2059, bnu_esm, Oct Anomaly, NPL
-0.0202, 2040-2059, canesm2, Jan Anomaly, NPL
-0.0188, 2040-2059, canesm2, Feb Anomaly, NPL
-0.0147, 2040-2059, canesm2, Mar Anomaly, NPL
0.00929, 2040-2059, canesm2, Apr Anomaly, NPL
-0.0194, 2040-2059, canesm2, May Anomaly, NPL
-0.0484, 2040-2059, canesm2, Jun Anomaly, NPL
0.45506, 2040-2059, canesm2, Jul Anomaly, NPL
0.49713, 2040-2059, canesm2, Aug Anomaly, NPL
0.00746, 2040-2059, canesm2, Sep Anomaly, NPL
0.01466, 2040-2059, canesm2, Oct Anomaly, NPL
-0.0255, 2040-2059, canesm2, Nov Anomaly, NPL
0.00213, 2040-2059, canesm2, Dec Anomaly, NPL
0.02762, 2040-2059, ccsm4, Jan Anomaly, NPL
0.03275, 2040-2059, ccsm4, Feb Anomaly, NPL
-0.0471, 2040-2059, ccsm4, Mar Anomaly, NPL
0.02299, 2040-2059, ccsm4, Apr Anomaly, NPL
-0.0163, 2040-2059, ccsm4, May Anomaly, NPL
0.15473, 2040-2059, ccsm4, Jun Anomaly, NPL
0.80681, 2040-2059, ccsm4, Jul Anomaly, NPL
0.72741, 2040-2059, ccsm4, Aug Anomaly, NPL
0.90647, 2040-2059, ccsm4, Sep Anomaly, NPL
-0.1071, 2040-2059, ccsm4, Oct Anomaly, NPL
-0.0795, 2040-2059, ccsm4, Nov Anomaly, NPL
-0.315, 2040-2059, ccsm4, Dec Anomaly, NPL
0.0135, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
0.05271, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
-0.0293, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
-0.0435, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
-0.0555, 2040-2059, cesm1_bgc, May Anomaly, NPL
-0.5613, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
1.48284, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
1.07783, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
0.32172, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
-0.0357, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
0.04838, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
-0.2024, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
-0.1422, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
0.01015, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.0329, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-0.069, 2040-2059, cesm1_cam5, May Anomaly, NPL
-0.1761, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
1.18002, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
1.28402, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
0.47652, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
0.06542, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-0.0161, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-0.0895, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
0.03419, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
-0.0025, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
0.07314, 2040-2059, cmcc_cm, Jan Anomaly, NPL
0.07758, 2040-2059, cmcc_cm, Feb Anomaly, NPL
-0.2409, 2040-2059, cmcc_cm, Mar Anomaly, NPL
-0.0245, 2040-2059, cmcc_cm, Apr Anomaly, NPL
-0.0244, 2040-2059, cmcc_cm, May Anomaly, NPL
0.04035, 2040-2059, cmcc_cm, Jun Anomaly, NPL
0.20409, 2040-2059, cmcc_cm, Jul Anomaly, NPL
0.23026, 2040-2059, cmcc_cm, Aug Anomaly, NPL
0.54707, 2040-2059, cmcc_cm, Sep Anomaly, NPL
0.11078, 2040-2059, cmcc_cm, Oct Anomaly, NPL
0.10544, 2040-2059, cmcc_cm, Nov Anomaly, NPL
-0.1631, 2040-2059, cmcc_cm, Dec Anomaly, NPL
-0.0498, 2040-2059, cmcc_cms, Jan Anomaly, NPL
-0.0855, 2040-2059, cmcc_cms, Feb Anomaly, NPL
-0.0984, 2040-2059, cmcc_cms, Mar Anomaly, NPL
0.01807, 2040-2059, cmcc_cms, Apr Anomaly, NPL
-0.0453, 2040-2059, cmcc_cms, May Anomaly, NPL
0.02709, 2040-2059, cmcc_cms, Jun Anomaly, NPL
0.49495, 2040-2059, cmcc_cms, Jul Anomaly, NPL
0.15506, 2040-2059, cmcc_cms, Aug Anomaly, NPL
0.02901, 2040-2059, cmcc_cms, Sep Anomaly, NPL
-0.0227, 2040-2059, cmcc_cms, Oct Anomaly, NPL
0.01841, 2040-2059, cmcc_cms, Nov Anomaly, NPL
-0.0379, 2040-2059, cmcc_cms, Dec Anomaly, NPL
-0.0253, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-0.0135, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-0.1081, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
0.0438, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
0.00479, 2040-2059, cnrm_cm5, May Anomaly, NPL
0.33294, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
0.12204, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
0.18337, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
0.07297, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
0.01675, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-0.0549, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
8.0E-5, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-0.0195, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
0.00672, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
0.00505, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
0.00219, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
0.00929, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
0.0061, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
0.02002, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
0.04464, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
0.02578, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.02444, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
0.01056, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-3.0E-4, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
0.00397, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
0.05684, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
0.06754, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-0.0675, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-0.0312, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
0.04837, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-0.0104, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.04276, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.01056, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.01905, 2040-2059, gfdl_esm2g, May Anomaly, NPL
0.01321, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
0.70581, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
1.13879, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
0.00486, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
0.12772, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.15632, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-0.0525, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-0.0122, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.01358, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
0.03019, 2040-2059, gfdl_esm2m, May Anomaly, NPL
0.15537, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
0.28704, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
0.55655, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
0.13158, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
0.05184, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-0.0224, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.01579, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-0.0039, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
0.03033, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
0.01113, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
0.01436, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
0.04001, 2040-2059, hadgem2_ao, May Anomaly, NPL
0.27864, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
0.67259, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
0.25466, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
0.07175, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
-0.0284, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
9.1E-4, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-0.0324, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
4.2E-4, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
4.2E-4, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
0.01896, 2040-2059, hadgem2_cc, May Anomaly, NPL
0.27782, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
0.72768, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
0.14876, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
0.03258, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
-0.0053, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
-0.0235, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
0.00133, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
0.00214, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-0.0022, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-4.0E-4, 2040-2059, hadgem2_es, Mar Anomaly, NPL
0.00183, 2040-2059, hadgem2_es, Apr Anomaly, NPL
0.01513, 2040-2059, hadgem2_es, May Anomaly, NPL
0.17849, 2040-2059, hadgem2_es, Jun Anomaly, NPL
0.2782, 2040-2059, hadgem2_es, Jul Anomaly, NPL
0.13489, 2040-2059, hadgem2_es, Aug Anomaly, NPL
0.00937, 2040-2059, hadgem2_es, Sep Anomaly, NPL
0.0029, 2040-2059, hadgem2_es, Oct Anomaly, NPL
0.01128, 2040-2059, hadgem2_es, Nov Anomaly, NPL
9.1E-4, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-0.0086, 2040-2059, inmcm4, Jan Anomaly, NPL
0.00228, 2040-2059, inmcm4, Feb Anomaly, NPL
-0.0152, 2040-2059, inmcm4, Mar Anomaly, NPL
0.00368, 2040-2059, inmcm4, Jun Anomaly, NPL
1.7E-4, 2040-2059, inmcm4, Jul Anomaly, NPL
0.04068, 2040-2059, inmcm4, Nov Anomaly, NPL
0.02193, 2040-2059, inmcm4, Dec Anomaly, NPL
-0.0586, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
0.00889, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.0429, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
0.00745, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.0E-4, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
0.10007, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
0.25296, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
0.13131, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.2439, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.0753, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
0.12581, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.1465, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
-0.027, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
0.04199, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.0223, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
0.0967, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
0.08466, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
0.26049, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
0.93203, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
0.56846, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
0.00236, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.0673, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.02, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.3355, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
-0.116, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.0142, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.0568, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.0308, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
-0.0511, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.0086, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
0.16933, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
0.13344, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
0.00611, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
-0.0277, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
0.12341, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
0.00958, 2040-2059, miroc5, Jan Anomaly, NPL
0.0024, 2040-2059, miroc5, Feb Anomaly, NPL
-0.0057, 2040-2059, miroc5, Mar Anomaly, NPL
-0.0163, 2040-2059, miroc5, Apr Anomaly, NPL
0.18542, 2040-2059, miroc5, May Anomaly, NPL
0.59035, 2040-2059, miroc5, Jun Anomaly, NPL
-0.3091, 2040-2059, miroc5, Jul Anomaly, NPL
0.17355, 2040-2059, miroc5, Aug Anomaly, NPL
0.18095, 2040-2059, miroc5, Sep Anomaly, NPL
0.03181, 2040-2059, miroc5, Oct Anomaly, NPL
-0.0068, 2040-2059, miroc5, Nov Anomaly, NPL
0.01205, 2040-2059, miroc5, Dec Anomaly, NPL
0.01532, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
0.02211, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
-3.0E-4, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
0.05691, 2040-2059, miroc_esm_chem, May Anomaly, NPL
0.04322, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.51085, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
0.43979, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
0.02362, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
-0.0599, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-0.0762, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
0.00332, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
0.03345, 2040-2059, miroc_esm, Jan Anomaly, NPL
0.01118, 2040-2059, miroc_esm, Feb Anomaly, NPL
0.02346, 2040-2059, miroc_esm, Apr Anomaly, NPL
0.06546, 2040-2059, miroc_esm, May Anomaly, NPL
0.3314, 2040-2059, miroc_esm, Jun Anomaly, NPL
0.31485, 2040-2059, miroc_esm, Jul Anomaly, NPL
-0.1528, 2040-2059, miroc_esm, Aug Anomaly, NPL
0.01395, 2040-2059, miroc_esm, Sep Anomaly, NPL
-0.0044, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.0648, 2040-2059, miroc_esm, Nov Anomaly, NPL
-0.036, 2040-2059, miroc_esm, Dec Anomaly, NPL
-0.0677, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
0.0068, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
0.07474, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-0.0278, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-0.0154, 2040-2059, mpi_esm_lr, May Anomaly, NPL
0.20005, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
-0.0268, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
-0.1684, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
0.03874, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
0.00186, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-0.0439, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
0.01571, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-0.0537, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-0.0057, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
-0.031, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
0.02063, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
0.01902, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-0.4207, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
-0.1832, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
0.05864, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
-0.1116, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
-0.0154, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.09908, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.07458, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.0399, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-0.003, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
0.00232, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.04049, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
-0.0526, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
0.16989, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-0.0056, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.03362, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-0.0331, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-0.0131, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
0.03034, 2040-2059, mri_esm1, Jan Anomaly, NPL
-0.0023, 2040-2059, mri_esm1, Feb Anomaly, NPL
0.00232, 2040-2059, mri_esm1, Mar Anomaly, NPL
0.03135, 2040-2059, mri_esm1, Jun Anomaly, NPL
-0.0732, 2040-2059, mri_esm1, Jul Anomaly, NPL
0.3059, 2040-2059, mri_esm1, Aug Anomaly, NPL
0.02457, 2040-2059, mri_esm1, Sep Anomaly, NPL
0.08111, 2040-2059, mri_esm1, Oct Anomaly, NPL
0.09198, 2040-2059, mri_esm1, Nov Anomaly, NPL
0.01921, 2040-2059, mri_esm1, Dec Anomaly, NPL
0.06369, 2040-2059, noresm1_m, Jan Anomaly, NPL
0.02305, 2040-2059, noresm1_m, Feb Anomaly, NPL
-0.0505, 2040-2059, noresm1_m, Mar Anomaly, NPL
0.46137, 2040-2059, noresm1_m, Jun Anomaly, NPL
1.1719, 2040-2059, noresm1_m, Jul Anomaly, NPL
0.97119, 2040-2059, noresm1_m, Aug Anomaly, NPL
0.16737, 2040-2059, noresm1_m, Sep Anomaly, NPL
-0.0487, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.0012, 2040-2059, noresm1_m, Nov Anomaly, NPL
0.05061, 2040-2059, noresm1_m, Dec Anomaly, NPL
-0.0063, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-0.1416, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.4919, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3423, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.0635, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0646, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.0234, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.0069, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
0.00778, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
0.00909, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
0.0041, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
0.11563, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.38937, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.25099, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.09413, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
0.01, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.0015, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
0.00356, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
0.2009, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.17539, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.12875, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
0.05418, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
0.15916, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
1.52644, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
4.16512, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
3.41233, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
1.68951, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
0.35863, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
0.19327, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.21912, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
0.78712, 2040-2059, access1_0, Annual Anomaly, NPL
1.52701, 2040-2059, access1_3, Annual Anomaly, NPL
0.16961, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
1.33946, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
0.82955, 2040-2059, bnu_esm, Annual Anomaly, NPL
0.83846, 2040-2059, canesm2, Annual Anomaly, NPL
2.11354, 2040-2059, ccsm4, Annual Anomaly, NPL
2.06901, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
2.55587, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
0.03164, 2040-2059, cmcc_cesm, Annual Anomaly, NPL
0.93508, 2040-2059, cmcc_cm, Annual Anomaly, NPL
0.40017, 2040-2059, cmcc_cms, Annual Anomaly, NPL
0.57476, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
0.07452, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
0.12796, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
2.21912, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
1.15468, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
1.27796, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
1.09203, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
0.60247, 2040-2059, hadgem2_es, Annual Anomaly, NPL
0.04485, 2040-2059, inmcm4, Annual Anomaly, NPL
0.20542, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
1.70337, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
-0.2086, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
0.84807, 2040-2059, miroc5, Annual Anomaly, NPL
0.97801, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
0.53508, 2040-2059, miroc_esm, Annual Anomaly, NPL
-0.0119, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
