Local time in Bhairahawa,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.12.2014 14:45,22.3,752.8,762.4,-2.4,56,Wind blowing from the west,2,,,"10%  or less, but not 0",Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,"2500 or more, or no clouds.",,,5.0,13.0,,,,,,
12.12.2014 11:45,20.4,755.2,765.1,-0.7,60,"Calm, no wind",0,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,2.5,12.3,,,,,,
12.12.2014 08:45,13.4,755.9,765.4,,89,"Calm, no wind",0,,,no clouds, ,,,10.5,,,,,,,0.8,11.6,No precipitation,24,,,,
11.12.2014 17:45,17.6,751.6,761.3,-8.8,80,"Calm, no wind",0,,,"90  or more, but not 100%",Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,20.9,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.8,14.0,No precipitation,9,,,,
11.12.2014 14:45,19.5,760.4,761.8,6.1,,Wind blowing from the south,1,,,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",3.0,,,,,,,
11.12.2014 11:45,17.7,754.3,764.0,0.0,81,Wind blowing from the north-northwest,3,,,"90  or more, but not 100%",Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2.5,14.4,,,,,,
11.12.2014 08:45,14.7,754.3,764.1,,95,Wind blowing from the west,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog, depositing rime, sky visible. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,14.7,,,,,,,0.7,13.9,No precipitation,24,,,,
10.12.2014 17:45,15.2,751.7,761.5,0.1,93,Wind blowing from the west,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,16.2,,,,,,0.3,14.0,No precipitation,9,,,,
10.12.2014 14:45,15.7,751.6,761.3,-1.8,92,Wind blowing from the west,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.5,14.4,,,,,,
10.12.2014 11:45,15.7,753.4,763.0,-0.4,97,Wind blowing from the north-northwest,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.6,15.2,,,,,,
10.12.2014 08:45,14.5,753.8,763.4,,100,Wind blowing from the west-southwest,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,14.5,,,,,,,less than 0.1,14.5,No precipitation,24,,,,
09.12.2014 17:45,18.1,751.7,761.3,-0.2,90,Wind blowing from the south,2,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,22.3,,,,,,1.3,16.4,No precipitation,9,,,,
09.12.2014 14:45,22.0,751.9,761.5,-2.1,72,Wind blowing from the south-southwest,3,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,2.5,16.8,,,,,,
09.12.2014 11:45,16.6,754.0,763.6,0.0,96,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.9,15.9,,,,,,
09.12.2014 08:45,15.5,754.0,763.6,1.6,100,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,15.5,,,,,,,0.1,15.5,No precipitation,24,,,,
09.12.2014 05:45,15.5,752.4,762.0,,100,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,0.1,15.5,,,,,,
08.12.2014 17:45,18.8,750.4,760.0,-0.3,85,Wind blowing from the west-southwest,3,,,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,21.9,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",1.4,16.2,No precipitation,9,,,,
08.12.2014 14:45,21.1,750.7,760.3,-1.7,73,Wind blowing from the south-southwest,3,,,50%.,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",2.0,16.0,,,,,,
08.12.2014 11:45,18.9,752.4,762.0,-0.7,84,Wind blowing from the west-northwest,3,,,"90  or more, but not 100%",Fog or ice fog in patches. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.0,16.2,,,,,,
08.12.2014 08:45,15.4,753.1,762.7,,99,Wind blowing from the west-southwest,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,14.8,,,,,,,0.1,15.2,No precipitation,24,,,,
07.12.2014 17:45,18.8,750.1,759.7,-0.3,84,Wind blowing from the west,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",,,,21.3,,,,,,0.5,16.0,No precipitation,9,,,,
07.12.2014 14:45,21.2,750.4,760.0,-2.3,73,Wind blowing from the south,1,,,"10%  or less, but not 0",Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.6,16.2,,,,,,
07.12.2014 11:45,19.0,752.7,762.4,-0.1,85,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.6,16.4,,,,,,
07.12.2014 08:45,0.0,752.8,762.5,,,,,,,"10%  or less, but not 0","Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.1,,No precipitation,24,,,,
06.12.2014 17:45,16.6,751.5,761.2,-0.1,92,Wind blowing from the west-northwest,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,17.4,,,,,,0.8,15.3,No precipitation,9,,,,
06.12.2014 14:45,17.1,751.6,761.2,-2.4,89,Wind blowing from the west,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.8,15.2,,,,,,
06.12.2014 11:45,16.3,754.0,763.4,0.3,92,Wind blowing from the west-southwest,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.8,15.0,,,,,,
06.12.2014 08:45,14.8,753.7,763.3,,100,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,14.7,,,,,,,0.3,14.8,No precipitation,24,,,,
05.12.2014 17:45,19.4,751.7,761.3,-0.4,85,Wind blowing from the west,2,,,"10%  or less, but not 0",Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,23.6,,,"2500 or more, or no clouds.",,,1.8,16.8,No precipitation,9,,,,
05.12.2014 14:45,23.1,752.1,761.7,-2.2,67,Wind blowing from the west-northwest,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,4.0,16.5,,,,,,
05.12.2014 11:45,19.0,754.3,763.9,,81,Wind blowing from the north-northwest,3,,,no clouds,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.9,15.6,,,,,,
04.12.2014 17:45,19.4,750.9,760.5,0.0,89,Wind blowing from the west-southwest,1,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,23.5,,,,,,1.6,17.6,No precipitation,9,,,,
04.12.2014 14:45,22.7,750.9,760.5,-2.2,74,Wind blowing from the west,2,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,2.0,17.9,,,,,,
04.12.2014 11:45,16.8,753.1,762.7,0.3,98,Wind blowing from the south-southeast,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.3,16.5,,,,,,
04.12.2014 08:45,14.8,752.8,762.4,,100,Wind blowing from the south-west,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,14.5,,,,,,,less than 0.1,14.8,No precipitation,24,,,,
03.12.2014 17:45,17.8,749.2,758.8,0.0,93,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,20.2,,,,,,0.1,16.6,No precipitation,9,,,,
03.12.2014 14:45,19.6,749.2,758.8,-2.1,87,Wind blowing from the west,3,,,no clouds,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.5,17.3,,,,,,
03.12.2014 11:45,16.6,751.3,760.9,,97,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,0.2,16.1,,,,,,
02.12.2014 14:45,25.4,749.8,759.4,-1.9,64,Wind blowing from the east-southeast,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,1.8,18.0,,,,,,
02.12.2014 11:45,22.7,751.7,761.3,0.4,77,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,1.2,18.4,,,,,,
02.12.2014 08:45,15.0,751.3,760.9,,98,"Calm, no wind",0,,,"10%  or less, but not 0","Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,12.7,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",0.3,14.7,No precipitation,24,,,,
01.12.2014 17:45,21.0,748.9,758.5,-0.1,83,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,25.6,,,,,,1.2,18.0,No precipitation,9,,,,
01.12.2014 14:45,25.2,749.0,758.6,-2.2,63,Wind blowing from the east,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,1.8,17.7,,,,,,
01.12.2014 11:45,22.6,751.2,760.8,0.0,73,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,1.2,17.5,,,,,,
01.12.2014 08:45,15.2,751.2,760.8,1.7,97,Wind blowing from the east,2,,,no clouds,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,12.7,,,,,,,0.3,14.8,No precipitation,24,,,,
01.12.2014 05:45,12.9,749.5,759.1,,100,"Calm, no wind",0,,,no clouds,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,0.5,12.9,,,,,,
30.11.2014 17:45,20.6,749.8,759.1,0.6,80,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,25.2,,,,,,1.5,17.1,No precipitation,9,,,,
30.11.2014 14:45,24.5,749.2,758.8,,,Wind blowing from the east-northeast,2,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,1.6,,,,,,,
30.11.2014 11:45,23.2,,760.9,,66,Wind blowing from the south-east,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,1.6,16.5,,,,,,
30.11.2014 08:45,17.1,751.8,761.4,,93,"Calm, no wind",0,,,no clouds,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,13.6,,,,,,,1.0,15.9,No precipitation,24,,,,
29.11.2014 17:45,21.2,748.6,758.2,-0.4,77,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,25.9,,,,,,1.6,16.9,No precipitation,9,,,,
29.11.2014 14:45,25.6,749.0,758.6,-2.3,58,Wind blowing from the north,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,1.8,16.6,,,,,,
29.11.2014 11:45,23.7,751.3,760.9,-0.3,62,Wind blowing from the west,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,1.6,16.0,,,,,,
29.11.2014 08:45,16.6,751.6,761.2,,90,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,13.0,,,,,,,1.2,15.0,No precipitation,24,,,,
28.11.2014 17:45,20.8,749.2,758.7,-0.1,79,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,26.0,,,,,,1.5,17.1,No precipitation,9,,,,
28.11.2014 14:45,25.4,749.3,758.9,-2.2,57,Wind blowing from the west-southwest,3,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,2.5,16.2,,,,,,
28.11.2014 11:45,23.5,751.5,761.1,-0.4,61,Wind blowing from the north,3,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,2.0,15.5,,,,,,
28.11.2014 08:45,15.5,751.9,761.5,,95,"Calm, no wind",0,,,no clouds,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,12.5,,,,,,,0.8,14.7,No precipitation,24,,,,
27.11.2014 17:45,21.4,748.9,758.5,-0.1,69,Wind blowing from the west-southwest,2,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,26.8,,,,,,1.8,15.5,No precipitation,9,,,,
27.11.2014 14:45,26.6,749.0,758.6,-2.3,48,Wind blowing from the east,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,3.0,14.8,,,,,,
27.11.2014 11:45,24.5,751.3,760.9,,60,Wind blowing from the south-east,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,2.0,16.3,,,,,,
27.11.2014 08:45,17.1,751.6,761.2,,93,"Calm, no wind",0,,,no clouds,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,13.0,,,,,,,0.8,15.9,No precipitation,24,,,,
16.11.2014 08:45,16.2,752.7,762.2,,96,"Calm, no wind",0,,,20–30%.,Fog or ice fog in patches. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,14.4,,,,"2500 or more, or no clouds.",,,0.2,15.6,No precipitation,24,,,,
15.11.2014 17:45,23.0,749.3,758.8,0.2,72,Wind blowing from the south,1,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,29.0,,,,,,2.0,17.7,No precipitation,9,,,,
15.11.2014 14:45,28.3,749.1,758.6,-2.1,49,Wind blowing from the west,2,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,4.0,16.5,,,,,,
15.11.2014 11:45,26.6,751.2,760.7,-0.4,57,,2,,,"10%  or less, but not 0",Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,"2500 or more, or no clouds.",,,0.5,17.4,,,,,,
15.11.2014 08:45,18.0,751.6,761.2,,89,"Calm, no wind",0,,,no clouds,Fog or ice fog in patches. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,14.0,,,,,,,0.5,16.2,No precipitation,24,,,,
12.11.2014 08:45,21.6,751.7,761.2,,87,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,17.3,,,,,,,1.2,19.4,No precipitation,24,,,,
11.11.2014 17:45,25.6,749.2,758.6,,65,Wind blowing from the west,2,,,"10%  or less, but not 0",Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,30.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2.0,18.5,No precipitation,9,,,,
11.11.2014 08:45,23.1,751.3,760.7,,84,"Calm, no wind",0,,,no clouds,Fog or ice fog in patches. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,18.4,,,,,,,0.8,20.2,No precipitation,24,,,,
10.11.2014 17:45,25.6,748.9,758.4,0.2,73,"Calm, no wind",0,,,"10%  or less, but not 0",Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,30.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2.0,20.5,No precipitation,9,,,,
10.11.2014 14:45,30.3,748.7,758.2,-2.6,47,"Calm, no wind",0,,,"10%  or less, but not 0",Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",3.5,17.6,,,,,,
10.11.2014 11:45,27.9,751.3,760.8,-0.3,64,Wind blowing from the south-east,2,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,2.5,20.5,,,,,,
10.11.2014 08:45,21.2,751.6,761.1,,93,Wind blowing from the east,2,,,no clouds,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,17.9,,,,,,,0.8,20.1,No precipitation,24,,,,
09.11.2014 17:45,26.1,750.4,759.9,-0.3,71,Wind blowing from the west,1,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,30.6,,,,,,2.0,20.5,No precipitation,9,,,,
09.11.2014 14:45,30.2,750.7,760.1,-2.2,50,"Calm, no wind",0,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,3.0,18.5,,,,,,
09.11.2014 11:45,28.5,752.9,762.4,,61,"Calm, no wind",0,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,3.5,20.3,,,,,,
09.11.2014 08:45,21.8,753.1,762.5,,91,Wind blowing from the east,1,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,17.7,,,,,,,1.6,20.3,No precipitation,24,,,,
05.11.2014 08:45,21.6,751.3,760.7,,88,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,17.4,,,,,,,1.2,19.6,No precipitation,24,,,,
04.11.2014 17:45,25.8,747.8,757.3,0.1,65,Wind blowing from the south-southwest,2,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,31.4,,,,,,2.5,18.8,No precipitation,9,,,,
04.11.2014 14:45,30.4,747.7,757.2,-2.0,49,Wind blowing from the south,2,,,"10%  or less, but not 0",Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4.0,18.6,,,,,,
04.11.2014 11:45,28.9,749.7,759.1,-0.9,57,Wind blowing from the north-northwest,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,3.5,19.5,,,,,,
04.11.2014 08:45,21.6,750.6,760.0,,92,"Calm, no wind",0,,,no clouds,"Fog or ice fog, sky visible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,16.8,,,,,,,0.8,20.2,No precipitation,24,,,,
03.11.2014 17:45,26.2,748.5,757.9,-0.6,72,Wind blowing from the west,2,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,30.8,,,,,,2.0,20.8,No precipitation,9,,,,
03.11.2014 14:45,30.4,749.1,758.5,-2.4,47,Wind blowing from the west,3,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,3.0,18.0,,,,,,
03.11.2014 11:45,28.7,751.5,760.9,,62,Wind blowing from the north,2,,,no clouds,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,2.5,20.6,,,,,,
03.11.2014 08:45,21.6,751.6,761.1,0.9,91,Wind blowing from the east,2,,,no clouds,Fog or ice fog in patches. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,17.5,,,,,,,0.5,20.1,No precipitation,24,,,,
03.11.2014 05:45,17.6,750.7,760.2,,100,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,0.1,17.6,,,,,,
02.11.2014 17:45,25.4,749.7,759.1,0.0,72,Wind blowing from the west-southwest,2,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,30.4,,,,,,1.8,19.9,No precipitation,9,,,,
02.11.2014 14:45,30.2,749.7,759.1,-1.9,54,Wind blowing from the east,2,,,"10%  or less, but not 0",Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4.0,19.9,,,,,,
02.11.2014 11:45,28.2,751.6,761.0,-0.2,63,Wind blowing from the south-east,3,,,"10%  or less, but not 0",Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2.5,20.6,,,,,,
02.11.2014 08:45,20.2,751.8,761.2,1.3,100,Wind blowing from the east-northeast,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,18.0,,,,,,,0.3,20.2,No precipitation,24,,,,
02.11.2014 05:45,19.0,750.5,760.0,,100,"Calm, no wind",0,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,0.1,19.0,,,,,,
01.11.2014 17:45,25.4,748.9,758.4,-0.8,79,Wind blowing from the west,2,,,"10%  or less, but not 0",Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,30.0,,,600-1000,,,1.7,21.4,No precipitation,9,,,,
01.11.2014 14:45,28.6,749.7,759.1,-1.7,62,Wind blowing from the north,2,,,20–30%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,20.6,,,,,,
01.11.2014 11:45,27.4,751.4,760.9,0.4,73,Wind blowing from the south,2,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,1.5,22.1,,,,,,
01.11.2014 08:45,20.4,751.0,760.4,,98,Wind blowing from the east,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,,,,0.1,20.1,No precipitation,24,,,,
01.11.2014 05:45,17.8,,759.2,,98,"Calm, no wind",0,,,no clouds,Fog or ice fog in patches. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,0.2,17.5,,,,,,
31.10.2014 17:45,25.6,749.0,758.5,-0.5,82,Wind blowing from the west,2,,,"10%  or less, but not 0",Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,29.9,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.5,22.2,No precipitation,9,,,,
