Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
-0.6626, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
-1.5561, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
17.3949, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
50.0182, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
55.8956, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
35.9047, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
32.8326, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
31.1535, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
-12.083, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
7.83533, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
6.23599, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-0.0334, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
0.29017, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
-2.0408, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
2.70621, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
44.5092, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
53.7814, 2020-2039, bcc_csm1_1, May Anomaly, NPL
42.3592, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
10.1303, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
9.84735, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
10.4722, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
21.2627, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
3.78137, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
-1.3497, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
0.6538, 2020-2039, bnu_esm, Jan Anomaly, NPL
2.26515, 2020-2039, bnu_esm, Feb Anomaly, NPL
17.2916, 2020-2039, bnu_esm, Mar Anomaly, NPL
48.5042, 2020-2039, bnu_esm, Apr Anomaly, NPL
60.9093, 2020-2039, bnu_esm, May Anomaly, NPL
57.2147, 2020-2039, bnu_esm, Jun Anomaly, NPL
34.5198, 2020-2039, bnu_esm, Jul Anomaly, NPL
16.7883, 2020-2039, bnu_esm, Aug Anomaly, NPL
17.5295, 2020-2039, bnu_esm, Sep Anomaly, NPL
7.10033, 2020-2039, bnu_esm, Oct Anomaly, NPL
4.21489, 2020-2039, bnu_esm, Nov Anomaly, NPL
1.32688, 2020-2039, bnu_esm, Dec Anomaly, NPL
1.20042, 2020-2039, canesm2, Jan Anomaly, NPL
0.79182, 2020-2039, canesm2, Feb Anomaly, NPL
13.6479, 2020-2039, canesm2, Mar Anomaly, NPL
46.7944, 2020-2039, canesm2, Apr Anomaly, NPL
63.5235, 2020-2039, canesm2, May Anomaly, NPL
48.953, 2020-2039, canesm2, Jun Anomaly, NPL
17.9939, 2020-2039, canesm2, Jul Anomaly, NPL
26.7883, 2020-2039, canesm2, Aug Anomaly, NPL
30.0355, 2020-2039, canesm2, Sep Anomaly, NPL
22.7165, 2020-2039, canesm2, Oct Anomaly, NPL
2.8924, 2020-2039, canesm2, Nov Anomaly, NPL
0.33677, 2020-2039, canesm2, Dec Anomaly, NPL
1.24682, 2020-2039, ccsm4, Jan Anomaly, NPL
2.93689, 2020-2039, ccsm4, Feb Anomaly, NPL
12.0398, 2020-2039, ccsm4, Mar Anomaly, NPL
43.1101, 2020-2039, ccsm4, Apr Anomaly, NPL
71.8004, 2020-2039, ccsm4, May Anomaly, NPL
62.7608, 2020-2039, ccsm4, Jun Anomaly, NPL
42.5743, 2020-2039, ccsm4, Jul Anomaly, NPL
42.7772, 2020-2039, ccsm4, Aug Anomaly, NPL
32.0437, 2020-2039, ccsm4, Sep Anomaly, NPL
21.3419, 2020-2039, ccsm4, Oct Anomaly, NPL
4.84365, 2020-2039, ccsm4, Nov Anomaly, NPL
-0.2029, 2020-2039, ccsm4, Dec Anomaly, NPL
0.37596, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
4.95627, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
17.6871, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
35.4106, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
43.6811, 2020-2039, cesm1_cam5, May Anomaly, NPL
69.0892, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
43.8414, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
52.2004, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
53.4875, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
30.5302, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
5.34536, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.2876, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
0.08017, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
0.56712, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
10.4416, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
29.1605, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
33.3057, 2020-2039, cnrm_cm5, May Anomaly, NPL
33.9852, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
39.2513, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
38.4922, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
21.3626, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
10.573, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.0502, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-0.1277, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
0.09996, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
2.14369, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
16.7906, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
51.0616, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
62.6247, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
77.6882, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
59.6679, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
47.0417, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
30.589, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
17.4269, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
2.82524, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
0.54678, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
1.5386, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
4.32534, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
20.1945, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
62.4503, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
100.366, 2020-2039, gfdl_cm3, May Anomaly, NPL
63.1624, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
41.3246, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
41.3527, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
37.6447, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
32.2367, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
10.2242, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
1.09595, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-0.2244, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
4.57084, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
22.0569, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
31.798, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
41.972, 2020-2039, gfdl_esm2g, May Anomaly, NPL
56.7097, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
21.2632, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
11.5347, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
15.7702, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
6.54679, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
1.97196, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
1.27093, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
0.20826, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.7849, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
12.4261, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
20.7831, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
67.6504, 2020-2039, gfdl_esm2m, May Anomaly, NPL
37.1805, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
53.7141, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
31.6653, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
30.9018, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
19.5951, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
4.26255, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.247, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.02118, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-1.7343, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
4.59801, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
8.29183, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-9.1177, 2020-2039, hadgem2_ao, May Anomaly, NPL
-8.5199, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
-1.1409, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
6.34049, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
11.034, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
5.66797, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
0.58405, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
0.65581, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
2.60319, 2020-2039, hadgem2_es, Jan Anomaly, NPL
4.5527, 2020-2039, hadgem2_es, Feb Anomaly, NPL
14.7726, 2020-2039, hadgem2_es, Mar Anomaly, NPL
29.32, 2020-2039, hadgem2_es, Apr Anomaly, NPL
25.3506, 2020-2039, hadgem2_es, May Anomaly, NPL
30.7138, 2020-2039, hadgem2_es, Jun Anomaly, NPL
51.2984, 2020-2039, hadgem2_es, Jul Anomaly, NPL
39.6708, 2020-2039, hadgem2_es, Aug Anomaly, NPL
42.8409, 2020-2039, hadgem2_es, Sep Anomaly, NPL
31.2736, 2020-2039, hadgem2_es, Oct Anomaly, NPL
11.4589, 2020-2039, hadgem2_es, Nov Anomaly, NPL
0.50592, 2020-2039, hadgem2_es, Dec Anomaly, NPL
1.18749, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
0.34192, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
8.66619, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
25.9992, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
24.3926, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
32.8794, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
46.8902, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
31.4955, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
40.9676, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
18.4306, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
9.79392, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
1.66919, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
0.11013, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
2.96615, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
19.3616, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
31.315, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
27.6615, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
24.9403, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
27.2309, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
24.3863, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
24.2116, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
13.6717, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
0.75944, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
0.21938, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
0.24077, 2020-2039, miroc5, Jan Anomaly, NPL
3.06365, 2020-2039, miroc5, Feb Anomaly, NPL
12.1482, 2020-2039, miroc5, Mar Anomaly, NPL
43.3247, 2020-2039, miroc5, Apr Anomaly, NPL
46.9987, 2020-2039, miroc5, May Anomaly, NPL
28.6765, 2020-2039, miroc5, Jun Anomaly, NPL
11.672, 2020-2039, miroc5, Jul Anomaly, NPL
22.2068, 2020-2039, miroc5, Aug Anomaly, NPL
14.3807, 2020-2039, miroc5, Sep Anomaly, NPL
12.8839, 2020-2039, miroc5, Oct Anomaly, NPL
4.84692, 2020-2039, miroc5, Nov Anomaly, NPL
0.30287, 2020-2039, miroc5, Dec Anomaly, NPL
3.99881, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
1.07882, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
17.6904, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
51.3165, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
85.1942, 2020-2039, miroc_esm_chem, May Anomaly, NPL
48.9983, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
23.9463, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
27.0995, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
32.8416, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
28.0824, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
10.5664, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
4.75443, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
-0.6361, 2020-2039, miroc_esm, Jan Anomaly, NPL
1.13417, 2020-2039, miroc_esm, Feb Anomaly, NPL
9.12441, 2020-2039, miroc_esm, Mar Anomaly, NPL
29.4206, 2020-2039, miroc_esm, Apr Anomaly, NPL
46.2845, 2020-2039, miroc_esm, May Anomaly, NPL
22.2117, 2020-2039, miroc_esm, Jun Anomaly, NPL
9.71247, 2020-2039, miroc_esm, Jul Anomaly, NPL
12.9002, 2020-2039, miroc_esm, Aug Anomaly, NPL
22.6108, 2020-2039, miroc_esm, Sep Anomaly, NPL
22.0941, 2020-2039, miroc_esm, Oct Anomaly, NPL
10.1615, 2020-2039, miroc_esm, Nov Anomaly, NPL
-0.1822, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.3205, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
18.0449, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
50.6846, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
52.6471, 2020-2039, mpi_esm_lr, May Anomaly, NPL
32.3805, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
43.2954, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
38.057, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
33.77, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
19.8893, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
4.46212, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
1.17581, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.1153, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
0.10603, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
11.2771, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
14.1558, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
50.7227, 2020-2039, mpi_esm_mr, May Anomaly, NPL
47.5319, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
45.6187, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
35.7386, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
26.6242, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
14.1524, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
3.67299, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
0.40191, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
0.11032, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
0.1186, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
9.79951, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
25.8496, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
18.2198, 2020-2039, mri_cgcm3, May Anomaly, NPL
39.7965, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
45.0202, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
35.986, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
17.9035, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
3.4404, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
1.71826, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
0.11874, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
0.42238, 2020-2039, noresm1_m, Jan Anomaly, NPL
2.60496, 2020-2039, noresm1_m, Feb Anomaly, NPL
3.85799, 2020-2039, noresm1_m, Mar Anomaly, NPL
28.1067, 2020-2039, noresm1_m, Apr Anomaly, NPL
51.0089, 2020-2039, noresm1_m, May Anomaly, NPL
34.4396, 2020-2039, noresm1_m, Jun Anomaly, NPL
21.6508, 2020-2039, noresm1_m, Jul Anomaly, NPL
34.1227, 2020-2039, noresm1_m, Aug Anomaly, NPL
32.5769, 2020-2039, noresm1_m, Sep Anomaly, NPL
8.48219, 2020-2039, noresm1_m, Oct Anomaly, NPL
-0.0931, 2020-2039, noresm1_m, Nov Anomaly, NPL
0.62182, 2020-2039, noresm1_m, Dec Anomaly, NPL
-0.3592, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.5452, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-4.0213, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-4.4795, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-46.643, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-24.328, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-26.252, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-18.527, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-16.338, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.1919, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-3.9388, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.4636, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.60998, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
2.17819, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
12.5504, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
30.0376, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
48.4465, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
33.8223, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
22.6727, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
24.4435, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
28.6656, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
24.6399, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
7.16793, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.92445, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
2.92535, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
3.25937, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
37.1956, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
79.959, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
95.0452, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
120.817, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
118.506, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
83.4535, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
69.1543, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
60.132, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
26.0555, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
4.07273, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
223.336, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
197.395, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
269.092, 2020-2039, bnu_esm, Annual Anomaly, NPL
277.468, 2020-2039, canesm2, Annual Anomaly, NPL
333.91, 2020-2039, ccsm4, Annual Anomaly, NPL
358.231, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
218.162, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
369.724, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
414.66, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
213.662, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
279.367, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
242.369, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
198.364, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
