Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
0.92003, 2020-2039, access1_0, Jan Anomaly, NPL
2.33958, 2020-2039, access1_0, Feb Anomaly, NPL
13.4415, 2020-2039, access1_0, Mar Anomaly, NPL
18.9719, 2020-2039, access1_0, Apr Anomaly, NPL
6.3769, 2020-2039, access1_0, May Anomaly, NPL
3.64353, 2020-2039, access1_0, Jun Anomaly, NPL
20.1361, 2020-2039, access1_0, Jul Anomaly, NPL
26.6253, 2020-2039, access1_0, Aug Anomaly, NPL
29.086, 2020-2039, access1_0, Sep Anomaly, NPL
22.502, 2020-2039, access1_0, Oct Anomaly, NPL
7.27473, 2020-2039, access1_0, Nov Anomaly, NPL
1.07205, 2020-2039, access1_0, Dec Anomaly, NPL
0.70203, 2020-2039, access1_3, Jan Anomaly, NPL
8.97251, 2020-2039, access1_3, Mar Anomaly, NPL
35.0799, 2020-2039, access1_3, Apr Anomaly, NPL
23.9547, 2020-2039, access1_3, May Anomaly, NPL
-5.2807, 2020-2039, access1_3, Jun Anomaly, NPL
14.6957, 2020-2039, access1_3, Jul Anomaly, NPL
24.5624, 2020-2039, access1_3, Aug Anomaly, NPL
32.1656, 2020-2039, access1_3, Sep Anomaly, NPL
19.7597, 2020-2039, access1_3, Oct Anomaly, NPL
4.60017, 2020-2039, access1_3, Nov Anomaly, NPL
0.40684, 2020-2039, access1_3, Dec Anomaly, NPL
1.35255, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
0.47438, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
11.0932, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
50.8106, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
76.606, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
44.9993, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
54.6588, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
30.2339, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
6.16027, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
17.2671, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
5.92389, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
1.2515, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
0.45297, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
-0.5954, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
8.11777, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
38.7482, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
61.3139, 2020-2039, bcc_csm1_1, May Anomaly, NPL
38.4058, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
27.6281, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
14.0075, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
22.6073, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
30.7911, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
7.21893, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
-0.5532, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
0.89594, 2020-2039, bnu_esm, Jan Anomaly, NPL
2.96619, 2020-2039, bnu_esm, Feb Anomaly, NPL
19.5176, 2020-2039, bnu_esm, Mar Anomaly, NPL
51.8199, 2020-2039, bnu_esm, Apr Anomaly, NPL
50.1603, 2020-2039, bnu_esm, May Anomaly, NPL
78.722, 2020-2039, bnu_esm, Jun Anomaly, NPL
59.6553, 2020-2039, bnu_esm, Jul Anomaly, NPL
21.3633, 2020-2039, bnu_esm, Aug Anomaly, NPL
22.5727, 2020-2039, bnu_esm, Sep Anomaly, NPL
17.3076, 2020-2039, bnu_esm, Oct Anomaly, NPL
5.50264, 2020-2039, bnu_esm, Nov Anomaly, NPL
1.85568, 2020-2039, bnu_esm, Dec Anomaly, NPL
1.53144, 2020-2039, canesm2, Jan Anomaly, NPL
2.55685, 2020-2039, canesm2, Feb Anomaly, NPL
21.5785, 2020-2039, canesm2, Mar Anomaly, NPL
40.3884, 2020-2039, canesm2, Apr Anomaly, NPL
84.8624, 2020-2039, canesm2, May Anomaly, NPL
80.5787, 2020-2039, canesm2, Jun Anomaly, NPL
26.4767, 2020-2039, canesm2, Jul Anomaly, NPL
27.4631, 2020-2039, canesm2, Aug Anomaly, NPL
31.8799, 2020-2039, canesm2, Sep Anomaly, NPL
23.7263, 2020-2039, canesm2, Oct Anomaly, NPL
10.1364, 2020-2039, canesm2, Nov Anomaly, NPL
2.2689, 2020-2039, canesm2, Dec Anomaly, NPL
0.25225, 2020-2039, ccsm4, Jan Anomaly, NPL
1.05646, 2020-2039, ccsm4, Feb Anomaly, NPL
26.6275, 2020-2039, ccsm4, Mar Anomaly, NPL
52.3141, 2020-2039, ccsm4, Apr Anomaly, NPL
51.4724, 2020-2039, ccsm4, May Anomaly, NPL
30.4003, 2020-2039, ccsm4, Jun Anomaly, NPL
53.6104, 2020-2039, ccsm4, Jul Anomaly, NPL
46.0541, 2020-2039, ccsm4, Aug Anomaly, NPL
36.4272, 2020-2039, ccsm4, Sep Anomaly, NPL
18.931, 2020-2039, ccsm4, Oct Anomaly, NPL
4.01639, 2020-2039, ccsm4, Nov Anomaly, NPL
-1.044, 2020-2039, ccsm4, Dec Anomaly, NPL
0.91617, 2020-2039, cesm1_bgc, Jan Anomaly, NPL
1.51472, 2020-2039, cesm1_bgc, Feb Anomaly, NPL
16.2808, 2020-2039, cesm1_bgc, Mar Anomaly, NPL
32.0599, 2020-2039, cesm1_bgc, Apr Anomaly, NPL
61.0821, 2020-2039, cesm1_bgc, May Anomaly, NPL
60.5127, 2020-2039, cesm1_bgc, Jun Anomaly, NPL
59.0385, 2020-2039, cesm1_bgc, Jul Anomaly, NPL
40.3229, 2020-2039, cesm1_bgc, Aug Anomaly, NPL
44.1108, 2020-2039, cesm1_bgc, Sep Anomaly, NPL
18.5059, 2020-2039, cesm1_bgc, Oct Anomaly, NPL
0.31824, 2020-2039, cesm1_bgc, Nov Anomaly, NPL
-1.0698, 2020-2039, cesm1_bgc, Dec Anomaly, NPL
0.43143, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
2.22166, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
11.4171, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
36.3138, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
30.552, 2020-2039, cesm1_cam5, May Anomaly, NPL
21.7676, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
