Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
-0.3818, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
2.68126, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
12.2156, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
42.7228, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
65.5121, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
71.6012, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
46.3037, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
35.5807, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
11.0589, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
18.8134, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
7.36002, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
0.20953, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
0.65867, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
-1.6742, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
9.49358, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
43.8044, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
59.2274, 2080-2099, bcc_csm1_1, May Anomaly, NPL
50.2804, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
35.0647, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
-8.6053, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
28.0884, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
26.3768, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
5.29633, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
-0.8918, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
0.31668, 2080-2099, bnu_esm, Jan Anomaly, NPL
-0.3611, 2080-2099, bnu_esm, Feb Anomaly, NPL
14.0349, 2080-2099, bnu_esm, Mar Anomaly, NPL
38.6367, 2080-2099, bnu_esm, Apr Anomaly, NPL
46.7104, 2080-2099, bnu_esm, May Anomaly, NPL
71.0919, 2080-2099, bnu_esm, Jun Anomaly, NPL
34.3965, 2080-2099, bnu_esm, Jul Anomaly, NPL
21.0966, 2080-2099, bnu_esm, Aug Anomaly, NPL
19.9161, 2080-2099, bnu_esm, Sep Anomaly, NPL
18.8667, 2080-2099, bnu_esm, Oct Anomaly, NPL
4.37324, 2080-2099, bnu_esm, Nov Anomaly, NPL
0.56902, 2080-2099, bnu_esm, Dec Anomaly, NPL
2.53301, 2080-2099, canesm2, Jan Anomaly, NPL
-0.2563, 2080-2099, canesm2, Feb Anomaly, NPL
9.70885, 2080-2099, canesm2, Mar Anomaly, NPL
24.988, 2080-2099, canesm2, Apr Anomaly, NPL
63.379, 2080-2099, canesm2, May Anomaly, NPL
75.7088, 2080-2099, canesm2, Jun Anomaly, NPL
50.8247, 2080-2099, canesm2, Jul Anomaly, NPL
47.9137, 2080-2099, canesm2, Aug Anomaly, NPL
39.7625, 2080-2099, canesm2, Sep Anomaly, NPL
34.1282, 2080-2099, canesm2, Oct Anomaly, NPL
14.0767, 2080-2099, canesm2, Nov Anomaly, NPL
3.41773, 2080-2099, canesm2, Dec Anomaly, NPL
0.20392, 2080-2099, ccsm4, Jan Anomaly, NPL
2.15496, 2080-2099, ccsm4, Feb Anomaly, NPL
23.1343, 2080-2099, ccsm4, Mar Anomaly, NPL
38.2362, 2080-2099, ccsm4, Apr Anomaly, NPL
71.0131, 2080-2099, ccsm4, May Anomaly, NPL
59.075, 2080-2099, ccsm4, Jun Anomaly, NPL
54.4164, 2080-2099, ccsm4, Jul Anomaly, NPL
40.2124, 2080-2099, ccsm4, Aug Anomaly, NPL
33.5048, 2080-2099, ccsm4, Sep Anomaly, NPL
25.8382, 2080-2099, ccsm4, Oct Anomaly, NPL
7.17494, 2080-2099, ccsm4, Nov Anomaly, NPL
-0.3347, 2080-2099, ccsm4, Dec Anomaly, NPL
