Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
1.35445, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
2.72764, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
29.4124, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
62.2263, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
86.6549, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
92.3321, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
54.8308, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
40.5733, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
19.5973, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
32.9997, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
8.28232, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
2.31047, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
0.24348, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
-1.0335, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
0.92731, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
44.9377, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
78.8426, 2040-2059, bcc_csm1_1, May Anomaly, NPL
64.9886, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
39.8915, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
7.17545, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
27.5558, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
23.0663, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
4.89019, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
0.06391, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
0.71434, 2040-2059, ccsm4, Jan Anomaly, NPL
2.51155, 2040-2059, ccsm4, Feb Anomaly, NPL
35.2978, 2040-2059, ccsm4, Mar Anomaly, NPL
67.8627, 2040-2059, ccsm4, Apr Anomaly, NPL
87.9255, 2040-2059, ccsm4, May Anomaly, NPL
87.4345, 2040-2059, ccsm4, Jun Anomaly, NPL
68.8377, 2040-2059, ccsm4, Jul Anomaly, NPL
58.5992, 2040-2059, ccsm4, Aug Anomaly, NPL
51.775, 2040-2059, ccsm4, Sep Anomaly, NPL
39.8277, 2040-2059, ccsm4, Oct Anomaly, NPL
8.13762, 2040-2059, ccsm4, Nov Anomaly, NPL
0.92083, 2040-2059, ccsm4, Dec Anomaly, NPL
1.72989, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
6.82264, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
27.2654, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
48.1416, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
51.3216, 2040-2059, cesm1_cam5, May Anomaly, NPL
86.725, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
85.3856, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
70.1309, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
70.0237, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
54.468, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
13.0113, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
1.43163, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
0.07422, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
1.82912, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
12.7468, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
51.7852, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
66.7748, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
78.8435, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
79.2568, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
54.5949, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
33.8993, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
22.0079, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
6.65785, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
0.46841, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
2.43683, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
8.93284, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
36.8452, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
101.404, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
132.037, 2040-2059, gfdl_cm3, May Anomaly, NPL
101.781, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
69.4564, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
62.4869, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
56.9794, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
44.2907, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
16.2117, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
1.87782, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-0.0153, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
1.78717, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
22.0801, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
63.3911, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
71.386, 2040-2059, gfdl_esm2g, May Anomaly, NPL
78.7664, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
37.1921, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
31.3523, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
32.1404, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
23.2396, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
2.90738, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
0.15674, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
0.50497, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
0.52894, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
17.4109, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
59.7007, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
84.2482, 2040-2059, gfdl_esm2m, May Anomaly, NPL
71.247, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
68.3866, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
43.6033, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
47.5992, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
35.3308, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
4.5575, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-0.194, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
0.55333, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
2.60415, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
15.7009, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
31.6691, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
22.2201, 2040-2059, hadgem2_ao, May Anomaly, NPL
7.13848, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
13.928, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
25.6816, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
24.4275, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
22.8788, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
6.51866, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
1.15941, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
2.38575, 2040-2059, hadgem2_es, Jan Anomaly, NPL
9.06175, 2040-2059, hadgem2_es, Feb Anomaly, NPL
26.2251, 2040-2059, hadgem2_es, Mar Anomaly, NPL
37.1015, 2040-2059, hadgem2_es, Apr Anomaly, NPL
47.23, 2040-2059, hadgem2_es, May Anomaly, NPL
