Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
1.0681, 2040-2059, access1_0, Jan Anomaly, NPL
3.01858, 2040-2059, access1_0, Feb Anomaly, NPL
28.9705, 2040-2059, access1_0, Mar Anomaly, NPL
44.6166, 2040-2059, access1_0, Apr Anomaly, NPL
28.043, 2040-2059, access1_0, May Anomaly, NPL
21.807, 2040-2059, access1_0, Jun Anomaly, NPL
36.6532, 2040-2059, access1_0, Jul Anomaly, NPL
42.9898, 2040-2059, access1_0, Aug Anomaly, NPL
49.729, 2040-2059, access1_0, Sep Anomaly, NPL
37.1685, 2040-2059, access1_0, Oct Anomaly, NPL
13.7115, 2040-2059, access1_0, Nov Anomaly, NPL
1.77328, 2040-2059, access1_0, Dec Anomaly, NPL
0.65951, 2040-2059, access1_3, Jan Anomaly, NPL
0.17941, 2040-2059, access1_3, Feb Anomaly, NPL
13.4339, 2040-2059, access1_3, Mar Anomaly, NPL
40.2683, 2040-2059, access1_3, Apr Anomaly, NPL
45.2686, 2040-2059, access1_3, May Anomaly, NPL
27.7987, 2040-2059, access1_3, Jun Anomaly, NPL
36.9638, 2040-2059, access1_3, Jul Anomaly, NPL
44.9481, 2040-2059, access1_3, Aug Anomaly, NPL
48.6112, 2040-2059, access1_3, Sep Anomaly, NPL
32.4464, 2040-2059, access1_3, Oct Anomaly, NPL
8.81774, 2040-2059, access1_3, Nov Anomaly, NPL
1.66731, 2040-2059, access1_3, Dec Anomaly, NPL
0.01159, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
2.37887, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
35.6943, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
74.1225, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
102.156, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
45.3516, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
40.8267, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
48.8445, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
34.0351, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
21.4078, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
9.73943, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
2.22578, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
0.33282, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
-2.0484, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
10.233, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
60.8962, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
77.1288, 2040-2059, bcc_csm1_1, May Anomaly, NPL
65.4733, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
31.3291, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
21.7197, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
26.3328, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
34.5265, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
6.36947, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
0.02533, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
0.81649, 2040-2059, bnu_esm, Jan Anomaly, NPL
3.31162, 2040-2059, bnu_esm, Feb Anomaly, NPL
21.7279, 2040-2059, bnu_esm, Mar Anomaly, NPL
47.2611, 2040-2059, bnu_esm, Apr Anomaly, NPL
49.2465, 2040-2059, bnu_esm, May Anomaly, NPL
72.122, 2040-2059, bnu_esm, Jun Anomaly, NPL
42.5307, 2040-2059, bnu_esm, Jul Anomaly, NPL
33.663, 2040-2059, bnu_esm, Aug Anomaly, NPL
36.3364, 2040-2059, bnu_esm, Sep Anomaly, NPL
26.2736, 2040-2059, bnu_esm, Oct Anomaly, NPL
2.08429, 2040-2059, bnu_esm, Nov Anomaly, NPL
1.7266, 2040-2059, bnu_esm, Dec Anomaly, NPL
2.58828, 2040-2059, canesm2, Jan Anomaly, NPL
2.69027, 2040-2059, canesm2, Feb Anomaly, NPL
22.9719, 2040-2059, canesm2, Mar Anomaly, NPL
37.4722, 2040-2059, canesm2, Apr Anomaly, NPL
77.6035, 2040-2059, canesm2, May Anomaly, NPL
86.1761, 2040-2059, canesm2, Jun Anomaly, NPL
50.8252, 2040-2059, canesm2, Jul Anomaly, NPL
59.5392, 2040-2059, canesm2, Aug Anomaly, NPL
47.5229, 2040-2059, canesm2, Sep Anomaly, NPL
40.6262, 2040-2059, canesm2, Oct Anomaly, NPL
10.9824, 2040-2059, canesm2, Nov Anomaly, NPL
3.32388, 2040-2059, canesm2, Dec Anomaly, NPL
0.83746, 2040-2059, ccsm4, Jan Anomaly, NPL
1.80544, 2040-2059, ccsm4, Feb Anomaly, NPL
30.5285, 2040-2059, ccsm4, Mar Anomaly, NPL
