Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
8.11211, 2080-2099, access1_0, Jan Anomaly, NPL
11.3143, 2080-2099, access1_0, Feb Anomaly, NPL
108.799, 2080-2099, access1_0, Mar Anomaly, NPL
133.869, 2080-2099, access1_0, Apr Anomaly, NPL
109.411, 2080-2099, access1_0, May Anomaly, NPL
112.39, 2080-2099, access1_0, Jun Anomaly, NPL
123.445, 2080-2099, access1_0, Jul Anomaly, NPL
129.877, 2080-2099, access1_0, Aug Anomaly, NPL
144.476, 2080-2099, access1_0, Sep Anomaly, NPL
128.152, 2080-2099, access1_0, Oct Anomaly, NPL
56.9401, 2080-2099, access1_0, Nov Anomaly, NPL
11.7522, 2080-2099, access1_0, Dec Anomaly, NPL
4.88244, 2080-2099, access1_3, Jan Anomaly, NPL
1.11861, 2080-2099, access1_3, Feb Anomaly, NPL
66.9646, 2080-2099, access1_3, Mar Anomaly, NPL
141.663, 2080-2099, access1_3, Apr Anomaly, NPL
153.86, 2080-2099, access1_3, May Anomaly, NPL
114.863, 2080-2099, access1_3, Jun Anomaly, NPL
122.883, 2080-2099, access1_3, Jul Anomaly, NPL
134.112, 2080-2099, access1_3, Aug Anomaly, NPL
142.145, 2080-2099, access1_3, Sep Anomaly, NPL
113.827, 2080-2099, access1_3, Oct Anomaly, NPL
53.8309, 2080-2099, access1_3, Nov Anomaly, NPL
11.1197, 2080-2099, access1_3, Dec Anomaly, NPL
5.53353, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
17.5719, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
76.6154, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
163.283, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
154.33, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
176.45, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
142.835, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
134.164, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
90.1798, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
99.603, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
46.1126, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
15.5898, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
3.89917, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
12.979, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
66.9926, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
150.839, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
181.38, 2080-2099, bcc_csm1_1, May Anomaly, NPL
164.127, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
90.9457, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
102.111, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
134.542, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
129.314, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
55.4851, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
8.83528, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
14.9852, 2080-2099, bnu_esm, Jan Anomaly, NPL
30.5134, 2080-2099, bnu_esm, Feb Anomaly, NPL
93.8412, 2080-2099, bnu_esm, Mar Anomaly, NPL
172.897, 2080-2099, bnu_esm, Apr Anomaly, NPL
199.032, 2080-2099, bnu_esm, May Anomaly, NPL
189.036, 2080-2099, bnu_esm, Jun Anomaly, NPL
128.191, 2080-2099, bnu_esm, Jul Anomaly, NPL
108.378, 2080-2099, bnu_esm, Aug Anomaly, NPL
122.904, 2080-2099, bnu_esm, Sep Anomaly, NPL
122.887, 2080-2099, bnu_esm, Oct Anomaly, NPL
55.2212, 2080-2099, bnu_esm, Nov Anomaly, NPL
17.7905, 2080-2099, bnu_esm, Dec Anomaly, NPL
12.558, 2080-2099, canesm2, Jan Anomaly, NPL
22.6714, 2080-2099, canesm2, Feb Anomaly, NPL
87.7782, 2080-2099, canesm2, Mar Anomaly, NPL
156.413, 2080-2099, canesm2, Apr Anomaly, NPL
230.903, 2080-2099, canesm2, May Anomaly, NPL
236.404, 2080-2099, canesm2, Jun Anomaly, NPL
190.681, 2080-2099, canesm2, Jul Anomaly, NPL
189.57, 2080-2099, canesm2, Aug Anomaly, NPL
184.91, 2080-2099, canesm2, Sep Anomaly, NPL
169.65, 2080-2099, canesm2, Oct Anomaly, NPL
71.516, 2080-2099, canesm2, Nov Anomaly, NPL
21.5189, 2080-2099, canesm2, Dec Anomaly, NPL
5.10778, 2080-2099, ccsm4, Jan Anomaly, NPL
20.9475, 2080-2099, ccsm4, Feb Anomaly, NPL
87.428, 2080-2099, ccsm4, Mar Anomaly, NPL
136.421, 2080-2099, ccsm4, Apr Anomaly, NPL
180.684, 2080-2099, ccsm4, May Anomaly, NPL
166.486, 2080-2099, ccsm4, Jun Anomaly, NPL
