Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
1.47868, 2060-2079, access1_0, Jan Anomaly, NPL
5.09648, 2060-2079, access1_0, Feb Anomaly, NPL
44.572, 2060-2079, access1_0, Mar Anomaly, NPL
66.2374, 2060-2079, access1_0, Apr Anomaly, NPL
56.8149, 2060-2079, access1_0, May Anomaly, NPL
48.1737, 2060-2079, access1_0, Jun Anomaly, NPL
48.8853, 2060-2079, access1_0, Jul Anomaly, NPL
57.5019, 2060-2079, access1_0, Aug Anomaly, NPL
60.7799, 2060-2079, access1_0, Sep Anomaly, NPL
55.8955, 2060-2079, access1_0, Oct Anomaly, NPL
20.5135, 2060-2079, access1_0, Nov Anomaly, NPL
2.36387, 2060-2079, access1_0, Dec Anomaly, NPL
0.87768, 2060-2079, access1_3, Jan Anomaly, NPL
0.39934, 2060-2079, access1_3, Feb Anomaly, NPL
24.9762, 2060-2079, access1_3, Mar Anomaly, NPL
77.8336, 2060-2079, access1_3, Apr Anomaly, NPL
78.2879, 2060-2079, access1_3, May Anomaly, NPL
62.4917, 2060-2079, access1_3, Jun Anomaly, NPL
62.4892, 2060-2079, access1_3, Jul Anomaly, NPL
64.5719, 2060-2079, access1_3, Aug Anomaly, NPL
71.3586, 2060-2079, access1_3, Sep Anomaly, NPL
52.4515, 2060-2079, access1_3, Oct Anomaly, NPL
16.3748, 2060-2079, access1_3, Nov Anomaly, NPL
1.6849, 2060-2079, access1_3, Dec Anomaly, NPL
1.27437, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
6.45171, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
37.7356, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
75.7147, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
78.5755, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
80.3288, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
57.7645, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
55.8299, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
32.4226, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
30.8531, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
19.0186, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
1.5649, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
0.1371, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
-1.1869, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
15.6185, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
67.7426, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
98.2381, 2060-2079, bcc_csm1_1, May Anomaly, NPL
75.1067, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
52.1368, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
31.6806, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
42.213, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
42.9923, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
11.6173, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
0.68378, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
2.65325, 2060-2079, bnu_esm, Jan Anomaly, NPL
6.9332, 2060-2079, bnu_esm, Feb Anomaly, NPL
38.9082, 2060-2079, bnu_esm, Mar Anomaly, NPL
73.1422, 2060-2079, bnu_esm, Apr Anomaly, NPL
120.426, 2060-2079, bnu_esm, May Anomaly, NPL
138.753, 2060-2079, bnu_esm, Jun Anomaly, NPL
89.7517, 2060-2079, bnu_esm, Jul Anomaly, NPL
51.7763, 2060-2079, bnu_esm, Aug Anomaly, NPL
51.7703, 2060-2079, bnu_esm, Sep Anomaly, NPL
38.8789, 2060-2079, bnu_esm, Oct Anomaly, NPL
17.8199, 2060-2079, bnu_esm, Nov Anomaly, NPL
4.38676, 2060-2079, bnu_esm, Dec Anomaly, NPL
1.07426, 2060-2079, canesm2, Jan Anomaly, NPL
4.06943, 2060-2079, canesm2, Feb Anomaly, NPL
22.4324, 2060-2079, canesm2, Mar Anomaly, NPL
79.8413, 2060-2079, canesm2, Apr Anomaly, NPL
99.233, 2060-2079, canesm2, May Anomaly, NPL
118.243, 2060-2079, canesm2, Jun Anomaly, NPL
65.9804, 2060-2079, canesm2, Jul Anomaly, NPL
89.7999, 2060-2079, canesm2, Aug Anomaly, NPL
73.8021, 2060-2079, canesm2, Sep Anomaly, NPL
54.9511, 2060-2079, canesm2, Oct Anomaly, NPL
21.6114, 2060-2079, canesm2, Nov Anomaly, NPL
4.9642, 2060-2079, canesm2, Dec Anomaly, NPL
1.34175, 2060-2079, ccsm4, Jan Anomaly, NPL
4.48631, 2060-2079, ccsm4, Feb Anomaly, NPL
33.6445, 2060-2079, ccsm4, Mar Anomaly, NPL
61.193, 2060-2079, ccsm4, Apr Anomaly, NPL
86.3095, 2060-2079, ccsm4, May Anomaly, NPL
90.3326, 2060-2079, ccsm4, Jun Anomaly, NPL
74.3465, 2060-2079, ccsm4, Jul Anomaly, NPL
60.4026, 2060-2079, ccsm4, Aug Anomaly, NPL
60.5976, 2060-2079, ccsm4, Sep Anomaly, NPL
37.8882, 2060-2079, ccsm4, Oct Anomaly, NPL
16.9706, 2060-2079, ccsm4, Nov Anomaly, NPL
1.67573, 2060-2079, ccsm4, Dec Anomaly, NPL
1.00227, 2060-2079, cesm1_bgc, Jan Anomaly, NPL
4.6946, 2060-2079, cesm1_bgc, Feb Anomaly, NPL
26.653, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
47.2656, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
66.2639, 2060-2079, cesm1_bgc, May Anomaly, NPL
63.2428, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
66.0907, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
59.7691, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
63.2393, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
32.9378, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
4.51836, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
-0.6225, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
1.23244, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
8.40537, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
26.5317, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
49.4383, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
51.9494, 2060-2079, cesm1_cam5, May Anomaly, NPL
87.6613, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
94.114, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
85.291, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
87.297, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
59.4554, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
15.8172, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
3.48349, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
0.56356, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
5.22568, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
28.496, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
67.3168, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
57.5862, 2060-2079, cnrm_cm5, May Anomaly, NPL
60.9849, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
81.4811, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
80.7345, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
53.6134, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
37.0487, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
4.3278, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
1.1353, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
0.91332, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
6.04566, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
26.5584, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
92.8633, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
120.364, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
118.097, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
104.356, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
69.7333, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
60.4619, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
46.4791, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
17.7829, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
1.9819, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
4.55347, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
22.0943, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
60.097, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
111.104, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
165.656, 2060-2079, gfdl_cm3, May Anomaly, NPL
126.079, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
100.053, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
105.812, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
108.609, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
96.7654, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
33.9719, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
5.08559, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
0.50324, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
5.06647, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
43.6591, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
55.0838, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
69.0431, 2060-2079, gfdl_esm2g, May Anomaly, NPL
66.1016, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
52.6188, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
37.9111, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
41.0825, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
27.17, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
8.07706, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
1.55269, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
1.35888, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
2.46855, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
27.1828, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
54.2101, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
95.709, 2060-2079, gfdl_esm2m, May Anomaly, NPL
68.7119, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
71.6403, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
57.0739, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
51.1709, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
39.6676, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
4.73134, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
0.18984, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
1.85033, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
12.8873, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
50.9219, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
81.8159, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
85.9902, 2060-2079, hadgem2_ao, May Anomaly, NPL
85.2346, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
53.3795, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
62.8033, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
77.6847, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
61.3075, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
19.7064, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
3.46626, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
3.33169, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
10.7941, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
38.4939, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
67.7776, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
75.5053, 2060-2079, hadgem2_cc, May Anomaly, NPL
85.2242, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
58.1525, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
60.2899, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
66.2239, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
51.7655, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
23.0216, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
5.53646, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
0.11971, 2060-2079, inmcm4, Jan Anomaly, NPL
0.27831, 2060-2079, inmcm4, Feb Anomaly, NPL
4.90019, 2060-2079, inmcm4, Mar Anomaly, NPL
17.2396, 2060-2079, inmcm4, Apr Anomaly, NPL
9.87796, 2060-2079, inmcm4, May Anomaly, NPL
6.92071, 2060-2079, inmcm4, Jun Anomaly, NPL
11.5327, 2060-2079, inmcm4, Jul Anomaly, NPL
6.94029, 2060-2079, inmcm4, Aug Anomaly, NPL
8.31785, 2060-2079, inmcm4, Sep Anomaly, NPL
1.60691, 2060-2079, inmcm4, Oct Anomaly, NPL
-4.3102, 2060-2079, inmcm4, Nov Anomaly, NPL
2.3767, 2060-2079, inmcm4, Dec Anomaly, NPL
5.25595, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
13.2055, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
36.9403, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
72.289, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
97.0163, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
88.1478, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
88.1538, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
80.3577, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
75.5157, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
74.9959, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
28.4596, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
7.85512, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
3.14959, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
11.8755, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
38.6397, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
78.7553, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
81.971, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
84.6111, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
109.827, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
85.0549, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
85.1444, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
74.9017, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
24.8723, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
3.77564, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
0.94856, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
2.55194, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
12.0036, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
45.2938, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
56.1415, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
47.3235, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
46.8139, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
48.7758, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
60.7424, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
26.7421, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
9.51057, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
1.05082, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
1.5829, 2060-2079, miroc5, Jan Anomaly, NPL
13.0983, 2060-2079, miroc5, Feb Anomaly, NPL
43.146, 2060-2079, miroc5, Mar Anomaly, NPL
86.0877, 2060-2079, miroc5, Apr Anomaly, NPL
100.714, 2060-2079, miroc5, May Anomaly, NPL
51.7557, 2060-2079, miroc5, Jun Anomaly, NPL
33.976, 2060-2079, miroc5, Jul Anomaly, NPL
46.9792, 2060-2079, miroc5, Aug Anomaly, NPL
42.4207, 2060-2079, miroc5, Sep Anomaly, NPL
45.8146, 2060-2079, miroc5, Oct Anomaly, NPL
24.2775, 2060-2079, miroc5, Nov Anomaly, NPL
4.97168, 2060-2079, miroc5, Dec Anomaly, NPL
4.70391, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
1.97423, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
35.6215, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
91.4194, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
120.508, 2060-2079, miroc_esm_chem, May Anomaly, NPL
81.9334, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
37.2362, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
65.1593, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
64.8893, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
49.152, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
30.6224, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
9.73575, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
6.45458, 2060-2079, miroc_esm, Jan Anomaly, NPL
6.56787, 2060-2079, miroc_esm, Feb Anomaly, NPL
34.746, 2060-2079, miroc_esm, Mar Anomaly, NPL
93.9202, 2060-2079, miroc_esm, Apr Anomaly, NPL
98.1634, 2060-2079, miroc_esm, May Anomaly, NPL
67.8442, 2060-2079, miroc_esm, Jun Anomaly, NPL
42.4963, 2060-2079, miroc_esm, Jul Anomaly, NPL
57.303, 2060-2079, miroc_esm, Aug Anomaly, NPL
62.3904, 2060-2079, miroc_esm, Sep Anomaly, NPL
67.0386, 2060-2079, miroc_esm, Oct Anomaly, NPL
27.3684, 2060-2079, miroc_esm, Nov Anomaly, NPL
10.1829, 2060-2079, miroc_esm, Dec Anomaly, NPL
1.04533, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
