Cooling Degree Days - (Celsius), Year, Model, Statistics, ISO3
40.5171, 2020-2039, canesm2, Apr Anomaly, NPL
52.6934, 2020-2039, canesm2, May Anomaly, NPL
65.0268, 2020-2039, canesm2, Jun Anomaly, NPL
68.7768, 2020-2039, canesm2, Jul Anomaly, NPL
33.4794, 2020-2039, canesm2, Aug Anomaly, NPL
27.3519, 2020-2039, canesm2, Sep Anomaly, NPL
17.3694, 2020-2039, canesm2, Oct Anomaly, NPL
4.02868, 2020-2039, canesm2, Nov Anomaly, NPL
1.01401, 2020-2039, canesm2, Dec Anomaly, NPL
0.20091, 2020-2039, ccsm4, Jan Anomaly, NPL
0.55052, 2020-2039, ccsm4, Feb Anomaly, NPL
15.9605, 2020-2039, ccsm4, Mar Anomaly, NPL
38.0646, 2020-2039, ccsm4, Apr Anomaly, NPL
43.4358, 2020-2039, ccsm4, May Anomaly, NPL
38.2256, 2020-2039, ccsm4, Jun Anomaly, NPL
41.1893, 2020-2039, ccsm4, Jul Anomaly, NPL
37.4066, 2020-2039, ccsm4, Aug Anomaly, NPL
34.7721, 2020-2039, ccsm4, Sep Anomaly, NPL
16.1591, 2020-2039, ccsm4, Oct Anomaly, NPL
2.81599, 2020-2039, ccsm4, Nov Anomaly, NPL
-0.6478, 2020-2039, ccsm4, Dec Anomaly, NPL
0.36693, 2020-2039, cesm1_bgc, Jan Anomaly, NPL
0.71995, 2020-2039, cesm1_bgc, Feb Anomaly, NPL
10.3745, 2020-2039, cesm1_bgc, Mar Anomaly, NPL
21.6649, 2020-2039, cesm1_bgc, Apr Anomaly, NPL
51.9898, 2020-2039, cesm1_bgc, May Anomaly, NPL
62.2992, 2020-2039, cesm1_bgc, Jun Anomaly, NPL
50.0349, 2020-2039, cesm1_bgc, Jul Anomaly, NPL
35.4886, 2020-2039, cesm1_bgc, Aug Anomaly, NPL
45.8271, 2020-2039, cesm1_bgc, Sep Anomaly, NPL
18.8693, 2020-2039, cesm1_bgc, Oct Anomaly, NPL
-1.7092, 2020-2039, cesm1_bgc, Nov Anomaly, NPL
-0.6616, 2020-2039, cesm1_bgc, Dec Anomaly, NPL
0.48215, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
5.9961, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
14.58, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
38.2341, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
42.6036, 2020-2039, cesm1_cam5, May Anomaly, NPL
52.8131, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
58.3895, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
46.8897, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
48.9737, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
30.4277, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
5.976, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.672, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-0.3745, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
1.21376, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
14.6517, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
39.3284, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
35.9559, 2020-2039, cnrm_cm5, May Anomaly, NPL
34.5917, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
47.3991, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
44.9796, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
22.0701, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
8.44575, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-4.2275, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-0.4253, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
0.15369, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
1.35842, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
14.169, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
47.9405, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
61.1669, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
66.1486, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
39.1319, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
38.7098, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
16.0414, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
9.06436, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
1.33156, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
0.16989, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
0.28633, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
3.62014, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
23.8372, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
65.2001, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
112.29, 2020-2039, gfdl_cm3, May Anomaly, NPL
70.3885, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
43.4428, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
41.8184, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
42.2549, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
51.6396, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
11.4203, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
1.13076, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-0.5425, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
1.31689, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
16.1309, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
35.8072, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
64.5927, 2020-2039, gfdl_esm2g, May Anomaly, NPL
64.9573, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
39.7412, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
25.0184, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
23.7097, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
21.3962, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
4.66444, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
0.23366, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
1.55944, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.0058, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
2.19781, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
37.0589, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
71.5724, 2020-2039, gfdl_esm2m, May Anomaly, NPL
44.5341, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
39.6506, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
39.2506, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
28.1475, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
26.9302, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
2.81772, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.7015, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.33789, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
3.58439, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
21.767, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
30.7685, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
24.9138, 2020-2039, hadgem2_ao, May Anomaly, NPL
23.3586, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
25.7018, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
26.2404, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
31.7277, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
23.2588, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
6.29022, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
1.14302, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
0.9917, 2020-2039, hadgem2_cc, Jan Anomaly, NPL
5.13401, 2020-2039, hadgem2_cc, Feb Anomaly, NPL
13.6737, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
22.6883, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
19.784, 2020-2039, hadgem2_cc, May Anomaly, NPL
27.6071, 2020-2039, hadgem2_cc, Jun Anomaly, NPL
28.5431, 2020-2039, hadgem2_cc, Jul Anomaly, NPL
26.8618, 2020-2039, hadgem2_cc, Aug Anomaly, NPL
31.586, 2020-2039, hadgem2_cc, Sep Anomaly, NPL
20.2821, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
6.12585, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
1.16335, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
-0.3529, 2020-2039, inmcm4, Jan Anomaly, NPL
1.19087, 2020-2039, inmcm4, Feb Anomaly, NPL
-0.9082, 2020-2039, inmcm4, Mar Anomaly, NPL
-3.846, 2020-2039, inmcm4, Apr Anomaly, NPL
-11.933, 2020-2039, inmcm4, May Anomaly, NPL
-13.229, 2020-2039, inmcm4, Jun Anomaly, NPL
-18.446, 2020-2039, inmcm4, Jul Anomaly, NPL
-18.869, 2020-2039, inmcm4, Aug Anomaly, NPL
-21.086, 2020-2039, inmcm4, Sep Anomaly, NPL
-17.139, 2020-2039, inmcm4, Oct Anomaly, NPL
-5.473, 2020-2039, inmcm4, Nov Anomaly, NPL
1.32967, 2020-2039, inmcm4, Dec Anomaly, NPL
1.34079, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
0.86855, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
8.15554, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
28.8495, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
36.7952, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
54.9224, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
60.31, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
36.0235, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
36.0341, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
14.2456, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
9.50626, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
1.38587, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.0908, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
5.58387, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
14.9268, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
40.8662, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
41.8867, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
49.2224, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
69.3127, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
44.0694, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
45.3542, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
33.2296, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
5.47428, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
0.09026, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.2968, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
1.07162, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
-1.9638, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
26.8407, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
23.5245, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
36.3152, 2020-2039, ipsl_cm5b_lr, Jun Anomaly, NPL
32.1645, 2020-2039, ipsl_cm5b_lr, Jul Anomaly, NPL
31.8468, 2020-2039, ipsl_cm5b_lr, Aug Anomaly, NPL
31.2768, 2020-2039, ipsl_cm5b_lr, Sep Anomaly, NPL
8.52047, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
3.66475, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
0.5587, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
0.22538, 2020-2039, miroc5, Jan Anomaly, NPL
4.18202, 2020-2039, miroc5, Feb Anomaly, NPL
17.2683, 2020-2039, miroc5, Mar Anomaly, NPL
43.5651, 2020-2039, miroc5, Apr Anomaly, NPL
49.1332, 2020-2039, miroc5, May Anomaly, NPL
24.0531, 2020-2039, miroc5, Jun Anomaly, NPL
16.0534, 2020-2039, miroc5, Jul Anomaly, NPL
23.3243, 2020-2039, miroc5, Aug Anomaly, NPL
21.634, 2020-2039, miroc5, Sep Anomaly, NPL
18.8093, 2020-2039, miroc5, Oct Anomaly, NPL
8.24955, 2020-2039, miroc5, Nov Anomaly, NPL
1.64339, 2020-2039, miroc5, Dec Anomaly, NPL
1.92854, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
0.8378, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
19.9341, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
58.502, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
79.1533, 2020-2039, miroc_esm_chem, May Anomaly, NPL
61.0823, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
26.6923, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
26.0574, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
28.1475, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
15.852, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
10.9442, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
5.00799, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
0.75665, 2020-2039, miroc_esm, Jan Anomaly, NPL
2.79795, 2020-2039, miroc_esm, Feb Anomaly, NPL
15.3263, 2020-2039, miroc_esm, Mar Anomaly, NPL
46.8446, 2020-2039, miroc_esm, Apr Anomaly, NPL
56.9465, 2020-2039, miroc_esm, May Anomaly, NPL
37.8501, 2020-2039, miroc_esm, Jun Anomaly, NPL
15.1371, 2020-2039, miroc_esm, Jul Anomaly, NPL
30.6994, 2020-2039, miroc_esm, Aug Anomaly, NPL
32.3969, 2020-2039, miroc_esm, Sep Anomaly, NPL
29.7681, 2020-2039, miroc_esm, Oct Anomaly, NPL
12.1647, 2020-2039, miroc_esm, Nov Anomaly, NPL
3.65242, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.54575, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
15.0613, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
42.5303, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
37.3642, 2020-2039, mpi_esm_lr, May Anomaly, NPL
26.6859, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
43.6136, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
21.4396, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
31.9001, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
18.1456, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
5.15731, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
0.48146, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.2736, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
0.10152, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
4.00228, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
20.5291, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
42.8376, 2020-2039, mpi_esm_mr, May Anomaly, NPL
11.0566, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
19.39, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
28.381, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
17.8655, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
19.6393, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
6.65171, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
0.43482, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
0.24048, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
0.13331, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
9.32065, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
21.1675, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
23.1134, 2020-2039, mri_cgcm3, May Anomaly, NPL
37.3126, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
24.4399, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
15.1523, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
12.7263, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
-1.8074, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
1.92262, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
0.2017, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
0.27217, 2020-2039, noresm1_m, Jan Anomaly, NPL
2.05664, 2020-2039, noresm1_m, Feb Anomaly, NPL
18.689, 2020-2039, noresm1_m, Mar Anomaly, NPL
41.5981, 2020-2039, noresm1_m, Apr Anomaly, NPL
56.4869, 2020-2039, noresm1_m, May Anomaly, NPL
46.7183, 2020-2039, noresm1_m, Jun Anomaly, NPL
31.0985, 2020-2039, noresm1_m, Jul Anomaly, NPL
36.4758, 2020-2039, noresm1_m, Aug Anomaly, NPL
31.961, 2020-2039, noresm1_m, Sep Anomaly, NPL
7.25834, 2020-2039, noresm1_m, Oct Anomaly, NPL
3.16718, 2020-2039, noresm1_m, Nov Anomaly, NPL
-0.6503, 2020-2039, noresm1_m, Dec Anomaly, NPL
-0.2851, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.7028, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-3.8673, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-15.996, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-58.212, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-34.781, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-20.935, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-18.044, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-9.5236, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-2.2846, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-3.0002, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.5865, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.51507, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
2.40614, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
10.8319, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
27.1734, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
41.1214, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
27.2279, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
29.4299, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
29.3733, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
29.9553, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
21.5933, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
7.58431, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.97698, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
2.02528, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
3.73307, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
36.4729, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
74.7148, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
91.3069, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
114.481, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
126.92, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
97.0854, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
75.919, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
60.4035, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
23.2688, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
5.28738, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
156.201, 2020-2039, access1_0, Annual Anomaly, NPL
167.478, 2020-2039, access1_3, Annual Anomaly, NPL
278.355, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
226.759, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
262.162, 2020-2039, bnu_esm, Annual Anomaly, NPL
329.762, 2020-2039, canesm2, Annual Anomaly, NPL
268.602, 2020-2039, ccsm4, Annual Anomaly, NPL
297.748, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
345.554, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
247.118, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
297.427, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
469.398, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
296.6, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
294.328, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-111.83, 2020-2039, inmcm4, Annual Anomaly, NPL
290.264, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
351.152, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
193.534, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
226.49, 2020-2039, miroc5, Annual Anomaly, NPL
339.747, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
290.089, 2020-2039, miroc_esm, Annual Anomaly, NPL
244.664, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
173.967, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
142.625, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
275.479, 2020-2039, noresm1_m, Annual Anomaly, NPL
43.5972, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
211.12, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
40.1304, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
