FID,id_punto,mes,mes_etiqueta,n_period,period,temp_max_normal,geom
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_38b,40665,1,1,30,1980,13.48,POINT (8933389.136160204 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_38c,40666,1,1,30,1980,9.17,POINT (8989048.88155684 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_38d,40667,1,1,30,1980,0.6,POINT (9044708.626953477 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_38e,40668,1,1,30,1980,2.63,POINT (9100368.372350115 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_38f,40669,1,1,30,1980,-0.46,POINT (9156028.117746752 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_390,40670,1,1,30,1980,-5.53,POINT (9211687.863143386 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_391,40671,1,1,30,1980,-3.61,POINT (9267347.608540025 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_392,40672,1,1,30,1980,-3.2,POINT (9323007.353936663 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_393,40673,1,1,30,1980,-3,POINT (9378667.099333297 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_394,40674,1,1,30,1980,-4.74,POINT (9434326.844729934 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_395,40675,1,1,30,1980,-4.53,POINT (9489986.590126572 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_396,40676,1,1,30,1980,-4.46,POINT (9545646.335523209 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_397,40677,1,1,30,1980,-1.77,POINT (9601306.080919845 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_398,40678,1,1,30,1980,-2.52,POINT (9656965.826316481 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_399,40679,1,1,30,1980,-5.98,POINT (9712625.57171312 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_39a,40680,1,1,30,1980,-5.28,POINT (9768285.317109756 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_39b,41295,1,1,30,1980,21.24,POINT (8933389.136160204 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_39c,41296,1,1,30,1980,20.41,POINT (8989048.88155684 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_39d,41297,1,1,30,1980,19.09,POINT (9044708.626953477 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_39e,41298,1,1,30,1980,15.16,POINT (9100368.372350115 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_39f,41299,1,1,30,1980,12.76,POINT (9156028.117746752 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a0,41300,1,1,30,1980,7.43,POINT (9211687.863143386 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a1,41301,1,1,30,1980,-1.79,POINT (9267347.608540025 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a2,41302,1,1,30,1980,-1.48,POINT (9323007.353936663 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a3,41303,1,1,30,1980,-3.92,POINT (9378667.099333297 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a4,41304,1,1,30,1980,-6.65,POINT (9434326.844729934 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a5,41305,1,1,30,1980,-6.59,POINT (9489986.590126572 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a6,41306,1,1,30,1980,-3.87,POINT (9545646.335523209 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a7,41307,1,1,30,1980,-5.07,POINT (9601306.080919845 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a8,41308,1,1,30,1980,-4.65,POINT (9656965.826316481 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3a9,41309,1,1,30,1980,-4.03,POINT (9712625.57171312 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3aa,41310,1,1,30,1980,-1.46,POINT (9768285.317109756 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3ab,40335,1,1,30,1980,0.8,POINT (8933389.136160204 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3ac,40336,1,1,30,1980,-3.4,POINT (8989048.88155684 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3ad,40337,1,1,30,1980,-6.03,POINT (9044708.626953477 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a37e8fad9_3ae,40338,1,1,30,1980,-3.76,POINT (9100368.372350115 3535725.659799159)
