FID,id_punto,mes,mes_etiqueta,n_period,period,pre_normal,geom
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_a9,40665,3,3,30,1940,41.41,POINT (8933389.136160204 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_aa,40666,3,3,30,1940,44.64,POINT (8989048.88155684 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_ab,40667,3,3,30,1940,46.24,POINT (9044708.626953477 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_ac,40668,3,3,30,1940,47,POINT (9100368.372350115 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_ad,40669,3,3,30,1940,47.75,POINT (9156028.117746752 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_ae,40670,3,3,30,1940,47.61,POINT (9211687.863143386 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_af,40671,3,3,30,1940,49.25,POINT (9267347.608540025 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b0,40672,3,3,30,1940,49.08,POINT (9323007.353936663 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b1,40673,3,3,30,1940,47.72,POINT (9378667.099333297 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b2,40674,3,3,30,1940,45.89,POINT (9434326.844729934 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b3,40675,3,3,30,1940,43.02,POINT (9489986.590126572 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b4,40676,3,3,30,1940,37.38,POINT (9545646.335523209 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b5,40677,3,3,30,1940,31.9,POINT (9601306.080919845 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b6,40678,3,3,30,1940,28.27,POINT (9656965.826316481 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b7,40679,3,3,30,1940,25.84,POINT (9712625.57171312 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b8,40680,3,3,30,1940,21.53,POINT (9768285.317109756 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_b9,41295,3,3,30,1940,19.72,POINT (8933389.136160204 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_ba,41296,3,3,30,1940,20.62,POINT (8989048.88155684 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_bb,41297,3,3,30,1940,27.14,POINT (9044708.626953477 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_bc,41298,3,3,30,1940,38.47,POINT (9100368.372350115 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_bd,41299,3,3,30,1940,44.22,POINT (9156028.117746752 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_be,41300,3,3,30,1940,50.13,POINT (9211687.863143386 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_bf,41301,3,3,30,1940,50.07,POINT (9267347.608540025 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c0,41302,3,3,30,1940,49.97,POINT (9323007.353936663 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c1,41303,3,3,30,1940,48.88,POINT (9378667.099333297 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c2,41304,3,3,30,1940,47.55,POINT (9434326.844729934 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c3,41305,3,3,30,1940,45.72,POINT (9489986.590126572 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c4,41306,3,3,30,1940,40.09,POINT (9545646.335523209 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c5,41307,3,3,30,1940,34.78,POINT (9601306.080919845 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c6,41308,3,3,30,1940,31.4,POINT (9656965.826316481 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c7,41309,3,3,30,1940,27.47,POINT (9712625.57171312 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c8,41310,3,3,30,1940,22.24,POINT (9768285.317109756 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_c9,40335,3,3,30,1940,40.81,POINT (8933389.136160204 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_ca,40336,3,3,30,1940,42.96,POINT (8989048.88155684 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a380d802b_cb,40337,3,3,30,1940,44.54,POINT (9044708.626953477 3535725.659799159)
