FID,id_punto,mes,mes_etiqueta,n_period,period,temp_max_normal,geom
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_abe,40665,3,3,30,1940,20.19,POINT (8933389.136160204 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_abf,40666,3,3,30,1940,14.91,POINT (8989048.88155684 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac0,40667,3,3,30,1940,5.03,POINT (9044708.626953477 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac1,40668,3,3,30,1940,7.45,POINT (9100368.372350115 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac2,40669,3,3,30,1940,3.96,POINT (9156028.117746752 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac3,40670,3,3,30,1940,-2.13,POINT (9211687.863143386 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac4,40671,3,3,30,1940,0.25,POINT (9267347.608540025 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac5,40672,3,3,30,1940,0.98,POINT (9323007.353936663 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac6,40673,3,3,30,1940,1.23,POINT (9378667.099333297 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac7,40674,3,3,30,1940,-0.85,POINT (9434326.844729934 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac8,40675,3,3,30,1940,-0.49,POINT (9489986.590126572 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_ac9,40676,3,3,30,1940,-0.41,POINT (9545646.335523209 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_aca,40677,3,3,30,1940,2.91,POINT (9601306.080919845 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_acb,40678,3,3,30,1940,1.92,POINT (9656965.826316481 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a382f6ff8_acc,40679,3,3,30,1940,-2.46,POINT (9712625.57171312 3471454.9819268296)
