FID,id_punto,mes,mes_etiqueta,n_period,period,temp_max_normal,geom
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5741,40665,12,12,30,2000,15.74,POINT (8933389.136160204 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5742,40666,12,12,30,2000,11.44,POINT (8989048.88155684 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5743,40667,12,12,30,2000,2.78,POINT (9044708.626953477 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5744,40668,12,12,30,2000,4.68,POINT (9100368.372350115 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5745,40669,12,12,30,2000,1.52,POINT (9156028.117746752 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5746,40670,12,12,30,2000,-3.57,POINT (9211687.863143386 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5747,40671,12,12,30,2000,-1.66,POINT (9267347.608540025 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5748,40672,12,12,30,2000,-1.03,POINT (9323007.353936663 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5749,40673,12,12,30,2000,-0.83,POINT (9378667.099333297 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_574a,40674,12,12,30,2000,-2.44,POINT (9434326.844729934 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_574b,40675,12,12,30,2000,-2.16,POINT (9489986.590126572 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_574c,40676,12,12,30,2000,-2.06,POINT (9545646.335523209 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_574d,40677,12,12,30,2000,0.73,POINT (9601306.080919845 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_574e,40678,12,12,30,2000,0,POINT (9656965.826316481 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_574f,40679,12,12,30,2000,-3.45,POINT (9712625.57171312 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5750,40680,12,12,30,2000,-2.84,POINT (9768285.317109756 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5751,41295,12,12,30,2000,22.95,POINT (8933389.136160204 3343864.953833735)
