FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7207,40335,3,1,1901-2012,1.18,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7206,40336,3,1,1901-2012,1.22,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7205,40337,3,1,1901-2012,1.23,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7204,40338,3,1,1901-2012,1.25,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7203,40339,3,1,1901-2012,1.31,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7202,40340,3,1,1901-2012,1.33,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7201,40341,3,1,1901-2012,1.32,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7200,40342,3,1,1901-2012,1.36,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ff,40343,3,1,1901-2012,1.33,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71fe,40344,3,1,1901-2012,1.29,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71fd,40345,3,1,1901-2012,1.22,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71fc,40346,3,1,1901-2012,1.14,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71fb,40347,3,1,1901-2012,1.09,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71fa,40348,3,1,1901-2012,1.04,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f9,40349,3,1,1901-2012,0.98,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f8,40350,3,1,1901-2012,0.94,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f7,40665,3,1,1901-2012,1.08,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f6,40666,3,1,1901-2012,1.14,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f5,40667,3,1,1901-2012,1.16,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f4,40668,3,1,1901-2012,1.19,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f3,40669,3,1,1901-2012,1.24,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f2,40670,3,1,1901-2012,1.29,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f1,40671,3,1,1901-2012,1.32,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71f0,40672,3,1,1901-2012,1.31,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ef,40673,3,1,1901-2012,1.32,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ee,40674,3,1,1901-2012,1.32,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ed,40675,3,1,1901-2012,1.29,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ec,40676,3,1,1901-2012,1.22,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71eb,40677,3,1,1901-2012,1.16,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ea,40678,3,1,1901-2012,1.11,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e9,40679,3,1,1901-2012,1.04,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e8,40680,3,1,1901-2012,1.04,POINT (9768285.317109756 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e7,40981,3,1,1901-2012,1.02,POINT (8933389.136160204 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e6,40982,3,1,1901-2012,1.09,POINT (8989048.88155684 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e5,40983,3,1,1901-2012,1.12,POINT (9044708.626953477 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e4,40984,3,1,1901-2012,1.15,POINT (9100368.372350115 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e3,40985,3,1,1901-2012,1.18,POINT (9156028.117746752 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e2,40986,3,1,1901-2012,1.2,POINT (9211687.863143386 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e1,40987,3,1,1901-2012,1.27,POINT (9267347.608540025 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71e0,40988,3,1,1901-2012,1.29,POINT (9323007.353936663 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71df,40989,3,1,1901-2012,1.29,POINT (9378667.099333297 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71de,40990,3,1,1901-2012,1.32,POINT (9434326.844729934 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71dd,40991,3,1,1901-2012,1.29,POINT (9489986.590126572 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71dc,40992,3,1,1901-2012,1.28,POINT (9545646.335523209 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71db,40993,3,1,1901-2012,1.23,POINT (9601306.080919845 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71da,40994,3,1,1901-2012,1.19,POINT (9656965.826316481 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d9,40995,3,1,1901-2012,1.16,POINT (9712625.57171312 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d8,40996,3,1,1901-2012,1.1,POINT (9768285.317109756 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d7,41295,3,1,1901-2012,0.96,POINT (8933389.136160204 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d6,41296,3,1,1901-2012,1.02,POINT (8989048.88155684 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d5,41297,3,1,1901-2012,1.06,POINT (9044708.626953477 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d4,41298,3,1,1901-2012,1.09,POINT (9100368.372350115 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d3,41299,3,1,1901-2012,1.11,POINT (9156028.117746752 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d2,41300,3,1,1901-2012,1.16,POINT (9211687.863143386 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d1,41301,3,1,1901-2012,1.19,POINT (9267347.608540025 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71d0,41302,3,1,1901-2012,1.22,POINT (9323007.353936663 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71cf,41303,3,1,1901-2012,1.27,POINT (9378667.099333297 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ce,41304,3,1,1901-2012,1.28,POINT (9434326.844729934 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71cd,41305,3,1,1901-2012,1.26,POINT (9489986.590126572 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71cc,41306,3,1,1901-2012,1.25,POINT (9545646.335523209 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71cb,41307,3,1,1901-2012,1.26,POINT (9601306.080919845 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ca,41308,3,1,1901-2012,1.28,POINT (9656965.826316481 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c9,41309,3,1,1901-2012,1.24,POINT (9712625.57171312 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c8,41310,3,1,1901-2012,1.13,POINT (9768285.317109756 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c7,41614,3,1,1901-2012,0.92,POINT (8933389.136160204 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c6,41615,3,1,1901-2012,0.99,POINT (8989048.88155684 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c5,41616,3,1,1901-2012,1.06,POINT (9044708.626953477 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c4,41617,3,1,1901-2012,1.09,POINT (9100368.372350115 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c3,41618,3,1,1901-2012,1.1,POINT (9156028.117746752 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c2,41619,3,1,1901-2012,1.14,POINT (9211687.863143386 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c1,41620,3,1,1901-2012,1.17,POINT (9267347.608540025 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71c0,41621,3,1,1901-2012,1.19,POINT (9323007.353936663 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71bf,41622,3,1,1901-2012,1.2,POINT (9378667.099333297 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71be,41623,3,1,1901-2012,1.24,POINT (9434326.844729934 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71bd,41624,3,1,1901-2012,1.23,POINT (9489986.590126572 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71bc,41625,3,1,1901-2012,1.24,POINT (9545646.335523209 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71bb,41626,3,1,1901-2012,1.24,POINT (9601306.080919845 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ba,41627,3,1,1901-2012,1.25,POINT (9656965.826316481 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b9,41628,3,1,1901-2012,1.23,POINT (9712625.57171312 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b8,41629,3,1,1901-2012,1.19,POINT (9768285.317109756 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b7,41926,3,1,1901-2012,0.87,POINT (8933389.136160204 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b6,41927,3,1,1901-2012,0.91,POINT (8989048.88155684 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b5,41928,3,1,1901-2012,0.98,POINT (9044708.626953477 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b4,41929,3,1,1901-2012,1.04,POINT (9100368.372350115 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b3,41930,3,1,1901-2012,1.1,POINT (9156028.117746752 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b2,41931,3,1,1901-2012,1.1,POINT (9211687.863143386 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b1,41932,3,1,1901-2012,1.14,POINT (9267347.608540025 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71b0,41933,3,1,1901-2012,1.16,POINT (9323007.353936663 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71af,41934,3,1,1901-2012,1.16,POINT (9378667.099333297 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ae,41935,3,1,1901-2012,1.19,POINT (9434326.844729934 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ad,41936,3,1,1901-2012,1.19,POINT (9489986.590126572 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ac,41937,3,1,1901-2012,1.17,POINT (9545646.335523209 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71ab,41938,3,1,1901-2012,1.13,POINT (9601306.080919845 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71aa,41939,3,1,1901-2012,1.1,POINT (9656965.826316481 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a9,41940,3,1,1901-2012,1.08,POINT (9712625.57171312 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a8,41941,3,1,1901-2012,1.07,POINT (9768285.317109756 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a7,42228,3,1,1901-2012,0.88,POINT (8933389.136160204 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a6,42229,3,1,1901-2012,0.87,POINT (8989048.88155684 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a5,42230,3,1,1901-2012,0.93,POINT (9044708.626953477 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a4,42231,3,1,1901-2012,0.98,POINT (9100368.372350115 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a3,42232,3,1,1901-2012,1.04,POINT (9156028.117746752 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a2,42233,3,1,1901-2012,1.09,POINT (9211687.863143386 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a1,42234,3,1,1901-2012,1.13,POINT (9267347.608540025 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-71a0,42235,3,1,1901-2012,1.16,POINT (9323007.353936663 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-719f,42236,3,1,1901-2012,1.16,POINT (9378667.099333297 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-719e,42237,3,1,1901-2012,1.18,POINT (9434326.844729934 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-719d,42238,3,1,1901-2012,1.13,POINT (9489986.590126572 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-719c,42239,3,1,1901-2012,1.08,POINT (9545646.335523209 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-719b,42240,3,1,1901-2012,1.03,POINT (9601306.080919845 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-719a,42241,3,1,1901-2012,0.99,POINT (9656965.826316481 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7199,42242,3,1,1901-2012,0.97,POINT (9712625.57171312 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7198,42243,3,1,1901-2012,0.96,POINT (9768285.317109756 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-7197,42530,3,1,1901-2012,0.84,POINT (8933389.136160204 3092272.122885534)
