FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-7007,40335,5,1,1901-2012,-6.89,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-7006,40336,5,1,1901-2012,-10.57,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-7005,40337,5,1,1901-2012,-14.14,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-7004,40338,5,1,1901-2012,-9.1,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-7003,40339,5,1,1901-2012,-9.47,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-7002,40340,5,1,1901-2012,-2.95,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-7001,40341,5,1,1901-2012,-1.81,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-7000,40342,5,1,1901-2012,-3.27,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6fff,40343,5,1,1901-2012,-7.9,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ffe,40344,5,1,1901-2012,-6.06,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ffd,40345,5,1,1901-2012,-10.09,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ffc,40346,5,1,1901-2012,-7.44,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ffb,40347,5,1,1901-2012,-5.37,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ffa,40348,5,1,1901-2012,-3.23,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ff9,40349,5,1,1901-2012,-7.18,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ff8,40350,5,1,1901-2012,-9.76,POINT (9768285.317109756 3535725.659799159)
