Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.8876339, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.4825594, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
2.0499232, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
2.6633286, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.6372263, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
1.4816921, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.4060687, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.5574455, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.9250746, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
2.0570765, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
1.2520785, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
1.679371, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
3.024786, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.7447821, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.8403072, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.8598874, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.8565928, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.117233, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.4694949, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.6763419, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.0231496, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.5004834, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
2.3690238, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.8282773, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
2.359644, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
2.1467185, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
2.782792, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
1.9210349, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
2.703446, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
3.1224635, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
2.0172386, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
1.4808788, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
2.0267856, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
1.865337, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
2.7593007, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
2.7152207, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
2.7666109, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
3.3269203, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
2.0021467, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
0.9095572, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
0.5591206, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
2.3077092, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
2.3975408, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
1.8094536, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
2.1734595, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
1.8895905, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
2.4114163, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
2.9581568, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
3.476888, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
3.4950857, 2060-2079, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
2.322605, 2060-2079, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
3.0957954, 2060-2079, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
2.8288183, 2060-2079, csiro_mk3_6_0, May Anomaly, Nepal, NPL
2.4226875, 2060-2079, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
