Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
11.121191, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
13.934542, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
19.494583, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
26.381546, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
31.357548, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
34.11757, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
28.98888, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
28.29192, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
27.935911, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
24.26149, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
17.316658, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
11.708858, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
17.605974, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
20.06256, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
25.410406, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
32.531277, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
36.21429, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
36.39926, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
31.931026, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
30.849716, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
31.360592, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
28.561296, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
24.394352, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
20.034811, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
19.205952, 2040-2059, ccsm4, Jan Average, Nepal, NPL
21.855478, 2040-2059, ccsm4, Feb Average, Nepal, NPL
