Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
10.741676, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
14.412195, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
19.565632, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
26.493835, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
32.097645, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
34.54547, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
29.740479, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
27.824099, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
28.89558, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
24.365698, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
17.181883, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
11.4132, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
17.588734, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
21.179783, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
27.025646, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
32.89578, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
37.052498, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
37.848194, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
32.20662, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
30.493868, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
30.62181, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
29.208952, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
23.55233, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
19.953651, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
19.455303, 2040-2059, ccsm4, Jan Average, Nepal, NPL
21.069962, 2040-2059, ccsm4, Feb Average, Nepal, NPL
27.272373, 2040-2059, ccsm4, Mar Average, Nepal, NPL
34.22349, 2040-2059, ccsm4, Apr Average, Nepal, NPL
38.26412, 2040-2059, ccsm4, May Average, Nepal, NPL
35.16954, 2040-2059, ccsm4, Jun Average, Nepal, NPL
30.132944, 2040-2059, ccsm4, Jul Average, Nepal, NPL
29.145157, 2040-2059, ccsm4, Aug Average, Nepal, NPL
28.377092, 2040-2059, ccsm4, Sep Average, Nepal, NPL
26.720339, 2040-2059, ccsm4, Oct Average, Nepal, NPL
23.374887, 2040-2059, ccsm4, Nov Average, Nepal, NPL
20.56878, 2040-2059, ccsm4, Dec Average, Nepal, NPL
19.865168, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
22.75829, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
28.615873, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
33.215946, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
32.42179, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
32.36837, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
29.013107, 2040-2059, cesm1_cam5, Jul Average, Nepal, NPL
27.831585, 2040-2059, cesm1_cam5, Aug Average, Nepal, NPL
27.427343, 2040-2059, cesm1_cam5, Sep Average, Nepal, NPL
26.11082, 2040-2059, cesm1_cam5, Oct Average, Nepal, NPL
23.679863, 2040-2059, cesm1_cam5, Nov Average, Nepal, NPL
20.980635, 2040-2059, cesm1_cam5, Dec Average, Nepal, NPL
15.900991, 2040-2059, csiro_mk3_6_0, Jan Average, Nepal, NPL
18.635345, 2040-2059, csiro_mk3_6_0, Feb Average, Nepal, NPL
23.784576, 2040-2059, csiro_mk3_6_0, Mar Average, Nepal, NPL
30.210701, 2040-2059, csiro_mk3_6_0, Apr Average, Nepal, NPL
35.36111, 2040-2059, csiro_mk3_6_0, May Average, Nepal, NPL
37.733654, 2040-2059, csiro_mk3_6_0, Jun Average, Nepal, NPL
34.229908, 2040-2059, csiro_mk3_6_0, Jul Average, Nepal, NPL
31.250868, 2040-2059, csiro_mk3_6_0, Aug Average, Nepal, NPL
28.561594, 2040-2059, csiro_mk3_6_0, Sep Average, Nepal, NPL
25.06994, 2040-2059, csiro_mk3_6_0, Oct Average, Nepal, NPL
21.157406, 2040-2059, csiro_mk3_6_0, Nov Average, Nepal, NPL
16.446297, 2040-2059, csiro_mk3_6_0, Dec Average, Nepal, NPL
12.499837, 2040-2059, fio_esm, Jan Average, Nepal, NPL
15.481017, 2040-2059, fio_esm, Feb Average, Nepal, NPL
19.488567, 2040-2059, fio_esm, Mar Average, Nepal, NPL
24.975557, 2040-2059, fio_esm, Apr Average, Nepal, NPL
29.24167, 2040-2059, fio_esm, May Average, Nepal, NPL
31.301014, 2040-2059, fio_esm, Jun Average, Nepal, NPL
28.50511, 2040-2059, fio_esm, Jul Average, Nepal, NPL
25.21546, 2040-2059, fio_esm, Aug Average, Nepal, NPL
23.892637, 2040-2059, fio_esm, Sep Average, Nepal, NPL
