Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
10.54557, 2020-2039, bcc_csm1_1, Jan Average, Nepal, NPL
14.743653, 2020-2039, bcc_csm1_1, Feb Average, Nepal, NPL
20.015745, 2020-2039, bcc_csm1_1, Mar Average, Nepal, NPL
26.024576, 2020-2039, bcc_csm1_1, Apr Average, Nepal, NPL
31.46194, 2020-2039, bcc_csm1_1, May Average, Nepal, NPL
33.403194, 2020-2039, bcc_csm1_1, Jun Average, Nepal, NPL
29.312006, 2020-2039, bcc_csm1_1, Jul Average, Nepal, NPL
28.480278, 2020-2039, bcc_csm1_1, Aug Average, Nepal, NPL
28.97405, 2020-2039, bcc_csm1_1, Sep Average, Nepal, NPL
25.043543, 2020-2039, bcc_csm1_1, Oct Average, Nepal, NPL
17.578842, 2020-2039, bcc_csm1_1, Nov Average, Nepal, NPL
11.915235, 2020-2039, bcc_csm1_1, Dec Average, Nepal, NPL
17.630505, 2020-2039, bcc_csm1_1_m, Jan Average, Nepal, NPL
20.535769, 2020-2039, bcc_csm1_1_m, Feb Average, Nepal, NPL
25.811863, 2020-2039, bcc_csm1_1_m, Mar Average, Nepal, NPL
32.372585, 2020-2039, bcc_csm1_1_m, Apr Average, Nepal, NPL
36.89961, 2020-2039, bcc_csm1_1_m, May Average, Nepal, NPL
36.126957, 2020-2039, bcc_csm1_1_m, Jun Average, Nepal, NPL
32.383774, 2020-2039, bcc_csm1_1_m, Jul Average, Nepal, NPL
30.060759, 2020-2039, bcc_csm1_1_m, Aug Average, Nepal, NPL
29.806328, 2020-2039, bcc_csm1_1_m, Sep Average, Nepal, NPL
28.196407, 2020-2039, bcc_csm1_1_m, Oct Average, Nepal, NPL
23.395027, 2020-2039, bcc_csm1_1_m, Nov Average, Nepal, NPL
19.278114, 2020-2039, bcc_csm1_1_m, Dec Average, Nepal, NPL
19.679146, 2020-2039, ccsm4, Jan Average, Nepal, NPL
21.43351, 2020-2039, ccsm4, Feb Average, Nepal, NPL
27.212996, 2020-2039, ccsm4, Mar Average, Nepal, NPL
33.778618, 2020-2039, ccsm4, Apr Average, Nepal, NPL
37.4396, 2020-2039, ccsm4, May Average, Nepal, NPL
32.978367, 2020-2039, ccsm4, Jun Average, Nepal, NPL
29.763315, 2020-2039, ccsm4, Jul Average, Nepal, NPL
28.98754, 2020-2039, ccsm4, Aug Average, Nepal, NPL
27.988037, 2020-2039, ccsm4, Sep Average, Nepal, NPL
26.48206, 2020-2039, ccsm4, Oct Average, Nepal, NPL
23.063688, 2020-2039, ccsm4, Nov Average, Nepal, NPL
20.623423, 2020-2039, ccsm4, Dec Average, Nepal, NPL
19.233902, 2020-2039, cesm1_cam5, Jan Average, Nepal, NPL
22.052776, 2020-2039, cesm1_cam5, Feb Average, Nepal, NPL
28.50502, 2020-2039, cesm1_cam5, Mar Average, Nepal, NPL
33.429806, 2020-2039, cesm1_cam5, Apr Average, Nepal, NPL
32.10391, 2020-2039, cesm1_cam5, May Average, Nepal, NPL
29.576494, 2020-2039, cesm1_cam5, Jun Average, Nepal, NPL
27.511736, 2020-2039, cesm1_cam5, Jul Average, Nepal, NPL
27.498297, 2020-2039, cesm1_cam5, Aug Average, Nepal, NPL
26.925219, 2020-2039, cesm1_cam5, Sep Average, Nepal, NPL
26.061314, 2020-2039, cesm1_cam5, Oct Average, Nepal, NPL
23.650179, 2020-2039, cesm1_cam5, Nov Average, Nepal, NPL
20.723001, 2020-2039, cesm1_cam5, Dec Average, Nepal, NPL
15.007527, 2020-2039, csiro_mk3_6_0, Jan Average, Nepal, NPL
18.02125, 2020-2039, csiro_mk3_6_0, Feb Average, Nepal, NPL
23.487354, 2020-2039, csiro_mk3_6_0, Mar Average, Nepal, NPL
30.05172, 2020-2039, csiro_mk3_6_0, Apr Average, Nepal, NPL
35.71453, 2020-2039, csiro_mk3_6_0, May Average, Nepal, NPL
37.078747, 2020-2039, csiro_mk3_6_0, Jun Average, Nepal, NPL
32.60402, 2020-2039, csiro_mk3_6_0, Jul Average, Nepal, NPL
30.592802, 2020-2039, csiro_mk3_6_0, Aug Average, Nepal, NPL
27.18764, 2020-2039, csiro_mk3_6_0, Sep Average, Nepal, NPL
24.184656, 2020-2039, csiro_mk3_6_0, Oct Average, Nepal, NPL
20.46459, 2020-2039, csiro_mk3_6_0, Nov Average, Nepal, NPL
16.19968, 2020-2039, csiro_mk3_6_0, Dec Average, Nepal, NPL
12.603749, 2020-2039, fio_esm, Jan Average, Nepal, NPL
15.197567, 2020-2039, fio_esm, Feb Average, Nepal, NPL
19.386782, 2020-2039, fio_esm, Mar Average, Nepal, NPL
24.242115, 2020-2039, fio_esm, Apr Average, Nepal, NPL
28.56001, 2020-2039, fio_esm, May Average, Nepal, NPL
31.375832, 2020-2039, fio_esm, Jun Average, Nepal, NPL
27.683641, 2020-2039, fio_esm, Jul Average, Nepal, NPL
24.406881, 2020-2039, fio_esm, Aug Average, Nepal, NPL
23.239449, 2020-2039, fio_esm, Sep Average, Nepal, NPL
21.212341, 2020-2039, fio_esm, Oct Average, Nepal, NPL
16.84555, 2020-2039, fio_esm, Nov Average, Nepal, NPL
12.935424, 2020-2039, fio_esm, Dec Average, Nepal, NPL
15.150198, 2020-2039, gfdl_cm3, Jan Average, Nepal, NPL
17.048697, 2020-2039, gfdl_cm3, Feb Average, Nepal, NPL
22.03982, 2020-2039, gfdl_cm3, Mar Average, Nepal, NPL
29.237455, 2020-2039, gfdl_cm3, Apr Average, Nepal, NPL
31.756021, 2020-2039, gfdl_cm3, May Average, Nepal, NPL
30.826023, 2020-2039, gfdl_cm3, Jun Average, Nepal, NPL
27.10666, 2020-2039, gfdl_cm3, Jul Average, Nepal, NPL
26.552608, 2020-2039, gfdl_cm3, Aug Average, Nepal, NPL
25.443808, 2020-2039, gfdl_cm3, Sep Average, Nepal, NPL
23.192049, 2020-2039, gfdl_cm3, Oct Average, Nepal, NPL
19.83067, 2020-2039, gfdl_cm3, Nov Average, Nepal, NPL
15.848377, 2020-2039, gfdl_cm3, Dec Average, Nepal, NPL
13.142717, 2020-2039, gfdl_esm2m, Jan Average, Nepal, NPL
16.289711, 2020-2039, gfdl_esm2m, Feb Average, Nepal, NPL
20.960966, 2020-2039, gfdl_esm2m, Mar Average, Nepal, NPL
27.170485, 2020-2039, gfdl_esm2m, Apr Average, Nepal, NPL
32.316708, 2020-2039, gfdl_esm2m, May Average, Nepal, NPL
29.723225, 2020-2039, gfdl_esm2m, Jun Average, Nepal, NPL
25.279533, 2020-2039, gfdl_esm2m, Jul Average, Nepal, NPL
24.549501, 2020-2039, gfdl_esm2m, Aug Average, Nepal, NPL
22.63737, 2020-2039, gfdl_esm2m, Sep Average, Nepal, NPL
19.82352, 2020-2039, gfdl_esm2m, Oct Average, Nepal, NPL
15.9372, 2020-2039, gfdl_esm2m, Nov Average, Nepal, NPL
12.716413, 2020-2039, gfdl_esm2m, Dec Average, Nepal, NPL
26.179722, 2020-2039, giss_e2_h, Jan Average, Nepal, NPL
28.48358, 2020-2039, giss_e2_h, Feb Average, Nepal, NPL
32.987003, 2020-2039, giss_e2_h, Mar Average, Nepal, NPL
37.382343, 2020-2039, giss_e2_h, Apr Average, Nepal, NPL
40.743954, 2020-2039, giss_e2_h, May Average, Nepal, NPL
42.608326, 2020-2039, giss_e2_h, Jun Average, Nepal, NPL
42.726665, 2020-2039, giss_e2_h, Jul Average, Nepal, NPL
40.517235, 2020-2039, giss_e2_h, Aug Average, Nepal, NPL
39.649002, 2020-2039, giss_e2_h, Sep Average, Nepal, NPL
35.80689, 2020-2039, giss_e2_h, Oct Average, Nepal, NPL
30.575027, 2020-2039, giss_e2_h, Nov Average, Nepal, NPL
26.984142, 2020-2039, giss_e2_h, Dec Average, Nepal, NPL
27.025105, 2020-2039, giss_e2_r, Jan Average, Nepal, NPL
29.75583, 2020-2039, giss_e2_r, Feb Average, Nepal, NPL
34.055145, 2020-2039, giss_e2_r, Mar Average, Nepal, NPL
38.03185, 2020-2039, giss_e2_r, Apr Average, Nepal, NPL
41.1103, 2020-2039, giss_e2_r, May Average, Nepal, NPL
43.543243, 2020-2039, giss_e2_r, Jun Average, Nepal, NPL
43.13025, 2020-2039, giss_e2_r, Jul Average, Nepal, NPL
40.993076, 2020-2039, giss_e2_r, Aug Average, Nepal, NPL
39.97984, 2020-2039, giss_e2_r, Sep Average, Nepal, NPL
36.567204, 2020-2039, giss_e2_r, Oct Average, Nepal, NPL
31.561087, 2020-2039, giss_e2_r, Nov Average, Nepal, NPL
27.299955, 2020-2039, giss_e2_r, Dec Average, Nepal, NPL
23.24245, 2020-2039, ipsl_cm5a_mr, Jan Average, Nepal, NPL
26.034159, 2020-2039, ipsl_cm5a_mr, Feb Average, Nepal, NPL
30.78268, 2020-2039, ipsl_cm5a_mr, Mar Average, Nepal, NPL
35.224552, 2020-2039, ipsl_cm5a_mr, Apr Average, Nepal, NPL
37.63129, 2020-2039, ipsl_cm5a_mr, May Average, Nepal, NPL
38.084362, 2020-2039, ipsl_cm5a_mr, Jun Average, Nepal, NPL
38.48633, 2020-2039, ipsl_cm5a_mr, Jul Average, Nepal, NPL
35.664986, 2020-2039, ipsl_cm5a_mr, Aug Average, Nepal, NPL
34.40695, 2020-2039, ipsl_cm5a_mr, Sep Average, Nepal, NPL
32.14366, 2020-2039, ipsl_cm5a_mr, Oct Average, Nepal, NPL
27.456478, 2020-2039, ipsl_cm5a_mr, Nov Average, Nepal, NPL
23.012722, 2020-2039, ipsl_cm5a_mr, Dec Average, Nepal, NPL
11.737769, 2020-2039, miroc_esm, Jan Average, Nepal, NPL
14.099036, 2020-2039, miroc_esm, Feb Average, Nepal, NPL
18.869131, 2020-2039, miroc_esm, Mar Average, Nepal, NPL
23.86125, 2020-2039, miroc_esm, Apr Average, Nepal, NPL
27.389565, 2020-2039, miroc_esm, May Average, Nepal, NPL
23.966213, 2020-2039, miroc_esm, Jun Average, Nepal, NPL
21.920208, 2020-2039, miroc_esm, Jul Average, Nepal, NPL
20.571133, 2020-2039, miroc_esm, Aug Average, Nepal, NPL
22.010527, 2020-2039, miroc_esm, Sep Average, Nepal, NPL
20.6682, 2020-2039, miroc_esm, Oct Average, Nepal, NPL
16.262466, 2020-2039, miroc_esm, Nov Average, Nepal, NPL
12.52736, 2020-2039, miroc_esm, Dec Average, Nepal, NPL
11.814593, 2020-2039, miroc_esm_chem, Jan Average, Nepal, NPL
13.788547, 2020-2039, miroc_esm_chem, Feb Average, Nepal, NPL
18.874498, 2020-2039, miroc_esm_chem, Mar Average, Nepal, NPL
24.432775, 2020-2039, miroc_esm_chem, Apr Average, Nepal, NPL
27.880825, 2020-2039, miroc_esm_chem, May Average, Nepal, NPL
24.600079, 2020-2039, miroc_esm_chem, Jun Average, Nepal, NPL
22.499245, 2020-2039, miroc_esm_chem, Jul Average, Nepal, NPL
21.07028, 2020-2039, miroc_esm_chem, Aug Average, Nepal, NPL
22.22231, 2020-2039, miroc_esm_chem, Sep Average, Nepal, NPL
20.359549, 2020-2039, miroc_esm_chem, Oct Average, Nepal, NPL
16.24748, 2020-2039, miroc_esm_chem, Nov Average, Nepal, NPL
12.191316, 2020-2039, miroc_esm_chem, Dec Average, Nepal, NPL
17.144735, 2020-2039, miroc5, Jan Average, Nepal, NPL
20.54107, 2020-2039, miroc5, Feb Average, Nepal, NPL
25.627344, 2020-2039, miroc5, Mar Average, Nepal, NPL
31.259523, 2020-2039, miroc5, Apr Average, Nepal, NPL
34.57881, 2020-2039, miroc5, May Average, Nepal, NPL
33.974716, 2020-2039, miroc5, Jun Average, Nepal, NPL
27.646933, 2020-2039, miroc5, Jul Average, Nepal, NPL
27.15347, 2020-2039, miroc5, Aug Average, Nepal, NPL
26.82907, 2020-2039, miroc5, Sep Average, Nepal, NPL
25.883438, 2020-2039, miroc5, Oct Average, Nepal, NPL
23.326033, 2020-2039, miroc5, Nov Average, Nepal, NPL
18.683582, 2020-2039, miroc5, Dec Average, Nepal, NPL
15.653652, 2020-2039, mri_cgcm3, Jan Average, Nepal, NPL
19.875484, 2020-2039, mri_cgcm3, Feb Average, Nepal, NPL
24.692114, 2020-2039, mri_cgcm3, Mar Average, Nepal, NPL
30.82725, 2020-2039, mri_cgcm3, Apr Average, Nepal, NPL
36.390606, 2020-2039, mri_cgcm3, May Average, Nepal, NPL
39.820026, 2020-2039, mri_cgcm3, Jun Average, Nepal, NPL
35.134743, 2020-2039, mri_cgcm3, Jul Average, Nepal, NPL
30.813152, 2020-2039, mri_cgcm3, Aug Average, Nepal, NPL
29.33012, 2020-2039, mri_cgcm3, Sep Average, Nepal, NPL
25.835558, 2020-2039, mri_cgcm3, Oct Average, Nepal, NPL
20.645254, 2020-2039, mri_cgcm3, Nov Average, Nepal, NPL
16.458763, 2020-2039, mri_cgcm3, Dec Average, Nepal, NPL
14.97323, 2020-2039, noresm1_m, Jan Average, Nepal, NPL
16.19889, 2020-2039, noresm1_m, Feb Average, Nepal, NPL
20.740519, 2020-2039, noresm1_m, Mar Average, Nepal, NPL
27.275953, 2020-2039, noresm1_m, Apr Average, Nepal, NPL
32.67261, 2020-2039, noresm1_m, May Average, Nepal, NPL
32.41983, 2020-2039, noresm1_m, Jun Average, Nepal, NPL
24.66842, 2020-2039, noresm1_m, Jul Average, Nepal, NPL
24.007738, 2020-2039, noresm1_m, Aug Average, Nepal, NPL
24.017132, 2020-2039, noresm1_m, Sep Average, Nepal, NPL
23.084694, 2020-2039, noresm1_m, Oct Average, Nepal, NPL
19.074993, 2020-2039, noresm1_m, Nov Average, Nepal, NPL
16.167532, 2020-2039, noresm1_m, Dec Average, Nepal, NPL
0.6455011, 2020-2039, Ensemble (10th Percentile), Jan Average, Nepal, NPL
0.6597243, 2020-2039, Ensemble (10th Percentile), Feb Average, Nepal, NPL
0.40270174, 2020-2039, Ensemble (10th Percentile), Mar Average, Nepal, NPL
0.40027425, 2020-2039, Ensemble (10th Percentile), Apr Average, Nepal, NPL
-0.28245765, 2020-2039, Ensemble (10th Percentile), May Average, Nepal, NPL
-0.37296626, 2020-2039, Ensemble (10th Percentile), Jun Average, Nepal, NPL
-0.25693727, 2020-2039, Ensemble (10th Percentile), Jul Average, Nepal, NPL
-0.02459028, 2020-2039, Ensemble (10th Percentile), Aug Average, Nepal, NPL
-0.49085194, 2020-2039, Ensemble (10th Percentile), Sep Average, Nepal, NPL
-0.11532419, 2020-2039, Ensemble (10th Percentile), Oct Average, Nepal, NPL
0.27713344, 2020-2039, Ensemble (10th Percentile), Nov Average, Nepal, NPL
0.29725444, 2020-2039, Ensemble (10th Percentile), Dec Average, Nepal, NPL
1.2043097, 2020-2039, Ensemble (50th Percentile), Jan Average, Nepal, NPL
1.2143245, 2020-2039, Ensemble (50th Percentile), Feb Average, Nepal, NPL
1.156166, 2020-2039, Ensemble (50th Percentile), Mar Average, Nepal, NPL
1.3324896, 2020-2039, Ensemble (50th Percentile), Apr Average, Nepal, NPL
1.2421758, 2020-2039, Ensemble (50th Percentile), May Average, Nepal, NPL
0.8252116, 2020-2039, Ensemble (50th Percentile), Jun Average, Nepal, NPL
0.7210782, 2020-2039, Ensemble (50th Percentile), Jul Average, Nepal, NPL
0.76815456, 2020-2039, Ensemble (50th Percentile), Aug Average, Nepal, NPL
0.7431782, 2020-2039, Ensemble (50th Percentile), Sep Average, Nepal, NPL
0.83323103, 2020-2039, Ensemble (50th Percentile), Oct Average, Nepal, NPL
1.0934719, 2020-2039, Ensemble (50th Percentile), Nov Average, Nepal, NPL
1.1567581, 2020-2039, Ensemble (50th Percentile), Dec Average, Nepal, NPL
