Monthly Max-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
4.584053, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
2.3478575, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
3.1548502, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
3.7373977, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
3.280112, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
2.2743597, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
3.248892, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
1.4042578, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
1.7085096, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
3.2928388, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
2.6363943, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
3.2442722, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
3.2746093, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
2.4845722, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
3.3463356, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
4.2236214, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
3.779282, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
3.4781997, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
3.0830872, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
2.617203, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.7411252, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
2.5507214, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
3.7139058, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
3.7148151, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
3.6484866, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
3.4050496, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
4.7007437, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
4.189346, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
3.899287, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
3.9564803, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
2.8148215, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
2.4077923, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
2.740647, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
2.5566385, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
2.7732196, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
3.4790947, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
3.9747386, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
4.200804, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
3.8707294, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
2.168296, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
2.4016955, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
4.436961, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
3.4092824, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
2.6048458, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
2.987878, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
3.4166157, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
3.1402118, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
3.9387724, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
4.2858124, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
4.7888165, 2060-2079, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
3.9600992, 2060-2079, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
3.7544436, 2060-2079, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
3.7748933, 2060-2079, csiro_mk3_6_0, May Anomaly, Nepal, NPL
3.7425423, 2060-2079, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
3.1721513, 2060-2079, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
1.2194451, 2060-2079, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
1.3028895, 2060-2079, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
1.5391327, 2060-2079, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
2.98667, 2060-2079, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
3.587039, 2060-2079, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
3.3229218, 2060-2079, fio_esm, Jan Anomaly, Nepal, NPL
3.9413362, 2060-2079, fio_esm, Feb Anomaly, Nepal, NPL
3.5020554, 2060-2079, fio_esm, Mar Anomaly, Nepal, NPL
3.4092317, 2060-2079, fio_esm, Apr Anomaly, Nepal, NPL
3.5801075, 2060-2079, fio_esm, May Anomaly, Nepal, NPL
3.46279, 2060-2079, fio_esm, Jun Anomaly, Nepal, NPL
4.166689, 2060-2079, fio_esm, Jul Anomaly, Nepal, NPL
2.9218075, 2060-2079, fio_esm, Aug Anomaly, Nepal, NPL
2.9359524, 2060-2079, fio_esm, Sep Anomaly, Nepal, NPL
1.8453399, 2060-2079, fio_esm, Oct Anomaly, Nepal, NPL
1.8730247, 2060-2079, fio_esm, Nov Anomaly, Nepal, NPL
2.6792831, 2060-2079, fio_esm, Dec Anomaly, Nepal, NPL
4.9268193, 2060-2079, gfdl_cm3, Jan Anomaly, Nepal, NPL
4.0286803, 2060-2079, gfdl_cm3, Feb Anomaly, Nepal, NPL
3.6998613, 2060-2079, gfdl_cm3, Mar Anomaly, Nepal, NPL
4.4151387, 2060-2079, gfdl_cm3, Apr Anomaly, Nepal, NPL
4.1033754, 2060-2079, gfdl_cm3, May Anomaly, Nepal, NPL
3.7987187, 2060-2079, gfdl_cm3, Jun Anomaly, Nepal, NPL
3.5511894, 2060-2079, gfdl_cm3, Jul Anomaly, Nepal, NPL
3.993839, 2060-2079, gfdl_cm3, Aug Anomaly, Nepal, NPL
4.026305, 2060-2079, gfdl_cm3, Sep Anomaly, Nepal, NPL
4.2390757, 2060-2079, gfdl_cm3, Oct Anomaly, Nepal, NPL
4.5032287, 2060-2079, gfdl_cm3, Nov Anomaly, Nepal, NPL
5.7272134, 2060-2079, gfdl_cm3, Dec Anomaly, Nepal, NPL
3.5848334, 2060-2079, gfdl_esm2m, Jan Anomaly, Nepal, NPL
2.8890865, 2060-2079, gfdl_esm2m, Feb Anomaly, Nepal, NPL
3.2376332, 2060-2079, gfdl_esm2m, Mar Anomaly, Nepal, NPL
3.5955307, 2060-2079, gfdl_esm2m, Apr Anomaly, Nepal, NPL
3.3048637, 2060-2079, gfdl_esm2m, May Anomaly, Nepal, NPL
2.3292186, 2060-2079, gfdl_esm2m, Jun Anomaly, Nepal, NPL
3.0263467, 2060-2079, gfdl_esm2m, Jul Anomaly, Nepal, NPL
3.6770263, 2060-2079, gfdl_esm2m, Aug Anomaly, Nepal, NPL
3.285455, 2060-2079, gfdl_esm2m, Sep Anomaly, Nepal, NPL
3.403797, 2060-2079, gfdl_esm2m, Oct Anomaly, Nepal, NPL
3.7374194, 2060-2079, gfdl_esm2m, Nov Anomaly, Nepal, NPL
2.953579, 2060-2079, gfdl_esm2m, Dec Anomaly, Nepal, NPL
2.8443873, 2060-2079, giss_e2_h, Jan Anomaly, Nepal, NPL
3.1629765, 2060-2079, giss_e2_h, Feb Anomaly, Nepal, NPL
3.0995834, 2060-2079, giss_e2_h, Mar Anomaly, Nepal, NPL
2.7203305, 2060-2079, giss_e2_h, Apr Anomaly, Nepal, NPL
3.1881478, 2060-2079, giss_e2_h, May Anomaly, Nepal, NPL
3.0594928, 2060-2079, giss_e2_h, Jun Anomaly, Nepal, NPL
2.6288478, 2060-2079, giss_e2_h, Jul Anomaly, Nepal, NPL
2.1590126, 2060-2079, giss_e2_h, Aug Anomaly, Nepal, NPL
2.6428783, 2060-2079, giss_e2_h, Sep Anomaly, Nepal, NPL
2.8526025, 2060-2079, giss_e2_h, Oct Anomaly, Nepal, NPL
3.069558, 2060-2079, giss_e2_h, Nov Anomaly, Nepal, NPL
3.0340216, 2060-2079, giss_e2_h, Dec Anomaly, Nepal, NPL
3.762514, 2060-2079, giss_e2_r, Jan Anomaly, Nepal, NPL
3.8801222, 2060-2079, giss_e2_r, Feb Anomaly, Nepal, NPL
4.018913, 2060-2079, giss_e2_r, Mar Anomaly, Nepal, NPL
3.160728, 2060-2079, giss_e2_r, Apr Anomaly, Nepal, NPL
2.692148, 2060-2079, giss_e2_r, May Anomaly, Nepal, NPL
2.4026558, 2060-2079, giss_e2_r, Jun Anomaly, Nepal, NPL
1.8128651, 2060-2079, giss_e2_r, Jul Anomaly, Nepal, NPL
1.410678, 2060-2079, giss_e2_r, Aug Anomaly, Nepal, NPL
1.5925704, 2060-2079, giss_e2_r, Sep Anomaly, Nepal, NPL
2.4516108, 2060-2079, giss_e2_r, Oct Anomaly, Nepal, NPL
2.6165273, 2060-2079, giss_e2_r, Nov Anomaly, Nepal, NPL
3.1662529, 2060-2079, giss_e2_r, Dec Anomaly, Nepal, NPL
3.595941, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, Nepal, NPL
4.498339, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, Nepal, NPL
4.284424, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, Nepal, NPL
5.0664625, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, Nepal, NPL
3.8713803, 2060-2079, ipsl_cm5a_mr, May Anomaly, Nepal, NPL
3.6307502, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, Nepal, NPL
3.9389822, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, Nepal, NPL
4.432831, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, Nepal, NPL
4.152951, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, Nepal, NPL
4.100818, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, Nepal, NPL
4.4241, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, Nepal, NPL
3.5582218, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, Nepal, NPL
4.101862, 2060-2079, miroc_esm, Jan Anomaly, Nepal, NPL
4.4038143, 2060-2079, miroc_esm, Feb Anomaly, Nepal, NPL
4.4228616, 2060-2079, miroc_esm, Mar Anomaly, Nepal, NPL
5.1121516, 2060-2079, miroc_esm, Apr Anomaly, Nepal, NPL
4.8372974, 2060-2079, miroc_esm, May Anomaly, Nepal, NPL
3.1674075, 2060-2079, miroc_esm, Jun Anomaly, Nepal, NPL
0.7752552, 2060-2079, miroc_esm, Jul Anomaly, Nepal, NPL
1.9333677, 2060-2079, miroc_esm, Aug Anomaly, Nepal, NPL
2.7053123, 2060-2079, miroc_esm, Sep Anomaly, Nepal, NPL
3.5780299, 2060-2079, miroc_esm, Oct Anomaly, Nepal, NPL
3.5429332, 2060-2079, miroc_esm, Nov Anomaly, Nepal, NPL
3.7655454, 2060-2079, miroc_esm, Dec Anomaly, Nepal, NPL
5.845588, 2060-2079, miroc_esm_chem, Jan Anomaly, Nepal, NPL
5.739263, 2060-2079, miroc_esm_chem, Feb Anomaly, Nepal, NPL
5.560958, 2060-2079, miroc_esm_chem, Mar Anomaly, Nepal, NPL
6.235858, 2060-2079, miroc_esm_chem, Apr Anomaly, Nepal, NPL
4.997832, 2060-2079, miroc_esm_chem, May Anomaly, Nepal, NPL
4.542614, 2060-2079, miroc_esm_chem, Jun Anomaly, Nepal, NPL
1.4766207, 2060-2079, miroc_esm_chem, Jul Anomaly, Nepal, NPL
2.2104278, 2060-2079, miroc_esm_chem, Aug Anomaly, Nepal, NPL
3.022652, 2060-2079, miroc_esm_chem, Sep Anomaly, Nepal, NPL
2.9013338, 2060-2079, miroc_esm_chem, Oct Anomaly, Nepal, NPL
3.43724, 2060-2079, miroc_esm_chem, Nov Anomaly, Nepal, NPL
4.8218827, 2060-2079, miroc_esm_chem, Dec Anomaly, Nepal, NPL
3.816455, 2060-2079, miroc5, Jan Anomaly, Nepal, NPL
3.3149068, 2060-2079, miroc5, Feb Anomaly, Nepal, NPL
3.3494947, 2060-2079, miroc5, Mar Anomaly, Nepal, NPL
3.0711207, 2060-2079, miroc5, Apr Anomaly, Nepal, NPL
3.0124326, 2060-2079, miroc5, May Anomaly, Nepal, NPL
1.3403397, 2060-2079, miroc5, Jun Anomaly, Nepal, NPL
0.89791286, 2060-2079, miroc5, Jul Anomaly, Nepal, NPL
1.8034345, 2060-2079, miroc5, Aug Anomaly, Nepal, NPL
1.4285042, 2060-2079, miroc5, Sep Anomaly, Nepal, NPL
1.7850398, 2060-2079, miroc5, Oct Anomaly, Nepal, NPL
2.3810217, 2060-2079, miroc5, Nov Anomaly, Nepal, NPL
2.6913288, 2060-2079, miroc5, Dec Anomaly, Nepal, NPL
2.8512428, 2060-2079, mri_cgcm3, Jan Anomaly, Nepal, NPL
3.2335227, 2060-2079, mri_cgcm3, Feb Anomaly, Nepal, NPL
3.6188097, 2060-2079, mri_cgcm3, Mar Anomaly, Nepal, NPL
3.5143352, 2060-2079, mri_cgcm3, Apr Anomaly, Nepal, NPL
2.035999, 2060-2079, mri_cgcm3, May Anomaly, Nepal, NPL
2.4722273, 2060-2079, mri_cgcm3, Jun Anomaly, Nepal, NPL
1.4518502, 2060-2079, mri_cgcm3, Jul Anomaly, Nepal, NPL
2.1812282, 2060-2079, mri_cgcm3, Aug Anomaly, Nepal, NPL
1.6515957, 2060-2079, mri_cgcm3, Sep Anomaly, Nepal, NPL
2.1216066, 2060-2079, mri_cgcm3, Oct Anomaly, Nepal, NPL
2.9914804, 2060-2079, mri_cgcm3, Nov Anomaly, Nepal, NPL
3.883401, 2060-2079, mri_cgcm3, Dec Anomaly, Nepal, NPL
3.5245671, 2060-2079, noresm1_m, Jan Anomaly, Nepal, NPL
3.3534133, 2060-2079, noresm1_m, Feb Anomaly, Nepal, NPL
3.8272974, 2060-2079, noresm1_m, Mar Anomaly, Nepal, NPL
3.9991636, 2060-2079, noresm1_m, Apr Anomaly, Nepal, NPL
3.9167929, 2060-2079, noresm1_m, May Anomaly, Nepal, NPL
2.8882606, 2060-2079, noresm1_m, Jun Anomaly, Nepal, NPL
1.7081739, 2060-2079, noresm1_m, Jul Anomaly, Nepal, NPL
2.2175295, 2060-2079, noresm1_m, Aug Anomaly, Nepal, NPL
2.3817105, 2060-2079, noresm1_m, Sep Anomaly, Nepal, NPL
1.982602, 2060-2079, noresm1_m, Oct Anomaly, Nepal, NPL
3.1450317, 2060-2079, noresm1_m, Nov Anomaly, Nepal, NPL
3.1364174, 2060-2079, noresm1_m, Dec Anomaly, Nepal, NPL
2.8708324, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, Nepal, NPL
2.4367328, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, Nepal, NPL
3.0657501, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, Nepal, NPL
2.5280135, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, Nepal, NPL
2.140283, 2060-2079, Ensemble (10th Percentile), May Anomaly, Nepal, NPL
1.8113813, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, Nepal, NPL
0.8013528, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, Nepal, NPL
1.1207051, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, Nepal, NPL
1.110416, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, Nepal, NPL
1.5223056, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, Nepal, NPL
2.1048129, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, Nepal, NPL
2.6915898, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, Nepal, NPL
3.726845, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, Nepal, NPL
3.7654407, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, Nepal, NPL
3.7753186, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, Nepal, NPL
3.7751667, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, Nepal, NPL
3.5900497, 2060-2079, Ensemble (50th Percentile), May Anomaly, Nepal, NPL
3.2685413, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, Nepal, NPL
2.772289, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, Nepal, NPL
2.3947763, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, Nepal, NPL
2.7058158, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, Nepal, NPL
2.8080657, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, Nepal, NPL
3.1270182, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, Nepal, NPL
3.4505355, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, Nepal, NPL
5.302066, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, Nepal, NPL
