Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.9923, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-0.9332, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
-0.7542, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
-0.6008, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
-1.7663, 2020-2039, cnrm_cm5, May Anomaly, NPL
-1.1961, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
-0.107, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
-0.0401, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
-0.1398, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-0.5831, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.336, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-0.7056, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-1.3504, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-1.4403, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-0.6506, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.7435, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
-1.4591, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-1.0811, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
-0.54, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
-1.1204, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
-1.6341, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
-0.6949, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-0.6122, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-1.5241, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
-2.6694, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
-0.8553, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
-1.244, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
-0.9896, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-2.1065, 2020-2039, gfdl_cm3, May Anomaly, NPL
-2.7174, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
-0.7161, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
-0.1592, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
-0.6011, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-2.0157, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-1.0353, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-1.3871, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-0.4611, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
-0.273, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
-0.4897, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.2777, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
-0.7516, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-0.9184, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-0.1927, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-0.2973, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-1.0627, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-0.335, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-0.811, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
-0.6135, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-0.2669, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
0.06555, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
-0.3528, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-0.2515, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-0.3731, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-0.2934, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
0.02983, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
0.17908, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-0.884, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
-0.6152, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
-0.8991, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.1451, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
-0.1692, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-0.7737, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-0.4596, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.8872, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-1.4613, 2020-2039, hadgem2_ao, May Anomaly, NPL
-0.7608, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
-0.1068, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
-0.1344, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
-1.4047, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
-0.4158, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-0.4367, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-0.8501, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
-0.5438, 2020-2039, hadgem2_cc, Jan Anomaly, NPL
-0.8556, 2020-2039, hadgem2_cc, Feb Anomaly, NPL
-0.3969, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
-0.439, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
-0.7285, 2020-2039, hadgem2_cc, May Anomaly, NPL
-0.7654, 2020-2039, hadgem2_cc, Jun Anomaly, NPL
-0.2704, 2020-2039, hadgem2_cc, Jul Anomaly, NPL
-0.3082, 2020-2039, hadgem2_cc, Aug Anomaly, NPL
-0.8971, 2020-2039, hadgem2_cc, Sep Anomaly, NPL
-0.146, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
-0.8141, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
-0.3281, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
-1.3332, 2020-2039, inmcm4, Jan Anomaly, NPL
-0.1988, 2020-2039, inmcm4, Feb Anomaly, NPL
-0.4312, 2020-2039, inmcm4, Mar Anomaly, NPL
-0.4545, 2020-2039, inmcm4, Apr Anomaly, NPL
-0.7658, 2020-2039, inmcm4, May Anomaly, NPL
-1.0515, 2020-2039, inmcm4, Jun Anomaly, NPL
-0.1978, 2020-2039, inmcm4, Jul Anomaly, NPL
-0.0949, 2020-2039, inmcm4, Aug Anomaly, NPL
-0.266, 2020-2039, inmcm4, Sep Anomaly, NPL
0.16486, 2020-2039, inmcm4, Oct Anomaly, NPL
0.18063, 2020-2039, inmcm4, Nov Anomaly, NPL
0.74937, 2020-2039, inmcm4, Dec Anomaly, NPL
-1.5117, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.7474, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.79, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.3503, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.3818, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
-2.3576, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
-0.8249, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.0196, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
-0.7584, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.277, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.7423, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
-1.0878, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-1.4046, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-1.2109, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
-0.8142, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.6451, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
-1.4728, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
-2.3376, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.7914, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1256, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
-1.2226, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
-1.7403, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.3266, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
-1.1948, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.268, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
-0.759, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
0.19308, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.4428, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.3301, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
-0.9347, 2020-2039, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.2913, 2020-2039, ipsl_cm5b_lr, Jul Anomaly, NPL
-0.1125, 2020-2039, ipsl_cm5b_lr, Aug Anomaly, NPL
-1.2797, 2020-2039, ipsl_cm5b_lr, Sep Anomaly, NPL
-0.7505, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
-0.4806, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
-0.3102, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.8606, 2020-2039, miroc5, Jan Anomaly, NPL
-0.8579, 2020-2039, miroc5, Feb Anomaly, NPL
-0.7, 2020-2039, miroc5, Mar Anomaly, NPL
-0.4815, 2020-2039, miroc5, Apr Anomaly, NPL
-1.5948, 2020-2039, miroc5, May Anomaly, NPL
-2.1941, 2020-2039, miroc5, Jun Anomaly, NPL
-0.8829, 2020-2039, miroc5, Jul Anomaly, NPL
-0.6304, 2020-2039, miroc5, Aug Anomaly, NPL
-1.2117, 2020-2039, miroc5, Sep Anomaly, NPL
-1.4601, 2020-2039, miroc5, Oct Anomaly, NPL
-0.1619, 2020-2039, miroc5, Nov Anomaly, NPL
-0.747, 2020-2039, miroc5, Dec Anomaly, NPL
-3.4964, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
-2.0044, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
-0.9602, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
-0.741, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
-1.5781, 2020-2039, miroc_esm_chem, May Anomaly, NPL
-1.4648, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
-0.4934, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
-0.1889, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
-1.0231, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
-0.5918, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
-0.4199, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
-1.6669, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
-2.4375, 2020-2039, miroc_esm, Jan Anomaly, NPL
-1.4531, 2020-2039, miroc_esm, Feb Anomaly, NPL
-1.2633, 2020-2039, miroc_esm, Mar Anomaly, NPL
-0.7596, 2020-2039, miroc_esm, Apr Anomaly, NPL
-1.3646, 2020-2039, miroc_esm, May Anomaly, NPL
-1.7037, 2020-2039, miroc_esm, Jun Anomaly, NPL
-0.6145, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.5854, 2020-2039, miroc_esm, Aug Anomaly, NPL
-1.3987, 2020-2039, miroc_esm, Sep Anomaly, NPL
-1.1059, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.4286, 2020-2039, miroc_esm, Nov Anomaly, NPL
-1.6775, 2020-2039, miroc_esm, Dec Anomaly, NPL
-1.352, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-0.848, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
-0.6031, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.514, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-1.1949, 2020-2039, mpi_esm_lr, May Anomaly, NPL
-0.5504, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
-0.1171, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
-0.2904, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
-1.3114, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
-0.023, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
-0.4456, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
-1.2583, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.9043, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-1.6965, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
-0.6436, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
-0.4472, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
-0.7659, 2020-2039, mpi_esm_mr, May Anomaly, NPL
-1.1258, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
-0.1504, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
-0.4243, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
-1.0383, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
-0.8141, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
-0.4442, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
-0.6405, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
-1.5207, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
-0.962, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-0.8645, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
-0.2921, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-0.9199, 2020-2039, mri_cgcm3, May Anomaly, NPL
-0.8364, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
-0.1167, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
-0.1196, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
-0.6898, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
-0.1649, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.5503, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-1.7794, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-1.3675, 2020-2039, noresm1_m, Jan Anomaly, NPL
-0.5112, 2020-2039, noresm1_m, Feb Anomaly, NPL
-0.9498, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.2353, 2020-2039, noresm1_m, Apr Anomaly, NPL
-1.71, 2020-2039, noresm1_m, May Anomaly, NPL
-0.5523, 2020-2039, noresm1_m, Jun Anomaly, NPL
-0.0505, 2020-2039, noresm1_m, Jul Anomaly, NPL
-0.0993, 2020-2039, noresm1_m, Aug Anomaly, NPL
-0.8779, 2020-2039, noresm1_m, Sep Anomaly, NPL
-0.3645, 2020-2039, noresm1_m, Oct Anomaly, NPL
-0.8143, 2020-2039, noresm1_m, Nov Anomaly, NPL
-0.8218, 2020-2039, noresm1_m, Dec Anomaly, NPL
-2.7566, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.8456, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.7335, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.1966, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.0692, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-2.0573, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.3017, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3277, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.7473, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-2.677, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.5553, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-2.6401, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.2265, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.619, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.5753, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.3358, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.9589, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
-0.8183, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.1881, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.2598, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.52, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.8189, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.5636, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.7678, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
0.99986, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
1.36388, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.60822, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
0.31112, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
0.39799, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
1.25295, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
0.37528, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
0.62494, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
1.25232, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
0.53691, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.53006, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
1.54363, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-7.474, 2020-2039, access1_0, Annual Anomaly, NPL
-8.5646, 2020-2039, access1_3, Annual Anomaly, NPL
-9.2454, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
-8.4258, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
-11.91, 2020-2039, bnu_esm, Annual Anomaly, NPL
-13.283, 2020-2039, canesm2, Annual Anomaly, NPL
-6.0368, 2020-2039, ccsm4, Annual Anomaly, NPL
-6.5665, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
-10.314, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
-8.1503, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
-12.851, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
-16.497, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
-6.4843, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-3.807, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-7.4947, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
-6.2104, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
-3.6992, 2020-2039, inmcm4, Annual Anomaly, NPL
-10.849, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
-13.287, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
-6.7668, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
-11.783, 2020-2039, miroc5, Annual Anomaly, NPL
-14.63, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
-14.789, 2020-2039, miroc_esm, Annual Anomaly, NPL
-8.5186, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
-9.0846, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
-8.8167, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
-8.355, 2020-2039, noresm1_m, Annual Anomaly, NPL
-19.51, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
-9.4244, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
5.5062, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
