Number of Frost Days (Tmin < 0°C) - (Days), Year, Model, Statistics, ISO3
-4.0797, 2060-2079, ccsm4, May Anomaly, NPL
-1.327, 2060-2079, ccsm4, Jun Anomaly, NPL
-0.2091, 2060-2079, ccsm4, Jul Anomaly, NPL
-0.1916, 2060-2079, ccsm4, Aug Anomaly, NPL
-1.544, 2060-2079, ccsm4, Sep Anomaly, NPL
-2.6801, 2060-2079, ccsm4, Oct Anomaly, NPL
-1.4501, 2060-2079, ccsm4, Nov Anomaly, NPL
-2.3834, 2060-2079, ccsm4, Dec Anomaly, NPL
-2.1666, 2060-2079, cesm1_bgc, Jan Anomaly, NPL
-2.0707, 2060-2079, cesm1_bgc, Feb Anomaly, NPL
-1.3017, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
-1.4157, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
-3.153, 2060-2079, cesm1_bgc, May Anomaly, NPL
-1.2325, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
-0.1679, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
-0.1615, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
-2.3524, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
-2.4797, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
-1.7298, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
-2.3553, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
-4.3197, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
-3.5646, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
-1.6123, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
-1.3173, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
-3.3843, 2060-2079, cesm1_cam5, May Anomaly, NPL
-1.132, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
-0.1995, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
-0.1638, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
-1.6511, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
-4.1169, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
-2.0701, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-3.1471, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-4.2924, 2060-2079, cmcc_cesm, Jan Anomaly, NPL
-2.6994, 2060-2079, cmcc_cesm, Feb Anomaly, NPL
-1.8064, 2060-2079, cmcc_cesm, Mar Anomaly, NPL
-3.3798, 2060-2079, cmcc_cesm, Apr Anomaly, NPL
-4.9017, 2060-2079, cmcc_cesm, May Anomaly, NPL
-2.1585, 2060-2079, cmcc_cesm, Jun Anomaly, NPL
-0.8248, 2060-2079, cmcc_cesm, Jul Anomaly, NPL
-1.7527, 2060-2079, cmcc_cesm, Aug Anomaly, NPL
-3.4175, 2060-2079, cmcc_cesm, Sep Anomaly, NPL
-2.4387, 2060-2079, cmcc_cesm, Oct Anomaly, NPL
-1.451, 2060-2079, cmcc_cesm, Nov Anomaly, NPL
-3.3207, 2060-2079, cmcc_cesm, Dec Anomaly, NPL
-3.5578, 2060-2079, cmcc_cm, Jan Anomaly, NPL
-2.8424, 2060-2079, cmcc_cm, Feb Anomaly, NPL
-2.3237, 2060-2079, cmcc_cm, Mar Anomaly, NPL
-3.551, 2060-2079, cmcc_cm, Apr Anomaly, NPL
-5.6615, 2060-2079, cmcc_cm, May Anomaly, NPL
-0.9522, 2060-2079, cmcc_cm, Jun Anomaly, NPL
-0.0108, 2060-2079, cmcc_cm, Jul Anomaly, NPL
-0.0213, 2060-2079, cmcc_cm, Aug Anomaly, NPL
-1.982, 2060-2079, cmcc_cm, Sep Anomaly, NPL
-4.8121, 2060-2079, cmcc_cm, Oct Anomaly, NPL
-1.4342, 2060-2079, cmcc_cm, Nov Anomaly, NPL
-2.9793, 2060-2079, cmcc_cm, Dec Anomaly, NPL
-4.6794, 2060-2079, cmcc_cms, Jan Anomaly, NPL
-3.7167, 2060-2079, cmcc_cms, Feb Anomaly, NPL
-2.4031, 2060-2079, cmcc_cms, Mar Anomaly, NPL
-3.365, 2060-2079, cmcc_cms, Apr Anomaly, NPL
-4.9255, 2060-2079, cmcc_cms, May Anomaly, NPL
-1.4175, 2060-2079, cmcc_cms, Jun Anomaly, NPL
-0.2073, 2060-2079, cmcc_cms, Jul Anomaly, NPL
-0.5088, 2060-2079, cmcc_cms, Aug Anomaly, NPL
-3.0576, 2060-2079, cmcc_cms, Sep Anomaly, NPL
-3.7514, 2060-2079, cmcc_cms, Oct Anomaly, NPL
-1.6979, 2060-2079, cmcc_cms, Nov Anomaly, NPL
-3.9681, 2060-2079, cmcc_cms, Dec Anomaly, NPL
-2.8555, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
-2.406, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-1.5812, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
-1.3016, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
-4.045, 2060-2079, cnrm_cm5, May Anomaly, NPL
-1.9346, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
-0.1515, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
-0.0626, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
-1.5633, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
-3.3762, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-2.0414, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-3.5208, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-3.9976, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-3.5476, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-1.3712, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-2.5485, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-3.7401, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-2.399, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-0.9034, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-1.7491, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
-3.914, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
-3.2043, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-1.3483, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-3.7374, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
-5.8857, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
-3.8596, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
-2.9553, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
-4.0895, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-5.8127, 2060-2079, gfdl_cm3, May Anomaly, NPL
-4.2184, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
-0.8114, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
-0.1841, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
-2.3555, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-5.3633, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-3.2323, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-5.3883, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-2.3172, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-1.5009, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
-1.9407, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-1.879, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-1.7217, 2060-2079, gfdl_esm2g, May Anomaly, NPL
-1.812, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
-0.5671, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
-0.5885, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
-2.567, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-1.8262, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
-2.143, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-1.9504, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-2.388, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-1.5244, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
-1.6131, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-1.4141, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
-1.8564, 2060-2079, gfdl_esm2m, May Anomaly, NPL
-1.8645, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-0.5521, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-0.5821, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
-2.2232, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-1.7832, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
-1.7952, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
-1.901, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
-1.3498, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-2.0297, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-0.7797, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
-2.6878, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
-3.3217, 2060-2079, hadgem2_ao, May Anomaly, NPL
-1.0362, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
-0.1221, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
-0.1658, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
-2.8171, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
-1.5642, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-1.3144, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-1.8351, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
-2.5059, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
-2.3277, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
-0.7686, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
-2.4538, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
-3.8217, 2060-2079, hadgem2_cc, May Anomaly, NPL
-1.4354, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
-0.3434, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
-0.3721, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
-2.8285, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
-1.3234, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
-1.7426, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
-2.4419, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
-2.292, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-2.4362, 2060-2079, hadgem2_es, Feb Anomaly, NPL
-0.7645, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-2.7711, 2060-2079, hadgem2_es, Apr Anomaly, NPL
-3.6045, 2060-2079, hadgem2_es, May Anomaly, NPL
-1.2645, 2060-2079, hadgem2_es, Jun Anomaly, NPL
-0.2831, 2060-2079, hadgem2_es, Jul Anomaly, NPL
-0.2929, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-3.0178, 2060-2079, hadgem2_es, Sep Anomaly, NPL
-1.6983, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-1.3716, 2060-2079, hadgem2_es, Nov Anomaly, NPL
-1.7084, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-2.0974, 2060-2079, inmcm4, Jan Anomaly, NPL
-1.917, 2060-2079, inmcm4, Feb Anomaly, NPL
-2.1748, 2060-2079, inmcm4, Mar Anomaly, NPL
-2.7935, 2060-2079, inmcm4, Apr Anomaly, NPL
-2.8176, 2060-2079, inmcm4, May Anomaly, NPL
-2.8666, 2060-2079, inmcm4, Jun Anomaly, NPL
-0.3901, 2060-2079, inmcm4, Jul Anomaly, NPL
-0.1559, 2060-2079, inmcm4, Aug Anomaly, NPL
-1.7622, 2060-2079, inmcm4, Sep Anomaly, NPL
-1.8528, 2060-2079, inmcm4, Oct Anomaly, NPL
-1.4386, 2060-2079, inmcm4, Nov Anomaly, NPL
-1.0813, 2060-2079, inmcm4, Dec Anomaly, NPL
-3.8294, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
-3.1921, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-2.6319, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-2.9181, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
-5.7468, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
-5.1182, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
-1.0915, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.0207, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
-2.017, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
-4.9582, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
-2.3085, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
-3.0118, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
-3.2629, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.5201, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
-2.0525, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-4.306, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
-6.6885, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
-5.2295, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
-1.1128, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1338, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
-2.1362, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
-6.5726, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
-1.6124, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
-2.061, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
-2.4881, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
-2.8135, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
-1.4528, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
-1.7396, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
-3.7979, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
-3.3897, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.5842, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
-0.1208, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
-2.1125, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
-3.3692, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
-1.8889, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
-2.6844, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
-2.8914, 2060-2079, miroc5, Jan Anomaly, NPL
-2.4885, 2060-2079, miroc5, Feb Anomaly, NPL
-1.5021, 2060-2079, miroc5, Mar Anomaly, NPL
-1.7204, 2060-2079, miroc5, Apr Anomaly, NPL
-5.553, 2060-2079, miroc5, May Anomaly, NPL
-4.1131, 2060-2079, miroc5, Jun Anomaly, NPL
-1.0665, 2060-2079, miroc5, Jul Anomaly, NPL
-0.8965, 2060-2079, miroc5, Aug Anomaly, NPL
-3.019, 2060-2079, miroc5, Sep Anomaly, NPL
-4.4167, 2060-2079, miroc5, Oct Anomaly, NPL
-0.8414, 2060-2079, miroc5, Nov Anomaly, NPL
-2.1931, 2060-2079, miroc5, Dec Anomaly, NPL
-7.0812, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-4.7216, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-2.9376, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-2.6407, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
-4.8367, 2060-2079, miroc_esm_chem, May Anomaly, NPL
-2.7648, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-0.606, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
-0.2864, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
-1.9579, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
-4.5108, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-1.3952, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
-3.6354, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
-5.2881, 2060-2079, miroc_esm, Jan Anomaly, NPL
-3.6595, 2060-2079, miroc_esm, Feb Anomaly, NPL
-2.8079, 2060-2079, miroc_esm, Mar Anomaly, NPL
-2.4292, 2060-2079, miroc_esm, Apr Anomaly, NPL
-4.025, 2060-2079, miroc_esm, May Anomaly, NPL
-2.9796, 2060-2079, miroc_esm, Jun Anomaly, NPL
-0.771, 2060-2079, miroc_esm, Jul Anomaly, NPL
-0.6777, 2060-2079, miroc_esm, Aug Anomaly, NPL
-2.5177, 2060-2079, miroc_esm, Sep Anomaly, NPL
-4.8464, 2060-2079, miroc_esm, Oct Anomaly, NPL
-1.4136, 2060-2079, miroc_esm, Nov Anomaly, NPL
-3.4571, 2060-2079, miroc_esm, Dec Anomaly, NPL
-3.9502, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-3.2251, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-1.8894, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-2.461, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-4.2294, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-1.2758, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-0.1984, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-0.4116, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-2.7866, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
-3.2657, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-1.3089, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-3.3539, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-3.4695, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-3.4747, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-2.2929, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-2.3111, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-4.0475, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-1.6902, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-0.2418, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-0.5023, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
-2.4447, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-3.6578, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-1.485, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
-2.8738, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
-3.0456, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-2.7735, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-1.5189, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-1.7241, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-3.8142, 2060-2079, mri_cgcm3, May Anomaly, NPL
-1.9437, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-0.1552, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-0.2767, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-3.4127, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-2.1057, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-1.4758, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-3.6887, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-2.9209, 2060-2079, mri_esm1, Jan Anomaly, NPL
-2.1344, 2060-2079, mri_esm1, Feb Anomaly, NPL
-1.3872, 2060-2079, mri_esm1, Mar Anomaly, NPL
-1.3888, 2060-2079, mri_esm1, Apr Anomaly, NPL
-3.7513, 2060-2079, mri_esm1, May Anomaly, NPL
-2.0187, 2060-2079, mri_esm1, Jun Anomaly, NPL
-0.1382, 2060-2079, mri_esm1, Jul Anomaly, NPL
-0.3426, 2060-2079, mri_esm1, Aug Anomaly, NPL
-3.505, 2060-2079, mri_esm1, Sep Anomaly, NPL
-2.5076, 2060-2079, mri_esm1, Oct Anomaly, NPL
-1.4391, 2060-2079, mri_esm1, Nov Anomaly, NPL
-3.0247, 2060-2079, mri_esm1, Dec Anomaly, NPL
-3.6812, 2060-2079, noresm1_m, Jan Anomaly, NPL
-2.1625, 2060-2079, noresm1_m, Feb Anomaly, NPL
-1.8408, 2060-2079, noresm1_m, Mar Anomaly, NPL
-1.2153, 2060-2079, noresm1_m, Apr Anomaly, NPL
-3.7624, 2060-2079, noresm1_m, May Anomaly, NPL
-1.7901, 2060-2079, noresm1_m, Jun Anomaly, NPL
-0.1626, 2060-2079, noresm1_m, Jul Anomaly, NPL
-0.1481, 2060-2079, noresm1_m, Aug Anomaly, NPL
-1.9362, 2060-2079, noresm1_m, Sep Anomaly, NPL
-3.0941, 2060-2079, noresm1_m, Oct Anomaly, NPL
-1.3709, 2060-2079, noresm1_m, Nov Anomaly, NPL
-2.5333, 2060-2079, noresm1_m, Dec Anomaly, NPL
-5.2658, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.4525, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.61, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-3.9395, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-6.1784, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-2.5083, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.3157, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.3288, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-3.2782, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-6.2173, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-2.5934, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-4.1006, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-3.3125, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-2.5581, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.6592, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-1.9358, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-4.2772, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
