Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.76523, 2060-2079, miroc5, Nov Anomaly, NPL
2.47955, 2060-2079, miroc5, Dec Anomaly, NPL
4.09694, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
2.87644, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
3.58694, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
4.76461, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
3.82483, 2060-2079, miroc_esm_chem, May Anomaly, NPL
3.34746, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
0.37507, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
1.80241, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
1.64582, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
1.27886, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
2.57691, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
3.28809, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
1.80969, 2060-2079, miroc_esm, Jan Anomaly, NPL
2.1201, 2060-2079, miroc_esm, Feb Anomaly, NPL
2.8329, 2060-2079, miroc_esm, Mar Anomaly, NPL
4.11807, 2060-2079, miroc_esm, Apr Anomaly, NPL
2.61889, 2060-2079, miroc_esm, May Anomaly, NPL
1.7196, 2060-2079, miroc_esm, Jun Anomaly, NPL
-0.2645, 2060-2079, miroc_esm, Jul Anomaly, NPL
1.19426, 2060-2079, miroc_esm, Aug Anomaly, NPL
2.13068, 2060-2079, miroc_esm, Sep Anomaly, NPL
1.80399, 2060-2079, miroc_esm, Oct Anomaly, NPL
2.00965, 2060-2079, miroc_esm, Nov Anomaly, NPL
2.70321, 2060-2079, miroc_esm, Dec Anomaly, NPL
1.35253, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
0.95723, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
1.63849, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
2.29439, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
1.30217, 2060-2079, mri_cgcm3, May Anomaly, NPL
1.60986, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.8976, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
0.54507, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
1.19791, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.83672, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
1.72873, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
2.00442, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
2.0854, 2060-2079, noresm1_m, Jan Anomaly, NPL
2.03895, 2060-2079, noresm1_m, Feb Anomaly, NPL
1.48363, 2060-2079, noresm1_m, Mar Anomaly, NPL
2.80014, 2060-2079, noresm1_m, Apr Anomaly, NPL
2.34269, 2060-2079, noresm1_m, May Anomaly, NPL
1.30074, 2060-2079, noresm1_m, Jun Anomaly, NPL
1.93455, 2060-2079, noresm1_m, Jul Anomaly, NPL
1.116, 2060-2079, noresm1_m, Aug Anomaly, NPL
1.99196, 2060-2079, noresm1_m, Sep Anomaly, NPL
0.6615, 2060-2079, noresm1_m, Oct Anomaly, NPL
2.35302, 2060-2079, noresm1_m, Nov Anomaly, NPL
1.98847, 2060-2079, noresm1_m, Dec Anomaly, NPL
-0.4601, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.4428, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
0.71667, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
0.84451, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.6028, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-0.2384, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.7512, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.0606, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
0.28935, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.195, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
0.18758, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.4888, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
2.45659, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
2.35763, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
2.91652, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
3.01448, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
2.96455, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
2.5775, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.58942, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.98002, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
2.16849, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
2.18832, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
2.25824, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
2.48624, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
4.17414, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
4.25189, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
5.08208, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
4.81493, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
4.764, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
5.65032, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
5.60333, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
5.11525, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
4.88479, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
4.09107, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
4.05411, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
4.40869, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
2.05788, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
2.25639, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
2.35449, 2060-2079, ccsm4, Annual Anomaly, NPL
2.42394, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
2.4933, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
3.80678, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
2.17716, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
2.8644, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
2.15174, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
3.16905, 2060-2079, hadgem2_es, Annual Anomaly, NPL
2.31874, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
1.94875, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
2.82936, 2060-2079, miroc5, Annual Anomaly, NPL
2.87916, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
1.7238, 2060-2079, miroc_esm, Annual Anomaly, NPL
1.77268, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
1.66493, 2060-2079, noresm1_m, Annual Anomaly, NPL
-0.4961, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
2.91938, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
5.22184, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
