Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
-3.8294, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
2.00624, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
4.85473, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-0.7503, 2020-2039, hadgem2_es, Feb Anomaly, NPL
1.36856, 2020-2039, hadgem2_es, Mar Anomaly, NPL
-0.0362, 2020-2039, hadgem2_es, Apr Anomaly, NPL
-1.398, 2020-2039, hadgem2_es, May Anomaly, NPL
1.03116, 2020-2039, hadgem2_es, Jun Anomaly, NPL
0.42651, 2020-2039, hadgem2_es, Jul Anomaly, NPL
1.84697, 2020-2039, hadgem2_es, Aug Anomaly, NPL
0.35675, 2020-2039, hadgem2_es, Sep Anomaly, NPL
0.37376, 2020-2039, hadgem2_es, Oct Anomaly, NPL
-0.438, 2020-2039, hadgem2_es, Nov Anomaly, NPL
0.27828, 2020-2039, hadgem2_es, Dec Anomaly, NPL
3.20848, 2020-2039, inmcm4, Jan Anomaly, NPL
-0.274, 2020-2039, inmcm4, Feb Anomaly, NPL
-0.1627, 2020-2039, inmcm4, Mar Anomaly, NPL
-0.1022, 2020-2039, inmcm4, Apr Anomaly, NPL
1.89182, 2020-2039, inmcm4, May Anomaly, NPL
-0.4468, 2020-2039, inmcm4, Jun Anomaly, NPL
1.65523, 2020-2039, inmcm4, Jul Anomaly, NPL
0.92899, 2020-2039, inmcm4, Aug Anomaly, NPL
-0.0998, 2020-2039, inmcm4, Sep Anomaly, NPL
3.80898, 2020-2039, inmcm4, Oct Anomaly, NPL
0.20159, 2020-2039, inmcm4, Nov Anomaly, NPL
0.10162, 2020-2039, inmcm4, Dec Anomaly, NPL
-7.8848, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.6438, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-3.6238, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-3.9821, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.2945, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
1.42633, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
5.11451, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
3.25252, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
3.50782, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
0.87, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
7.61478, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
-1.1896, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-1.137, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.726, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
-0.091, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
0.72799, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
1.06666, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
3.30045, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
4.58625, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
4.64756, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
-0.0442, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
4.24452, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
6.19825, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.1276, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.7078, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
-5.792, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
0.27283, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
1.90525, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
-2.4619, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
0.32964, 2020-2039, ipsl_cm5b_lr, Jun Anomaly, NPL
3.9602, 2020-2039, ipsl_cm5b_lr, Jul Anomaly, NPL
3.63656, 2020-2039, ipsl_cm5b_lr, Aug Anomaly, NPL
8.03302, 2020-2039, ipsl_cm5b_lr, Sep Anomaly, NPL
4.19158, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
0.4631, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
2.85399, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
0.79347, 2020-2039, miroc5, Jan Anomaly, NPL
-0.6878, 2020-2039, miroc5, Feb Anomaly, NPL
1.91049, 2020-2039, miroc5, Mar Anomaly, NPL
1.86234, 2020-2039, miroc5, Apr Anomaly, NPL
-1.6212, 2020-2039, miroc5, May Anomaly, NPL
-2.2929, 2020-2039, miroc5, Jun Anomaly, NPL
7.49423, 2020-2039, miroc5, Jul Anomaly, NPL
-1.0486, 2020-2039, miroc5, Aug Anomaly, NPL
-1.0839, 2020-2039, miroc5, Sep Anomaly, NPL
9.45083, 2020-2039, miroc5, Oct Anomaly, NPL
-0.7092, 2020-2039, miroc5, Nov Anomaly, NPL
5.04038, 2020-2039, miroc5, Dec Anomaly, NPL
-0.5826, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
-4.9978, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
-2.0023, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
-4.4938, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
-1.937, 2020-2039, miroc_esm_chem, May Anomaly, NPL
-0.2271, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
4.12612, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
1.58675, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
3.35572, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
1.35816, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
-3.0039, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
3.45586, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
1.36451, 2020-2039, miroc_esm, Jan Anomaly, NPL
-1.0014, 2020-2039, miroc_esm, Feb Anomaly, NPL
-2.5234, 2020-2039, miroc_esm, Mar Anomaly, NPL
1.13792, 2020-2039, miroc_esm, Apr Anomaly, NPL
-3.2786, 2020-2039, miroc_esm, May Anomaly, NPL
7.18866, 2020-2039, miroc_esm, Jun Anomaly, NPL
3.59087, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.1839, 2020-2039, miroc_esm, Aug Anomaly, NPL
2.16065, 2020-2039, miroc_esm, Sep Anomaly, NPL
1.29866, 2020-2039, miroc_esm, Oct Anomaly, NPL
-3.6699, 2020-2039, miroc_esm, Nov Anomaly, NPL
1.94024, 2020-2039, miroc_esm, Dec Anomaly, NPL
-5.856, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-1.3718, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
-2.8902, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-2.3163, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
4.4454, 2020-2039, mpi_esm_lr, May Anomaly, NPL
-2.4006, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
2.13017, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
-1.2251, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
9.58935, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
-4.0433, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
-6.275, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
-0.6804, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.9365, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-2.6289, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
4.65264, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
5.03516, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
3.36426, 2020-2039, mpi_esm_mr, May Anomaly, NPL
-19.818, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
11.4185, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
0.07425, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
6.38646, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
4.44223, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
10.4869, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
6.89328, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
0.92053, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
0.42903, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
3.21706, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
0.67262, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
1.80503, 2020-2039, mri_cgcm3, May Anomaly, NPL
0.09321, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
7.17358, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
7.45407, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
1.55322, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
0.82673, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-7.7853, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-5.0651, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-2.0055, 2020-2039, mri_esm1, Jan Anomaly, NPL
0.90902, 2020-2039, mri_esm1, Feb Anomaly, NPL
2.60575, 2020-2039, mri_esm1, Mar Anomaly, NPL
0.99261, 2020-2039, mri_esm1, Apr Anomaly, NPL
0.98878, 2020-2039, mri_esm1, May Anomaly, NPL
2.40273, 2020-2039, mri_esm1, Jun Anomaly, NPL
0.2475, 2020-2039, mri_esm1, Jul Anomaly, NPL
-2.3238, 2020-2039, mri_esm1, Aug Anomaly, NPL
8.6441, 2020-2039, mri_esm1, Sep Anomaly, NPL
3.89149, 2020-2039, mri_esm1, Oct Anomaly, NPL
2.71731, 2020-2039, mri_esm1, Nov Anomaly, NPL
4.07523, 2020-2039, mri_esm1, Dec Anomaly, NPL
1.03437, 2020-2039, noresm1_m, Jan Anomaly, NPL
2.65545, 2020-2039, noresm1_m, Feb Anomaly, NPL
-1.0138, 2020-2039, noresm1_m, Mar Anomaly, NPL
-1.7585, 2020-2039, noresm1_m, Apr Anomaly, NPL
0.2555, 2020-2039, noresm1_m, May Anomaly, NPL
1.86273, 2020-2039, noresm1_m, Jun Anomaly, NPL
5.87514, 2020-2039, noresm1_m, Jul Anomaly, NPL
11.0911, 2020-2039, noresm1_m, Aug Anomaly, NPL
10.7398, 2020-2039, noresm1_m, Sep Anomaly, NPL
2.59177, 2020-2039, noresm1_m, Oct Anomaly, NPL
-7.4251, 2020-2039, noresm1_m, Nov Anomaly, NPL
-4.388, 2020-2039, noresm1_m, Dec Anomaly, NPL
-6.4191, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-7.4726, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-5.9071, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-4.7192, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-6.7916, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-18.179, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-27.308, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-22.604, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-12.076, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-13.868, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-11.892, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.1007, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.2306, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.1736, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.1853, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1664, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
0.15235, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
0.86718, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
4.36393, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
3.49782, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
2.46732, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
0.6431, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.5318, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
