Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
3.02594, 2060-2079, bnu_esm, Nov Anomaly, NPL
3.11562, 2060-2079, bnu_esm, Dec Anomaly, NPL
-2.7642, 2060-2079, canesm2, Jan Anomaly, NPL
-3.3202, 2060-2079, canesm2, Feb Anomaly, NPL
-0.0116, 2060-2079, canesm2, Mar Anomaly, NPL
3.06781, 2060-2079, canesm2, Apr Anomaly, NPL
-1.4741, 2060-2079, canesm2, May Anomaly, NPL
0.97034, 2060-2079, canesm2, Jun Anomaly, NPL
11.5718, 2060-2079, canesm2, Jul Anomaly, NPL
12.05, 2060-2079, canesm2, Aug Anomaly, NPL
4.01659, 2060-2079, canesm2, Sep Anomaly, NPL
3.67334, 2060-2079, canesm2, Oct Anomaly, NPL
-1.2734, 2060-2079, canesm2, Nov Anomaly, NPL
5.48241, 2060-2079, canesm2, Dec Anomaly, NPL
10.505, 2060-2079, ccsm4, Jan Anomaly, NPL
1.79464, 2060-2079, ccsm4, Feb Anomaly, NPL
-7.7644, 2060-2079, ccsm4, Mar Anomaly, NPL
0.83067, 2060-2079, ccsm4, Apr Anomaly, NPL
-1.1746, 2060-2079, ccsm4, May Anomaly, NPL
-17.364, 2060-2079, ccsm4, Jun Anomaly, NPL
5.70007, 2060-2079, ccsm4, Jul Anomaly, NPL
11.405, 2060-2079, ccsm4, Aug Anomaly, NPL
7.87254, 2060-2079, ccsm4, Sep Anomaly, NPL
2.1208, 2060-2079, ccsm4, Oct Anomaly, NPL
-8.7204, 2060-2079, ccsm4, Nov Anomaly, NPL
-21.835, 2060-2079, ccsm4, Dec Anomaly, NPL
-15.287, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
-0.0338, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.73846, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
0.41801, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
0.31967, 2060-2079, cesm1_cam5, May Anomaly, NPL
-10.156, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
23.356, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
21.5707, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
19.5967, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
12.4155, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
0.60985, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-2.8942, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-6.6761, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
1.15732, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-3.9653, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
-2.0786, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
1.27677, 2060-2079, cnrm_cm5, May Anomaly, NPL
-3.4778, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
-2.6165, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
2.83585, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
1.75674, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
-1.7722, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-4.441, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-0.278, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
1.20253, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-3.5936, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
1.53827, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-0.2073, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
0.22978, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-2.6125, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-2.8999, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-0.2918, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
3.88942, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
4.3536, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
-0.0271, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
0.46464, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
9.27797, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
1.47861, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
3.59603, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
1.42673, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-2.0118, 2060-2079, gfdl_cm3, May Anomaly, NPL
0.13158, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
7.25723, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
6.97833, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
-8.395, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-3.5983, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
4.62017, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-7.7224, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
0.59823, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
0.26067, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
1.71071, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
-0.5862, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-0.6126, 2060-2079, gfdl_esm2g, May Anomaly, NPL
1.7921, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
6.64037, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
9.85538, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
-3.5463, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
6.67157, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
2.65641, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-1.5356, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-0.2707, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-4.4118, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
2.26435, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-2.1374, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
1.47406, 2060-2079, gfdl_esm2m, May Anomaly, NPL
5.77495, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-5.2854, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-0.8173, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
6.96568, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-2.5329, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
1.30856, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
4.52037, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
1.60173, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
1.21515, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
2.65381, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
0.85391, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
1.59252, 2060-2079, hadgem2_ao, May Anomaly, NPL
9.43367, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
7.34961, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
6.31218, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
3.86864, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
-1.4853, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-4.5466, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-1.615, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
4.0828, 2060-2079, hadgem2_es, Jan Anomaly, NPL
0.69836, 2060-2079, hadgem2_es, Feb Anomaly, NPL
2.91798, 2060-2079, hadgem2_es, Mar Anomaly, NPL
0.20965, 2060-2079, hadgem2_es, Apr Anomaly, NPL
-0.3327, 2060-2079, hadgem2_es, May Anomaly, NPL
2.38793, 2060-2079, hadgem2_es, Jun Anomaly, NPL
4.24489, 2060-2079, hadgem2_es, Jul Anomaly, NPL
3.88964, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-0.0244, 2060-2079, hadgem2_es, Sep Anomaly, NPL
0.96337, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-0.4035, 2060-2079, hadgem2_es, Nov Anomaly, NPL
-1.4424, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-7.5121, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
-9.4927, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-2.2121, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-2.5863, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0473, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
2.15235, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
3.57174, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
0.78031, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
0.27281, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
-1.8972, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
5.43455, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
0.44325, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
-4.1522, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-3.8535, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
-5.1819, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.8652, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
1.24031, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
1.89527, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
1.15474, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
6.29649, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
5.80309, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
13.7002, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
3.76278, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
-2.3132, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
-3.0395, 2060-2079, miroc5, Jan Anomaly, NPL
3.6815, 2060-2079, miroc5, Feb Anomaly, NPL
2.73943, 2060-2079, miroc5, Mar Anomaly, NPL
-0.5951, 2060-2079, miroc5, Apr Anomaly, NPL
1.53672, 2060-2079, miroc5, May Anomaly, NPL
10.1625, 2060-2079, miroc5, Jun Anomaly, NPL
2.42554, 2060-2079, miroc5, Jul Anomaly, NPL
6.3443, 2060-2079, miroc5, Aug Anomaly, NPL
7.34725, 2060-2079, miroc5, Sep Anomaly, NPL
2.64301, 2060-2079, miroc5, Oct Anomaly, NPL
1.09531, 2060-2079, miroc5, Nov Anomaly, NPL
0.02489, 2060-2079, miroc5, Dec Anomaly, NPL
4.38164, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-0.5524, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-0.7738, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-0.2934, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
3.91254, 2060-2079, miroc_esm_chem, May Anomaly, NPL
6.70639, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
4.80686, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
7.28906, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
2.7736, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
-1.0093, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-2.0327, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
-5.2918, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
4.11278, 2060-2079, miroc_esm, Jan Anomaly, NPL
-1.735, 2060-2079, miroc_esm, Feb Anomaly, NPL
-2.0167, 2060-2079, miroc_esm, Mar Anomaly, NPL
3.99575, 2060-2079, miroc_esm, Apr Anomaly, NPL
-1.6948, 2060-2079, miroc_esm, May Anomaly, NPL
-0.6728, 2060-2079, miroc_esm, Jun Anomaly, NPL
14.2206, 2060-2079, miroc_esm, Jul Anomaly, NPL
2.75274, 2060-2079, miroc_esm, Aug Anomaly, NPL
5.02941, 2060-2079, miroc_esm, Sep Anomaly, NPL
-3.2787, 2060-2079, miroc_esm, Oct Anomaly, NPL
-5.2161, 2060-2079, miroc_esm, Nov Anomaly, NPL
5.18576, 2060-2079, miroc_esm, Dec Anomaly, NPL
10.4892, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-7.5993, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-2.3923, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-0.6986, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
2.20574, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-9.4621, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-0.0111, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-7.46, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
5.46636, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
-2.1086, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-3.0365, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-0.9381, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
0.31278, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-4.6312, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
1.60263, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
3.87072, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-2.0E-4, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-12.407, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-3.8889, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-2.2705, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
3.54731, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-0.1309, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
9.06963, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
6.19474, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
5.03637, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
-0.8095, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
3.11948, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.2943, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
1.15484, 2060-2079, mri_cgcm3, May Anomaly, NPL
-1.1372, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.76862, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
7.53659, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
5.79887, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-0.5833, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-5.4944, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
0.89025, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
3.52241, 2060-2079, noresm1_m, Jan Anomaly, NPL
-1.116, 2060-2079, noresm1_m, Feb Anomaly, NPL
-1.2703, 2060-2079, noresm1_m, Mar Anomaly, NPL
-0.7231, 2060-2079, noresm1_m, Apr Anomaly, NPL
1.67734, 2060-2079, noresm1_m, May Anomaly, NPL
4.95431, 2060-2079, noresm1_m, Jun Anomaly, NPL
13.3163, 2060-2079, noresm1_m, Jul Anomaly, NPL
5.25826, 2060-2079, noresm1_m, Aug Anomaly, NPL
3.67641, 2060-2079, noresm1_m, Sep Anomaly, NPL
-0.5903, 2060-2079, noresm1_m, Oct Anomaly, NPL
-7.0977, 2060-2079, noresm1_m, Nov Anomaly, NPL
-5.6672, 2060-2079, noresm1_m, Dec Anomaly, NPL
-5.3766, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-7.3896, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-6.7103, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-5.0423, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-7.4477, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-18.795, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-25.096, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-20.115, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-9.8871, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-12.904, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-11.548, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.6914, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.01902, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-2.2964, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.4231, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.085, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.6168, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
0.6839, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
5.33619, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
6.95997, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
5.36225, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
1.61473, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.4442, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
0.18314, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
12.1019, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
6.95451, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
6.52858, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
6.9159, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
19.2034, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
35.4743, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
60.4656, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
47.3998, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
39.1176, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
18.5978, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
9.32993, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
8.17639, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
1.87658, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
5.62936, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
4.32687, 2060-2079, bnu_esm, Annual Anomaly, NPL
12.8819, 2060-2079, canesm2, Annual Anomaly, NPL
8.70589, 2060-2079, ccsm4, Annual Anomaly, NPL
21.0482, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
-1.2328, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
-0.5672, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
0.84926, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
6.26275, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-2.2522, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
8.47355, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
6.23179, 2060-2079, hadgem2_es, Annual Anomaly, NPL
0.4318, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
12.1602, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
13.9822, 2060-2079, miroc5, Annual Anomaly, NPL
12.5374, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
8.21473, 2060-2079, miroc_esm, Annual Anomaly, NPL
-0.6372, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
2.97586, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
8.17867, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
12.4109, 2060-2079, noresm1_m, Annual Anomaly, NPL
-26.117, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
7.13663, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
66.7623, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
