Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
43.95128, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
41.722397, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
23.642145, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
17.957249, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
20.203594, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
56.82917, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
273.2728, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
210.81332, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
88.5137, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
61.790142, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
84.00994, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
92.20896, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
55.497353, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
60.01301, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
30.291084, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
16.473738, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
34.19923, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
119.42187, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
236.24261, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
231.55045, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
141.84563, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
72.2341, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
50.423466, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
47.267265, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
42.51204, 2040-2059, ccsm4, Jan Average, Nepal, NPL
30.114056, 2040-2059, ccsm4, Feb Average, Nepal, NPL
30.619576, 2040-2059, ccsm4, Mar Average, Nepal, NPL
30.40358, 2040-2059, ccsm4, Apr Average, Nepal, NPL
59.487823, 2040-2059, ccsm4, May Average, Nepal, NPL
294.76837, 2040-2059, ccsm4, Jun Average, Nepal, NPL
613.47516, 2040-2059, ccsm4, Jul Average, Nepal, NPL
511.79028, 2040-2059, ccsm4, Aug Average, Nepal, NPL
315.75, 2040-2059, ccsm4, Sep Average, Nepal, NPL
116.78055, 2040-2059, ccsm4, Oct Average, Nepal, NPL
39.449944, 2040-2059, ccsm4, Nov Average, Nepal, NPL
40.728535, 2040-2059, ccsm4, Dec Average, Nepal, NPL
26.404408, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
14.992576, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
15.531766, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
36.44956, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
153.90396, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
383.38452, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
711.45105, 2040-2059, cesm1_cam5, Jul Average, Nepal, NPL
588.68787, 2040-2059, cesm1_cam5, Aug Average, Nepal, NPL
318.8247, 2040-2059, cesm1_cam5, Sep Average, Nepal, NPL
113.1933, 2040-2059, cesm1_cam5, Oct Average, Nepal, NPL
22.73056, 2040-2059, cesm1_cam5, Nov Average, Nepal, NPL
22.848663, 2040-2059, cesm1_cam5, Dec Average, Nepal, NPL
9.789462, 2040-2059, csiro_mk3_6_0, Jan Average, Nepal, NPL
11.03012, 2040-2059, csiro_mk3_6_0, Feb Average, Nepal, NPL
14.2267065, 2040-2059, csiro_mk3_6_0, Mar Average, Nepal, NPL
7.2021837, 2040-2059, csiro_mk3_6_0, Apr Average, Nepal, NPL
7.058121, 2040-2059, csiro_mk3_6_0, May Average, Nepal, NPL
30.603958, 2040-2059, csiro_mk3_6_0, Jun Average, Nepal, NPL
141.71051, 2040-2059, csiro_mk3_6_0, Jul Average, Nepal, NPL
141.3574, 2040-2059, csiro_mk3_6_0, Aug Average, Nepal, NPL
103.453896, 2040-2059, csiro_mk3_6_0, Sep Average, Nepal, NPL
52.822506, 2040-2059, csiro_mk3_6_0, Oct Average, Nepal, NPL
9.880573, 2040-2059, csiro_mk3_6_0, Nov Average, Nepal, NPL
14.601745, 2040-2059, csiro_mk3_6_0, Dec Average, Nepal, NPL
42.6281, 2040-2059, fio_esm, Jan Average, Nepal, NPL
47.52071, 2040-2059, fio_esm, Feb Average, Nepal, NPL
29.942865, 2040-2059, fio_esm, Mar Average, Nepal, NPL
26.03098, 2040-2059, fio_esm, Apr Average, Nepal, NPL
31.973839, 2040-2059, fio_esm, May Average, Nepal, NPL
64.74085, 2040-2059, fio_esm, Jun Average, Nepal, NPL
281.48138, 2040-2059, fio_esm, Jul Average, Nepal, NPL
357.91525, 2040-2059, fio_esm, Aug Average, Nepal, NPL
220.70068, 2040-2059, fio_esm, Sep Average, Nepal, NPL
48.968765, 2040-2059, fio_esm, Oct Average, Nepal, NPL
25.584805, 2040-2059, fio_esm, Nov Average, Nepal, NPL
40.866955, 2040-2059, fio_esm, Dec Average, Nepal, NPL
48.854958, 2040-2059, gfdl_cm3, Jan Average, Nepal, NPL
22.162561, 2040-2059, gfdl_cm3, Feb Average, Nepal, NPL
21.992378, 2040-2059, gfdl_cm3, Mar Average, Nepal, NPL
16.480114, 2040-2059, gfdl_cm3, Apr Average, Nepal, NPL
67.96692, 2040-2059, gfdl_cm3, May Average, Nepal, NPL
109.27357, 2040-2059, gfdl_cm3, Jun Average, Nepal, NPL
249.06293, 2040-2059, gfdl_cm3, Jul Average, Nepal, NPL
253.67764, 2040-2059, gfdl_cm3, Aug Average, Nepal, NPL
199.72958, 2040-2059, gfdl_cm3, Sep Average, Nepal, NPL
107.43874, 2040-2059, gfdl_cm3, Oct Average, Nepal, NPL
42.23051, 2040-2059, gfdl_cm3, Nov Average, Nepal, NPL
47.782814, 2040-2059, gfdl_cm3, Dec Average, Nepal, NPL
26.467884, 2040-2059, gfdl_esm2m, Jan Average, Nepal, NPL
22.371809, 2040-2059, gfdl_esm2m, Feb Average, Nepal, NPL
13.493157, 2040-2059, gfdl_esm2m, Mar Average, Nepal, NPL
11.140006, 2040-2059, gfdl_esm2m, Apr Average, Nepal, NPL
37.378452, 2040-2059, gfdl_esm2m, May Average, Nepal, NPL
230.71039, 2040-2059, gfdl_esm2m, Jun Average, Nepal, NPL
401.7089, 2040-2059, gfdl_esm2m, Jul Average, Nepal, NPL
440.16638, 2040-2059, gfdl_esm2m, Aug Average, Nepal, NPL
345.04156, 2040-2059, gfdl_esm2m, Sep Average, Nepal, NPL
150.15108, 2040-2059, gfdl_esm2m, Oct Average, Nepal, NPL
46.62493, 2040-2059, gfdl_esm2m, Nov Average, Nepal, NPL
20.661768, 2040-2059, gfdl_esm2m, Dec Average, Nepal, NPL
19.131737, 2040-2059, giss_e2_h, Jan Average, Nepal, NPL
9.219839, 2040-2059, giss_e2_h, Feb Average, Nepal, NPL
