Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
66.980774, 2020-2039, bcc_csm1_1, Jan Average, Nepal, NPL
44.63085, 2020-2039, bcc_csm1_1, Feb Average, Nepal, NPL
39.193024, 2020-2039, bcc_csm1_1, Mar Average, Nepal, NPL
19.872543, 2020-2039, bcc_csm1_1, Apr Average, Nepal, NPL
13.488851, 2020-2039, bcc_csm1_1, May Average, Nepal, NPL
54.031654, 2020-2039, bcc_csm1_1, Jun Average, Nepal, NPL
213.34637, 2020-2039, bcc_csm1_1, Jul Average, Nepal, NPL
198.06535, 2020-2039, bcc_csm1_1, Aug Average, Nepal, NPL
65.16424, 2020-2039, bcc_csm1_1, Sep Average, Nepal, NPL
51.62194, 2020-2039, bcc_csm1_1, Oct Average, Nepal, NPL
93.95453, 2020-2039, bcc_csm1_1, Nov Average, Nepal, NPL
79.614075, 2020-2039, bcc_csm1_1, Dec Average, Nepal, NPL
61.819508, 2020-2039, bcc_csm1_1_m, Jan Average, Nepal, NPL
33.192684, 2020-2039, bcc_csm1_1_m, Feb Average, Nepal, NPL
39.944645, 2020-2039, bcc_csm1_1_m, Mar Average, Nepal, NPL
13.34314, 2020-2039, bcc_csm1_1_m, Apr Average, Nepal, NPL
34.883083, 2020-2039, bcc_csm1_1_m, May Average, Nepal, NPL
82.89189, 2020-2039, bcc_csm1_1_m, Jun Average, Nepal, NPL
274.9084, 2020-2039, bcc_csm1_1_m, Jul Average, Nepal, NPL
216.18846, 2020-2039, bcc_csm1_1_m, Aug Average, Nepal, NPL
122.350945, 2020-2039, bcc_csm1_1_m, Sep Average, Nepal, NPL
44.7332, 2020-2039, bcc_csm1_1_m, Oct Average, Nepal, NPL
52.630184, 2020-2039, bcc_csm1_1_m, Nov Average, Nepal, NPL
68.19593, 2020-2039, bcc_csm1_1_m, Dec Average, Nepal, NPL
45.060608, 2020-2039, ccsm4, Jan Average, Nepal, NPL
35.52529, 2020-2039, ccsm4, Feb Average, Nepal, NPL
24.39861, 2020-2039, ccsm4, Mar Average, Nepal, NPL
17.06604, 2020-2039, ccsm4, Apr Average, Nepal, NPL
67.64566, 2020-2039, ccsm4, May Average, Nepal, NPL
303.675, 2020-2039, ccsm4, Jun Average, Nepal, NPL
554.9274, 2020-2039, ccsm4, Jul Average, Nepal, NPL
514.06934, 2020-2039, ccsm4, Aug Average, Nepal, NPL
331.71396, 2020-2039, ccsm4, Sep Average, Nepal, NPL
121.10289, 2020-2039, ccsm4, Oct Average, Nepal, NPL
40.113804, 2020-2039, ccsm4, Nov Average, Nepal, NPL
52.946243, 2020-2039, ccsm4, Dec Average, Nepal, NPL
14.404997, 2020-2039, cesm1_cam5, Jan Average, Nepal, NPL
20.344738, 2020-2039, cesm1_cam5, Feb Average, Nepal, NPL
13.066898, 2020-2039, cesm1_cam5, Mar Average, Nepal, NPL
27.016603, 2020-2039, cesm1_cam5, Apr Average, Nepal, NPL
122.82463, 2020-2039, cesm1_cam5, May Average, Nepal, NPL
357.5122, 2020-2039, cesm1_cam5, Jun Average, Nepal, NPL
633.2078, 2020-2039, cesm1_cam5, Jul Average, Nepal, NPL
523.9398, 2020-2039, cesm1_cam5, Aug Average, Nepal, NPL
349.74982, 2020-2039, cesm1_cam5, Sep Average, Nepal, NPL
118.90471, 2020-2039, cesm1_cam5, Oct Average, Nepal, NPL
18.332754, 2020-2039, cesm1_cam5, Nov Average, Nepal, NPL
24.503191, 2020-2039, cesm1_cam5, Dec Average, Nepal, NPL
30.662895, 2020-2039, csiro_mk3_6_0, Jan Average, Nepal, NPL
20.952612, 2020-2039, csiro_mk3_6_0, Feb Average, Nepal, NPL
15.148043, 2020-2039, csiro_mk3_6_0, Mar Average, Nepal, NPL
4.2958937, 2020-2039, csiro_mk3_6_0, Apr Average, Nepal, NPL
7.7908244, 2020-2039, csiro_mk3_6_0, May Average, Nepal, NPL
24.258314, 2020-2039, csiro_mk3_6_0, Jun Average, Nepal, NPL
121.24598, 2020-2039, csiro_mk3_6_0, Jul Average, Nepal, NPL
145.70915, 2020-2039, csiro_mk3_6_0, Aug Average, Nepal, NPL
95.08196, 2020-2039, csiro_mk3_6_0, Sep Average, Nepal, NPL
35.703964, 2020-2039, csiro_mk3_6_0, Oct Average, Nepal, NPL
15.692536, 2020-2039, csiro_mk3_6_0, Nov Average, Nepal, NPL
8.726195, 2020-2039, csiro_mk3_6_0, Dec Average, Nepal, NPL
47.901905, 2020-2039, fio_esm, Jan Average, Nepal, NPL
49.672783, 2020-2039, fio_esm, Feb Average, Nepal, NPL
29.491697, 2020-2039, fio_esm, Mar Average, Nepal, NPL
23.3232, 2020-2039, fio_esm, Apr Average, Nepal, NPL
18.533674, 2020-2039, fio_esm, May Average, Nepal, NPL
75.84527, 2020-2039, fio_esm, Jun Average, Nepal, NPL
282.8116, 2020-2039, fio_esm, Jul Average, Nepal, NPL
357.19525, 2020-2039, fio_esm, Aug Average, Nepal, NPL
203.95377, 2020-2039, fio_esm, Sep Average, Nepal, NPL
50.93631, 2020-2039, fio_esm, Oct Average, Nepal, NPL
29.122505, 2020-2039, fio_esm, Nov Average, Nepal, NPL
41.852684, 2020-2039, fio_esm, Dec Average, Nepal, NPL
38.097187, 2020-2039, gfdl_cm3, Jan Average, Nepal, NPL
26.291233, 2020-2039, gfdl_cm3, Feb Average, Nepal, NPL
