Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
69.29244, 2060-2079, bcc_csm1_1, Jan Average, Nepal, NPL
55.497547, 2060-2079, bcc_csm1_1, Feb Average, Nepal, NPL
27.90184, 2060-2079, bcc_csm1_1, Mar Average, Nepal, NPL
15.647283, 2060-2079, bcc_csm1_1, Apr Average, Nepal, NPL
18.398378, 2060-2079, bcc_csm1_1, May Average, Nepal, NPL
69.56292, 2060-2079, bcc_csm1_1, Jun Average, Nepal, NPL
242.54276, 2060-2079, bcc_csm1_1, Jul Average, Nepal, NPL
229.79474, 2060-2079, bcc_csm1_1, Aug Average, Nepal, NPL
109.126495, 2060-2079, bcc_csm1_1, Sep Average, Nepal, NPL
51.732464, 2060-2079, bcc_csm1_1, Oct Average, Nepal, NPL
81.767235, 2060-2079, bcc_csm1_1, Nov Average, Nepal, NPL
99.76687, 2060-2079, bcc_csm1_1, Dec Average, Nepal, NPL
60.19374, 2060-2079, bcc_csm1_1_m, Jan Average, Nepal, NPL
59.701054, 2060-2079, bcc_csm1_1_m, Feb Average, Nepal, NPL
39.93644, 2060-2079, bcc_csm1_1_m, Mar Average, Nepal, NPL
17.253693, 2060-2079, bcc_csm1_1_m, Apr Average, Nepal, NPL
33.037292, 2060-2079, bcc_csm1_1_m, May Average, Nepal, NPL
100.58319, 2060-2079, bcc_csm1_1_m, Jun Average, Nepal, NPL
270.1821, 2060-2079, bcc_csm1_1_m, Jul Average, Nepal, NPL
235.94612, 2060-2079, bcc_csm1_1_m, Aug Average, Nepal, NPL
164.43427, 2060-2079, bcc_csm1_1_m, Sep Average, Nepal, NPL
83.01858, 2060-2079, bcc_csm1_1_m, Oct Average, Nepal, NPL
42.352184, 2060-2079, bcc_csm1_1_m, Nov Average, Nepal, NPL
74.05521, 2060-2079, bcc_csm1_1_m, Dec Average, Nepal, NPL
44.555805, 2060-2079, ccsm4, Jan Average, Nepal, NPL
35.67532, 2060-2079, ccsm4, Feb Average, Nepal, NPL
24.018036, 2060-2079, ccsm4, Mar Average, Nepal, NPL
12.04773, 2060-2079, ccsm4, Apr Average, Nepal, NPL
54.88789, 2060-2079, ccsm4, May Average, Nepal, NPL
309.68704, 2060-2079, ccsm4, Jun Average, Nepal, NPL
648.41, 2060-2079, ccsm4, Jul Average, Nepal, NPL
502.54758, 2060-2079, ccsm4, Aug Average, Nepal, NPL
351.37506, 2060-2079, ccsm4, Sep Average, Nepal, NPL
121.72282, 2060-2079, ccsm4, Oct Average, Nepal, NPL
43.904305, 2060-2079, ccsm4, Nov Average, Nepal, NPL
41.72133, 2060-2079, ccsm4, Dec Average, Nepal, NPL
17.994135, 2060-2079, cesm1_cam5, Jan Average, Nepal, NPL
17.882017, 2060-2079, cesm1_cam5, Feb Average, Nepal, NPL
18.883244, 2060-2079, cesm1_cam5, Mar Average, Nepal, NPL
35.79673, 2060-2079, cesm1_cam5, Apr Average, Nepal, NPL
105.181595, 2060-2079, cesm1_cam5, May Average, Nepal, NPL
