Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
10.853057, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
10.868592, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
-3.6618373, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
6.358307, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
10.015856, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
19.96233, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
55.455708, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
83.822495, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
35.274426, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
-12.301146, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
27.542143, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
21.196047, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
-6.2483263, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
23.587877, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
-10.709921, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
-13.297859, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
-0.4320428, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
18.999866, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
17.773369, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
-14.33145, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
20.551867, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
26.78801, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
-7.8615294, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
-30.754242, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
6.6728754, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
-13.247822, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
-18.939878, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
3.1808863, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
-14.013318, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
23.124607, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
54.284336, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
72.585884, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
30.82249, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
8.189285, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
-24.333305, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
-43.26609, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
-16.034369, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
-1.9498011, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
-1.5670246, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
6.914656, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
-10.450779, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
-47.213078, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
33.74964, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
64.41873, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
30.753244, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
14.390852, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
4.8053694, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
-1.5695503, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
-6.1532464, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
-15.970116, 2060-2079, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
-3.0051901, 2060-2079, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
-1.4497449, 2060-2079, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
2.2279158, 2060-2079, csiro_mk3_6_0, May Anomaly, Nepal, NPL
-4.6504545, 2060-2079, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
5.016858, 2060-2079, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
10.9975, 2060-2079, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
54.578568, 2060-2079, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
2.3751342, 2060-2079, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
10.687608, 2060-2079, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
-2.5492435, 2060-2079, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
-24.88188, 2060-2079, fio_esm, Jan Anomaly, Nepal, NPL
12.664337, 2060-2079, fio_esm, Feb Anomaly, Nepal, NPL
-3.1047437, 2060-2079, fio_esm, Mar Anomaly, Nepal, NPL
7.008697, 2060-2079, fio_esm, Apr Anomaly, Nepal, NPL
4.558559, 2060-2079, fio_esm, May Anomaly, Nepal, NPL
-39.668766, 2060-2079, fio_esm, Jun Anomaly, Nepal, NPL
-58.042118, 2060-2079, fio_esm, Jul Anomaly, Nepal, NPL
-26.453184, 2060-2079, fio_esm, Aug Anomaly, Nepal, NPL
-15.660994, 2060-2079, fio_esm, Sep Anomaly, Nepal, NPL
11.10607, 2060-2079, fio_esm, Oct Anomaly, Nepal, NPL
26.090178, 2060-2079, fio_esm, Nov Anomaly, Nepal, NPL
