Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
4.9546194, 2040-2059, bcc_csm1_1, Jan Anomaly, Nepal, NPL
25.604866, 2040-2059, bcc_csm1_1, Feb Anomaly, Nepal, NPL
5.3464227, 2040-2059, bcc_csm1_1, Mar Anomaly, Nepal, NPL
-0.93410975, 2040-2059, bcc_csm1_1, Apr Anomaly, Nepal, NPL
9.644378, 2040-2059, bcc_csm1_1, May Anomaly, Nepal, NPL
36.713917, 2040-2059, bcc_csm1_1, Jun Anomaly, Nepal, NPL
48.782932, 2040-2059, bcc_csm1_1, Jul Anomaly, Nepal, NPL
42.870598, 2040-2059, bcc_csm1_1, Aug Anomaly, Nepal, NPL
27.985693, 2040-2059, bcc_csm1_1, Sep Anomaly, Nepal, NPL
10.597646, 2040-2059, bcc_csm1_1, Oct Anomaly, Nepal, NPL
13.4591875, 2040-2059, bcc_csm1_1, Nov Anomaly, Nepal, NPL
-3.0686367, 2040-2059, bcc_csm1_1, Dec Anomaly, Nepal, NPL
-14.563358, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
-3.312138, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
-7.8134704, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
-16.67948, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
-11.755581, 2040-2059, bcc_csm1_1_m, May Anomaly, Nepal, NPL
-2.3057692, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
20.871302, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
-9.724191, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
39.737556, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
14.007518, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
-15.877201, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
-6.7139273, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
-1.5822942, 2040-2059, ccsm4, Jan Anomaly, Nepal, NPL
-6.7873397, 2040-2059, ccsm4, Feb Anomaly, Nepal, NPL
-18.565472, 2040-2059, ccsm4, Mar Anomaly, Nepal, NPL
11.579577, 2040-2059, ccsm4, Apr Anomaly, Nepal, NPL
-9.323746, 2040-2059, ccsm4, May Anomaly, Nepal, NPL
21.107737, 2040-2059, ccsm4, Jun Anomaly, Nepal, NPL
63.193707, 2040-2059, ccsm4, Jul Anomaly, Nepal, NPL
42.1897, 2040-2059, ccsm4, Aug Anomaly, Nepal, NPL
59.309025, 2040-2059, ccsm4, Sep Anomaly, Nepal, NPL
-13.255443, 2040-2059, ccsm4, Oct Anomaly, Nepal, NPL
-11.62327, 2040-2059, ccsm4, Nov Anomaly, Nepal, NPL
-49.016087, 2040-2059, ccsm4, Dec Anomaly, Nepal, NPL
-10.663372, 2040-2059, cesm1_cam5, Jan Anomaly, Nepal, NPL
0.088407956, 2040-2059, cesm1_cam5, Feb Anomaly, Nepal, NPL
0.37023902, 2040-2059, cesm1_cam5, Mar Anomaly, Nepal, NPL
-7.307254, 2040-2059, cesm1_cam5, Apr Anomaly, Nepal, NPL
-13.175639, 2040-2059, cesm1_cam5, May Anomaly, Nepal, NPL
-23.397564, 2040-2059, cesm1_cam5, Jun Anomaly, Nepal, NPL
77.72588, 2040-2059, cesm1_cam5, Jul Anomaly, Nepal, NPL
69.24353, 2040-2059, cesm1_cam5, Aug Anomaly, Nepal, NPL
30.713629, 2040-2059, cesm1_cam5, Sep Anomaly, Nepal, NPL
7.7760706, 2040-2059, cesm1_cam5, Oct Anomaly, Nepal, NPL
3.3431067, 2040-2059, cesm1_cam5, Nov Anomaly, Nepal, NPL
-12.338436, 2040-2059, cesm1_cam5, Dec Anomaly, Nepal, NPL
-11.515187, 2040-2059, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
-10.2989235, 2040-2059, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
3.8107688, 2040-2059, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
-1.1644626, 2040-2059, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
6.27168, 2040-2059, csiro_mk3_6_0, May Anomaly, Nepal, NPL
-0.3858594, 2040-2059, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
30.131712, 2040-2059, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
58.76248, 2040-2059, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
54.718834, 2040-2059, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
11.240156, 2040-2059, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
-0.70760095, 2040-2059, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
-1.3212639, 2040-2059, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
-31.897182, 2040-2059, fio_esm, Jan Anomaly, Nepal, NPL
1.6964285, 2040-2059, fio_esm, Feb Anomaly, Nepal, NPL
7.039035, 2040-2059, fio_esm, Mar Anomaly, Nepal, NPL
2.388797, 2040-2059, fio_esm, Apr Anomaly, Nepal, NPL
0.29614216, 2040-2059, fio_esm, May Anomaly, Nepal, NPL
-36.434204, 2040-2059, fio_esm, Jun Anomaly, Nepal, NPL
-14.492174, 2040-2059, fio_esm, Jul Anomaly, Nepal, NPL
-12.049876, 2040-2059, fio_esm, Aug Anomaly, Nepal, NPL
-8.278112, 2040-2059, fio_esm, Sep Anomaly, Nepal, NPL
26.287569, 2040-2059, fio_esm, Oct Anomaly, Nepal, NPL
18.643988, 2040-2059, fio_esm, Nov Anomaly, Nepal, NPL
-5.5690274, 2040-2059, fio_esm, Dec Anomaly, Nepal, NPL
13.2442465, 2040-2059, gfdl_cm3, Jan Anomaly, Nepal, NPL
3.5687912, 2040-2059, gfdl_cm3, Feb Anomaly, Nepal, NPL
-1.801563, 2040-2059, gfdl_cm3, Mar Anomaly, Nepal, NPL
-6.4042563, 2040-2059, gfdl_cm3, Apr Anomaly, Nepal, NPL
-12.010943, 2040-2059, gfdl_cm3, May Anomaly, Nepal, NPL
-12.293356, 2040-2059, gfdl_cm3, Jun Anomaly, Nepal, NPL
-2.3506126, 2040-2059, gfdl_cm3, Jul Anomaly, Nepal, NPL
27.317139, 2040-2059, gfdl_cm3, Aug Anomaly, Nepal, NPL
7.8690295, 2040-2059, gfdl_cm3, Sep Anomaly, Nepal, NPL
-3.4265077, 2040-2059, gfdl_cm3, Oct Anomaly, Nepal, NPL
0.5733972, 2040-2059, gfdl_cm3, Nov Anomaly, Nepal, NPL
-14.409711, 2040-2059, gfdl_cm3, Dec Anomaly, Nepal, NPL
-13.664907, 2040-2059, gfdl_esm2m, Jan Anomaly, Nepal, NPL
-6.2992473, 2040-2059, gfdl_esm2m, Feb Anomaly, Nepal, NPL
4.5306163, 2040-2059, gfdl_esm2m, Mar Anomaly, Nepal, NPL
4.3023524, 2040-2059, gfdl_esm2m, Apr Anomaly, Nepal, NPL
1.6660084, 2040-2059, gfdl_esm2m, May Anomaly, Nepal, NPL
30.425505, 2040-2059, gfdl_esm2m, Jun Anomaly, Nepal, NPL
4.1352496, 2040-2059, gfdl_esm2m, Jul Anomaly, Nepal, NPL
3.1913757, 2040-2059, gfdl_esm2m, Aug Anomaly, Nepal, NPL
8.573737, 2040-2059, gfdl_esm2m, Sep Anomaly, Nepal, NPL
14.924096, 2040-2059, gfdl_esm2m, Oct Anomaly, Nepal, NPL
2.417463, 2040-2059, gfdl_esm2m, Nov Anomaly, Nepal, NPL
9.719675, 2040-2059, gfdl_esm2m, Dec Anomaly, Nepal, NPL
-0.1308791, 2040-2059, giss_e2_h, Jan Anomaly, Nepal, NPL
1.4440628, 2040-2059, giss_e2_h, Feb Anomaly, Nepal, NPL
-1.1721259, 2040-2059, giss_e2_h, Mar Anomaly, Nepal, NPL
1.6511722, 2040-2059, giss_e2_h, Apr Anomaly, Nepal, NPL
2.5045354, 2040-2059, giss_e2_h, May Anomaly, Nepal, NPL
1.1472079, 2040-2059, giss_e2_h, Jun Anomaly, Nepal, NPL
7.945022, 2040-2059, giss_e2_h, Jul Anomaly, Nepal, NPL
20.420853, 2040-2059, giss_e2_h, Aug Anomaly, Nepal, NPL
8.325841, 2040-2059, giss_e2_h, Sep Anomaly, Nepal, NPL
2.5845065, 2040-2059, giss_e2_h, Oct Anomaly, Nepal, NPL
2.52967, 2040-2059, giss_e2_h, Nov Anomaly, Nepal, NPL
-2.8429384, 2040-2059, giss_e2_h, Dec Anomaly, Nepal, NPL
