Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
13.796977, 2020-2039, bcc_csm1_1, Jan Anomaly, Nepal, NPL
2.046051, 2020-2039, bcc_csm1_1, Feb Anomaly, Nepal, NPL
9.238368, 2020-2039, bcc_csm1_1, Mar Anomaly, Nepal, NPL
-9.831044, 2020-2039, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.0614371, 2020-2039, bcc_csm1_1, May Anomaly, Nepal, NPL
19.742674, 2020-2039, bcc_csm1_1, Jun Anomaly, Nepal, NPL
10.486472, 2020-2039, bcc_csm1_1, Jul Anomaly, Nepal, NPL
20.605026, 2020-2039, bcc_csm1_1, Aug Anomaly, Nepal, NPL
18.369774, 2020-2039, bcc_csm1_1, Sep Anomaly, Nepal, NPL
-19.224617, 2020-2039, bcc_csm1_1, Oct Anomaly, Nepal, NPL
20.907534, 2020-2039, bcc_csm1_1, Nov Anomaly, Nepal, NPL
-2.8562407, 2020-2039, bcc_csm1_1, Dec Anomaly, Nepal, NPL
7.1107917, 2020-2039, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
0.43341556, 2020-2039, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.7829506, 2020-2039, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
-8.714064, 2020-2039, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
-5.446226, 2020-2039, bcc_csm1_1_m, May Anomaly, Nepal, NPL
7.5683274, 2020-2039, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
-18.01249, 2020-2039, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
16.86253, 2020-2039, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
30.330334, 2020-2039, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
18.296041, 2020-2039, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
-9.681765, 2020-2039, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
-29.447607, 2020-2039, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
3.4798448, 2020-2039, ccsm4, Jan Anomaly, Nepal, NPL
-8.321142, 2020-2039, ccsm4, Feb Anomaly, Nepal, NPL
-17.325426, 2020-2039, ccsm4, Mar Anomaly, Nepal, NPL
4.2917066, 2020-2039, ccsm4, Apr Anomaly, Nepal, NPL
16.236425, 2020-2039, ccsm4, May Anomaly, Nepal, NPL
83.841545, 2020-2039, ccsm4, Jun Anomaly, Nepal, NPL
-53.767776, 2020-2039, ccsm4, Jul Anomaly, Nepal, NPL
31.759287, 2020-2039, ccsm4, Aug Anomaly, Nepal, NPL
21.185097, 2020-2039, ccsm4, Sep Anomaly, Nepal, NPL
0.97426444, 2020-2039, ccsm4, Oct Anomaly, Nepal, NPL
12.946535, 2020-2039, ccsm4, Nov Anomaly, Nepal, NPL
-40.31812, 2020-2039, ccsm4, Dec Anomaly, Nepal, NPL
-5.4540906, 2020-2039, cesm1_cam5, Jan Anomaly, Nepal, NPL
8.417402, 2020-2039, cesm1_cam5, Feb Anomaly, Nepal, NPL
0.46246096, 2020-2039, cesm1_cam5, Mar Anomaly, Nepal, NPL
3.2469482, 2020-2039, cesm1_cam5, Apr Anomaly, Nepal, NPL
39.770214, 2020-2039, cesm1_cam5, May Anomaly, Nepal, NPL
45.6572, 2020-2039, cesm1_cam5, Jun Anomaly, Nepal, NPL
20.26591, 2020-2039, cesm1_cam5, Jul Anomaly, Nepal, NPL
43.569984, 2020-2039, cesm1_cam5, Aug Anomaly, Nepal, NPL
31.940239, 2020-2039, cesm1_cam5, Sep Anomaly, Nepal, NPL
27.071089, 2020-2039, cesm1_cam5, Oct Anomaly, Nepal, NPL
11.040328, 2020-2039, cesm1_cam5, Nov Anomaly, Nepal, NPL
1.3112582, 2020-2039, cesm1_cam5, Dec Anomaly, Nepal, NPL
3.3573508, 2020-2039, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
-9.502515, 2020-2039, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
6.77764, 2020-2039, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
0.097629465, 2020-2039, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
1.7794355, 2020-2039, csiro_mk3_6_0, May Anomaly, Nepal, NPL
-6.095293, 2020-2039, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
5.7342205, 2020-2039, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
6.212607, 2020-2039, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
66.81141, 2020-2039, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
-0.6804187, 2020-2039, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
3.6930337, 2020-2039, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
3.9510407, 2020-2039, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
-20.926397, 2020-2039, fio_esm, Jan Anomaly, Nepal, NPL
-3.9917579, 2020-2039, fio_esm, Feb Anomaly, Nepal, NPL
2.506715, 2020-2039, fio_esm, Mar Anomaly, Nepal, NPL
7.0211973, 2020-2039, fio_esm, Apr Anomaly, Nepal, NPL
3.046602, 2020-2039, fio_esm, May Anomaly, Nepal, NPL
-26.052406, 2020-2039, fio_esm, Jun Anomaly, Nepal, NPL
-13.6461115, 2020-2039, fio_esm, Jul Anomaly, Nepal, NPL
4.80144, 2020-2039, fio_esm, Aug Anomaly, Nepal, NPL
-15.071652, 2020-2039, fio_esm, Sep Anomaly, Nepal, NPL
12.908643, 2020-2039, fio_esm, Oct Anomaly, Nepal, NPL
6.515784, 2020-2039, fio_esm, Nov Anomaly, Nepal, NPL
2.815482, 2020-2039, fio_esm, Dec Anomaly, Nepal, NPL
25.714758, 2020-2039, gfdl_cm3, Jan Anomaly, Nepal, NPL
10.921393, 2020-2039, gfdl_cm3, Feb Anomaly, Nepal, NPL
1.3878151, 2020-2039, gfdl_cm3, Mar Anomaly, Nepal, NPL
-5.7445273, 2020-2039, gfdl_cm3, Apr Anomaly, Nepal, NPL
9.078243, 2020-2039, gfdl_cm3, May Anomaly, Nepal, NPL
-8.198637, 2020-2039, gfdl_cm3, Jun Anomaly, Nepal, NPL
0.6153363, 2020-2039, gfdl_cm3, Jul Anomaly, Nepal, NPL
-0.8623265, 2020-2039, gfdl_cm3, Aug Anomaly, Nepal, NPL
-39.14533, 2020-2039, gfdl_cm3, Sep Anomaly, Nepal, NPL
13.73066, 2020-2039, gfdl_cm3, Oct Anomaly, Nepal, NPL
-1.7509643, 2020-2039, gfdl_cm3, Nov Anomaly, Nepal, NPL
-26.9807, 2020-2039, gfdl_cm3, Dec Anomaly, Nepal, NPL
-4.8827977, 2020-2039, gfdl_esm2m, Jan Anomaly, Nepal, NPL
-10.673882, 2020-2039, gfdl_esm2m, Feb Anomaly, Nepal, NPL
-0.2273945, 2020-2039, gfdl_esm2m, Mar Anomaly, Nepal, NPL
-5.9635196, 2020-2039, gfdl_esm2m, Apr Anomaly, Nepal, NPL
2.7562463, 2020-2039, gfdl_esm2m, May Anomaly, Nepal, NPL
16.50721, 2020-2039, gfdl_esm2m, Jun Anomaly, Nepal, NPL
-5.251151, 2020-2039, gfdl_esm2m, Jul Anomaly, Nepal, NPL
31.742405, 2020-2039, gfdl_esm2m, Aug Anomaly, Nepal, NPL
44.74183, 2020-2039, gfdl_esm2m, Sep Anomaly, Nepal, NPL
33.98001, 2020-2039, gfdl_esm2m, Oct Anomaly, Nepal, NPL
-7.2696686, 2020-2039, gfdl_esm2m, Nov Anomaly, Nepal, NPL
7.70953, 2020-2039, gfdl_esm2m, Dec Anomaly, Nepal, NPL
-1.8748065, 2020-2039, giss_e2_h, Jan Anomaly, Nepal, NPL
6.4108973, 2020-2039, giss_e2_h, Feb Anomaly, Nepal, NPL
2.4730184, 2020-2039, giss_e2_h, Mar Anomaly, Nepal, NPL
1.8630059, 2020-2039, giss_e2_h, Apr Anomaly, Nepal, NPL
-1.1616889, 2020-2039, giss_e2_h, May Anomaly, Nepal, NPL
-1.7229098, 2020-2039, giss_e2_h, Jun Anomaly, Nepal, NPL
-2.5864625, 2020-2039, giss_e2_h, Jul Anomaly, Nepal, NPL
