Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
12.8085, 2020-2039, access1_0, Jan Anomaly, NPL
2.41729, 2020-2039, access1_0, Feb Anomaly, NPL
3.33169, 2020-2039, access1_0, Mar Anomaly, NPL
0.1275, 2020-2039, access1_0, Apr Anomaly, NPL
10.7022, 2020-2039, access1_0, May Anomaly, NPL
2.11692, 2020-2039, access1_0, Jun Anomaly, NPL
8.85886, 2020-2039, access1_0, Jul Anomaly, NPL
6.11619, 2020-2039, access1_0, Aug Anomaly, NPL
-5.88, 2020-2039, access1_0, Sep Anomaly, NPL
-3.507, 2020-2039, access1_0, Oct Anomaly, NPL
-8.052, 2020-2039, access1_0, Nov Anomaly, NPL
3.16724, 2020-2039, access1_0, Dec Anomaly, NPL
-2.1911, 2020-2039, access1_3, Jan Anomaly, NPL
-1.9508, 2020-2039, access1_3, Feb Anomaly, NPL
-7.2765, 2020-2039, access1_3, Mar Anomaly, NPL
-3.951, 2020-2039, access1_3, Apr Anomaly, NPL
5.79388, 2020-2039, access1_3, May Anomaly, NPL
10.977, 2020-2039, access1_3, Jun Anomaly, NPL
22.5117, 2020-2039, access1_3, Jul Anomaly, NPL
23.2241, 2020-2039, access1_3, Aug Anomaly, NPL
9.16633, 2020-2039, access1_3, Sep Anomaly, NPL
0.07694, 2020-2039, access1_3, Oct Anomaly, NPL
5.29765, 2020-2039, access1_3, Nov Anomaly, NPL
-6.2999, 2020-2039, access1_3, Dec Anomaly, NPL
-6.8829, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
-0.8372, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
4.10011, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-7.018, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
-4.6725, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
21.982, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
15.6291, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
10.6931, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
15.2225, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
8.19642, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
-9.7647, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-11.125, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
11.2406, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
-1.123, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
12.2318, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
-8.8181, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
-2.0902, 2020-2039, bcc_csm1_1, May Anomaly, NPL
17.9812, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
19.9457, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
7.51556, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
9.18519, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-14.167, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
9.4072, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
2.50992, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-4.0468, 2020-2039, bnu_esm, Jan Anomaly, NPL
1.96701, 2020-2039, bnu_esm, Feb Anomaly, NPL
3.13117, 2020-2039, bnu_esm, Mar Anomaly, NPL
-2.689, 2020-2039, bnu_esm, Apr Anomaly, NPL
4.57695, 2020-2039, bnu_esm, May Anomaly, NPL
-20.929, 2020-2039, bnu_esm, Jun Anomaly, NPL
18.6851, 2020-2039, bnu_esm, Jul Anomaly, NPL
9.21943, 2020-2039, bnu_esm, Aug Anomaly, NPL
20.2509, 2020-2039, bnu_esm, Sep Anomaly, NPL
8.11758, 2020-2039, bnu_esm, Oct Anomaly, NPL
-6.4409, 2020-2039, bnu_esm, Nov Anomaly, NPL
0.20524, 2020-2039, bnu_esm, Dec Anomaly, NPL
-5.8304, 2020-2039, canesm2, Jan Anomaly, NPL
-10.41, 2020-2039, canesm2, Feb Anomaly, NPL
2.29344, 2020-2039, canesm2, Mar Anomaly, NPL
10.2659, 2020-2039, canesm2, Apr Anomaly, NPL
-1.5026, 2020-2039, canesm2, May Anomaly, NPL
-5.1147, 2020-2039, canesm2, Jun Anomaly, NPL
37.7261, 2020-2039, canesm2, Jul Anomaly, NPL
24.972, 2020-2039, canesm2, Aug Anomaly, NPL
18.7609, 2020-2039, canesm2, Sep Anomaly, NPL
18.7303, 2020-2039, canesm2, Oct Anomaly, NPL
-6.8815, 2020-2039, canesm2, Nov Anomaly, NPL
2.57535, 2020-2039, canesm2, Dec Anomaly, NPL
2.05822, 2020-2039, ccsm4, Jan Anomaly, NPL
-12.412, 2020-2039, ccsm4, Feb Anomaly, NPL
-15.217, 2020-2039, ccsm4, Mar Anomaly, NPL
1.2996, 2020-2039, ccsm4, Apr Anomaly, NPL
9.03183, 2020-2039, ccsm4, May Anomaly, NPL
19.2252, 2020-2039, ccsm4, Jun Anomaly, NPL
-14.166, 2020-2039, ccsm4, Jul Anomaly, NPL
42.2873, 2020-2039, ccsm4, Aug Anomaly, NPL
12.9342, 2020-2039, ccsm4, Sep Anomaly, NPL
-4.8375, 2020-2039, ccsm4, Oct Anomaly, NPL
-1.3313, 2020-2039, ccsm4, Nov Anomaly, NPL
-23.549, 2020-2039, ccsm4, Dec Anomaly, NPL
6.62333, 2020-2039, cesm1_bgc, Jan Anomaly, NPL
2.53539, 2020-2039, cesm1_bgc, Feb Anomaly, NPL
-2.634, 2020-2039, cesm1_bgc, Mar Anomaly, NPL
-7.6264, 2020-2039, cesm1_bgc, Apr Anomaly, NPL
-17.777, 2020-2039, cesm1_bgc, May Anomaly, NPL
-49.366, 2020-2039, cesm1_bgc, Jun Anomaly, NPL
16.9084, 2020-2039, cesm1_bgc, Jul Anomaly, NPL
74.3194, 2020-2039, cesm1_bgc, Aug Anomaly, NPL
16.0079, 2020-2039, cesm1_bgc, Sep Anomaly, NPL
11.6625, 2020-2039, cesm1_bgc, Oct Anomaly, NPL
5.40698, 2020-2039, cesm1_bgc, Nov Anomaly, NPL
-18.434, 2020-2039, cesm1_bgc, Dec Anomaly, NPL
-16.007, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
10.2495, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
3.098, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
2.87068, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
15.0521, 2020-2039, cesm1_cam5, May Anomaly, NPL
32.3953, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
