Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
-3.3673, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
-8.695, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
3.76235, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
9.63295, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
3.02199, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
-4.8318, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
3.81651, 2060-2079, bcc_csm1_1, May Anomaly, NPL
22.0122, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
22.1403, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
30.378, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
31.6792, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
-4.0846, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
19.4871, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
16.0763, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
-0.5436, 2060-2079, bnu_esm, Jan Anomaly, NPL
-7.5833, 2060-2079, bnu_esm, Feb Anomaly, NPL
1.76206, 2060-2079, bnu_esm, Mar Anomaly, NPL
4.52966, 2060-2079, bnu_esm, Apr Anomaly, NPL
-4.2162, 2060-2079, bnu_esm, May Anomaly, NPL
2.8795, 2060-2079, bnu_esm, Jun Anomaly, NPL
37.0465, 2060-2079, bnu_esm, Jul Anomaly, NPL
26.5838, 2060-2079, bnu_esm, Aug Anomaly, NPL
40.4491, 2060-2079, bnu_esm, Sep Anomaly, NPL
10.7914, 2060-2079, bnu_esm, Oct Anomaly, NPL
0.40437, 2060-2079, bnu_esm, Nov Anomaly, NPL
12.4935, 2060-2079, bnu_esm, Dec Anomaly, NPL
3.8249, 2060-2079, canesm2, Jan Anomaly, NPL
-5.1978, 2060-2079, canesm2, Feb Anomaly, NPL
5.14319, 2060-2079, canesm2, Mar Anomaly, NPL
14.9262, 2060-2079, canesm2, Apr Anomaly, NPL
0.84531, 2060-2079, canesm2, May Anomaly, NPL
4.74128, 2060-2079, canesm2, Jun Anomaly, NPL
56.627, 2060-2079, canesm2, Jul Anomaly, NPL
48.7537, 2060-2079, canesm2, Aug Anomaly, NPL
16.3747, 2060-2079, canesm2, Sep Anomaly, NPL
14.1989, 2060-2079, canesm2, Oct Anomaly, NPL
-0.7076, 2060-2079, canesm2, Nov Anomaly, NPL
1.10025, 2060-2079, canesm2, Dec Anomaly, NPL
3.40118, 2060-2079, ccsm4, Jan Anomaly, NPL
-4.247, 2060-2079, ccsm4, Feb Anomaly, NPL
-12.249, 2060-2079, ccsm4, Mar Anomaly, NPL
-4.5649, 2060-2079, ccsm4, Apr Anomaly, NPL
0.54675, 2060-2079, ccsm4, May Anomaly, NPL
-16.513, 2060-2079, ccsm4, Jun Anomaly, NPL
26.1239, 2060-2079, ccsm4, Jul Anomaly, NPL
35.2282, 2060-2079, ccsm4, Aug Anomaly, NPL
45.6113, 2060-2079, ccsm4, Sep Anomaly, NPL
14.8346, 2060-2079, ccsm4, Oct Anomaly, NPL
-16.959, 2060-2079, ccsm4, Nov Anomaly, NPL
-44.155, 2060-2079, ccsm4, Dec Anomaly, NPL
0.63992, 2060-2079, cesm1_bgc, Jan Anomaly, NPL
-1.7731, 2060-2079, cesm1_bgc, Feb Anomaly, NPL
-4.9018, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
-6.6028, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
-6.5895, 2060-2079, cesm1_bgc, May Anomaly, NPL
-65.271, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
5.48736, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
66.9894, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
37.7089, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
16.5608, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
3.18914, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
-4.4544, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
-16.739, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
9.78093, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
3.82558, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
2.30996, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
-12.87, 2060-2079, cesm1_cam5, May Anomaly, NPL
-4.796, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
42.8051, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
90.7481, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
73.5458, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
34.6989, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
14.15, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-11.98, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
5.89913, 2060-2079, cmcc_cesm, Jan Anomaly, NPL
0.07594, 2060-2079, cmcc_cesm, Feb Anomaly, NPL
-4.1916, 2060-2079, cmcc_cesm, Mar Anomaly, NPL
-1.9121, 2060-2079, cmcc_cesm, Apr Anomaly, NPL
-2.7536, 2060-2079, cmcc_cesm, May Anomaly, NPL
-12.752, 2060-2079, cmcc_cesm, Jun Anomaly, NPL
0.61489, 2060-2079, cmcc_cesm, Jul Anomaly, NPL
-2.6786, 2060-2079, cmcc_cesm, Aug Anomaly, NPL
-1.1559, 2060-2079, cmcc_cesm, Sep Anomaly, NPL
0.34131, 2060-2079, cmcc_cesm, Oct Anomaly, NPL
-5.3826, 2060-2079, cmcc_cesm, Nov Anomaly, NPL
5.42737, 2060-2079, cmcc_cesm, Dec Anomaly, NPL
-15.281, 2060-2079, cmcc_cm, Jan Anomaly, NPL
-18.245, 2060-2079, cmcc_cm, Feb Anomaly, NPL
-7.5415, 2060-2079, cmcc_cm, Mar Anomaly, NPL
-13.7, 2060-2079, cmcc_cm, Apr Anomaly, NPL
5.62399, 2060-2079, cmcc_cm, May Anomaly, NPL
2.48889, 2060-2079, cmcc_cm, Jun Anomaly, NPL
44.7886, 2060-2079, cmcc_cm, Jul Anomaly, NPL
57.5021, 2060-2079, cmcc_cm, Aug Anomaly, NPL
93.8874, 2060-2079, cmcc_cm, Sep Anomaly, NPL
17.9896, 2060-2079, cmcc_cm, Oct Anomaly, NPL
4.78057, 2060-2079, cmcc_cm, Nov Anomaly, NPL
-22.743, 2060-2079, cmcc_cm, Dec Anomaly, NPL
-10.877, 2060-2079, cmcc_cms, Jan Anomaly, NPL
-5.742, 2060-2079, cmcc_cms, Feb Anomaly, NPL
-28.896, 2060-2079, cmcc_cms, Mar Anomaly, NPL
-9.2918, 2060-2079, cmcc_cms, Apr Anomaly, NPL
-10.08, 2060-2079, cmcc_cms, May Anomaly, NPL
2.65173, 2060-2079, cmcc_cms, Jun Anomaly, NPL
19.8767, 2060-2079, cmcc_cms, Jul Anomaly, NPL
14.0894, 2060-2079, cmcc_cms, Aug Anomaly, NPL
14.7987, 2060-2079, cmcc_cms, Sep Anomaly, NPL
-8.8885, 2060-2079, cmcc_cms, Oct Anomaly, NPL
-5.9603, 2060-2079, cmcc_cms, Nov Anomaly, NPL
-7.7462, 2060-2079, cmcc_cms, Dec Anomaly, NPL
-5.0386, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
4.31877, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-8.0451, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
5.09224, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
11.9946, 2060-2079, cnrm_cm5, May Anomaly, NPL
10.6885, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
5.05621, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
35.5631, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
5.59168, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
15.5147, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-9.1367, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-2.1562, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-5.3074, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-7.8675, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-7.2419, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-0.6184, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
0.00519, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
2.68221, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-3.784, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
9.84979, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
24.6296, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
17.1803, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
9.99372, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
-1.1654, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
2.54751, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
10.1871, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
6.11718, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
3.92701, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
0.98354, 2060-2079, gfdl_cm3, May Anomaly, NPL
16.7154, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
45.1484, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
52.3611, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
4.92622, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-16.081, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
-11.243, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-19.046, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
0.9495, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-0.782, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
-3.7013, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
2.78671, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-1.5686, 2060-2079, gfdl_esm2g, May Anomaly, NPL
0.79958, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
29.8987, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
64.6236, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
24.4389, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
-11.6, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
14.1455, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
0.78085, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
-4.657, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-2.5856, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
3.34666, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-1.834, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
0.39297, 2060-2079, gfdl_esm2m, May Anomaly, NPL
46.9891, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
22.3464, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
24.4404, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
56.9078, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-9.3376, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
5.33828, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
7.23221, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
5.40982, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
-2.8441, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
-3.7342, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
5.10833, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
24.3799, 2060-2079, hadgem2_ao, May Anomaly, NPL
39.9098, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
49.5785, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
25.4598, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
22.8689, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
4.7899, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-9.1416, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-6.1277, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
1.11845, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
0.0309, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
4.04787, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
-4.3193, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
15.762, 2060-2079, hadgem2_cc, May Anomaly, NPL
25.7042, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
36.1586, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
5.57297, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
20.9544, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
0.41205, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
-8.7853, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
-5.082, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
0.20546, 2060-2079, hadgem2_es, Jan Anomaly, NPL
-2.8275, 2060-2079, hadgem2_es, Feb Anomaly, NPL
0.29459, 2060-2079, hadgem2_es, Mar Anomaly, NPL
-2.6824, 2060-2079, hadgem2_es, Apr Anomaly, NPL
7.02301, 2060-2079, hadgem2_es, May Anomaly, NPL
20.5728, 2060-2079, hadgem2_es, Jun Anomaly, NPL
23.7609, 2060-2079, hadgem2_es, Jul Anomaly, NPL
13.6739, 2060-2079, hadgem2_es, Aug Anomaly, NPL
14.5743, 2060-2079, hadgem2_es, Sep Anomaly, NPL
10.937, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-4.3279, 2060-2079, hadgem2_es, Nov Anomaly, NPL
0.31833, 2060-2079, hadgem2_es, Dec Anomaly, NPL
-0.9568, 2060-2079, inmcm4, Jan Anomaly, NPL
0.04972, 2060-2079, inmcm4, Feb Anomaly, NPL
3.37531, 2060-2079, inmcm4, Mar Anomaly, NPL
6.79382, 2060-2079, inmcm4, Apr Anomaly, NPL
9.23216, 2060-2079, inmcm4, May Anomaly, NPL
14.1793, 2060-2079, inmcm4, Jun Anomaly, NPL
12.554, 2060-2079, inmcm4, Jul Anomaly, NPL
8.0193, 2060-2079, inmcm4, Aug Anomaly, NPL
5.03023, 2060-2079, inmcm4, Sep Anomaly, NPL
0.89055, 2060-2079, inmcm4, Oct Anomaly, NPL
-19.269, 2060-2079, inmcm4, Nov Anomaly, NPL
1.64844, 2060-2079, inmcm4, Dec Anomaly, NPL
-10.138, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
-12.142, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
-6.3707, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
-9.0807, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
1.31974, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
15.0804, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
29.7459, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
35.5084, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
33.7079, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
-3.2562, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
-9.4673, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
-17.394, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
-2.7006, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
-14.286, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
-5.1102, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
-10.091, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
12.494, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
44.2652, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
10.686, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
37.2275, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
24.2339, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
22.5261, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
-15.284, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
-2.0374, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
0.34523, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
-18.797, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
-8.1696, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
-12.467, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
1.70498, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
7.70053, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
6.19654, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
14.696, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
29.9769, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
12.5885, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
-18.91, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
-3.2145, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
-5.2633, 2060-2079, miroc5, Jan Anomaly, NPL
-0.5509, 2060-2079, miroc5, Feb Anomaly, NPL
2.0884, 2060-2079, miroc5, Mar Anomaly, NPL
15.8837, 2060-2079, miroc5, Apr Anomaly, NPL
22.3436, 2060-2079, miroc5, May Anomaly, NPL
40.091, 2060-2079, miroc5, Jun Anomaly, NPL
20.3721, 2060-2079, miroc5, Jul Anomaly, NPL
22.4787, 2060-2079, miroc5, Aug Anomaly, NPL
10.3758, 2060-2079, miroc5, Sep Anomaly, NPL
8.89956, 2060-2079, miroc5, Oct Anomaly, NPL
9.32382, 2060-2079, miroc5, Nov Anomaly, NPL
6.25859, 2060-2079, miroc5, Dec Anomaly, NPL
-11.978, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-13.26, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-12.102, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-8.0242, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
4.84906, 2060-2079, miroc_esm_chem, May Anomaly, NPL
16.3668, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
20.5964, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
41.6225, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
13.6767, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
-4.7741, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-13.521, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
6.27392, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
6.07838, 2060-2079, miroc_esm, Jan Anomaly, NPL
-11.67, 2060-2079, miroc_esm, Feb Anomaly, NPL
-3.3207, 2060-2079, miroc_esm, Mar Anomaly, NPL
7.63693, 2060-2079, miroc_esm, Apr Anomaly, NPL
-15.72, 2060-2079, miroc_esm, May Anomaly, NPL
23.5215, 2060-2079, miroc_esm, Jun Anomaly, NPL
36.4123, 2060-2079, miroc_esm, Jul Anomaly, NPL
14.2156, 2060-2079, miroc_esm, Aug Anomaly, NPL
23.6419, 2060-2079, miroc_esm, Sep Anomaly, NPL
-8.3868, 2060-2079, miroc_esm, Oct Anomaly, NPL
-22.419, 2060-2079, miroc_esm, Nov Anomaly, NPL
3.01646, 2060-2079, miroc_esm, Dec Anomaly, NPL
16.511, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-1.5755, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-8.2252, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-9.4546, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-4.7465, 2060-2079, mpi_esm_lr, May Anomaly, NPL
3.66749, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
13.1963, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
13.8841, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
6.84412, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
16.5271, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-0.6086, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
-15.024, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
2.90228, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
-4.6728, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-12.184, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
-3.6444, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
-9.4602, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-46.709, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-10.751, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-16.069, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
12.0282, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
11.8669, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
15.3034, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
8.89276, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
9.71767, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
10.2303, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-1.3458, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-0.6714, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
6.38036, 2060-2079, mri_cgcm3, May Anomaly, NPL
14.8167, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
32.2046, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
0.75589, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
24.7096, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-6.1091, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-7.8957, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-7.5378, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-4.2763, 2060-2079, mri_esm1, Jan Anomaly, NPL
-7.0313, 2060-2079, mri_esm1, Feb Anomaly, NPL
-1.794, 2060-2079, mri_esm1, Mar Anomaly, NPL
4.07406, 2060-2079, mri_esm1, Apr Anomaly, NPL
1.88139, 2060-2079, mri_esm1, May Anomaly, NPL
15.0164, 2060-2079, mri_esm1, Jun Anomaly, NPL
13.6488, 2060-2079, mri_esm1, Jul Anomaly, NPL
24.5637, 2060-2079, mri_esm1, Aug Anomaly, NPL
17.8921, 2060-2079, mri_esm1, Sep Anomaly, NPL
-3.0186, 2060-2079, mri_esm1, Oct Anomaly, NPL
2.04299, 2060-2079, mri_esm1, Nov Anomaly, NPL
8.82512, 2060-2079, mri_esm1, Dec Anomaly, NPL
11.5001, 2060-2079, noresm1_m, Jan Anomaly, NPL
-6.272, 2060-2079, noresm1_m, Feb Anomaly, NPL
-7.5305, 2060-2079, noresm1_m, Mar Anomaly, NPL
-8.7637, 2060-2079, noresm1_m, Apr Anomaly, NPL
4.41159, 2060-2079, noresm1_m, May Anomaly, NPL
-6.7809, 2060-2079, noresm1_m, Jun Anomaly, NPL
71.9186, 2060-2079, noresm1_m, Jul Anomaly, NPL
29.2774, 2060-2079, noresm1_m, Aug Anomaly, NPL
15.7487, 2060-2079, noresm1_m, Sep Anomaly, NPL
21.6486, 2060-2079, noresm1_m, Oct Anomaly, NPL
-21.188, 2060-2079, noresm1_m, Nov Anomaly, NPL
-6.6523, 2060-2079, noresm1_m, Dec Anomaly, NPL
-14.213, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-15.484, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-15.464, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-13.018, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-21.766, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-44.466, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-61.542, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-48.557, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-24.795, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-33.941, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-26.363, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-18.301, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.3234, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-3.0512, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-3.1846, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.9625, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-1.1785, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
9.88816, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
30.4818, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
23.9255, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
21.5117, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
6.39338, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-3.2798, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-3.3652, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
24.1584, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
