Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
-14.829, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
-4.7826, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
-1.1022, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-1.1658, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
6.54581, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
10.3711, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-2.6236, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
-8.0823, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
0.47352, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
5.23557, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
-6.8412, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
-7.5151, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
-8.6818, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
13.0083, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
7.72285, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
-6.2328, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
4.30035, 2040-2059, bcc_csm1_1, May Anomaly, NPL
17.155, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
20.2983, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
17.7037, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
17.0721, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
-6.4254, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
-0.0934, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
-0.1927, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
6.61724, 2040-2059, bnu_esm, Jan Anomaly, NPL
-4.5223, 2040-2059, bnu_esm, Feb Anomaly, NPL
3.28794, 2040-2059, bnu_esm, Mar Anomaly, NPL
1.36705, 2040-2059, bnu_esm, Apr Anomaly, NPL
2.78021, 2040-2059, bnu_esm, May Anomaly, NPL
-8.8151, 2040-2059, bnu_esm, Jun Anomaly, NPL
18.6905, 2040-2059, bnu_esm, Jul Anomaly, NPL
6.92673, 2040-2059, bnu_esm, Aug Anomaly, NPL
23.4907, 2040-2059, bnu_esm, Sep Anomaly, NPL
-1.1505, 2040-2059, bnu_esm, Oct Anomaly, NPL
-5.0413, 2040-2059, bnu_esm, Nov Anomaly, NPL
3.12923, 2040-2059, bnu_esm, Dec Anomaly, NPL
-1.6262, 2040-2059, canesm2, Jan Anomaly, NPL
1.64755, 2040-2059, canesm2, Feb Anomaly, NPL
-2.3608, 2040-2059, canesm2, Mar Anomaly, NPL
5.14044, 2040-2059, canesm2, Apr Anomaly, NPL
-0.7978, 2040-2059, canesm2, May Anomaly, NPL
3.67619, 2040-2059, canesm2, Jun Anomaly, NPL
47.2896, 2040-2059, canesm2, Jul Anomaly, NPL
33.8094, 2040-2059, canesm2, Aug Anomaly, NPL
18.141, 2040-2059, canesm2, Sep Anomaly, NPL
10.8182, 2040-2059, canesm2, Oct Anomaly, NPL
-9.4301, 2040-2059, canesm2, Nov Anomaly, NPL
2.18795, 2040-2059, canesm2, Dec Anomaly, NPL
12.6961, 2040-2059, ccsm4, Jan Anomaly, NPL
-16.238, 2040-2059, ccsm4, Feb Anomaly, NPL
-16.263, 2040-2059, ccsm4, Mar Anomaly, NPL
0.1111, 2040-2059, ccsm4, Apr Anomaly, NPL
24.1057, 2040-2059, ccsm4, May Anomaly, NPL
1.11347, 2040-2059, ccsm4, Jun Anomaly, NPL
19.8428, 2040-2059, ccsm4, Jul Anomaly, NPL
56.2996, 2040-2059, ccsm4, Aug Anomaly, NPL
18.0214, 2040-2059, ccsm4, Sep Anomaly, NPL
7.806, 2040-2059, ccsm4, Oct Anomaly, NPL
-12.674, 2040-2059, ccsm4, Nov Anomaly, NPL
-38.967, 2040-2059, ccsm4, Dec Anomaly, NPL
-15.586, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
11.7785, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
5.99136, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
2.90553, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
1.12086, 2040-2059, cesm1_cam5, May Anomaly, NPL
29.9403, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
15.5356, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
31.2177, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
26.7386, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
34.223, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
13.4927, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
2.82501, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-4.0392, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-4.7956, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-8.285, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
3.32623, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
5.10214, 2040-2059, cnrm_cm5, May Anomaly, NPL
11.0289, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
-28.89, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
17.8669, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
14.9855, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
5.54826, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-0.3312, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-2.095, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-4.0574, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-10.008, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-2.8063, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-1.435, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
2.809, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-0.3566, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
-3.7135, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
3.88911, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
13.3945, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
2.21938, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
3.45459, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-5.4309, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
7.98917, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
17.1037, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
3.37114, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-4.1714, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-6.6492, 2040-2059, gfdl_cm3, May Anomaly, NPL
3.92985, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
