Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
-4.9288, 2080-2099, access1_0, Jan Anomaly, NPL
-6.8564, 2080-2099, access1_0, Feb Anomaly, NPL
-5.3904, 2080-2099, access1_0, Mar Anomaly, NPL
8.02244, 2080-2099, access1_0, Apr Anomaly, NPL
15.1308, 2080-2099, access1_0, May Anomaly, NPL
26.6558, 2080-2099, access1_0, Jun Anomaly, NPL
58.9329, 2080-2099, access1_0, Jul Anomaly, NPL
25.7593, 2080-2099, access1_0, Aug Anomaly, NPL
19.9403, 2080-2099, access1_0, Sep Anomaly, NPL
0.85461, 2080-2099, access1_0, Oct Anomaly, NPL
-9.4941, 2080-2099, access1_0, Nov Anomaly, NPL
-9.3652, 2080-2099, access1_0, Dec Anomaly, NPL
-12.446, 2080-2099, access1_3, Jan Anomaly, NPL
-7.2944, 2080-2099, access1_3, Feb Anomaly, NPL
-10.645, 2080-2099, access1_3, Mar Anomaly, NPL
5.00014, 2080-2099, access1_3, Apr Anomaly, NPL
2.23418, 2080-2099, access1_3, May Anomaly, NPL
52.5688, 2080-2099, access1_3, Jun Anomaly, NPL
78.096, 2080-2099, access1_3, Jul Anomaly, NPL
65.949, 2080-2099, access1_3, Aug Anomaly, NPL
46.145, 2080-2099, access1_3, Sep Anomaly, NPL
4.11681, 2080-2099, access1_3, Oct Anomaly, NPL
-2.662, 2080-2099, access1_3, Nov Anomaly, NPL
-4.9855, 2080-2099, access1_3, Dec Anomaly, NPL
1.24334, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
-1.0238, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
-2.3549, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
-11.378, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
26.1089, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
10.6915, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
18.6864, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
27.5461, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
21.8711, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
-3.3477, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
1.06127, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-11.839, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
5.63796, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
13.3365, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
10.3349, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
1.2335, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
6.09168, 2080-2099, bcc_csm1_1, May Anomaly, NPL
18.0799, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
61.7548, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
36.226, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
30.2189, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
-4.0114, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
5.20899, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
21.1574, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
-15.384, 2080-2099, bnu_esm, Jan Anomaly, NPL
-7.2102, 2080-2099, bnu_esm, Feb Anomaly, NPL
-0.3397, 2080-2099, bnu_esm, Mar Anomaly, NPL
-2.6557, 2080-2099, bnu_esm, Apr Anomaly, NPL
6.96231, 2080-2099, bnu_esm, May Anomaly, NPL
10.4151, 2080-2099, bnu_esm, Jun Anomaly, NPL
39.0276, 2080-2099, bnu_esm, Jul Anomaly, NPL
24.3153, 2080-2099, bnu_esm, Aug Anomaly, NPL
54.9773, 2080-2099, bnu_esm, Sep Anomaly, NPL
9.67971, 2080-2099, bnu_esm, Oct Anomaly, NPL
-3.3209, 2080-2099, bnu_esm, Nov Anomaly, NPL
-5.5555, 2080-2099, bnu_esm, Dec Anomaly, NPL
-1.7789, 2080-2099, canesm2, Jan Anomaly, NPL
2.78749, 2080-2099, canesm2, Feb Anomaly, NPL
7.71391, 2080-2099, canesm2, Mar Anomaly, NPL
8.8881, 2080-2099, canesm2, Apr Anomaly, NPL
4.44353, 2080-2099, canesm2, May Anomaly, NPL
5.91081, 2080-2099, canesm2, Jun Anomaly, NPL
77.1155, 2080-2099, canesm2, Jul Anomaly, NPL
64.3568, 2080-2099, canesm2, Aug Anomaly, NPL
25.238, 2080-2099, canesm2, Sep Anomaly, NPL
13.4006, 2080-2099, canesm2, Oct Anomaly, NPL
-1.2046, 2080-2099, canesm2, Nov Anomaly, NPL
-1.173, 2080-2099, canesm2, Dec Anomaly, NPL
7.80226, 2080-2099, ccsm4, Jan Anomaly, NPL
-6.794, 2080-2099, ccsm4, Feb Anomaly, NPL
-12.599, 2080-2099, ccsm4, Mar Anomaly, NPL
-0.9434, 2080-2099, ccsm4, Apr Anomaly, NPL
1.21344, 2080-2099, ccsm4, May Anomaly, NPL
-2.38, 2080-2099, ccsm4, Jun Anomaly, NPL
60.3377, 2080-2099, ccsm4, Jul Anomaly, NPL
83.6742, 2080-2099, ccsm4, Aug Anomaly, NPL
48.2893, 2080-2099, ccsm4, Sep Anomaly, NPL
24.7319, 2080-2099, ccsm4, Oct Anomaly, NPL
-13.794, 2080-2099, ccsm4, Nov Anomaly, NPL
-26.826, 2080-2099, ccsm4, Dec Anomaly, NPL
-5.3335, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
0.69494, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
-0.0318, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
-2.4762, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
-8.0219, 2080-2099, cesm1_bgc, May Anomaly, NPL
-31.509, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
51.538, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
80.1401, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
43.1232, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
34.4302, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
-6.7332, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
-11.166, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
-26.932, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
0.8255, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
3.30968, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
5.05551, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
-1.1948, 2080-2099, cesm1_cam5, May Anomaly, NPL
21.8561, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
80.3796, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
99.7174, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
123.911, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
