Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
-6.0148, 2020-2039, access1_0, Jan Anomaly, NPL
-5.3194, 2020-2039, access1_0, Feb Anomaly, NPL
1.02869, 2020-2039, access1_0, Mar Anomaly, NPL
1.96909, 2020-2039, access1_0, Apr Anomaly, NPL
5.58479, 2020-2039, access1_0, May Anomaly, NPL
-6.7067, 2020-2039, access1_0, Jun Anomaly, NPL
22.3332, 2020-2039, access1_0, Jul Anomaly, NPL
9.96449, 2020-2039, access1_0, Aug Anomaly, NPL
2.69484, 2020-2039, access1_0, Sep Anomaly, NPL
-4.5702, 2020-2039, access1_0, Oct Anomaly, NPL
-8.0012, 2020-2039, access1_0, Nov Anomaly, NPL
-1.7691, 2020-2039, access1_0, Dec Anomaly, NPL
-11.128, 2020-2039, access1_3, Jan Anomaly, NPL
-3.0603, 2020-2039, access1_3, Feb Anomaly, NPL
-3.4238, 2020-2039, access1_3, Mar Anomaly, NPL
3.17746, 2020-2039, access1_3, Apr Anomaly, NPL
11.8522, 2020-2039, access1_3, May Anomaly, NPL
6.67527, 2020-2039, access1_3, Jun Anomaly, NPL
7.8641, 2020-2039, access1_3, Jul Anomaly, NPL
14.9557, 2020-2039, access1_3, Aug Anomaly, NPL
0.986, 2020-2039, access1_3, Sep Anomaly, NPL
0.06963, 2020-2039, access1_3, Oct Anomaly, NPL
-0.2413, 2020-2039, access1_3, Nov Anomaly, NPL
-5.0125, 2020-2039, access1_3, Dec Anomaly, NPL
-9.2333, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
-8.0927, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
1.67822, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-6.3676, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
-2.5987, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
11.1863, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
-3.7182, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-6.1944, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
13.3426, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
1.37895, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
13.674, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-17.24, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
1.47489, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
-3.9844, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
9.05077, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
-4.421, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
1.53764, 2020-2039, bcc_csm1_1, May Anomaly, NPL
16.889, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
-8.4783, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
15.8137, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
23.3694, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-1.6137, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
17.0624, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
4.58104, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-4.8938, 2020-2039, bnu_esm, Jan Anomaly, NPL
-9.295, 2020-2039, bnu_esm, Feb Anomaly, NPL
0.03052, 2020-2039, bnu_esm, Mar Anomaly, NPL
9.65226, 2020-2039, bnu_esm, Apr Anomaly, NPL
5.12709, 2020-2039, bnu_esm, May Anomaly, NPL
-5.0737, 2020-2039, bnu_esm, Jun Anomaly, NPL
20.2843, 2020-2039, bnu_esm, Jul Anomaly, NPL
7.98313, 2020-2039, bnu_esm, Aug Anomaly, NPL
28.8438, 2020-2039, bnu_esm, Sep Anomaly, NPL
7.14335, 2020-2039, bnu_esm, Oct Anomaly, NPL
3.97248, 2020-2039, bnu_esm, Nov Anomaly, NPL
5.91121, 2020-2039, bnu_esm, Dec Anomaly, NPL
1.15673, 2020-2039, canesm2, Jan Anomaly, NPL
-5.1872, 2020-2039, canesm2, Feb Anomaly, NPL
0.09404, 2020-2039, canesm2, Mar Anomaly, NPL
5.09472, 2020-2039, canesm2, Apr Anomaly, NPL
-0.8897, 2020-2039, canesm2, May Anomaly, NPL
-3.0891, 2020-2039, canesm2, Jun Anomaly, NPL
14.8167, 2020-2039, canesm2, Jul Anomaly, NPL
17.8112, 2020-2039, canesm2, Aug Anomaly, NPL
6.72012, 2020-2039, canesm2, Sep Anomaly, NPL
11.4803, 2020-2039, canesm2, Oct Anomaly, NPL
-6.7778, 2020-2039, canesm2, Nov Anomaly, NPL
5.72158, 2020-2039, canesm2, Dec Anomaly, NPL
12.0219, 2020-2039, ccsm4, Jan Anomaly, NPL
-4.0709, 2020-2039, ccsm4, Feb Anomaly, NPL
-8.2081, 2020-2039, ccsm4, Mar Anomaly, NPL
2.65726, 2020-2039, ccsm4, Apr Anomaly, NPL
14.7535, 2020-2039, ccsm4, May Anomaly, NPL
19.0247, 2020-2039, ccsm4, Jun Anomaly, NPL
-5.8806, 2020-2039, ccsm4, Jul Anomaly, NPL
44.9273, 2020-2039, ccsm4, Aug Anomaly, NPL
18.788, 2020-2039, ccsm4, Sep Anomaly, NPL
3.40411, 2020-2039, ccsm4, Oct Anomaly, NPL
0.12933, 2020-2039, ccsm4, Nov Anomaly, NPL
-24.297, 2020-2039, ccsm4, Dec Anomaly, NPL
19.4885, 2020-2039, cesm1_bgc, Jan Anomaly, NPL
1.36147, 2020-2039, cesm1_bgc, Feb Anomaly, NPL
1.26225, 2020-2039, cesm1_bgc, Mar Anomaly, NPL
-4.7349, 2020-2039, cesm1_bgc, Apr Anomaly, NPL
-1.4351, 2020-2039, cesm1_bgc, May Anomaly, NPL
-27.768, 2020-2039, cesm1_bgc, Jun Anomaly, NPL
17.1446, 2020-2039, cesm1_bgc, Jul Anomaly, NPL
32.1583, 2020-2039, cesm1_bgc, Aug Anomaly, NPL
-3.1024, 2020-2039, cesm1_bgc, Sep Anomaly, NPL
14.2483, 2020-2039, cesm1_bgc, Oct Anomaly, NPL
-0.6073, 2020-2039, cesm1_bgc, Nov Anomaly, NPL
-15.612, 2020-2039, cesm1_bgc, Dec Anomaly, NPL
-22.107, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
9.68947, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
6.32011, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
8.41039, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-1.4317, 2020-2039, cesm1_cam5, May Anomaly, NPL
3.39758, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
10.2226, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
34.2357, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
-10.743, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
12.4355, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
8.56635, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-2.9303, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-14.595, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-2.1429, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
-5.9241, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
-1.8534, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
5.61831, 2020-2039, cnrm_cm5, May Anomaly, NPL
-1.2867, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
-15.531, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
-4.9952, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
5.60572, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-3.1177, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-13.189, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-11.026, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-3.542, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-9.2886, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-10.879, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-2.0773, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
3.05845, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-6.1507, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
-5.7602, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
1.60016, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
18.8019, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
5.17322, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-2.4803, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-4.1382, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
1.16786, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
-4.0794, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
4.32626, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
-2.1243, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-3.4902, 2020-2039, gfdl_cm3, May Anomaly, NPL
5.06487, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
4.05652, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
12.1084, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
-21.229, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-27.901, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
12.5723, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-11.727, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
-0.299, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
3.49088, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
3.24099, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-1.8388, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
-7.0248, 2020-2039, gfdl_esm2g, May Anomaly, NPL
12.8901, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
24.2903, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
41.1007, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-3.594, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-10.346, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
5.35332, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
0.0808, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
0.09368, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.4349, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
18.6482, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-4.4728, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
2.02653, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-10.698, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
12.2128, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-7.5038, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
12.6964, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
0.77958, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
3.03217, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
5.17311, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.2254, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-8.3041, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-3.723, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
1.19617, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
10.59, 2020-2039, hadgem2_ao, May Anomaly, NPL
3.15906, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
5.12559, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
1.9939, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
7.38124, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
3.83748, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-8.3759, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
2.17337, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
0.63575, 2020-2039, hadgem2_cc, Jan Anomaly, NPL
-10.901, 2020-2039, hadgem2_cc, Feb Anomaly, NPL
0.29305, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
-1.0064, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
-0.9179, 2020-2039, hadgem2_cc, May Anomaly, NPL
4.39183, 2020-2039, hadgem2_cc, Jun Anomaly, NPL
9.92709, 2020-2039, hadgem2_cc, Jul Anomaly, NPL
-12.493, 2020-2039, hadgem2_cc, Aug Anomaly, NPL
0.37653, 2020-2039, hadgem2_cc, Sep Anomaly, NPL
-2.5518, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
-3.4842, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
-4.6458, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
3.31289, 2020-2039, inmcm4, Jan Anomaly, NPL
-5.574, 2020-2039, inmcm4, Feb Anomaly, NPL
-0.77, 2020-2039, inmcm4, Mar Anomaly, NPL
-0.4462, 2020-2039, inmcm4, Apr Anomaly, NPL
2.63925, 2020-2039, inmcm4, May Anomaly, NPL
0.58215, 2020-2039, inmcm4, Jun Anomaly, NPL
5.2767, 2020-2039, inmcm4, Jul Anomaly, NPL
2.83338, 2020-2039, inmcm4, Aug Anomaly, NPL
-1.2643, 2020-2039, inmcm4, Sep Anomaly, NPL
2.61089, 2020-2039, inmcm4, Oct Anomaly, NPL
2.34215, 2020-2039, inmcm4, Nov Anomaly, NPL
12.0816, 2020-2039, inmcm4, Dec Anomaly, NPL
-8.7342, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-13.141, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-18.842, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-9.8076, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.5862, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
2.9566, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
3.77418, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
2.53363, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
0.73675, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
-5.1792, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
-15.866, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
-1.9199, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-9.4574, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-12.153, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
0.79526, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
-3.7091, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
4.85576, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
6.90069, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
-6.6464, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
19.805, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
7.12943, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
6.35731, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
-9.4341, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
-6.0201, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-20.85, 2020-2039, ipsl_cm5b_lr, Jan Anomaly, NPL
-8.3689, 2020-2039, ipsl_cm5b_lr, Feb Anomaly, NPL
5.31373, 2020-2039, ipsl_cm5b_lr, Mar Anomaly, NPL
-13.142, 2020-2039, ipsl_cm5b_lr, Apr Anomaly, NPL
-6.3907, 2020-2039, ipsl_cm5b_lr, May Anomaly, NPL
-3.7652, 2020-2039, ipsl_cm5b_lr, Jun Anomaly, NPL
-0.4118, 2020-2039, ipsl_cm5b_lr, Jul Anomaly, NPL
1.98344, 2020-2039, ipsl_cm5b_lr, Aug Anomaly, NPL
-3.3961, 2020-2039, ipsl_cm5b_lr, Sep Anomaly, NPL
7.15695, 2020-2039, ipsl_cm5b_lr, Oct Anomaly, NPL
15.3307, 2020-2039, ipsl_cm5b_lr, Nov Anomaly, NPL
22.3591, 2020-2039, ipsl_cm5b_lr, Dec Anomaly, NPL
-5.5576, 2020-2039, miroc5, Jan Anomaly, NPL
-0.1992, 2020-2039, miroc5, Feb Anomaly, NPL
1.343, 2020-2039, miroc5, Mar Anomaly, NPL
-3.3646, 2020-2039, miroc5, Apr Anomaly, NPL
-6.1372, 2020-2039, miroc5, May Anomaly, NPL
20.2432, 2020-2039, miroc5, Jun Anomaly, NPL
8.47806, 2020-2039, miroc5, Jul Anomaly, NPL
25.4215, 2020-2039, miroc5, Aug Anomaly, NPL
15.2102, 2020-2039, miroc5, Sep Anomaly, NPL
20.1113, 2020-2039, miroc5, Oct Anomaly, NPL
