FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f98,40665,3,3,30,1960,14.07,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f96,40666,3,3,30,1960,8.89,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f95,40667,3,3,30,1960,-1.4,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f94,40668,3,3,30,1960,0.8,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f92,40669,3,3,30,1960,-2.98,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f91,40670,3,3,30,1960,-9.27,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f90,40671,3,3,30,1960,-7.05,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f8f,40672,3,3,30,1960,-6.54,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f8e,40673,3,3,30,1960,-6.42,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f8d,40674,3,3,30,1960,-8.61,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f8b,40675,3,3,30,1960,-8.41,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f8a,40676,3,3,30,1960,-8.49,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f89,40677,3,3,30,1960,-5.39,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f88,40678,3,3,30,1960,-6.39,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f87,40679,3,3,30,1960,-10.57,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f86,40680,3,3,30,1960,-9.56,POINT (9768285.317109756 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f84,41295,3,3,30,1960,22.55,POINT (8933389.136160204 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f83,41296,3,3,30,1960,21.54,POINT (8989048.88155684 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f82,41297,3,3,30,1960,19.98,POINT (9044708.626953477 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f81,41298,3,3,30,1960,15.19,POINT (9100368.372350115 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f80,41299,3,3,30,1960,12.31,POINT (9156028.117746752 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f7f,41300,3,3,30,1960,5.83,POINT (9211687.863143386 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f7e,41301,3,3,30,1960,-5.36,POINT (9267347.608540025 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f7c,41302,3,3,30,1960,-5.14,POINT (9323007.353936663 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f7b,41303,3,3,30,1960,-8.24,POINT (9378667.099333297 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f7a,41304,3,3,30,1960,-11.53,POINT (9434326.844729934 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f79,41305,3,3,30,1960,-11.51,POINT (9489986.590126572 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f78,41306,3,3,30,1960,-8.5,POINT (9545646.335523209 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f77,41307,3,3,30,1960,-10.21,POINT (9601306.080919845 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f75,41308,3,3,30,1960,-9.69,POINT (9656965.826316481 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f74,41309,3,3,30,1960,-8.99,POINT (9712625.57171312 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f73,41310,3,3,30,1960,-5.95,POINT (9768285.317109756 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f72,40335,3,3,30,1960,-0.56,POINT (8933389.136160204 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f71,40336,3,3,30,1960,-5.84,POINT (8989048.88155684 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f70,40337,3,3,30,1960,-9.22,POINT (9044708.626953477 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f6f,40338,3,3,30,1960,-6.52,POINT (9100368.372350115 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f6d,40339,3,3,30,1960,-8.11,POINT (9156028.117746752 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f6c,40340,3,3,30,1960,-6.7,POINT (9211687.863143386 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f6b,40341,3,3,30,1960,-6.39,POINT (9267347.608540025 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a38322e0b_-f6a,40342,3,3,30,1960,-8.38,POINT (9323007.353936663 3535725.659799159)
