FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7421,40665,6,6,30,1960,23.03,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7420,40666,6,6,30,1960,18.12,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-741f,40667,6,6,30,1960,9.4,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-741e,40668,6,6,30,1960,11.6,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-741d,40669,6,6,30,1960,8.4,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-741c,40670,6,6,30,1960,2.79,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-741b,40671,6,6,30,1960,5.08,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-741a,40672,6,6,30,1960,5.78,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7419,40673,6,6,30,1960,6.18,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7418,40674,6,6,30,1960,4.38,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7417,40675,6,6,30,1960,4.9,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7416,40676,6,6,30,1960,5.23,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7415,40677,6,6,30,1960,8.52,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7414,40678,6,6,30,1960,7.83,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7413,40679,6,6,30,1960,3.73,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7412,40680,6,6,30,1960,4.53,POINT (9768285.317109756 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7411,41295,6,6,30,1960,32.12,POINT (8933389.136160204 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7410,41296,6,6,30,1960,30.74,POINT (8989048.88155684 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-740f,41297,6,6,30,1960,28.82,POINT (9044708.626953477 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-740e,41298,6,6,30,1960,23.72,POINT (9100368.372350115 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-740d,41299,6,6,30,1960,20.82,POINT (9156028.117746752 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-740c,41300,6,6,30,1960,15.21,POINT (9211687.863143386 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-740b,41301,6,6,30,1960,5.59,POINT (9267347.608540025 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-740a,41302,6,6,30,1960,6.09,POINT (9323007.353936663 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7409,41303,6,6,30,1960,3.58,POINT (9378667.099333297 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7408,41304,6,6,30,1960,0.57,POINT (9434326.844729934 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7407,41305,6,6,30,1960,0.99,POINT (9489986.590126572 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7406,41306,6,6,30,1960,4.4,POINT (9545646.335523209 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7405,41307,6,6,30,1960,3.09,POINT (9601306.080919845 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7404,41308,6,6,30,1960,3.87,POINT (9656965.826316481 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7403,41309,6,6,30,1960,4.58,POINT (9712625.57171312 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7402,41310,6,6,30,1960,7.6,POINT (9768285.317109756 3343864.953833735)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7401,40335,6,6,30,1960,10.38,POINT (8933389.136160204 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7400,40336,6,6,30,1960,5.87,POINT (8989048.88155684 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73ff,40337,6,6,30,1960,2.87,POINT (9044708.626953477 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73fe,40338,6,6,30,1960,5.57,POINT (9100368.372350115 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73fd,40339,6,6,30,1960,4.26,POINT (9156028.117746752 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73fc,40340,6,6,30,1960,5.75,POINT (9211687.863143386 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73fb,40341,6,6,30,1960,6.14,POINT (9267347.608540025 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73fa,40342,6,6,30,1960,4.54,POINT (9323007.353936663 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f9,40343,6,6,30,1960,2.75,POINT (9378667.099333297 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f8,40344,6,6,30,1960,2.96,POINT (9434326.844729934 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f7,40345,6,6,30,1960,2.59,POINT (9489986.590126572 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f6,40346,6,6,30,1960,3.8,POINT (9545646.335523209 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f5,40347,6,6,30,1960,5.4,POINT (9601306.080919845 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f4,40348,6,6,30,1960,5.91,POINT (9656965.826316481 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f3,40349,6,6,30,1960,5.13,POINT (9712625.57171312 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f2,40350,6,6,30,1960,3.93,POINT (9768285.317109756 3535725.659799159)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f1,42530,6,6,30,1960,33.83,POINT (8933389.136160204 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73f0,42531,6,6,30,1960,33.46,POINT (8989048.88155684 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73ef,42532,6,6,30,1960,33.29,POINT (9044708.626953477 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73ee,42533,6,6,30,1960,33.28,POINT (9100368.372350115 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73ed,42534,6,6,30,1960,32.99,POINT (9156028.117746752 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73ec,42535,6,6,30,1960,32.58,POINT (9211687.863143386 3092272.122885534)
temp_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-73eb,42536,6,6,30,1960,32.09,POINT (9267347.608540025 3092272.122885534)
