FID,id_punto,mes,mes_etiqueta,n_period,period,temp_max_normal,geom
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7321,40665,6,6,30,1960,28.42,POINT (8933389.136160204 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7320,40666,6,6,30,1960,23.72,POINT (8989048.88155684 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-731f,40667,6,6,30,1960,15.58,POINT (9044708.626953477 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-731e,40668,6,6,30,1960,17.81,POINT (9100368.372350115 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-731d,40669,6,6,30,1960,14.91,POINT (9156028.117746752 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-731c,40670,6,6,30,1960,9.59,POINT (9211687.863143386 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-731b,40671,6,6,30,1960,11.89,POINT (9267347.608540025 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-731a,40672,6,6,30,1960,12.69,POINT (9323007.353936663 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7319,40673,6,6,30,1960,13.24,POINT (9378667.099333297 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7318,40674,6,6,30,1960,11.52,POINT (9434326.844729934 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7317,40675,6,6,30,1960,12.14,POINT (9489986.590126572 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7316,40676,6,6,30,1960,12.52,POINT (9545646.335523209 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7315,40677,6,6,30,1960,15.92,POINT (9601306.080919845 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7314,40678,6,6,30,1960,15.23,POINT (9656965.826316481 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7313,40679,6,6,30,1960,10.95,POINT (9712625.57171312 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7312,40680,6,6,30,1960,11.65,POINT (9768285.317109756 3471454.9819268296)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7311,41295,6,6,30,1960,38.02,POINT (8933389.136160204 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7310,41296,6,6,30,1960,36.53,POINT (8989048.88155684 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-730f,41297,6,6,30,1960,34.52,POINT (9044708.626953477 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-730e,41298,6,6,30,1960,29.35,POINT (9100368.372350115 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-730d,41299,6,6,30,1960,26.53,POINT (9156028.117746752 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-730c,41300,6,6,30,1960,21.22,POINT (9211687.863143386 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-730b,41301,6,6,30,1960,12.11,POINT (9267347.608540025 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-730a,41302,6,6,30,1960,12.71,POINT (9323007.353936663 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7309,41303,6,6,30,1960,10.35,POINT (9378667.099333297 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7308,41304,6,6,30,1960,7.45,POINT (9434326.844729934 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7307,41305,6,6,30,1960,7.98,POINT (9489986.590126572 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7306,41306,6,6,30,1960,11.5,POINT (9545646.335523209 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7305,41307,6,6,30,1960,10.27,POINT (9601306.080919845 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7304,41308,6,6,30,1960,11.06,POINT (9656965.826316481 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7303,41309,6,6,30,1960,11.76,POINT (9712625.57171312 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7302,41310,6,6,30,1960,14.72,POINT (9768285.317109756 3343864.953833735)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7301,40335,6,6,30,1960,16.37,POINT (8933389.136160204 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-7300,40336,6,6,30,1960,12.35,POINT (8989048.88155684 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72ff,40337,6,6,30,1960,9.46,POINT (9044708.626953477 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72fe,40338,6,6,30,1960,12.26,POINT (9100368.372350115 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72fd,40339,6,6,30,1960,11.08,POINT (9156028.117746752 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72fc,40340,6,6,30,1960,12.57,POINT (9211687.863143386 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72fb,40341,6,6,30,1960,13.08,POINT (9267347.608540025 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72fa,40342,6,6,30,1960,11.58,POINT (9323007.353936663 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72f9,40343,6,6,30,1960,9.9,POINT (9378667.099333297 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72f8,40344,6,6,30,1960,10.18,POINT (9434326.844729934 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72f7,40345,6,6,30,1960,9.86,POINT (9489986.590126572 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72f6,40346,6,6,30,1960,11.15,POINT (9545646.335523209 3535725.659799159)
temp_max_normales_espacial_p.fid--5ff12b53_17a3881fa7e_-72f5,40347,6,6,30,1960,12.76,POINT (9601306.080919845 3535725.659799159)
