Number of Summer Days (Tmax > 25°C) - (Days), Year, Model, Statistics, ISO3
2.09143, 2040-2059, ccsm4, Dec Anomaly, NPL
0.7458, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
1.51222, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
3.17403, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
2.02579, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
1.15374, 2040-2059, cesm1_bgc, May Anomaly, NPL
1.96624, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
3.01816, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
2.3713, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
3.50378, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
3.07364, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
2.70273, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
1.37323, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
2.02867, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
2.37814, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
2.75944, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
2.36308, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
2.38608, 2040-2059, cesm1_cam5, May Anomaly, NPL
3.06743, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
4.37069, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
3.8391, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
4.2845, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
3.24929, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
4.26483, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
2.35401, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
1.47524, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
2.6335, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
4.77395, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
2.81548, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
1.92778, 2040-2059, cmcc_cesm, May Anomaly, NPL
1.83489, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
0.68415, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
1.03028, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
2.23409, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
2.56753, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
2.13315, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
1.36113, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
0.31317, 2040-2059, cmcc_cm, Jan Anomaly, NPL
2.05285, 2040-2059, cmcc_cm, Feb Anomaly, NPL
4.08108, 2040-2059, cmcc_cm, Mar Anomaly, NPL
1.88278, 2040-2059, cmcc_cm, Apr Anomaly, NPL
0.75972, 2040-2059, cmcc_cm, May Anomaly, NPL
0.89079, 2040-2059, cmcc_cm, Jun Anomaly, NPL
2.5138, 2040-2059, cmcc_cm, Jul Anomaly, NPL
3.41143, 2040-2059, cmcc_cm, Aug Anomaly, NPL
1.68162, 2040-2059, cmcc_cm, Sep Anomaly, NPL
3.03864, 2040-2059, cmcc_cm, Oct Anomaly, NPL
2.24973, 2040-2059, cmcc_cm, Nov Anomaly, NPL
0.48831, 2040-2059, cmcc_cm, Dec Anomaly, NPL
1.45972, 2040-2059, cmcc_cms, Jan Anomaly, NPL
3.90659, 2040-2059, cmcc_cms, Feb Anomaly, NPL
5.68346, 2040-2059, cmcc_cms, Mar Anomaly, NPL
2.82692, 2040-2059, cmcc_cms, Apr Anomaly, NPL
1.75642, 2040-2059, cmcc_cms, May Anomaly, NPL
1.0367, 2040-2059, cmcc_cms, Jun Anomaly, NPL
2.20042, 2040-2059, cmcc_cms, Jul Anomaly, NPL
2.56211, 2040-2059, cmcc_cms, Aug Anomaly, NPL
2.41879, 2040-2059, cmcc_cms, Sep Anomaly, NPL
4.62584, 2040-2059, cmcc_cms, Oct Anomaly, NPL
3.47069, 2040-2059, cmcc_cms, Nov Anomaly, NPL
2.31641, 2040-2059, cmcc_cms, Dec Anomaly, NPL
0.56181, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
2.72276, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
3.21202, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
2.34031, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
1.09179, 2040-2059, cnrm_cm5, May Anomaly, NPL
0.67763, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
1.37198, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
1.073, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
1.09012, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
1.6158, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
2.03985, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
0.26296, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
0.75656, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
1.58632, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
3.18099, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
2.06435, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
0.71448, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
0.98445, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
1.54995, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.34004, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
0.07757, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
1.74829, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
2.06633, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
0.62801, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
1.80341, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
2.57128, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
3.92638, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
2.77805, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
2.84194, 2040-2059, gfdl_cm3, May Anomaly, NPL
2.32642, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
2.73585, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
3.25774, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
3.9624, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
5.27854, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
4.386, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
2.09421, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
1.14315, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
1.34248, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
3.34792, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
1.59017, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
1.415, 2040-2059, gfdl_esm2g, May Anomaly, NPL
2.32147, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
2.73499, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
2.14779, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
2.69332, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
2.79908, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
2.26926, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
1.37327, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
1.48046, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
1.49691, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
2.21245, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
1.01593, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
1.09684, 2040-2059, gfdl_esm2m, May Anomaly, NPL
1.58551, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
2.82906, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
3.10131, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
2.96502, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
3.68837, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
2.64028, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.64931, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
0.47698, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
1.03939, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
2.86812, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
1.87328, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
0.53456, 2040-2059, hadgem2_ao, May Anomaly, NPL
0.66932, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
1.02954, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
1.1687, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
1.71787, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
2.59542, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
2.99514, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
0.96898, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
1.51539, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
3.65317, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
4.45957, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
2.79327, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
2.14639, 2040-2059, hadgem2_cc, May Anomaly, NPL
1.79157, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
1.53254, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
1.64766, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
1.95356, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
4.15704, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
5.45211, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
2.46048, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
1.86347, 2040-2059, hadgem2_es, Jan Anomaly, NPL
2.29312, 2040-2059, hadgem2_es, Feb Anomaly, NPL
3.67442, 2040-2059, hadgem2_es, Mar Anomaly, NPL
2.87151, 2040-2059, hadgem2_es, Apr Anomaly, NPL
1.74034, 2040-2059, hadgem2_es, May Anomaly, NPL
1.86501, 2040-2059, hadgem2_es, Jun Anomaly, NPL
1.73372, 2040-2059, hadgem2_es, Jul Anomaly, NPL
1.54682, 2040-2059, hadgem2_es, Aug Anomaly, NPL
2.16338, 2040-2059, hadgem2_es, Sep Anomaly, NPL
4.03414, 2040-2059, hadgem2_es, Oct Anomaly, NPL
4.80951, 2040-2059, hadgem2_es, Nov Anomaly, NPL
1.77425, 2040-2059, hadgem2_es, Dec Anomaly, NPL
0.48111, 2040-2059, inmcm4, Jan Anomaly, NPL
0.82854, 2040-2059, inmcm4, Feb Anomaly, NPL
1.62972, 2040-2059, inmcm4, Mar Anomaly, NPL
1.33477, 2040-2059, inmcm4, Apr Anomaly, NPL
0.36203, 2040-2059, inmcm4, May Anomaly, NPL
0.2499, 2040-2059, inmcm4, Jun Anomaly, NPL
0.7293, 2040-2059, inmcm4, Jul Anomaly, NPL
1.15415, 2040-2059, inmcm4, Aug Anomaly, NPL
1.58278, 2040-2059, inmcm4, Sep Anomaly, NPL
2.84733, 2040-2059, inmcm4, Oct Anomaly, NPL
1.07119, 2040-2059, inmcm4, Nov Anomaly, NPL
0.44248, 2040-2059, inmcm4, Dec Anomaly, NPL
1.94933, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
2.81219, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
4.39218, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
3.68009, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
2.63242, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
0.64479, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
0.73093, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
1.81639, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
2.88387, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
4.4928, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
4.84235, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
2.24797, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
1.41743, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
3.03965, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
4.97912, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
4.40569, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
2.04637, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
1.27823, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
1.88922, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
2.60828, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
2.95862, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
4.65785, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
3.45405, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
1.47295, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
0.35335, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
0.7943, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
1.61955, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
3.09071, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
1.99887, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
1.74441, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
0.7469, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
0.80201, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
0.9171, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
3.37991, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
2.05531, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
0.51295, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
1.0435, 2040-2059, miroc5, Jan Anomaly, NPL
2.37379, 2040-2059, miroc5, Feb Anomaly, NPL
3.41084, 2040-2059, miroc5, Mar Anomaly, NPL
2.6871, 2040-2059, miroc5, Apr Anomaly, NPL
1.0549, 2040-2059, miroc5, May Anomaly, NPL
1.57852, 2040-2059, miroc5, Jun Anomaly, NPL
1.20738, 2040-2059, miroc5, Jul Anomaly, NPL
2.40407, 2040-2059, miroc5, Aug Anomaly, NPL
1.79636, 2040-2059, miroc5, Sep Anomaly, NPL
1.8954, 2040-2059, miroc5, Oct Anomaly, NPL
2.83983, 2040-2059, miroc5, Nov Anomaly, NPL
1.26282, 2040-2059, miroc5, Dec Anomaly, NPL
2.79722, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
3.87458, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
6.31821, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
5.21085, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
2.57978, 2040-2059, miroc_esm_chem, May Anomaly, NPL
1.80437, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.55916, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.38093, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
1.81494, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
2.78701, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
3.73916, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
2.60016, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
1.58985, 2040-2059, miroc_esm, Jan Anomaly, NPL
1.69262, 2040-2059, miroc_esm, Feb Anomaly, NPL
3.84319, 2040-2059, miroc_esm, Mar Anomaly, NPL
3.61425, 2040-2059, miroc_esm, Apr Anomaly, NPL
1.5614, 2040-2059, miroc_esm, May Anomaly, NPL
1.14732, 2040-2059, miroc_esm, Jun Anomaly, NPL
0.0148, 2040-2059, miroc_esm, Jul Anomaly, NPL
1.20268, 2040-2059, miroc_esm, Aug Anomaly, NPL
2.18335, 2040-2059, miroc_esm, Sep Anomaly, NPL
3.63005, 2040-2059, miroc_esm, Oct Anomaly, NPL
4.06176, 2040-2059, miroc_esm, Nov Anomaly, NPL
2.07627, 2040-2059, miroc_esm, Dec Anomaly, NPL
0.92111, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
2.31206, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
4.41251, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
2.64872, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
1.07275, 2040-2059, mpi_esm_lr, May Anomaly, NPL
1.14891, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
2.75187, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
3.07751, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
2.96443, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
3.23854, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
3.31915, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
1.41748, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
0.93641, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
1.72614, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
2.63574, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
1.97561, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
1.33481, 2040-2059, mpi_esm_mr, May Anomaly, NPL
1.57213, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
3.39458, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
3.09708, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
2.64516, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
3.36643, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
3.17974, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
1.58415, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.07953, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
0.7588, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
3.50826, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
2.61749, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
1.05288, 2040-2059, mri_cgcm3, May Anomaly, NPL
0.86355, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
1.40962, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
2.38489, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
2.46625, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
1.40467, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
1.46467, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
0.11237, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
0.20931, 2040-2059, mri_esm1, Jan Anomaly, NPL
1.09736, 2040-2059, mri_esm1, Feb Anomaly, NPL
2.74713, 2040-2059, mri_esm1, Mar Anomaly, NPL
1.05607, 2040-2059, mri_esm1, Apr Anomaly, NPL
0.40772, 2040-2059, mri_esm1, May Anomaly, NPL
0.58207, 2040-2059, mri_esm1, Jun Anomaly, NPL
1.5138, 2040-2059, mri_esm1, Jul Anomaly, NPL
2.30938, 2040-2059, mri_esm1, Aug Anomaly, NPL
2.16441, 2040-2059, mri_esm1, Sep Anomaly, NPL
2.15924, 2040-2059, mri_esm1, Oct Anomaly, NPL
1.67126, 2040-2059, mri_esm1, Nov Anomaly, NPL
0.07102, 2040-2059, mri_esm1, Dec Anomaly, NPL
1.31976, 2040-2059, noresm1_m, Jan Anomaly, NPL
1.92236, 2040-2059, noresm1_m, Feb Anomaly, NPL
3.59009, 2040-2059, noresm1_m, Mar Anomaly, NPL
2.84005, 2040-2059, noresm1_m, Apr Anomaly, NPL
1.07954, 2040-2059, noresm1_m, May Anomaly, NPL
0.73044, 2040-2059, noresm1_m, Jun Anomaly, NPL
1.49677, 2040-2059, noresm1_m, Jul Anomaly, NPL
2.33122, 2040-2059, noresm1_m, Aug Anomaly, NPL
2.65841, 2040-2059, noresm1_m, Sep Anomaly, NPL
2.38183, 2040-2059, noresm1_m, Oct Anomaly, NPL
3.36087, 2040-2059, noresm1_m, Nov Anomaly, NPL
2.07743, 2040-2059, noresm1_m, Dec Anomaly, NPL
-0.0146, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
0.05733, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
0.69647, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
0.75539, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.8442, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-0.6551, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.2735, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.2134, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.2376, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.3292, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
0.2142, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.2164, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
1.21828, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
2.05031, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
3.84129, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
2.64732, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
1.54832, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.22867, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.76301, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
2.3386, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
2.23243, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
3.19908, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
3.32858, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
1.5583, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
2.39696, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
4.09449, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
6.57805, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
