Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
-8.6854, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
-16.361, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
6.20009, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-10.833, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
6.92667, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
6.22572, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
20.6801, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-6.3272, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
2.67686, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
-10.06, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
1.95239, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-5.6277, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
5.4899, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
8.63429, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
8.08545, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
-0.266, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
0.84219, 2020-2039, bcc_csm1_1, May Anomaly, NPL
17.2308, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
2.4212, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
25.3862, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
8.24919, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-8.1876, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
12.8297, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
4.12471, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-0.4919, 2020-2039, ccsm4, Jan Anomaly, NPL
-9.138, 2020-2039, ccsm4, Feb Anomaly, NPL
-17.66, 2020-2039, ccsm4, Mar Anomaly, NPL
2.67113, 2020-2039, ccsm4, Apr Anomaly, NPL
16.1164, 2020-2039, ccsm4, May Anomaly, NPL
18.6628, 2020-2039, ccsm4, Jun Anomaly, NPL
-1.6401, 2020-2039, ccsm4, Jul Anomaly, NPL
60.79, 2020-2039, ccsm4, Aug Anomaly, NPL
30.055, 2020-2039, ccsm4, Sep Anomaly, NPL
9.76149, 2020-2039, ccsm4, Oct Anomaly, NPL
-17.553, 2020-2039, ccsm4, Nov Anomaly, NPL
-30.048, 2020-2039, ccsm4, Dec Anomaly, NPL
-19.294, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
9.68051, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
-1.5974, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
-2.6958, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-5.472, 2020-2039, cesm1_cam5, May Anomaly, NPL
-14.559, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
6.1063, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
