Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
-9.7512, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
-11.421, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
-12.956, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
-12.257, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
2.45854, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
-0.8117, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
7.27654, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
13.2097, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
6.85692, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
4.81033, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
-0.9418, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
-15.178, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
8.66802, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
10.8714, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
5.79778, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
-1.3837, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
-0.4268, 2060-2079, bcc_csm1_1, May Anomaly, NPL
13.7831, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
7.26622, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
24.8754, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
16.5376, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
-9.0208, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
4.64558, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
7.41828, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
-10.653, 2060-2079, bnu_esm, Jan Anomaly, NPL
-9.2886, 2060-2079, bnu_esm, Feb Anomaly, NPL
-2.3378, 2060-2079, bnu_esm, Mar Anomaly, NPL
0.52207, 2060-2079, bnu_esm, Apr Anomaly, NPL
1.13373, 2060-2079, bnu_esm, May Anomaly, NPL
0.09988, 2060-2079, bnu_esm, Jun Anomaly, NPL
25.6456, 2060-2079, bnu_esm, Jul Anomaly, NPL
3.48782, 2060-2079, bnu_esm, Aug Anomaly, NPL
27.9415, 2060-2079, bnu_esm, Sep Anomaly, NPL
16.2878, 2060-2079, bnu_esm, Oct Anomaly, NPL
10.4763, 2060-2079, bnu_esm, Nov Anomaly, NPL
9.22686, 2060-2079, bnu_esm, Dec Anomaly, NPL
-3.7985, 2060-2079, canesm2, Jan Anomaly, NPL
-5.8231, 2060-2079, canesm2, Feb Anomaly, NPL
-0.337, 2060-2079, canesm2, Mar Anomaly, NPL
4.34782, 2060-2079, canesm2, Apr Anomaly, NPL
-2.2185, 2060-2079, canesm2, May Anomaly, NPL
4.49479, 2060-2079, canesm2, Jun Anomaly, NPL
27.0627, 2060-2079, canesm2, Jul Anomaly, NPL
29.082, 2060-2079, canesm2, Aug Anomaly, NPL
9.72656, 2060-2079, canesm2, Sep Anomaly, NPL
10.1848, 2060-2079, canesm2, Oct Anomaly, NPL
-6.3413, 2060-2079, canesm2, Nov Anomaly, NPL
9.92789, 2060-2079, canesm2, Dec Anomaly, NPL
14.1992, 2060-2079, ccsm4, Jan Anomaly, NPL
13.2958, 2060-2079, ccsm4, Feb Anomaly, NPL
-15.399, 2060-2079, ccsm4, Mar Anomaly, NPL
3.68776, 2060-2079, ccsm4, Apr Anomaly, NPL
-7.2005, 2060-2079, ccsm4, May Anomaly, NPL
-38.004, 2060-2079, ccsm4, Jun Anomaly, NPL
27.4963, 2060-2079, ccsm4, Jul Anomaly, NPL
46.2947, 2060-2079, ccsm4, Aug Anomaly, NPL
14.3666, 2060-2079, ccsm4, Sep Anomaly, NPL
6.22641, 2060-2079, ccsm4, Oct Anomaly, NPL
-15.718, 2060-2079, ccsm4, Nov Anomaly, NPL
-42.637, 2060-2079, ccsm4, Dec Anomaly, NPL
-26.012, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
-0.2486, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
4.72669, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
1.51759, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
4.93998, 2060-2079, cesm1_cam5, May Anomaly, NPL
-16.419, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
49.776, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
71.2006, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
54.5531, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
27.8188, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
4.93384, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-7.6956, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-14.791, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
1.59872, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-9.177, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
-1.1388, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
5.90629, 2060-2079, cnrm_cm5, May Anomaly, NPL
-5.843, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
-14.478, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
-6.0723, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
4.7556, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
-3.9682, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-11.004, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
-4.959, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
0.23035, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-1.1812, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
1.21081, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
0.15308, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
0.79847, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
-8.3346, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
-13.612, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
-1.8033, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
14.0445, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
12.9676, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
0.25156, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
0.81754, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
16.6914, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
3.80934, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
6.49237, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
2.26335, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
-5.7809, 2060-2079, gfdl_cm3, May Anomaly, NPL
0.67705, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
19.0245, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
19.6392, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
-13.91, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
-17.486, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
2.25, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
-14.197, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
-0.8199, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
-0.5847, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
3.67273, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
0.80813, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
-5.0585, 2060-2079, gfdl_esm2g, May Anomaly, NPL
0.35094, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
23.4787, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
21.4168, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
1.65266, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
1.48219, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
14.3741, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
-0.1636, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
3.56349, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
-7.5844, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
6.12113, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
-5.235, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
1.04975, 2060-2079, gfdl_esm2m, May Anomaly, NPL
6.74389, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
-12.941, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
-16.777, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
23.6978, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
-7.8175, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
3.66096, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
14.4592, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
1.50348, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
2.28982, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
3.73454, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
1.41016, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
6.32304, 2060-2079, hadgem2_ao, May Anomaly, NPL
25.1513, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
20.6371, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
16.4486, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
10.6328, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
-2.3292, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
-9.6399, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
-2.4724, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
6.13143, 2060-2079, hadgem2_es, Jan Anomaly, NPL
2.71993, 2060-2079, hadgem2_es, Feb Anomaly, NPL
4.98977, 2060-2079, hadgem2_es, Mar Anomaly, NPL
1.45216, 2060-2079, hadgem2_es, Apr Anomaly, NPL
-0.2569, 2060-2079, hadgem2_es, May Anomaly, NPL
8.67034, 2060-2079, hadgem2_es, Jun Anomaly, NPL
17.2556, 2060-2079, hadgem2_es, Jul Anomaly, NPL
2.02103, 2060-2079, hadgem2_es, Aug Anomaly, NPL
-5.8265, 2060-2079, hadgem2_es, Sep Anomaly, NPL
2.34363, 2060-2079, hadgem2_es, Oct Anomaly, NPL
