Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
1.08485, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
-1.9217, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
-5.2679, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
-1.3296, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
11.5146, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
18.0961, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
9.731, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
23.0939, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
16.2469, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
3.72585, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
11.6011, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.8135, 2060-2079, miroc5, Jan Anomaly, NPL
-3.9717, 2060-2079, miroc5, Feb Anomaly, NPL
-8.051, 2060-2079, miroc5, Mar Anomaly, NPL
4.67902, 2060-2079, miroc5, Apr Anomaly, NPL
28.6088, 2060-2079, miroc5, May Anomaly, NPL
19.696, 2060-2079, miroc5, Jun Anomaly, NPL
23.7141, 2060-2079, miroc5, Jul Anomaly, NPL
23.2984, 2060-2079, miroc5, Aug Anomaly, NPL
9.42914, 2060-2079, miroc5, Sep Anomaly, NPL
7.16568, 2060-2079, miroc5, Oct Anomaly, NPL
-2.4345, 2060-2079, miroc5, Nov Anomaly, NPL
-0.8376, 2060-2079, miroc5, Dec Anomaly, NPL
4.30324, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
-3.3902, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
-4.4195, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
-7.7246, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
-7.0843, 2060-2079, miroc_esm_chem, May Anomaly, NPL
11.7066, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
33.728, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
13.8504, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
2.65516, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
3.35314, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
-6.7404, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
1.168, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
3.95703, 2060-2079, miroc_esm, Jan Anomaly, NPL
-8.8739, 2060-2079, miroc_esm, Feb Anomaly, NPL
-1.3223, 2060-2079, miroc_esm, Mar Anomaly, NPL
-6.1638, 2060-2079, miroc_esm, Apr Anomaly, NPL
-2.5264, 2060-2079, miroc_esm, May Anomaly, NPL
9.31593, 2060-2079, miroc_esm, Jun Anomaly, NPL
23.6707, 2060-2079, miroc_esm, Jul Anomaly, NPL
-3.9112, 2060-2079, miroc_esm, Aug Anomaly, NPL
0.22168, 2060-2079, miroc_esm, Sep Anomaly, NPL
-4.7443, 2060-2079, miroc_esm, Oct Anomaly, NPL
-15.375, 2060-2079, miroc_esm, Nov Anomaly, NPL
1.65785, 2060-2079, miroc_esm, Dec Anomaly, NPL
0.66486, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
-4.732, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
-6.9102, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
-2.5615, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-1.1174, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-6.294, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
10.0244, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-19.587, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
7.29651, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
-10.03, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
-6.6596, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
3.44248, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
-2.3855, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
1.63313, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
-8.0655, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
8.36843, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
2.13965, 2060-2079, mpi_esm_mr, May Anomaly, NPL
-39.854, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
18.1961, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-1.9805, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
20.7588, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-0.4865, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
21.4809, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
14.0174, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
5.21561, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
10.4606, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
-3.9163, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
-1.9535, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
3.08863, 2060-2079, mri_cgcm3, May Anomaly, NPL
-3.8743, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
0.92402, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-4.722, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
1.16075, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
-3.358, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
-13.432, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
-12.953, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
8.39174, 2060-2079, noresm1_m, Jan Anomaly, NPL
7.51686, 2060-2079, noresm1_m, Feb Anomaly, NPL
5.20433, 2060-2079, noresm1_m, Mar Anomaly, NPL
-5.7807, 2060-2079, noresm1_m, Apr Anomaly, NPL
8.84204, 2060-2079, noresm1_m, May Anomaly, NPL
27.2608, 2060-2079, noresm1_m, Jun Anomaly, NPL
26.8515, 2060-2079, noresm1_m, Jul Anomaly, NPL
31.5779, 2060-2079, noresm1_m, Aug Anomaly, NPL
29.527, 2060-2079, noresm1_m, Sep Anomaly, NPL
14.7538, 2060-2079, noresm1_m, Oct Anomaly, NPL
-7.8662, 2060-2079, noresm1_m, Nov Anomaly, NPL
4.92083, 2060-2079, noresm1_m, Dec Anomaly, NPL
-15.825, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-13.022, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-14.768, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-12.062, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-20.322, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-48.8, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-69.838, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-53.314, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-30.943, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-30.65, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-24.479, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-16.548, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.4158, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-2.736, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.8539, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-2.2856, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
3.04216, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
8.97559, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
19.3364, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
17.7578, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
15.3349, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
2.50426, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
-5.1415, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-2.3197, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
25.0095, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
19.164, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
12.062, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
20.497, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
40.8194, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
132.076, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
183.093, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
160.074, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
143.105, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
62.5971, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
25.6468, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
27.5954, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
37.1983, 2060-2079, access1_0, Annual Anomaly, NPL
31.9006, 2060-2079, access1_3, Annual Anomaly, NPL
40.9942, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
29.4216, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
28.335, 2060-2079, bnu_esm, Annual Anomaly, NPL
48.224, 2060-2079, canesm2, Annual Anomaly, NPL
37.8516, 2060-2079, ccsm4, Annual Anomaly, NPL
31.863, 2060-2079, cesm1_bgc, Annual Anomaly, NPL
106.364, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
-22.048, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
3.52138, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
19.8712, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
34.2492, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
18.9672, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
21.4589, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
21.31, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
15.8356, 2060-2079, inmcm4, Annual Anomaly, NPL
18.689, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
21.7349, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
8.78343, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
34.725, 2060-2079, miroc5, Annual Anomaly, NPL
28.4205, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
9.67601, 2060-2079, miroc_esm, Annual Anomaly, NPL
17.0413, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
13.9492, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
-1.4521, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
27.4401, 2060-2079, noresm1_m, Annual Anomaly, NPL
-66.886, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
19.1905, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
214.483, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
