Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
-1.2115, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
2.02907, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
-4.1624, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-2.2704, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
8.09564, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
10.0569, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
16.7531, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-6.133, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
14.1738, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
-10.062, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
-8.1326, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
0.86318, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
-2.4885, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
3.65569, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
1.69497, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
1.43766, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
-4.0062, 2020-2039, bcc_csm1_1, May Anomaly, NPL
9.55327, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
34.7555, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
3.87567, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
16.8841, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-10.029, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
2.47025, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
4.59159, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-0.2187, 2020-2039, bnu_esm, Jan Anomaly, NPL
-5.5387, 2020-2039, bnu_esm, Feb Anomaly, NPL
-0.2168, 2020-2039, bnu_esm, Mar Anomaly, NPL
