Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
-11.327, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
2.9905, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
-3.7696, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
-12.5, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
0.86826, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
29.2904, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
22.4717, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
-2.1359, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
8.83518, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
6.06583, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
-9.2224, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
-10.111, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
5.44027, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
8.7602, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
5.83217, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
0.50989, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
2.80503, 2060-2079, bcc_csm1_1, May Anomaly, NPL
15.9667, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
24.6095, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
37.2951, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
21.9255, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
-5.7216, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
13.6268, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
11.5516, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
6.16011, 2060-2079, ccsm4, Jan Anomaly, NPL
-12.331, 2060-2079, ccsm4, Feb Anomaly, NPL
-16.067, 2060-2079, ccsm4, Mar Anomaly, NPL
3.05838, 2060-2079, ccsm4, Apr Anomaly, NPL
-7.7211, 2060-2079, ccsm4, May Anomaly, NPL
15.5509, 2060-2079, ccsm4, Jun Anomaly, NPL
14.0427, 2060-2079, ccsm4, Jul Anomaly, NPL
69.7721, 2060-2079, ccsm4, Aug Anomaly, NPL
29.2053, 2060-2079, ccsm4, Sep Anomaly, NPL
11.2596, 2060-2079, ccsm4, Oct Anomaly, NPL
-10.85, 2060-2079, ccsm4, Nov Anomaly, NPL
-35.648, 2060-2079, ccsm4, Dec Anomaly, NPL
-26.676, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
-1.9583, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
-3.8459, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
6.10231, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
