Largest 5-day Cumulative Rainfall - (MM), Year, Model, Statistics, ISO3
7.69028, 2040-2059, access1_0, Jan Anomaly, NPL
-9.8112, 2040-2059, access1_0, Feb Anomaly, NPL
-2.4272, 2040-2059, access1_0, Mar Anomaly, NPL
0.14271, 2040-2059, access1_0, Apr Anomaly, NPL
9.94767, 2040-2059, access1_0, May Anomaly, NPL
3.91647, 2040-2059, access1_0, Jun Anomaly, NPL
18.7501, 2040-2059, access1_0, Jul Anomaly, NPL
8.75263, 2040-2059, access1_0, Aug Anomaly, NPL
13.2682, 2040-2059, access1_0, Sep Anomaly, NPL
-5.4798, 2040-2059, access1_0, Oct Anomaly, NPL
-8.2178, 2040-2059, access1_0, Nov Anomaly, NPL
-1.2723, 2040-2059, access1_0, Dec Anomaly, NPL
-3.8537, 2040-2059, access1_3, Jan Anomaly, NPL
-5.1502, 2040-2059, access1_3, Feb Anomaly, NPL
-7.006, 2040-2059, access1_3, Mar Anomaly, NPL
-2.925, 2040-2059, access1_3, Apr Anomaly, NPL
7.3282, 2040-2059, access1_3, May Anomaly, NPL
15.6383, 2040-2059, access1_3, Jun Anomaly, NPL
41.7294, 2040-2059, access1_3, Jul Anomaly, NPL
31.1361, 2040-2059, access1_3, Aug Anomaly, NPL
3.9541, 2040-2059, access1_3, Sep Anomaly, NPL
0.16665, 2040-2059, access1_3, Oct Anomaly, NPL
-3.8591, 2040-2059, access1_3, Nov Anomaly, NPL
-5.0126, 2040-2059, access1_3, Dec Anomaly, NPL
-10.02, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
-4.3827, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
-0.5807, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-12.034, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
-7.6873, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
9.6858, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
18.0357, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
1.48941, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
7.53865, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
9.88941, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
-11.126, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
2.09376, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
3.05282, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
13.1759, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
9.10186, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
-1.6105, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
4.14297, 2040-2059, bcc_csm1_1, May Anomaly, NPL
28.26, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
18.9823, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
20.8361, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
15.4958, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
3.88271, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
11.5486, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
1.11955, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
3.28127, 2040-2059, bnu_esm, Jan Anomaly, NPL
0.98102, 2040-2059, bnu_esm, Feb Anomaly, NPL
0.15476, 2040-2059, bnu_esm, Mar Anomaly, NPL
3.07882, 2040-2059, bnu_esm, Apr Anomaly, NPL
6.26483, 2040-2059, bnu_esm, May Anomaly, NPL
-2.1236, 2040-2059, bnu_esm, Jun Anomaly, NPL
24.6208, 2040-2059, bnu_esm, Jul Anomaly, NPL
0.573, 2040-2059, bnu_esm, Aug Anomaly, NPL
30.4738, 2040-2059, bnu_esm, Sep Anomaly, NPL
5.98546, 2040-2059, bnu_esm, Oct Anomaly, NPL
-1.2717, 2040-2059, bnu_esm, Nov Anomaly, NPL
0.81379, 2040-2059, bnu_esm, Dec Anomaly, NPL
3.8926, 2040-2059, canesm2, Jan Anomaly, NPL
-1.0783, 2040-2059, canesm2, Feb Anomaly, NPL
-1.0981, 2040-2059, canesm2, Mar Anomaly, NPL
4.56363, 2040-2059, canesm2, Apr Anomaly, NPL
-5.6948, 2040-2059, canesm2, May Anomaly, NPL
-9.2176, 2040-2059, canesm2, Jun Anomaly, NPL
37.3431, 2040-2059, canesm2, Jul Anomaly, NPL
39.6899, 2040-2059, canesm2, Aug Anomaly, NPL
18.3442, 2040-2059, canesm2, Sep Anomaly, NPL
10.0373, 2040-2059, canesm2, Oct Anomaly, NPL
-3.2238, 2040-2059, canesm2, Nov Anomaly, NPL
0.21162, 2040-2059, canesm2, Dec Anomaly, NPL
-2.2749, 2040-2059, ccsm4, Jan Anomaly, NPL
-6.2528, 2040-2059, ccsm4, Feb Anomaly, NPL
-16.472, 2040-2059, ccsm4, Mar Anomaly, NPL
10.4968, 2040-2059, ccsm4, Apr Anomaly, NPL
-4.7222, 2040-2059, ccsm4, May Anomaly, NPL
18.4244, 2040-2059, ccsm4, Jun Anomaly, NPL
24.6269, 2040-2059, ccsm4, Jul Anomaly, NPL
53.5117, 2040-2059, ccsm4, Aug Anomaly, NPL
64.9234, 2040-2059, ccsm4, Sep Anomaly, NPL
-7.691, 2040-2059, ccsm4, Oct Anomaly, NPL
-7.7361, 2040-2059, ccsm4, Nov Anomaly, NPL
-37.947, 2040-2059, ccsm4, Dec Anomaly, NPL
1.57231, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
5.53036, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
-2.6316, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
-6.5587, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
-10.393, 2040-2059, cesm1_bgc, May Anomaly, NPL
-56.45, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
35.5475, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
47.9733, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
18.599, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
-6.1434, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
12.2433, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
-6.4963, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
-23.555, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
-0.3451, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
1.08396, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-2.4304, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-13.018, 2040-2059, cesm1_cam5, May Anomaly, NPL
10.76, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
46.7884, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
66.3135, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
39.8651, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
27.073, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.00992, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-6.2506, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
10.0549, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
3.24936, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
-2.8209, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
-0.6504, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
0.57838, 2040-2059, cmcc_cesm, May Anomaly, NPL
-16.108, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
0.89997, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
3.05048, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
-5.9505, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
1.94281, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
-0.3373, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
2.2368, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
-2.17, 2040-2059, cmcc_cm, Jan Anomaly, NPL
-10.272, 2040-2059, cmcc_cm, Feb Anomaly, NPL
-18.866, 2040-2059, cmcc_cm, Mar Anomaly, NPL
-13.25, 2040-2059, cmcc_cm, Apr Anomaly, NPL
1.78258, 2040-2059, cmcc_cm, May Anomaly, NPL
7.7116, 2040-2059, cmcc_cm, Jun Anomaly, NPL
36.5132, 2040-2059, cmcc_cm, Jul Anomaly, NPL
4.81184, 2040-2059, cmcc_cm, Aug Anomaly, NPL
37.4252, 2040-2059, cmcc_cm, Sep Anomaly, NPL
14.7434, 2040-2059, cmcc_cm, Oct Anomaly, NPL
12.6844, 2040-2059, cmcc_cm, Nov Anomaly, NPL
-19.849, 2040-2059, cmcc_cm, Dec Anomaly, NPL
-10.952, 2040-2059, cmcc_cms, Jan Anomaly, NPL
-17.447, 2040-2059, cmcc_cms, Feb Anomaly, NPL
-14.17, 2040-2059, cmcc_cms, Mar Anomaly, NPL
-2.9212, 2040-2059, cmcc_cms, Apr Anomaly, NPL
-4.763, 2040-2059, cmcc_cms, May Anomaly, NPL
1.18618, 2040-2059, cmcc_cms, Jun Anomaly, NPL
40.5814, 2040-2059, cmcc_cms, Jul Anomaly, NPL
17.8901, 2040-2059, cmcc_cms, Aug Anomaly, NPL
10.6191, 2040-2059, cmcc_cms, Sep Anomaly, NPL
-0.7791, 2040-2059, cmcc_cms, Oct Anomaly, NPL
-4.4489, 2040-2059, cmcc_cms, Nov Anomaly, NPL
-13.485, 2040-2059, cmcc_cms, Dec Anomaly, NPL
-24.22, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-5.725, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-9.5225, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
4.22463, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
6.55632, 2040-2059, cnrm_cm5, May Anomaly, NPL
30.2306, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
10.4411, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
12.7223, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
11.6279, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
3.34838, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-14.924, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-0.4607, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-5.6603, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-5.7619, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-0.9422, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-1.03, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
7.38858, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
3.99452, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
5.19691, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
9.69332, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
24.1424, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
10.8546, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-2.0624, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-1.8082, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
9.33177, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
4.43191, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-3.0861, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-4.4876, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-7.4599, 2040-2059, gfdl_cm3, May Anomaly, NPL
-0.5294, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
7.96711, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
21.5165, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-0.3047, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-12.192, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
6.13783, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-5.7355, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-0.8668, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
4.64661, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
3.64955, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
3.76049, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
-1.0169, 2040-2059, gfdl_esm2g, May Anomaly, NPL
3.09601, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
22.6478, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
57.8464, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
9.83302, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-1.4402, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
22.3625, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
4.16969, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-6.6022, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-5.4532, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
3.62179, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
5.97967, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
5.82388, 2040-2059, gfdl_esm2m, May Anomaly, NPL
16.7207, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
17.4731, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
21.6894, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
9.0951, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-7.3111, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
10.1567, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
9.10109, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-0.2121, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
1.48375, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
3.91717, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
2.00425, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
15.8271, 2040-2059, hadgem2_ao, May Anomaly, NPL
26.9751, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
22.7505, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
16.289, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
14.5652, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
0.64095, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-7.8965, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-0.8384, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-3.0115, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
-8.4284, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
3.8729, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
-4.7938, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
-1.4785, 2040-2059, hadgem2_cc, May Anomaly, NPL
9.80674, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
26.7541, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
1.11003, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
14.7497, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
-3.2442, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
-9.6821, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
-1.2125, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
7.96134, 2040-2059, hadgem2_es, Jan Anomaly, NPL
0.55994, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-3.4548, 2040-2059, hadgem2_es, Mar Anomaly, NPL
3.3339, 2040-2059, hadgem2_es, Apr Anomaly, NPL
-1.5033, 2040-2059, hadgem2_es, May Anomaly, NPL
-0.4572, 2040-2059, hadgem2_es, Jun Anomaly, NPL
13.2184, 2040-2059, hadgem2_es, Jul Anomaly, NPL
6.65066, 2040-2059, hadgem2_es, Aug Anomaly, NPL
-1.3652, 2040-2059, hadgem2_es, Sep Anomaly, NPL
5.74871, 2040-2059, hadgem2_es, Oct Anomaly, NPL
0.03812, 2040-2059, hadgem2_es, Nov Anomaly, NPL
4.82185, 2040-2059, hadgem2_es, Dec Anomaly, NPL
