Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.7252, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-1.5487, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-2.2797, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-1.6422, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-0.5452, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
-0.1772, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
-0.0102, 2040-2059, cnrm_cm5, May Anomaly, NPL
-0.0018, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-1.3752, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-1.9143, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-2.237, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-2.9501, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-2.3618, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-0.3432, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
-0.0017, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-0.0361, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-1.9426, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-2.6726, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
-3.5524, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
-2.7815, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-1.5278, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-0.4588, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-0.0348, 2040-2059, gfdl_cm3, May Anomaly, NPL
-0.0306, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-1.1977, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-4.2514, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-2.0063, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
-0.9718, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
-1.3362, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-0.0908, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.00704, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.0276, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-0.2345, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
-1.5827, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-2.5341, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-1.2559, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-1.4531, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
-1.0819, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.11, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-0.0627, 2040-2059, gfdl_esm2m, May Anomaly, NPL
-0.019, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-0.1632, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-1.5315, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-0.9982, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-1.9333, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-2.1718, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-1.5603, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-0.2503, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.0014, 2040-2059, hadgem2_ao, May Anomaly, NPL
-0.0405, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-1.5876, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-2.9173, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-2.2434, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
-1.9724, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
-1.6144, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
-0.1505, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
-0.0741, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
-1.2942, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
-1.8053, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
-1.7601, 2040-2059, inmcm4, Jan Anomaly, NPL
-1.9774, 2040-2059, inmcm4, Feb Anomaly, NPL
-1.1406, 2040-2059, inmcm4, Mar Anomaly, NPL
-0.1787, 2040-2059, inmcm4, Apr Anomaly, NPL
-0.0853, 2040-2059, inmcm4, Oct Anomaly, NPL
-0.7826, 2040-2059, inmcm4, Nov Anomaly, NPL
-1.119, 2040-2059, inmcm4, Dec Anomaly, NPL
-4.3497, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.8144, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
-2.1538, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.4234, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.026, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
-0.1751, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
-2.0746, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
-3.7518, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
-2.2283, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.7361, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
-2.3523, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.8346, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.0436, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
-0.097, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
-1.5801, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
-2.1261, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.3098, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
-0.7412, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
-0.5471, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
-0.5278, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
-0.0198, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
-0.2248, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
-1.2525, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
-0.8561, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
-3.0919, 2040-2059, miroc5, Jan Anomaly, NPL
-2.0101, 2040-2059, miroc5, Feb Anomaly, NPL
-1.9987, 2040-2059, miroc5, Mar Anomaly, NPL
-0.2304, 2040-2059, miroc5, Apr Anomaly, NPL
-0.002, 2040-2059, miroc5, May Anomaly, NPL
-0.0035, 2040-2059, miroc5, Oct Anomaly, NPL
-0.6048, 2040-2059, miroc5, Nov Anomaly, NPL
-2.2281, 2040-2059, miroc5, Dec Anomaly, NPL
-3.756, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
-3.3467, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
-1.5043, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
-0.1485, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
-0.0071, 2040-2059, miroc_esm_chem, May Anomaly, NPL
-0.0056, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-1.0983, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
-3.3879, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
-2.1125, 2040-2059, miroc_esm, Jan Anomaly, NPL
-2.0629, 2040-2059, miroc_esm, Feb Anomaly, NPL
-1.0301, 2040-2059, miroc_esm, Mar Anomaly, NPL
-0.1542, 2040-2059, miroc_esm, Apr Anomaly, NPL
-0.0049, 2040-2059, miroc_esm, May Anomaly, NPL
-0.0037, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.9664, 2040-2059, miroc_esm, Nov Anomaly, NPL
-2.981, 2040-2059, miroc_esm, Dec Anomaly, NPL
-2.9608, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
-2.1903, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
-1.3946, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-0.1522, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-3.0E-4, 2040-2059, mpi_esm_lr, May Anomaly, NPL
-0.026, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-0.78, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-2.4257, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-1.4123, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-2.2702, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
-1.3073, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
-0.0997, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-3.0E-4, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-0.0156, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
-0.4487, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
-0.9526, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
-1.0553, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-1.5662, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-1.7769, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-0.2225, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-3.0E-4, 2040-2059, mri_cgcm3, May Anomaly, NPL
-0.0263, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-1.4, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-2.8795, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
-1.6038, 2040-2059, noresm1_m, Jan Anomaly, NPL
-2.6222, 2040-2059, noresm1_m, Feb Anomaly, NPL
-2.2866, 2040-2059, noresm1_m, Mar Anomaly, NPL
-0.259, 2040-2059, noresm1_m, Apr Anomaly, NPL
-0.0402, 2040-2059, noresm1_m, Oct Anomaly, NPL
-1.5776, 2040-2059, noresm1_m, Nov Anomaly, NPL
-2.339, 2040-2059, noresm1_m, Dec Anomaly, NPL
-4.0071, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.0343, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.1204, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.277, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0047, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0692, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.8191, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-4.1296, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-2.1472, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.8717, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.4198, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.2318, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0047, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.0564, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.3506, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-2.7197, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
-0.0366, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
-0.4604, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
-0.3382, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
8.0E-4, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
0.00357, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
4.5E-4, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
0.0249, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
-0.0821, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.12288, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-12.224, 2040-2059, access1_0, Annual Anomaly, NPL
-10.346, 2040-2059, access1_3, Annual Anomaly, NPL
-9.4339, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
-4.609, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-8.3671, 2040-2059, bnu_esm, Annual Anomaly, NPL
-13.547, 2040-2059, canesm2, Annual Anomaly, NPL
-8.6004, 2040-2059, ccsm4, Annual Anomaly, NPL
-7.1632, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
-7.9719, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-7.9408, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
-12.545, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
-13.835, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-8.7774, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-6.676, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
-10.056, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-8.8255, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
-7.0441, 2040-2059, inmcm4, Annual Anomaly, NPL
-14.769, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
-11.998, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
-4.4796, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
-10.169, 2040-2059, miroc5, Annual Anomaly, NPL
-13.256, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
-9.3099, 2040-2059, miroc_esm, Annual Anomaly, NPL
-9.9214, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-6.5101, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
-8.9364, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
-10.728, 2040-2059, noresm1_m, Annual Anomaly, NPL
-15.083, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-9.8618, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
-2.0364, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
