DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,66.11,94.84,5.32,53.59,13.15,3.63,19.97,8.2,11.78,11.3,1.9,3.03,0.64,2.39,2.65,4.06,0.85,3.22
198102,9.28,94.61,5.31,42.42,16.84,3.58,24.95,10.54,14.41,15.1,2.18,3.5,0.81,2.68,3.05,4.48,1.02,3.46
198103,29.74,94.46,6.13,37.6,20.88,5.51,28.72,13.98,14.74,20.29,2.33,3.65,0.99,2.65,3.31,5.27,1.28,3.99
198104,18.65,94.02,5.64,24.32,26.81,4.08,35.59,18.34,17.25,26.48,2.6,4.04,1.04,3.0,3.63,5.33,1.37,3.96
198105,111.49,93.7,9.25,32.61,30.24,11.41,37.89,22.33,15.56,30.42,2.39,3.8,0.77,3.03,3.29,4.83,1.06,3.78
198106,174.32,93.28,11.11,37.24,31.53,12.98,38.71,24.35,14.36,31.63,2.81,4.48,1.26,3.21,3.9,5.67,1.87,3.79
198107,398.13,93.36,19.63,80.45,27.31,23.51,31.09,24.21,6.88,27.4,2.37,3.96,0.91,3.05,3.51,5.04,1.58,3.47
198108,231.0,93.43,19.78,85.14,26.43,23.63,29.82,23.45,6.37,26.38,2.03,3.41,0.85,2.56,3.07,4.38,1.49,2.89
198109,120.84,93.99,16.96,77.77,25.49,21.18,29.79,21.73,8.06,25.22,1.67,2.76,0.56,2.21,2.45,3.66,0.89,2.77
198110,4.21,94.37,8.76,49.72,21.96,10.72,28.71,16.25,12.46,20.17,1.95,2.9,0.69,2.22,2.68,3.85,0.93,2.92
198111,52.02,94.62,6.91,51.07,17.61,6.96,24.53,12.66,11.86,15.59,1.83,2.75,0.66,2.09,2.51,3.74,0.84,2.9
198112,4.28,94.98,4.23,40.17,13.96,0.32,21.67,9.09,12.58,11.09,1.89,3.03,0.65,2.39,2.54,3.78,0.81,2.97
