DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,32.38,97.18,5.52,51.18,14.82,4.55,21.62,10.23,11.39,13.49,1.95,3.18,0.73,2.45,2.74,4.32,0.95,3.37
198102,1.36,96.88,5.18,38.09,18.54,3.69,26.74,12.61,14.12,17.37,2.34,4.42,0.7,3.72,3.23,5.3,0.9,4.4
198103,26.28,96.72,6.09,33.0,23.24,5.73,31.07,16.86,14.21,23.33,2.63,4.49,0.88,3.61,3.75,5.73,1.19,4.54
198104,56.03,96.31,7.29,30.6,27.53,7.77,35.38,19.76,15.62,27.93,2.68,4.38,0.92,3.46,3.68,5.57,1.3,4.27
198105,128.66,96.0,11.75,41.39,30.49,15.58,37.1,23.97,13.12,31.78,2.61,4.09,0.95,3.15,3.63,5.63,1.41,4.22
198106,140.68,95.57,14.38,48.21,31.52,18.17,37.57,25.7,11.87,32.46,3.0,4.58,1.38,3.2,4.14,6.04,2.13,3.91
198107,492.06,95.65,20.72,85.29,27.59,24.84,30.62,24.85,5.77,27.67,2.72,4.41,1.28,3.13,3.98,5.58,2.28,3.3
198108,256.25,95.69,20.54,87.27,27.05,24.7,30.0,24.51,5.49,27.0,2.38,3.87,1.16,2.71,3.55,5.0,2.04,2.96
198109,133.62,96.27,18.44,84.73,25.84,22.99,29.08,22.98,6.1,25.58,2.25,3.42,1.15,2.28,3.33,4.68,1.84,2.84
198110,1.17,96.63,11.93,65.84,22.78,15.87,28.55,18.47,10.08,21.71,1.87,3.21,0.68,2.54,2.62,3.96,0.93,3.03
198111,28.88,96.9,8.23,55.93,19.33,9.99,26.2,14.72,11.48,18.13,1.8,2.78,0.71,2.08,2.56,4.05,0.92,3.14
198112,4.3,97.29,5.34,45.89,15.74,3.88,23.31,11.04,12.27,14.05,1.94,3.4,0.62,2.77,2.72,4.32,0.79,3.52
198113,1301.65,96.42,11.33,55.77,23.72,13.21,29.77,18.84,10.93,23.4,2.35,3.85,0.93,2.92,3.33,5.01,1.39,3.62
198201,67.68,97.16,5.03,42.61,16.18,3.16,23.81,11.32,12.49,14.69,2.12,3.57,0.78,2.79,3.02,4.66,1.04,3.62
198202,10.64,96.87,5.52,45.51,16.6,4.44,24.17,11.1,13.06,15.96,2.29,4.1,0.73,3.37,3.29,5.08,0.92,4.16
198203,28.7,96.67,6.75,40.85,21.83,7.28,29.43,15.64,13.78,21.85,2.47,4.41,0.78,3.64,3.45,5.43,0.97,4.45
198204,33.95,96.21,7.13,28.8,28.2,7.97,36.14,20.7,15.45,28.71,2.96,5.21,0.84,4.37,4.13,6.42,1.12,5.3
198205,46.38,96.14,8.34,28.11,31.48,10.29,38.82,24.13,14.69,32.48,2.7,4.89,0.83,4.06,3.66,5.76,1.11,4.65
198206,102.8,95.6,14.39,46.8,31.92,18.64,37.82,26.19,11.63,33.46,2.7,4.32,1.18,3.14,3.6,5.46,1.6,3.86
198207,260.1,95.59,17.71,62.79,30.44,22.15,35.1,26.24,8.86,31.31,2.96,4.55,1.48,3.08,4.17,5.87,2.42,3.46
198208,203.9,95.71,19.88,79.68,28.06,24.17,31.69,24.95,6.73,28.17,2.46,3.89,1.22,2.68,3.73,5.25,2.21,3.04
198209,154.55,96.16,17.53,79.43,26.04,22.07,29.92,22.7,7.22,25.8,2.05,3.38,0.83,2.55,2.97,4.41,1.44,2.97
198210,3.43,96.8,10.8,53.97,24.55,14.43,30.66,19.44,11.21,23.97,1.83,2.76,0.72,2.04,2.56,3.82,0.92,2.91
198211,10.17,96.97,7.24,47.92,19.88,8.29,26.82,14.95,11.86,18.94,1.94,3.29,0.7,2.59,2.71,4.22,0.82,3.4
198212,5.89,97.11,4.55,39.08,15.98,1.89,23.77,10.88,12.88,14.28,1.92,3.48,0.68,2.79,2.67,4.44,0.9,3.55
198213,928.21,96.42,10.43,49.65,24.3,12.1,30.71,19.06,11.65,24.17,2.37,3.99,0.9,3.09,3.33,5.07,1.29,3.78
198301,0.48,97.23,3.45,32.42,14.76,-1.93,22.5,9.44,13.06,13.03,2.07,3.35,0.72,2.63,2.82,4.21,0.93,3.28
198302,0.15,96.91,2.95,21.96,17.74,-4.04,26.32,11.35,14.97,16.94,2.54,4.38,0.81,3.57,3.61,5.54,1.04,4.5
198303,6.92,96.53,3.45,17.9,23.88,-2.32,32.66,16.56,16.1,23.85,3.19,5.77,1.21,4.56,4.58,7.12,1.61,5.51
198304,10.15,96.3,5.61,24.84,27.29,3.98,35.05,20.23,14.82,28.04,3.22,5.92,1.01,4.92,4.48,7.08,1.49,5.59
198305,42.35,96.06,8.81,29.8,31.41,10.94,38.33,24.18,14.15,32.88,2.59,4.28,0.9,3.39,3.38,5.08,1.25,3.82
198306,110.15,95.69,11.48,35.5,33.41,14.34,39.75,26.96,12.79,34.59,3.08,5.18,1.23,3.95,4.16,6.1,1.87,4.24
198307,177.64,95.73,18.21,63.53,30.71,22.67,35.22,26.5,8.71,31.84,2.35,3.75,1.02,2.73,3.28,4.62,1.69,2.94
198308,107.57,95.88,18.85,71.1,29.2,23.33,33.68,25.47,8.21,29.94,2.88,4.67,1.39,3.28,4.12,5.59,2.58,3.01
198309,54.45,96.13,17.24,69.44,28.11,21.9,32.73,24.41,8.32,28.71,2.79,4.4,1.34,3.05,4.04,5.56,2.28,3.28
198310,61.81,96.52,12.26,57.58,25.16,15.82,31.17,20.59,10.58,25.23,1.91,3.03,0.71,2.32,2.74,4.18,1.06,3.12
198311,0.0,97.09,6.39,39.91,20.83,6.56,28.4,15.82,12.58,19.83,1.98,2.99,0.79,2.21,2.73,3.91,0.93,2.98
198312,7.41,97.13,4.22,35.91,16.28,0.72,24.13,11.4,12.74,14.56,2.0,3.47,0.7,2.77,2.78,4.33,0.89,3.44
198313,579.08,96.43,9.46,41.81,24.93,9.41,31.68,19.45,12.23,24.99,2.55,4.26,0.99,3.28,3.56,5.27,1.47,3.8
198401,4.64,96.98,3.48,31.97,14.87,-2.21,23.17,9.45,13.72,13.36,2.31,4.2,0.67,3.53,3.21,4.98,0.91,4.07
198402,20.76,96.89,3.63,28.54,17.07,-1.99,26.05,10.56,15.49,16.18,2.62,4.48,1.15,3.33,3.71,5.61,1.6,4.01
198403,4.1,96.47,3.6,17.48,24.98,-1.44,34.12,17.35,16.78,24.59,2.69,4.89,0.63,4.26,3.69,6.0,0.83,5.18
198404,11.14,96.1,4.65,16.44,30.45,1.76,38.76,22.53,16.23,31.14,3.16,5.57,1.0,4.57,4.36,6.72,1.27,5.46
198405,32.89,95.75,9.06,29.68,32.08,10.08,39.56,24.53,15.03,33.5,3.3,5.21,1.34,3.87,4.4,6.49,2.01,4.48
198406,198.1,95.47,17.46,63.12,30.06,21.94,34.48,26.08,8.4,31.09,2.75,4.38,1.12,3.26,3.77,5.49,1.88,3.61
