DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,31.31,73.8,3.2,61.55,0.26,-7.28,6.16,-3.98,10.14,-1.63,1.79,3.98,0.32,3.66,1.64,3.19,0.37,2.82
198102,1.1,73.8,3.19,47.72,3.74,-7.04,10.82,-1.48,12.3,2.27,2.21,4.75,0.43,4.32,2.06,3.95,0.5,3.45
198103,24.27,73.85,4.09,50.13,6.41,-3.89,12.83,1.45,11.38,6.91,2.27,5.14,0.31,4.83,2.09,4.17,0.37,3.8
198104,54.63,73.79,5.08,47.15,10.54,-1.24,17.28,4.92,12.35,11.02,2.44,5.4,0.29,5.11,2.19,4.26,0.35,3.91
198105,96.93,73.73,8.07,61.67,13.44,5.39,19.13,8.53,10.6,14.88,2.37,5.18,0.22,4.96,2.07,4.07,0.26,3.81
198106,149.92,73.52,10.09,65.63,15.78,8.14,21.08,10.98,10.1,17.2,2.62,5.43,0.37,5.06,2.33,4.34,0.46,3.88
198107,264.39,73.53,13.76,90.88,15.62,13.41,19.0,12.67,6.33,16.55,2.39,4.81,0.34,4.47,2.15,3.85,0.41,3.44
198108,188.01,73.54,13.49,92.25,15.07,13.1,18.38,12.24,6.14,15.76,2.14,4.66,0.3,4.36,1.95,3.75,0.37,3.38
198109,70.59,73.9,11.67,90.37,13.21,10.77,16.86,10.34,6.52,13.7,1.99,4.32,0.36,3.96,1.84,3.44,0.46,2.98
198110,3.06,73.97,7.35,71.41,9.8,3.54,15.13,6.07,9.06,8.92,1.84,4.23,0.22,4.02,1.65,3.22,0.24,2.97
198111,20.75,73.92,4.48,58.0,5.24,-3.74,11.2,1.25,9.95,3.55,1.81,4.06,0.26,3.8,1.67,3.24,0.29,2.95
198112,0.71,74.02,2.65,42.94,2.51,-9.5,9.2,-1.95,11.15,-0.26,1.78,4.26,0.27,3.99,1.64,3.41,0.3,3.11
198113,905.67,73.78,7.29,65.11,9.33,1.86,14.77,5.12,9.65,9.1,2.14,4.68,0.31,4.38,1.94,3.74,0.36,3.38
198201,75.33,73.93,2.91,49.15,2.09,-8.37,8.37,-2.53,10.9,-0.4,1.78,4.1,0.31,3.79,1.67,3.35,0.38,2.97
198202,6.32,73.64,3.3,61.31,0.61,-7.07,7.3,-4.93,12.23,-1.05,2.02,4.55,0.31,4.24,1.91,3.88,0.41,3.48
198203,14.56,73.76,4.26,55.94,5.45,-3.58,12.11,0.25,11.86,5.58,2.37,5.25,0.27,4.98,2.19,4.34,0.29,4.05
198204,14.91,73.74,5.15,47.96,10.52,-0.64,17.0,4.78,12.22,11.88,2.55,5.69,0.3,5.39,2.38,4.73,0.37,4.36
198205,22.97,73.86,6.09,46.33,13.5,1.67,19.96,7.46,12.5,15.48,2.64,5.75,0.28,5.46,2.41,4.75,0.36,4.39
198206,49.12,73.52,9.93,63.73,16.06,8.32,21.48,11.1,10.38,18.5,2.85,5.82,0.33,5.49,2.48,4.63,0.38,4.25
198207,188.14,73.52,12.5,79.01,16.36,11.98,20.68,12.79,7.89,18.06,2.69,5.38,0.49,4.89,2.38,4.27,0.59,3.69
198208,149.25,73.58,13.34,89.14,15.44,12.94,19.06,12.42,6.65,16.34,2.3,4.83,0.31,4.51,2.08,3.85,0.41,3.44
198209,110.85,73.81,11.15,86.01,13.15,9.87,17.26,9.86,7.39,13.62,2.0,4.5,0.3,4.2,1.83,3.54,0.39,3.15
198210,2.09,74.1,7.08,71.2,9.33,3.4,14.56,5.54,9.02,9.26,1.92,4.36,0.22,4.14,1.75,3.34,0.26,3.08
198211,5.6,73.96,4.49,57.25,5.74,-3.04,11.78,1.9,9.88,4.3,1.73,4.27,0.21,4.05,1.57,3.27,0.3,2.97
198212,4.27,73.9,2.73,41.74,3.41,-8.82,9.94,-0.64,10.58,1.01,1.71,4.44,0.29,4.15,1.62,3.56,0.4,3.16
198213,643.43,73.78,6.93,62.39,9.35,1.43,15.0,4.89,10.11,9.44,2.21,4.91,0.3,4.61,2.02,3.96,0.38,3.58
198301,0.35,73.82,2.21,41.29,0.67,-11.24,7.28,-3.85,11.13,-1.0,1.81,4.55,0.26,4.29,1.71,3.66,0.35,3.32
198302,0.37,73.68,2.03,34.19,1.53,-12.06,8.35,-3.5,11.85,0.96,2.19,5.3,0.26,5.04,2.02,4.33,0.29,4.03
198303,11.33,73.73,2.87,34.8,6.6,-8.22,13.89,0.89,13.0,6.88,2.7,6.07,0.35,5.72,2.57,5.26,0.42,4.84
198304,9.36,73.73,4.18,41.74,9.51,-3.59,16.24,3.68,12.56,10.77,2.64,5.94,0.3,5.64,2.47,5.05,0.36,4.69
198305,46.97,73.77,6.75,52.21,13.33,2.98,19.5,7.7,11.79,15.49,2.69,5.83,0.28,5.55,2.4,4.71,0.33,4.38
198306,71.05,73.66,8.17,52.74,16.05,5.29,21.97,10.23,11.74,18.22,2.7,5.6,0.28,5.32,2.44,4.47,0.37,4.1
198307,93.62,73.64,12.72,78.58,16.71,12.25,21.22,12.95,8.26,18.64,2.72,5.36,0.51,4.85,2.38,4.19,0.64,3.54
198308,72.69,73.71,12.96,83.12,16.13,12.57,20.45,12.79,7.66,17.64,2.58,5.35,0.4,4.94,2.27,4.25,0.5,3.75
198309,52.37,73.84,11.63,83.05,14.48,10.86,18.87,11.2,7.67,15.59,2.22,4.91,0.29,4.62,1.99,3.89,0.37,3.52
198310,56.4,73.93,7.66,69.22,10.38,3.75,15.86,6.46,9.39,10.43,2.02,4.54,0.28,4.26,1.83,3.51,0.31,3.2
198311,0.0,74.1,3.72,47.2,5.9,-5.47,12.67,1.39,11.27,4.31,1.93,4.46,0.3,4.16,1.72,3.4,0.35,3.06
198312,4.34,73.91,2.29,37.46,2.69,-10.94,9.45,-1.77,11.22,0.19,1.8,4.45,0.24,4.21,1.67,3.6,0.32,3.28
198313,418.85,73.79,6.46,54.78,9.54,-0.25,15.52,4.9,10.62,9.89,2.33,5.2,0.31,4.88,2.12,4.19,0.39,3.81
198401,2.71,73.66,1.91,34.76,0.9,-12.91,7.78,-3.58,11.37,-1.15,1.91,5.02,0.27,4.75,1.81,4.2,0.34,3.86
198402,12.25,73.73,2.07,33.01,2.77,-12.1,10.08,-2.27,12.35,1.57,2.22,5.53,0.32,5.21,2.06,4.7,0.34,4.36
198403,3.79,73.8,2.7,27.83,8.77,-8.73,16.72,2.7,14.01,8.59,2.59,5.83,0.34,5.5,2.36,4.67,0.4,4.26
198404,10.41,73.75,3.91,33.52,11.64,-4.31,18.7,5.27,13.43,12.96,2.71,5.93,0.3,5.63,2.54,5.03,0.38,4.65
198405,24.41,73.61,6.38,43.87,15.11,1.02,22.03,8.74,13.29,16.86,2.82,6.03,0.31,5.72,2.43,4.66,0.36,4.3
