DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,16.18,94.56,5.64,52.95,14.28,4.48,20.71,9.83,10.88,12.86,1.8,3.29,0.65,2.63,2.29,3.59,0.82,2.77
198102,10.3,94.29,5.22,40.95,17.16,3.32,24.96,11.48,13.48,15.9,2.4,5.11,0.65,4.46,3.08,5.51,0.77,4.75
198103,27.11,94.17,6.09,35.15,21.81,5.18,29.08,15.78,13.3,21.81,2.8,5.27,0.84,4.43,3.65,5.74,1.22,4.52
198104,71.66,93.87,8.75,41.89,24.8,10.17,31.74,18.35,13.39,25.3,2.7,4.53,1.06,3.47,3.43,5.02,1.52,3.5
198105,219.11,93.63,14.15,60.9,26.54,18.13,31.66,21.53,10.13,27.33,2.32,3.74,0.91,2.83,2.96,4.29,1.41,2.89
198106,207.22,93.22,16.71,66.36,27.95,20.63,32.67,23.5,9.17,28.68,2.62,4.34,1.15,3.2,3.41,4.82,1.89,2.93
198107,436.42,93.26,19.79,87.25,25.99,23.61,29.0,23.41,5.59,26.32,2.84,4.77,1.28,3.49,3.8,5.44,2.19,3.26
198108,326.02,93.28,19.72,88.63,25.66,23.55,28.48,23.28,5.2,25.78,2.27,4.03,0.93,3.09,3.08,4.59,1.56,3.03
198109,129.39,93.84,17.78,87.47,24.25,21.91,27.33,21.78,5.55,24.15,2.04,3.46,0.88,2.57,2.86,4.19,1.43,2.76
198110,4.07,94.09,12.53,70.43,22.06,16.26,27.08,18.25,8.82,21.19,1.83,3.44,0.6,2.83,2.42,3.8,0.83,2.97
198111,5.73,94.31,8.29,57.03,18.82,9.81,25.04,14.27,10.77,17.38,1.69,2.83,0.62,2.22,2.18,3.15,0.78,2.37
198112,12.63,94.66,5.81,49.72,15.28,4.6,22.08,10.77,11.31,13.4,1.76,3.42,0.56,2.86,2.27,3.59,0.62,2.97
198113,1465.85,93.93,11.75,61.71,22.07,13.53,27.49,17.72,9.77,21.7,2.26,4.01,0.85,3.17,2.95,4.47,1.25,3.22
198201,15.85,94.54,4.97,42.39,15.59,2.7,22.84,10.76,12.08,13.67,1.95,3.78,0.69,3.09,2.51,4.09,0.76,3.33
198202,43.78,94.24,5.36,45.64,15.72,3.65,22.87,10.5,12.38,14.89,2.43,4.91,0.77,4.14,3.19,5.39,1.01,4.38
198203,61.68,94.11,6.88,44.07,20.3,7.1,27.26,14.48,12.79,20.03,2.52,5.02,0.68,4.35,3.18,5.34,0.86,4.47
198204,112.86,93.76,8.39,39.67,25.18,9.87,32.13,18.54,13.59,25.15,2.79,5.03,0.92,4.12,3.64,5.77,1.17,4.59
198205,37.45,93.7,10.19,38.76,28.7,12.85,35.21,22.2,13.01,29.18,2.52,4.52,0.77,3.75,3.16,5.01,1.02,3.98
198206,183.95,93.24,16.39,64.28,28.09,20.47,33.04,23.79,9.25,29.41,2.63,4.39,1.16,3.23,3.28,4.78,1.81,2.97
198207,355.58,93.24,18.88,80.48,26.66,22.8,29.96,23.67,6.3,27.08,2.32,3.9,1.01,2.89,3.08,4.41,1.7,2.71
198208,122.13,93.31,19.02,84.36,25.9,22.95,29.33,23.15,6.18,26.18,2.91,4.89,1.41,3.48,4.03,5.75,2.52,3.23
198209,162.8,93.7,17.15,81.03,24.92,21.28,28.81,21.87,6.94,24.95,2.14,3.91,0.81,3.1,2.86,4.32,1.31,3.01
198210,34.97,94.29,11.07,60.08,22.82,14.42,28.13,18.45,9.68,22.09,1.82,3.02,0.55,2.47,2.32,3.42,0.71,2.71
198211,7.7,94.41,7.97,55.75,18.52,9.22,24.7,14.12,10.58,17.37,1.85,3.39,0.59,2.79,2.39,3.72,0.79,2.93
198212,0.57,94.51,4.93,43.72,15.01,2.57,22.19,10.17,12.02,13.01,1.93,3.7,0.57,3.13,2.48,4.06,0.7,3.36
198213,1139.33,93.92,10.96,56.74,22.32,12.53,28.06,17.68,10.39,21.95,2.31,4.2,0.83,3.37,3.01,4.67,1.2,3.47
198301,0.24,94.61,3.49,33.91,13.69,-2.16,21.2,8.54,12.66,11.74,2.17,3.81,0.83,2.98,2.73,3.98,1.0,2.98
198302,0.74,94.3,2.81,22.06,16.49,-4.94,24.56,10.28,14.28,15.34,2.69,5.21,0.88,4.33,3.46,5.66,1.01,4.65
198303,3.34,93.98,3.38,18.82,22.26,-3.14,30.53,15.31,15.22,22.02,3.36,6.24,1.29,4.95,4.45,7.05,1.6,5.45
198304,51.19,93.79,6.1,29.32,25.32,4.23,32.61,18.72,13.89,25.9,3.24,6.22,0.97,5.25,4.24,7.09,1.13,5.95
198305,83.61,93.68,11.27,46.99,27.29,14.49,33.36,21.26,12.11,28.33,2.44,3.82,1.01,2.81,3.06,4.37,1.48,2.89
198306,110.49,93.33,14.04,49.44,30.21,17.75,35.87,24.73,11.14,31.58,2.74,4.58,1.03,3.54,3.47,5.09,1.58,3.52
198307,431.16,93.35,19.22,79.08,27.29,23.15,30.77,24.19,6.58,27.95,2.22,3.91,0.71,3.2,2.85,4.26,1.18,3.07
198308,138.73,93.49,19.11,84.99,25.9,23.09,29.25,22.99,6.26,26.2,2.76,4.62,1.38,3.23,3.82,5.19,2.39,2.8
198309,108.81,93.72,17.97,84.4,25.02,22.1,28.53,22.29,6.23,25.2,2.52,4.17,1.2,2.98,3.48,4.79,2.06,2.72
198310,41.84,94.02,12.77,67.87,22.86,16.21,27.6,19.12,8.47,22.27,1.95,3.2,0.84,2.36,2.64,3.83,1.3,2.52
198311,0.08,94.52,7.4,48.63,19.64,8.32,26.13,14.88,11.25,18.1,1.78,2.99,0.64,2.35,2.24,3.29,0.77,2.52
198312,9.31,94.53,4.5,41.08,14.78,1.24,21.95,10.14,11.82,12.52,1.79,3.47,0.52,2.95,2.28,3.64,0.6,3.04
198313,979.55,93.94,10.22,50.76,22.59,10.12,28.54,17.74,10.8,22.29,2.47,4.35,0.94,3.4,3.22,4.84,1.35,3.5
198401,17.29,94.35,3.65,36.66,13.22,-1.73,20.84,8.06,12.79,11.15,2.13,4.34,0.67,3.67,2.73,4.67,0.8,3.87
198402,16.92,94.27,3.83,31.88,15.92,-1.51,24.2,9.95,14.25,14.58,2.39,4.65,0.81,3.84,3.11,5.07,1.01,4.05
198403,8.35,93.96,3.71,19.44,23.22,-1.51,31.58,16.21,15.37,22.47,2.68,5.01,0.87,4.13,3.33,5.33,1.03,4.3
198404,27.44,93.64,5.93,23.61,28.0,4.36,35.63,20.77,14.86,28.45,3.12,5.54,0.91,4.63,4.04,6.24,1.2,5.04
198405,111.3,93.42,12.38,51.02,27.4,15.48,33.47,21.79,11.68,28.69,3.09,4.72,1.52,3.2,3.92,5.36,2.29,3.07
198406,266.2,93.08,18.17,76.72,26.86,22.15,30.56,23.77,6.8,27.56,2.81,4.55,1.3,3.25,3.69,5.08,2.14,2.94
198407,239.9,93.29,18.8,85.44,25.49,22.78,28.51,22.89,5.62,25.87,2.41,4.05,1.08,2.97,3.23,4.56,1.83,2.73
198408,161.34,93.31,18.84,84.64,25.71,22.81,28.89,23.08,5.81,25.86,2.7,4.49,1.23,3.26,3.71,5.2,2.17,3.03
198409,222.62,93.75,16.94,86.46,23.64,21.11,27.01,21.0,6.01,23.62,2.33,3.99,1.07,2.92,3.17,4.58,1.71,2.87
198410,24.52,94.08,13.16,71.98,22.4,16.86,27.18,18.72,8.46,21.74,1.9,3.4,0.64,2.76,2.5,3.8,0.99,2.81
198411,0.01,94.5,6.82,48.27,18.47,7.17,25.08,13.66,11.42,16.53,1.72,2.99,0.57,2.42,2.14,3.15,0.7,2.45
198412,0.48,94.29,4.78,42.05,14.9,1.87,22.46,9.74,12.73,12.72,1.92,3.66,0.7,2.95,2.45,3.92,0.9,3.01
198413,1096.37,93.83,10.61,54.93,22.11,10.86,27.96,17.49,10.47,21.61,2.43,4.28,0.95,3.33,3.17,4.75,1.4,3.35
198501,3.51,94.48,4.52,41.19,14.56,1.12,21.78,9.64,12.14,12.9,2.07,3.94,0.8,3.14,2.67,4.24,0.92,3.31
198502,5.05,93.88,2.82,22.64,16.62,-4.9,24.84,10.22,14.63,14.99,2.42,4.5,0.88,3.62,2.97,4.64,1.06,3.59
198503,9.21,93.85,3.53,17.98,23.61,-2.91,32.09,16.21,15.88,22.93,2.91,5.28,0.92,4.36,3.74,5.97,1.16,4.81
198504,12.54,93.54,6.4,25.77,27.86,5.41,35.29,20.85,14.44,28.59,3.28,5.91,1.15,4.76,4.25,6.66,1.55,5.11
198505,73.3,93.49,10.92,42.37,28.31,13.84,34.59,22.01,12.58,29.68,2.59,4.13,0.98,3.15,3.26,4.7,1.48,3.22
198506,154.37,93.05,15.92,59.3,28.97,19.89,34.17,24.14,10.03,30.3,2.83,4.53,1.37,3.16,3.62,5.07,2.11,2.95
198507,424.5,93.4,18.18,83.73,25.3,22.24,28.45,22.58,5.88,25.78,2.63,4.38,1.18,3.2,3.52,5.04,2.01,3.03
198508,124.65,93.33,19.22,84.82,26.0,23.14,29.28,23.13,6.15,26.25,2.43,4.08,1.04,3.04,3.28,4.62,1.82,2.8
198509,202.89,93.72,17.66,86.8,24.25,21.8,27.39,21.7,5.69,24.26,2.1,3.64,0.84,2.79,2.87,4.12,1.42,2.71
198510,99.69,94.15,14.2,80.91,21.83,18.28,25.75,18.87,6.88,21.48,1.89,3.26,0.65,2.61,2.52,3.77,0.95,2.82
198511,0.08,94.37,9.04,67.41,17.56,11.25,23.24,13.51,9.73,16.28,1.74,3.0,0.64,2.36,2.29,3.41,0.79,2.62
198512,21.44,94.48,6.65,57.57,15.34,6.8,21.86,11.25,10.61,13.66,1.87,3.59,0.62,2.97,2.47,3.96,0.8,3.16
198513,1131.23,93.81,10.8,56.11,22.54,11.43,28.24,17.88,10.36,22.29,2.4,4.18,0.92,3.26,3.12,4.68,1.34,3.34
198601,0.32,94.48,5.0,46.51,14.27,2.74,21.56,9.44,12.12,12.43,2.0,3.93,0.75,3.18,2.62,4.23,0.83,3.4
198602,3.04,94.3,4.94,38.87,16.92,2.39,24.58,11.48,13.1,15.87,2.53,5.0,0.89,4.11,3.32,5.53,1.09,4.44
198603,0.89,93.97,4.28,24.15,22.41,0.47,30.66,15.52,15.14,22.21,3.26,6.33,1.1,5.23,4.26,7.03,1.36,5.67
198604,30.58,93.75,6.22,26.43,26.9,4.88,34.16,19.93,14.23,27.75,2.92,5.11,0.91,4.2,3.7,5.8,1.23,4.57
198605,79.06,93.61,9.77,40.62,27.34,11.94,33.83,20.87,12.97,28.37,2.63,4.45,1.0,3.45,3.27,4.84,1.51,3.33
198606,189.54,93.16,14.24,52.4,29.33,17.73,34.74,24.25,10.49,30.86,3.02,4.96,1.12,3.84,3.78,5.46,1.82,3.64
198607,286.35,93.37,18.66,84.19,25.62,22.67,28.82,22.83,5.99,26.06,3.03,4.83,1.43,3.4,4.07,5.52,2.47,3.04
198608,153.95,93.43,18.59,82.22,25.99,22.62,29.65,22.88,6.77,26.3,2.39,4.25,0.96,3.29,3.19,4.64,1.61,3.03
198609,173.69,93.86,16.45,82.83,23.88,20.67,27.6,21.01,6.59,24.05,2.58,4.03,1.39,2.64,3.54,4.7,2.36,2.34
198610,68.78,94.25,11.87,70.36,21.13,15.17,25.84,17.38,8.46,20.17,1.71,2.97,0.52,2.45,2.21,3.33,0.74,2.59
198611,8.73,94.44,7.78,54.92,18.5,9.0,24.83,13.89,10.94,16.83,1.78,3.02,0.55,2.46,2.26,3.36,0.73,2.64
198612,17.34,94.66,5.56,47.84,15.53,4.12,22.4,11.04,11.36,13.54,1.88,3.34,0.66,2.68,2.42,3.69,0.78,2.91
198613,1012.26,93.94,10.32,54.41,22.34,11.25,28.23,17.57,10.66,22.06,2.48,4.35,0.94,3.41,3.22,4.84,1.38,3.46
198701,2.08,94.65,4.49,39.73,14.97,1.04,22.52,9.99,12.53,13.04,1.93,3.53,0.68,2.85,2.47,3.77,0.79,2.98
198702,7.58,94.5,4.34,31.27,18.32,0.76,26.11,12.51,13.6,17.03,2.45,4.58,0.89,3.69,3.11,4.84,0.98,3.86
198703,26.92,94.09,5.18,29.73,21.9,3.12,29.4,15.39,14.01,21.56,2.53,4.65,0.79,3.86,3.15,5.01,1.0,4.01
198704,58.19,93.85,6.01,26.97,26.51,3.74,34.0,19.56,14.44,26.96,3.03,5.26,1.0,4.27,3.93,5.94,1.34,4.6
