DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,70.63,81.65,4.1,62.4,4.9,-2.33,11.05,0.38,10.67,2.63,1.84,3.47,0.38,3.09,2.04,3.37,0.46,2.91
198102,10.05,81.59,4.22,51.05,8.21,-1.98,15.89,1.62,14.28,6.14,2.23,4.03,0.51,3.52,2.48,4.11,0.6,3.51
198103,41.66,81.58,5.27,49.74,11.75,1.15,18.57,5.62,12.96,11.06,2.21,4.35,0.37,3.98,2.44,4.18,0.46,3.72
198104,24.09,81.41,5.2,34.88,17.15,0.99,24.84,9.38,15.47,16.47,2.56,4.92,0.36,4.56,2.8,4.72,0.46,4.26
198105,105.94,81.27,7.92,43.14,20.5,7.05,27.31,13.64,13.67,20.78,2.43,4.79,0.4,4.39,2.62,4.58,0.47,4.1
198106,121.37,80.97,9.2,44.32,22.58,7.92,29.24,15.73,13.5,23.0,2.63,5.11,0.54,4.57,2.86,4.96,0.77,4.19
198107,301.61,80.95,15.61,83.23,20.56,17.32,24.53,17.39,7.13,21.19,2.1,4.35,0.34,4.01,2.26,4.13,0.52,3.61
198108,162.43,80.98,15.8,87.22,19.97,17.52,23.59,17.0,6.59,20.44,2.1,4.26,0.53,3.72,2.37,4.13,0.81,3.32
198109,89.72,81.42,13.17,81.88,18.17,14.62,22.59,14.79,7.8,18.17,1.82,3.8,0.49,3.32,2.0,3.58,0.63,2.94
198110,6.04,81.61,7.02,56.35,14.14,4.99,20.47,9.06,11.41,12.28,2.06,3.84,0.57,3.26,2.23,3.54,0.65,2.89
198111,35.0,81.66,5.1,53.91,9.79,0.12,16.5,4.83,11.67,7.61,1.99,3.57,0.44,3.12,2.21,3.51,0.55,2.97
198112,5.53,81.83,2.92,39.07,6.72,-6.6,14.4,1.69,12.71,3.5,2.0,3.78,0.45,3.33,2.17,3.58,0.53,3.05
198113,974.07,81.41,7.99,57.36,14.56,5.11,20.76,9.3,11.46,13.64,2.16,4.19,0.45,3.74,2.37,4.03,0.58,3.45
198201,58.35,81.73,3.54,48.69,6.65,-4.35,13.73,1.77,11.97,4.4,1.96,3.77,0.47,3.3,2.2,3.76,0.55,3.21
198202,33.5,81.45,3.87,53.69,6.26,-3.29,13.46,0.36,13.1,4.8,2.08,4.03,0.41,3.62,2.33,3.98,0.52,3.45
198203,36.16,81.48,5.2,53.76,10.67,0.79,17.8,4.5,13.31,10.31,2.38,4.81,0.46,4.35,2.64,4.75,0.57,4.17
198204,14.05,81.36,6.04,41.08,16.86,3.14,24.1,10.03,14.07,17.04,2.61,5.5,0.49,5.01,2.89,5.48,0.69,4.79
198205,28.89,81.42,7.75,44.6,19.58,6.61,26.2,12.98,13.22,20.53,2.67,5.57,0.46,5.11,2.88,5.48,0.57,4.9
198206,59.85,80.99,9.95,47.88,22.31,10.12,28.66,16.11,12.55,23.58,2.58,5.46,0.34,5.13,2.73,5.22,0.45,4.77
198207,96.06,80.96,12.89,61.3,22.78,14.07,28.3,17.98,10.33,24.27,2.63,5.3,0.49,4.82,2.74,5.0,0.67,4.33
198208,200.38,81.05,15.0,80.9,20.37,16.69,24.54,17.13,7.41,21.08,2.15,4.49,0.38,4.12,2.31,4.29,0.51,3.78
198209,72.51,81.34,11.62,72.49,17.88,12.35,23.08,13.82,9.27,17.61,2.03,4.06,0.48,3.58,2.23,3.79,0.63,3.16
198210,3.09,81.77,7.63,58.84,14.77,6.25,21.3,9.77,11.53,13.99,2.11,4.3,0.4,3.91,2.27,3.95,0.48,3.47
198211,3.71,81.7,4.35,43.09,10.88,-1.77,18.32,5.86,12.47,8.81,2.0,4.32,0.4,3.92,2.14,3.96,0.47,3.49
198212,16.17,81.69,2.98,37.12,8.1,-6.27,15.7,3.28,12.43,5.22,1.94,4.1,0.36,3.74,2.16,3.97,0.42,3.55
198213,622.71,81.41,7.59,53.65,14.8,4.58,21.31,9.52,11.79,14.35,2.26,4.65,0.43,4.22,2.46,4.47,0.55,3.93
198301,7.63,81.67,2.78,40.25,5.74,-7.2,13.27,0.89,12.38,3.52,1.98,4.49,0.33,4.16,2.12,4.12,0.39,3.73
198302,6.51,81.51,2.8,36.62,6.7,-7.11,14.43,0.58,13.85,5.45,2.27,4.57,0.33,4.24,2.47,4.35,0.41,3.94
198303,14.8,81.45,3.35,30.67,12.25,-5.05,20.36,5.29,15.07,11.64,2.61,5.6,0.5,5.1,2.93,5.61,0.6,5.0
198304,41.43,81.37,5.03,37.2,15.85,0.41,23.43,9.05,14.38,16.31,2.7,5.68,0.48,5.21,2.94,5.58,0.61,4.98
198305,13.48,81.31,7.0,38.33,20.44,5.21,27.43,13.42,14.01,21.59,2.64,5.53,0.46,5.07,2.84,5.38,0.62,4.77
198306,75.47,81.11,7.87,38.22,22.77,6.24,29.65,15.64,14.01,23.99,2.7,5.61,0.42,5.19,2.9,5.46,0.52,4.93
198307,86.41,81.09,13.15,63.27,22.4,14.46,27.92,17.64,10.28,23.76,2.36,4.94,0.43,4.51,2.42,4.52,0.62,3.91
198308,150.46,81.17,15.29,80.97,20.7,17.06,25.03,17.49,7.54,21.64,2.17,4.51,0.45,4.07,2.31,4.17,0.66,3.51
198309,291.73,81.33,14.19,86.05,18.54,15.82,22.46,15.55,6.92,18.75,1.8,3.73,0.42,3.31,2.03,3.6,0.59,3.01
198310,71.66,81.56,8.95,70.63,14.19,8.29,19.69,10.0,9.69,13.01,1.94,3.5,0.56,2.94,2.13,3.23,0.66,2.56
198311,0.0,81.84,4.95,53.02,9.87,0.08,16.58,5.25,11.33,7.04,1.95,3.57,0.52,3.05,2.11,3.21,0.63,2.59
198312,18.68,81.71,3.5,47.34,6.66,-4.47,13.61,2.1,11.52,3.46,1.85,3.38,0.43,2.95,2.04,3.19,0.53,2.66
198313,778.27,81.43,7.44,51.99,14.72,3.71,21.19,9.46,11.73,14.23,2.25,4.59,0.44,4.15,2.44,4.37,0.57,3.8
198401,7.11,81.5,2.89,43.7,4.95,-6.67,12.02,0.15,11.87,2.28,1.95,3.78,0.41,3.36,2.15,3.61,0.51,3.11
198402,51.35,81.51,3.29,44.46,6.59,-5.43,14.25,0.5,13.75,4.73,2.32,4.39,0.53,3.86,2.6,4.3,0.72,3.59
198403,6.11,81.47,4.09,32.96,13.98,-2.32,22.72,5.79,16.93,12.72,2.63,5.24,0.46,4.79,2.87,5.05,0.53,4.51
198404,12.28,81.35,4.93,31.12,18.01,0.29,25.71,10.36,15.34,18.17,2.67,5.29,0.52,4.78,2.99,5.29,0.67,4.62
198405,17.34,81.09,5.64,26.5,22.69,1.16,30.82,13.88,16.94,23.25,2.95,5.97,0.46,5.51,3.16,5.66,0.58,5.09
198406,158.29,80.84,13.42,66.16,21.94,14.84,27.17,17.31,9.86,23.28,2.38,5.04,0.35,4.69,2.38,4.61,0.48,4.13
198407,116.66,80.95,14.35,76.1,20.68,15.97,25.41,16.8,8.6,21.9,2.46,4.97,0.6,4.37,2.57,4.62,0.87,3.75
198408,139.25,81.04,14.79,78.73,20.63,16.53,25.18,17.13,8.05,21.59,2.21,4.68,0.44,4.24,2.3,4.3,0.62,3.67
198409,59.08,81.33,12.29,78.51,17.59,13.31,22.35,13.9,8.44,17.81,2.0,4.24,0.41,3.84,2.16,3.92,0.57,3.35
198410,12.21,81.61,6.63,48.41,15.5,3.81,22.74,9.82,12.91,14.44,2.24,4.44,0.46,3.98,2.39,4.05,0.55,3.5
198411,0.66,81.79,3.46,36.09,10.34,-4.27,18.27,4.89,13.38,8.08,2.12,4.46,0.41,4.05,2.26,4.04,0.47,3.57
198412,11.78,81.53,2.76,33.73,8.16,-7.48,16.12,2.96,13.15,5.42,2.04,4.28,0.4,3.88,2.29,4.21,0.49,3.71
198413,592.12,81.33,7.39,49.7,15.11,3.33,21.92,9.48,12.44,14.5,2.33,4.73,0.45,4.28,2.51,4.47,0.59,3.88
198501,40.12,81.63,3.03,46.55,4.77,-6.45,12.19,-0.95,13.14,2.62,2.04,3.49,0.51,2.98,2.32,3.75,0.64,3.11
198502,1.45,81.15,1.97,24.1,8.26,-11.0,17.78,0.59,17.19,5.84,2.55,5.08,0.38,4.7,2.79,4.95,0.47,4.49
198503,1.04,81.4,2.66,19.68,15.27,-7.86,24.28,6.96,17.32,14.1,2.79,6.03,0.46,5.57,3.1,6.03,0.6,5.42
198504,22.62,81.25,4.65,28.43,18.83,-0.5,26.76,11.17,15.59,19.06,2.78,5.87,0.46,5.41,3.04,5.8,0.61,5.19
198505,42.92,81.17,5.42,27.75,21.39,1.19,28.96,13.25,15.71,21.92,2.82,5.75,0.5,5.25,3.05,5.64,0.61,5.03
198506,120.82,80.85,9.81,46.36,22.73,9.88,29.09,16.54,12.55,23.95,2.53,5.37,0.38,4.99,2.68,5.09,0.52,4.57
198507,128.18,81.03,14.09,75.19,20.69,15.72,25.25,17.1,8.16,21.98,2.39,4.79,0.43,4.36,2.47,4.46,0.64,3.82
198508,133.54,81.05,15.28,82.27,20.4,17.02,24.75,17.08,7.67,21.28,2.21,4.73,0.41,4.33,2.36,4.44,0.57,3.87
198509,138.7,81.31,13.07,81.95,18.03,14.53,22.31,14.82,7.49,18.42,1.88,3.97,0.46,3.5,2.08,3.78,0.61,3.17
198510,84.41,81.62,9.5,75.64,14.14,9.35,19.11,10.56,8.54,13.25,1.8,3.63,0.38,3.26,1.95,3.37,0.48,2.89
198511,0.0,81.66,5.53,57.97,10.07,1.42,16.82,5.47,11.35,7.9,1.96,4.05,0.38,3.67,2.1,3.69,0.45,3.24
198512,24.23,81.69,4.02,48.31,8.42,-2.77,15.45,3.65,11.8,5.67,1.9,3.95,0.41,3.54,2.11,3.81,0.51,3.3
198513,738.02,81.32,7.45,51.38,15.28,3.46,21.91,9.74,12.17,14.71,2.3,4.72,0.43,4.29,2.5,4.56,0.56,4.0
198601,2.47,81.66,2.74,36.8,6.72,-7.31,14.36,1.38,12.98,3.9,2.03,4.0,0.38,3.62,2.18,3.71,0.45,3.26
198602,19.46,81.57,3.67,43.87,8.46,-3.92,15.85,2.62,13.23,7.23,2.17,4.6,0.36,4.24,2.33,4.35,0.43,3.91
198603,14.68,81.46,4.21,38.19,12.48,-1.83,20.49,5.3,15.18,12.11,2.61,5.46,0.41,5.06,2.86,5.38,0.53,4.85
198604,20.13,81.36,4.69,30.92,17.42,-0.42,25.09,9.87,15.21,17.66,2.7,5.4,0.48,4.92,2.99,5.32,0.61,4.7
198605,27.05,81.24,5.06,28.12,20.06,0.33,27.58,12.11,15.47,20.7,2.81,5.77,0.48,5.28,3.01,5.55,0.56,4.99
198606,93.9,80.93,9.74,46.16,22.66,8.32,29.24,16.04,13.2,24.05,2.68,5.31,0.48,4.83,2.74,4.87,0.61,4.26
198607,273.76,81.03,14.55,78.77,20.41,16.22,24.72,16.92,7.8,21.31,2.21,4.66,0.32,4.35,2.3,4.34,0.44,3.9
198608,156.14,81.14,14.5,81.45,19.72,16.14,24.01,16.15,7.86,20.14,2.08,4.26,0.43,3.83,2.23,3.94,0.55,3.39
198609,93.49,81.43,11.25,71.27,17.91,12.16,23.16,13.54,9.62,17.66,1.99,4.0,0.39,3.61,2.11,3.59,0.5,3.09
198610,14.81,81.69,7.48,60.26,13.86,5.63,20.08,8.67,11.41,12.67,2.0,3.96,0.4,3.56,2.17,3.64,0.52,3.13
198611,0.39,81.75,3.61,35.96,11.06,-3.64,18.87,5.35,13.52,8.48,2.06,4.08,0.42,3.65,2.25,3.77,0.52,3.25
198612,28.18,81.82,3.11,41.75,6.79,-5.94,14.12,1.54,12.58,4.35,2.02,3.72,0.45,3.28,2.23,3.68,0.55,3.13
198613,744.47,81.42,7.07,49.54,14.82,3.02,21.48,9.16,12.33,14.21,2.28,4.6,0.42,4.19,2.45,4.34,0.52,3.82
198701,7.76,81.81,2.75,36.24,6.99,-7.31,14.92,1.32,13.6,4.5,2.1,3.95,0.47,3.47,2.28,3.73,0.57,3.16
198702,9.79,81.78,3.31,37.56,9.18,-4.91,16.76,3.22,13.54,7.75,2.16,4.29,0.38,3.91,2.37,4.13,0.5,3.64
